NEver	NEver	av-x	NEver	never	0
contempt	contempt	n1	contempt	contempt	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
envious	envious	j	envious	envious	0
man	man	n1	man	man	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
hus	hus	zz	hus	hus	0
¦	¦	sy	¦	¦	0
band-mans	band-mans	ng1	band-mans	band-mans	0
fielde	fielde	n1	field	field	0
vvas	vvas	vbds	was	be	0
sovvne	sovvne	vvn	sown	sow	0
vvith	vvith	p-acp	with	with	0
good	good	j	good	good	0
seede	seede	n1	seed	seed	0
,	,	,	,	,	0
came	came	vvd	came	come	0
craftily	craftily	av-j	craftily	crafty	0
&	&	cc	&	and	0
quietly	quietly	av-jn	quietly	quiet	0
there-after	there-after	j	thereafter	thereaft	0
,	,	,	,	,	0
&	&	cc	&	and	0
min	min	fw-mi	min	min	0
∣	∣	sy	∣	∣	0
gled	gled	vvn	gled	gle	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
tares	tares	n2	tares	tare	0
:	:	:	:	:	0
So	So	av	So	so	0
haue	haue	vhb	have	have	0
our	our	po12	our	our	0
Romanists	Romanists	np1	Romanists	Romanists	0
sundry	sundry	j	sundry	sundry	0
vvayes	vvayes	n2	ways	way	0
sophi	sophi	fw-la	sophi	sophi	0
∣	∣	sy	∣	∣	0
sticated	sticated	vvd	sticated	sticate	0
the	the	dt	the	the	0
famous	famous	j	famous	famous	0
vvorks	vvorks	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Worthies	Worthies	n2-j	Worthies	worthy	0
,	,	,	,	,	0
eyther	eyther	av-d	either	either	0
by	by	p-acp	by	by	0
intermingling	intermingling	vvg	intermingling	intermingle	0
their	their	po32	their	their	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
Babel	Babel	np1	Babel	Babel	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
Bethel	Bethel	np1	Bethel	Bethel	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
making	making	vvg	making	make	0
their	their	po32	their	their	0
Books	Books	n2	Books	book	0
lyke	lyke	av-j	like	like	0
a	a	dt	a	a	0
Lincie-vvoolsie	Lincie-vvoolsie	j	Lincie-vvoolsie	lincie-vvoolsie	0
Garment	Garment	n1	Garment	garment	0
:	:	:	:	:	0
or	or	cc	or	or	0
doing	doing	vdg	doing	do	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Hanun	Hanun	np1	Hanun	Hanun	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
Davids	Davids	npg1	Davids	David	0
Embassadours	Embassadours	n2	Ambassadors	ambassador	0
,	,	,	,	,	0
cutting	cutting	vvg	cutting	cut	0
and	and	cc	and	and	0
curtayling	curtayling	vvg	curtailing	curtail	0
them	them	pno32	them	they	0
;	;	;	;	;	0
or	or	cc	or	or	0
els	els	av	else	else	0
altering	altering	vvg	altering	alter	0
their	their	po32	their	their	0
vvords	vvords	n2	words	word	0
,	,	,	,	,	0
&	&	cc	&	and	0
vvhere	vvhere	c-crq	where	where	0
they	they	pns32	they	they	0
vvould	vvould	vmd	would	will	0
say	say	vvi	say	say	0
Shibbo	Shibbo	np1	Shibbo	Shibbo	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
,	,	,	,	,	0
making	making	vvg	making	make	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
Siboleth	Siboleth	vvz	Siboleth	sibole	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	p-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
vvas	vvas	vbds	was	be	0
accused	accused	vvn	accused	accuse	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
bringing	bringing	vvg	bringing	bring	0
in	in	p-acp	in	in	0
Strangers	Strangers	n2	Strangers	stranger	0
and	and	cc	and	and	0
Gre	Gre	fw-la	Gre	gre	0
∣	∣	sy	∣	∣	0
cians	cians	n2	cians	cian	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pollute	pollute	vvi	pollute	pollute	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
So	So	av	So	so	0
most	most	av-ds	most	most	0
justly	justly	av-j	justly	just	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
accused	accused	vvn	accused	accuse	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
vnjust	vnjust	j	unjust	unjust	0
in	in	p-acp	in	in	0
bringing	bringing	vvg	bringing	bring	0
of	of	pp-f	of	of	0
strangers	strangers	n2	strangers	stranger	0
(	(	(	(	(	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
Counterfeits	Counterfeits	n2	Counterfeits	counterfeit	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Fathers	Fathers	n2	Father's	father	0
)	)	)	)	)	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
such	such	d	such	such	0
fraudfull	fraudfull	j	fraudful	fraudful	0
Forgerie	Forgerie	n1	Forgery	forgery	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
corrupt	corrupt	vvi	corrupt	corrupt	0
craftily	craftily	av-j	craftily	crafty	0
;	;	;	;	;	0
and	and	cc	and	and	0
inventing	inventing	vvg	inventing	invent	0
vvitti	vvitti	n2	vvitti	vvitti	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
circumvent	circumvent	vvi	circumvent	circumvent	0
vvickedly	vvickedly	av-j	wickedly	wicked	0
.	.	.	.	.	1
And	And	cc	And	and	0
all	all	d	all	all	0
this	this	d	this	this	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Diana	Diana	np1	Diana	Diana	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Papacie	Papacie	n1	Papacy	papacy	0
,	,	,	,	,	0
and	and	cc	and	and	0
supporting	supporting	vvg	supporting	support	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
glorious	glorious	j	glorious	glorious	0
Whoore	Whoore	n1	Whore	whore	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
proude	proude	j	proud	proud	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
narchie	narchie	n1	narchie	narchie	0
;	;	;	;	;	0
setting	setting	vvg	setting	set	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
Ci	Ci	crd	Ci	ci	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
Demetrius	Demetrius	np1	Demetrius	Demetrius	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
vvorld	vvorld	n1	world	world	0
in	in	p-acp	in	in	0
vproare	vproare	n1	uproar	uproar	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
silver	silver	n1	silver	silver	0
smith	smith	n1	smith	smith	0
sayd	sayd	vvd	said	say	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
Craft	Craft	n1	Craft	craft	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
vvealth	vvealth	n1	wealth	wealth	0
:	:	:	:	:	0
&	&	cc	&	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
vvord	vvord	n1	word	word	0
prevaile	prevaile	vvi	prevail	prevail	0
,	,	,	,	,	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
their	their	po32	their	their	0
Craft	Craft	n1	Craft	craft	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
set	set	vvn	set	set	0
at	at	p-acp	at	at	0
naught	naught	pix	nought	nought	0
,	,	,	,	,	0
and	and	cc	and	and	0
Dagon	Dagon	np1	Dagon	Dagon	0
vvill	vvill	vmb	will	will	0
surely	surely	av-j	surely	sure	0
dovvne	dovvne	a-acp	down	down	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
proofe	proofe	n1	proof	proof	0
and	and	cc	and	and	0
particulari	particulari	fw-la	particulari	particulari	0
∣	∣	sy	∣	∣	0
zing	zing	n1	zing	zing	0
of	of	pp-f	of	of	0
vvhat	vvhat	r-crq	what	what	0
is	is	vbz	is	be	0
formerly	formerly	av-j	formerly	former	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
dealing	dealing	n-vvg	dealing	deal	0
vvith	vvith	p-acp	with	with	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
Councels	Councels	n2	Counsels	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Histories	Histories	n2	Histories	history	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
summarily	summarily	av-j	summarily	summary	0
hereafter	hereafter	av	hereafter	hereafter	0
digested	digested	vvn	digested	digest	0
,	,	,	,	,	0
&	&	cc	&	and	0
succinctly	succinctly	av-j	succinctly	succinct	0
set	set	vvn	set	set	0
dovvn	dovvn	a-acp	down	down	0
,	,	,	,	,	0
&	&	cc	&	and	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Worships	Worships	ng1	Worships	worship	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
vvorthy	vvorthy	j	worthy	worthy	0
Patrō	Patrō	n1	Patron	patron	0
&	&	cc	&	and	0
Pattern	Pattern	n1	Pattern	pattern	0
of	of	pp-f	of	of	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
sincere	sincere	j	sincere	sincere	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
zealous	zealous	j	zealous	zealous	0
against	against	p-acp	against	against	0
Errour	Errour	n1	Error	error	0
,	,	,	,	,	0
a	a	dt	a	a	0
Mir	Mir	fw-fr	Mir	mir	0
∣	∣	sy	∣	∣	0
rour	rour	n1	rour	rour	0
of	of	pp-f	of	of	0
Policie	Policie	n1	Policy	policy	0
,	,	,	,	,	0
a	a	dt	a	a	0
Map	Map	n1	Map	map	0
of	of	pp-f	of	of	0
Hu	Hu	uh	Hu	hu	0
∣	∣	sy	∣	∣	0
manitie	manitie	n1	manitie	manitie	0
,	,	,	,	,	0
an	an	dt	and	a	0
Honour	Honour	n1	Honour	honour	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
an	an	dt	and	a	0
Ornament	Ornament	n1	Ornament	ornament	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
sole	sole	j	sole	sole	0
Moecenas	Moecenas	np1	Moecenas	Moecenas	0
of	of	pp-f	of	of	0
Letters	Letters	n2	Letters	letter	0
amongst	amongst	p-acp	among	among	0
Your	Your	po22	Your	your	0
Equals	Equals	n2-jn	Equals	equal	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
respectlesse	respectlesse	j	respectless	respectless	0
and	and	cc	and	and	0
clayie	clayie	j	clayie	clayie	0
Age	Age	n1	Age	age	0
:	:	:	:	:	0
vvhose	vvhose	r-crq	whose	who	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
justly	justly	av-j	justly	just	0
the	the	dt	the	the	0
Penns	Penns	n2	Pens	pen	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
painful	painful	j	painful	painful	0
shal	shal	vmb	shall	shall	0
perpetuate	perpetuate	vvi	perpetuate	perpetuate	0
,	,	,	,	,	0
propagat	propagat	vvi	propagate	propagate	0
your	your	po22	your	your	0
Fame	Fame	n1	Fame	fame	0
,	,	,	,	,	0
&	&	cc	&	and	0
cōtinue	cōtinue	vvb	continue	continue	0
your	your	po22	your	your	0
memo	memo	fw-la	memo	memo	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
.	.	.	.	.	1
And	And	cc	And	and	0
amongst	amongst	p-acp	among	among	0
many	many	d	many	many	0
astri	astri	fw-la	astri	astri	0
∣	∣	sy	∣	∣	0
cted	cted	vvn	cted	ct	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Honorable	Honorable	j	Honourable	honourable	0
&	&	cc	&	and	0
vertuous	vertuous	j	virtuous	virtuous	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
approue	approue	vvi	approve	approve	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	1
