Worshipfull	Worshipfull	j	Worshipful	worshipful	0
patronage	patronage	n1	patronage	patronage	0
of	of	pp-f	of	of	0
six	six	crd	six	six	0
Bursers	Bursers	n2	Bursars	bursar	0
of	of	pp-f	of	of	0
Philosophie	Philosophie	n1	Philosophy	philosophy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vni	Vni	np1	Vni	Vni	0
∣	∣	sy	∣	∣	0
versitie	versitie	n1	versitie	versitie	0
of	of	pp-f	of	of	0
Saynt	Saynt	n1	Saint	saint	0
Andrewes	Andrewes	npg1	Andrewes	Andrew	0
&	&	cc	&	and	0
Leo	Leo	np1	Leo	Leo	0
∣	∣	sy	∣	∣	0
nardin	nardin	n1	nardin	nardin	0
Colledge	Colledge	n1	College	college	0
thereof	thereof	av	thereof	thereof	0
now	now	av	now	now	0
belongeth	belongeth	vvz	belongeth	belong	0
,	,	,	,	,	0
founded	founded	vvn	founded	found	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
worthie	worthie	j	worthy	worthy	0
and	and	cc	and	and	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
foregotten	foregotten	vvn	foregotten	forget	0
Principall	Principall	j-jn	Principal	principal	0
thereof	thereof	av	thereof	thereof	0
Master	Master	n1	Master	master	0
ROBERT	ROBERT	np1	ROBERT	Robert	0
WILKIE	WILKIE	np1	WILKIE	Wilkie	0
of	of	pp-f	of	of	0
happie	happie	j	happy	happy	0
memorie	memorie	n1	memory	memory	0
.	.	.	.	.	1
So	So	av	So	so	0
your	your	po22	your	your	0
godlie	godlie	j	godly	godly	0
care	care	n1	care	care	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
scientious	scientious	j	scientious	scientious	0
manageing	manageing	n-vvg	managing	manage	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
oweth	oweth	vvz	owes	owe	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
surname	surname	n1	surname	surname	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ved	ved	j-vvn	ved	ve	0
mee	mee	pno11	me	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
barren	barren	j	barren	barren	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
encou	encou	n1	encou	encou	0
∣	∣	sy	∣	∣	0
ragements	ragements	n2	ragements	ragement	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
single	single	j	single	single	0
you	you	pn22	you	you	0
out	out	av	out	out	0
as	as	p-acp	as	as	0
fittest	fittest	js	fittest	fit	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thie	thie	j-jn	thie	thie	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
and	and	cc	and	and	0
paines	paines	n2	pains	pain	0
may	may	vmb	may	may	0
contribute	contribute	vvi	contribute	contribute	0
their	their	po32	their	their	0
best	best	js	best	best	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
of	of	pp-f	of	of	0
whose	whose	rg-crq	whose	who	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
and	and	cc	and	and	0
happi	happi	fw-la	happi	happi	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
everie	everie	d	every	every	0
way	way	n1	way	way	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
wish	wish	vvi	wish	wish	0
who	who	r-crq	who	who	0
am	am	dt	am	a	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	1
