MOST	MOST	av-ds	MOST	most	0
enatours	enatours	n2	enatours	enatour	0
hath	hath	vhz	hath	have	0
enboldned	enboldned	vvn	enboldned	enboldn	0
me	me	pno11	me	i	0
so	so	av	so	so	0
far	far	av-j	far	far	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ventu	ventu	n1	ventum	ventum	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
to	to	p-acp	to	to	0
trouble	trouble	n1	trouble	trouble	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Chyrurgi	Chyrurgi	np1	Chyrurgi	Chyrurgi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
Armory	Armory	n1	Armoury	armoury	0
,	,	,	,	,	0
and	and	cc	and	and	0
Store-house	Store-house	n1	Storehouse	storehouse	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
these	these	d	these	these	0
Physi	Physi	np1	Physi	Physi	0
∣	∣	sy	∣	∣	0
cal	cal	vvb	call	call	0
Meditations	Meditations	n2	Meditations	meditation	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Shield	Shield	n1	Shield	shield	0
of	of	pp-f	of	of	0
Aiax	Aiax	np1	Aiax	Aiax	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
Governours	Governours	n2	Governors	governor	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
kindly	kindly	av-j	kindly	kind	0
,	,	,	,	,	0
this	this	d	this	this	0
small	small	j	small	small	0
Pledge	Pledge	n1	Pledge	pledge	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
grateful	grateful	j	grateful	grateful	0
mind	mind	n1	mind	mind	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
pray	pray	vvb	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
you	you	pn22	you	you	0
,	,	,	,	,	0
protect	protect	vvb	protect	protect	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
defend	defend	vvb	defend	defend	0
you	you	pn22	you	you	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
prosperity	prosperity	n1	prosperity	prosperity	0
;	;	;	;	;	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
rule	rule	vvi	rule	rule	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
and	and	cc	and	and	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
Ages	Ages	n2	Ages	age	0
.	.	.	.	.	1
