STEPHEN	STEPHEN	np1	STEPHEN	Stephen	0
reade	reade	vvi	read	read	0
the	the	dt	the	the	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
Sarah	Sarah	np1	Sarah	Sarah	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
Genesis	Genesis	n1	Genesis	genesis	0
,	,	,	,	,	0
and	and	cc	and	and	0
follow	follow	vvi	follow	follow	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
good	good	j	good	good	0
and	and	cc	and	and	0
imi	imi	fw-la	imi	imi	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
.	.	.	.	.	1
And	And	cc	And	and	0
remember	remember	vvb	remember	remember	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
that	that	cst	that	that	0
women	women	n2	women	woman	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
daughters	daughters	n2	daughters	daughter	0
of	of	pp-f	of	of	0
Sarah	Sarah	np1	Sarah	Sarah	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
3.	3.	crd	3.	3.	1
And	And	cc	And	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
you	you	pn22	you	you	0
mistris	mistris	n1	mistress	mistress	0
Marie	Marie	vvi	marry	marry	0
Iuxon	Iuxon	jp	Juxon	juxon	0
,	,	,	,	,	0
if	if	cs	if	if	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
yeares	yeares	n2	years	year	0
of	of	pp-f	of	of	0
discretion	discretion	n1	discretion	discretion	0
and	and	cc	and	and	0
vnderstan	vnderstan	fw-mi	vnderstan	vnderstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
consider	consider	vvb	consider	consider	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
named	named	vvn	nam	name	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
virgine	virgine	n1	virgin	virgin	0
Marie	Marie	uh	Marry	marie	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
she	she	pns31	she	she	0
therefore	therefore	av	therefore	therefore	0
conceiued	conceiued	vvd	conceived	conceive	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
wombe	wombe	n1	womb	womb	0
,	,	,	,	,	0
so	so	av	so	so	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
ceiue	ceiue	vvb	ceiue	ceiue	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
she	she	pns31	she	she	0
pondered	pondered	vvn	pondered	ponder	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sh	sh	n1	sh	shilling	0
epheards	epheards	n2	epheards	epheard	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
so	so	av	so	so	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
meditate	meditate	vvi	meditate	meditate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
consider	consider	vvb	consider	consider	0
what	what	r-crq	what	what	0
graces	graces	n2	graces	grace	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
say	say	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
you	you	pn22	you	you	0
three	three	crd	three	three	0
pure	pure	j	pure	pure	0
virgins	virgins	n2	virgins	virgin	0
,	,	,	,	,	0
beware	beware	vvb	beware	beware	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sinnes	sinnes	n2	sins	sin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
vaine	vaine	j	vain	vain	0
fashions	fashions	n2	fashions	fashion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
whoredome	whoredome	n1	whoredom	whoredom	0
and	and	cc	and	and	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
vncleannesse	vncleannesse	n1	uncleanness	uncleanness	0
:	:	:	:	:	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
care	care	n1	care	care	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
consort	consort	vvb	consort	consort	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
:	:	:	:	:	0
marrie	marrie	vvi	marry	marry	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
parents	parents	n2	parents	parent	0
or	or	cc	or	or	0
gouernours	gouernours	n2	governors	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
marrie	marrie	vvi	marry	marry	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
be	be	vbb	be	be	0
carefull	carefull	j	careful	careful	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
and	and	cc	and	and	0
consider	consider	vvi	consider	consider	0
the	the	dt	the	the	0
marks	marks	n2	marks	mark	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
mother	mother	n1	mother	mother	0
,	,	,	,	,	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
like	like	j	like	like	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
leade	leade	vvi	lead	lead	0
a	a	dt	a	a	0
blessed	blessed	j-vvn	blessed	bless	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
accom	accom	uh-jn	accom	accom	0
∣	∣	sy	∣	∣	0
plish	plish	vvi	plish	plish	0
a	a	dt	a	a	0
happie	happie	j	happy	happy	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
heauenly	heauenly	j	heavenly	heavenly	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
whi	whi	q-crq	whi	why	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
your	your	po22	your	your	0
deare	deare	j-jn	deer	dear	0
mother	mother	n1	mother	mother	0
is	is	vbz	is	be	0
gone	gone	vvn	gone	go	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
Vnto	Vnto	p-acp	Unto	unto	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
heauenly	heauenly	j	heavenly	heavenly	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mercie	mercie	n1	mercy	mercy	0
bring	bring	vvb	bring	bring	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
for	for	p-acp	for	for	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
