THAT	THAT	cst	THAT	that	0
get	get	vvb	get	get	0
some	some	d	some	some	0
Money	Money	n1	Money	money	0
and	and	cc	and	and	0
Cloaths	Cloaths	n2	Clothes	clothes	0
,	,	,	,	,	0
if	if	cs	if	if	0
our	our	po12	our	our	0
Press	Press	n1	Press	press	0
is	is	vbz	is	be	0
so	so	av	so	so	0
great	great	j	great	great	0
this	this	d	this	this	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
meet	meet	vvb	meet	meet	0
the	the	dt	the	the	0
poor	poor	j	poor	poor	0
Captive	Captive	j-jn	Captive	captive	0
Wretches	Wretches	n2	Wretches	wretch	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
Return	Return	vvb	Return	return	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Lousie	Lousie	j	Lousy	lousy	0
Cloaths	Cloaths	n2	Clothes	clothes	0
from	from	p-acp	from	from	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
beg	beg	vvi	beg	beg	0
their	their	po32	their	their	0
way	way	n1	way	way	0
near	near	av-j	near	near	0
an	an	dt	and	a	0
Hundred	Hundred	crd	Hundred	hundred	0
and	and	cc	and	and	0
Fifty	Fifty	crd	Fifty	fifty	0
Miles	Miles	n2	Miles	mile	0
;	;	;	;	;	0
then	then	av	then	then	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
Lon	Lon	zz	Lon	lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
catch	catch	vvb	catch	catch	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
carry	carry	vvi	carry	carry	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
Board	Board	n1	Board	board	0
,	,	,	,	,	0
Rags	Rags	n2	Rags	rag	0
and	and	cc	and	and	0
Lice	Lice	n1	Lice	louse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
Run	Run	vvb	Run	run	0
;	;	;	;	;	0
put	put	vvb	put	put	0
them	them	pno32	them	they	0
down	down	a-acp	down	down	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Hold	Hold	vvb	Hold	hold	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vessel	Vessel	n1	Vessel	vessel	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lie	lie	vvi	lie	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Boards	Boards	n2	Boards	board	0
or	or	cc	or	or	0
Ballast	Ballast	n1	Ballast	ballast	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
please	please	vvb	please	please	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
Bedding	Bedding	np1	Bedding	Bedding	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
Queen	Queen	n1	Queen	queen	0
Esther	Esther	np1	Esther	Esther	0
said	said	vvd	said	say	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
perish	perish	vvb	perish	perish	0
,	,	,	,	,	0
they	they	pns32	they	they	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Notable	Notable	j	Notable	notable	0
Age	Age	n1	Age	age	0
to	to	pc-acp	to	to	0
tame	tame	vvi	tame	tame	0
Prodigals	Prodigals	n2-jn	Prodigals	prodigal	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
ordi	ordi	fw-la	ordi	ordi	0
∣	∣	sy	∣	∣	0
nary	nary	n1	nary	nary	0
Seamen	Seamen	np1	Seamen	Seamen	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
Double-Pay	Double-Pay	j	Double-Pay	double-pay	0
Officers	Officers	n2	Officers	officer	0
,	,	,	,	,	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
they	they	pns32	they	they	0
Run	Run	vvb	Run	run	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
bad	bad	j	bad	bad	0
or	or	cc	or	or	0
worse	worse	av-jc	worse	worse	0
than	than	cs	than	than	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	a-acp	before	fore	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
will	will	n1	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
worth	worth	j	worth	worth	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
a	a	dt	a	a	0
Groat	Groat	n1	Groat	groat	0
a	a	dt	a	a	0
Dozen	Dozen	crd	Dozen	dozen	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
War	War	n1	War	war	0
is	is	vbz	is	be	0
over	over	a-acp	over	over	0
;	;	;	;	;	0
tho	tho	cs	though	though	0
they	they	pns32	they	they	0
most	most	ds	most	most	0
times	times	n2	times	time	0
Live	Live	vvb	Live	live	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Officers	Officers	n2	Officers	officer	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
Liberty	Liberty	n1	Liberty	liberty	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
on	on	p-acp	on	on	0
Shore	Shore	n1	Shore	shore	0
,	,	,	,	,	0
die	die	vvb	die	die	0
very	very	av	very	very	0
few	few	d	few	few	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
way	way	n1	way	way	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
too	too	av	too	too	0
large	large	j	large	large	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Introduction	Introduction	n1	Introduction	introduction	0
.	.	.	.	.	1
I	I	pns11	I	i	0
did	did	vdd	did	do	0
think	think	vvi	think	think	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
something	something	pi	something	something	0
more	more	av-dc	more	more	0
as	as	p-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Seamen's	Seamen's	ng2	Seamen's	seamen	0
Encou	Encou	np1	Encou	Encou	0
∣	∣	sy	∣	∣	0
ragement	ragement	n1	ragement	ragement	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Preface	Preface	n1	Preface	preface	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
be	be	vbb	be	be	0
paid	paid	vvn	paid	pay	0
off	off	a-acp	off	off	0
yearly	yearly	av-j	yearly	yearly	0
on	on	p-acp	on	on	0
Shore	Shore	n1	Shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
Fortnight's	Fortnight's	ng1	Fortnight's	fortnight	0
or	or	cc	or	or	0
Month's	Month's	ng1	Month's	month	0
Liberty	Liberty	n1	Liberty	liberty	0
to	to	pc-acp	to	to	0
Recruit	Recruit	vvi	Recruit	recruit	0
their	their	po32	their	their	0
Healths	Healths	n2	Healths	health	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
afraid	afraid	j	afraid	afraid	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
encou	encou	vvn	encou	encou	0
∣	∣	sy	∣	∣	0
raged	raged	vvd	raged	rage	0
to	to	p-acp	to	to	0
come	come	vvi	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
stay	stay	n1	stay	stay	0
there	there	a-acp	there	there	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
die	die	vvi	die	die	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
bad	bad	j	bad	bad	0
as	as	c-acp	as	as	0
Running	Running	vvg	Running	run	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
Run	Run	vvb	Run	run	0
away	away	av	away	away	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
get	get	vvb	get	get	0
them	them	pno32	them	they	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
help	help	n1	help	help	0
to	to	p-acp	to	to	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
again	again	av	again	again	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
never	never	av-x	never	never	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
Reason	Reason	n1	Reason	reason	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
keeping	keeping	vvg	keeping	keep	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sla	sla	fw-ge	sla	sla	0
∣	∣	sy	∣	∣	0
very	very	av	very	very	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
payments	payments	n2	payments	payment	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Age	Age	n1	Age	age	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
paid	paid	vvn	paid	pay	0
on	on	p-acp	on	on	0
Board	Board	n1	Board	board	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
his	his	po31	his	his	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Service	Service	n1	Service	service	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Age	Age	n1	Age	age	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
money	money	n1	money	money	0
raised	raised	vvd	raised	raise	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
could	could	vmd	could	can	0
never	never	av	never	never	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
better	better	jc	better	better	0
Pay	Pay	n1	Pay	pay	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
say	say	vvb	say	say	0
Justly	Justly	av-j	Justly	just	0
,	,	,	,	,	0
That	That	cst	That	that	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
sent	sent	vvd	sent	send	0
good	good	j	good	good	0
Meat	Meat	n1	Meat	meat	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
Cooks	Cooks	n2	Cooks	cook	0
that	that	cst	that	that	0
spoil'd	spoil'd	vvn	spoiled	spoil	0
it	it	pn31	it	it	0
half	half	av-jn	half	half	0
in	in	p-acp	in	in	0
dres	dres	n1	dres	dres	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
general	general	n1	general	general	0
,	,	,	,	,	0
can	can	vmb	can	can	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
Seamen's	Seamen's	np2	Seamen's	seamen	0
being	being	vbg	being	be	0
left	left	vvn	left	leave	0
to	to	pc-acp	to	to	0
Ruin	Ruin	vvi	Ruin	ruin	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
First	First	ord	First	first	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
others	others	ng2-jn	others	other	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
taught	taught	vvn	taught	teach	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Catechisms	Catechisms	n2	Catechisms	catechism	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
Providence	Providence	n1	Providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tions	tions	n2	tions	tion	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Miracle	Miracle	n1	Miracle	miracle	0
,	,	,	,	,	0
send	send	vvb	send	send	0
over	over	a-acp	over	over	0
our	our	po12	our	our	0
gracious	gracious	j	gracious	gracious	0
King	King	n1	King	king	0
Wil	Wil	vmb	Will	will	0
∣	∣	sy	∣	∣	0
liam	liam	fw-la	liam	liam	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
secure	secure	vvi	secure	secure	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Liberties	Liberties	n2	Liberties	liberty	0
and	and	cc	and	and	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
perties	perties	n2	perties	perty	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
enjoys	enjoys	vvz	enjoys	enjoy	0
all	all	d	all	all	0
these	these	d	these	these	0
in	in	p-acp	in	in	0
Peace	Peace	n1	Peace	peace	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
be	be	vbb	be	be	0
Ruined	Ruined	vvn	Ruined	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
lose	lose	vvi	loose	lose	0
all	all	d	all	all	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Lives	Lives	n2	Lives	life	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
bargain	bargain	n1	bargain	bargain	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
afraid	afraid	j	afraid	afraid	0
Christ	Christ	np1	Christ	Christ	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
us	us	pno12	us	we	0
another	another	j-jn	another	another	0
word	word	n1	word	word	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Ears	Ears	n2	Ears	ear	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
fail	fail	vvi	fail	fail	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
measure	measure	n1	measure	measure	0
men	men	n2	men	man	0
mete	mete	vvi	meet	mete	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
meted	meted	vvn	meted	mete	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
again	again	av	again	again	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
being	being	n1	being	being	0
managed	managed	vvn	managed	manage	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Contrary	Contrary	j-jn	Contrary	contrary	0
to	to	p-acp	to	to	0
Reason	Reason	n1	Reason	reason	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
Reason	Reason	n1	Reason	reason	0
tells	tells	vvz	tells	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
Ages	Ages	n2	Ages	age	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
couraged	couraged	vvn	couraged	courage	0
their	their	po32	their	their	0
Seamen	Seamen	n2	Seamen	seaman	0
,	,	,	,	,	0
and	and	cc	and	and	0
paid	paid	vvd	paid	pay	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
Shore	Shore	n1	Shore	shore	0
;	;	;	;	;	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
do	do	vdb	do	do	0
so	so	av	so	so	0
now	now	av	now	now	0
.	.	.	.	.	1
And	And	cc	And	and	0
Reason	Reason	n1	Reason	reason	0
may	may	vmb	may	may	0
tell	tell	vvi	tell	tell	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
derstood	derstood	vvd	derstood	derstood	0
the	the	dt	the	the	0
Nature	Nature	n1	Nature	nature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
paying	paying	vvg	paying	pay	0
on	on	p-acp	on	on	0
Board	Board	n1	Board	board	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Seamen's	Seamen's	ng2	Seamen's	seamen	0
Families	Families	n2	Families	family	0
and	and	cc	and	and	0
Relations	Relations	n2	Relations	relation	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
the	the	dt	the	the	0
Benefit	Benefit	n1	Benefit	benefit	0
of	of	pp-f	of	of	0
little	little	av-j	little	little	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
half	half	av-jn	half	half	0
their	their	po32	their	their	0
Pay	Pay	n1	Pay	pay	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Familie's	Familie's	n1|vbz	Family's	family|have	0
Comfort	Comfort	n1	Comfort	comfort	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
common	common	j	common	common	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
if	if	cs	if	if	0
Seamen	Seamen	n2	Seamen	seaman	0
do	do	vdb	do	do	0
usually	usually	av-j	usually	usual	0
die	die	vvi	die	die	0
,	,	,	,	,	0
great	great	j	great	great	0
part	part	n1	part	part	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
2	2	crd	2	2	0
or	or	cc	or	or	0
3	3	crd	3	3	0
years	years	n2	years	year	0
on	on	p-acp	on	on	0
board	board	n1	board	board	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
any	any	d	any	any	0
Policy	Policy	n1	Policy	policy	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
them	them	pno32	them	they	0
until	until	c-acp	until	until	0
they	they	pns32	they	they	0
die	die	vvb	die	die	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
them	them	pno32	them	they	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Recruit	Recruit	vvi	Recruit	recruit	0
their	their	po32	their	their	0
Health	Health	n1	Health	health	0
and	and	cc	and	and	0
Lives	Lives	n2	Lives	life	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
ever	ever	av	ever	ever	0
imagined	imagined	vvn	imagined	imagine	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
freely	freely	av-j	freely	free	0
into	into	p-acp	into	into	0
that	that	d	that	that	0
Service	Service	n1	Service	service	0
where	where	c-crq	where	where	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
Death	Death	n1	Death	death	0
can	can	vmb	can	can	0
part	part	vvi	part	part	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
Widow	Widow	n1	Widow	widow	0
denied	denied	vvd	denied	deny	0
their	their	po32	their	their	0
Mony	Mony	n1	Money	money	0
oft-times	oft-times	av	ofttimes	ofttimes	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
.	.	.	.	.	1
And	And	cc	And	and	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
Loss	Loss	n1	Loss	loss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seamen's	Seamen's	ng2	Seamen's	seamen	0
Lives	Lives	n2	Lives	life	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
Charge	Charge	vvb	Charge	charge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
benefit	benefit	n1	benefit	benefit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Commanders	Commanders	n2	Commanders	commander	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
abused	abused	vvn	abused	abuse	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
all	all	d	all	all	0
the	the	dt	the	the	0
War	War	n1	War	war	0
,	,	,	,	,	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
get	get	vvi	get	get	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
want	want	vvi	want	want	0
a	a	dt	a	a	0
Ship	Ship	n1	Ship	ship	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
Mony	Mony	n1	Money	money	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
might	might	vmd	might	may	0
want	want	vvi	want	want	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
while	while	cs	while	while	0
our	our	po12	our	our	0
brave	brave	j	brave	brave	0
Commanders	Commanders	n2	Commanders	commander	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
Men	Men	n2	Men	man	0
enough	enough	av-d	enough	enough	0
But	But	p-acp	But	but	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
driven	driven	vvn	driven	drive	0
away	away	av	away	away	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
supply	supply	n1	supply	supply	0
by	by	p-acp	by	by	0
turning	turning	vvg	turning	turn	0
over	over	a-acp	over	over	0
men	men	n2	men	man	0
from	from	p-acp	from	from	0
other	other	j-jn	other	other	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
these	these	d	these	these	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
Loss	Loss	n1	Loss	loss	0
for	for	p-acp	for	for	0
Men	Men	n2	Men	man	0
next	next	ord	next	next	0
Year	Year	n1	Year	year	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
my	my	po11	my	my	0
Skill	Skill	n1	Skill	skill	0
in	in	p-acp	in	in	0
Sea	Sea	n1	Sea	sea	0
