Right	Right	n-jn	Right	right	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
28.10	28.10	crd	28.10	28.10	0
,	,	,	,	,	0
11.	11.	crd	11.	11.	1
Isa.	Isa.	np1	Isa.	Isa.	0
56.2	56.2	crd	56.2	56.2	0
.	.	.	.	.	1
Chap.	Chap.	np1	Chap.	Chap.	0
58.13	58.13	crd	58.13	58.13	0
.	.	.	.	.	1
Prize	Prize	n1	Prize	prize	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119	119	crd	119	119	0
,	,	,	,	,	0
70	70	crd	70	70	0
,	,	,	,	,	0
97.	97.	crd	97.	97.	1
Frequent	Frequent	j	Frequent	frequent	0
the	the	dt	the	the	0
Assembly	Assembly	n1	Assembly	assembly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
Hebrewes	Hebrewes	njpg2	Hebrews	hebrew	0
12.25	12.25	crd	12.25	12.25	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
stake	stake	n1	stake	stake	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Sheepfold	Sheepfold	j	Sheepfold	sheepfold	0
,	,	,	,	,	0
Cant.	Cant.	np1	Cant.	Cant.	1
1.28	1.28	crd	1.28	1.28	0
.	.	.	.	.	1
Labour	Labour	n1	Labour	labour	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
a	a	dt	a	a	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
and	and	cc	and	and	0
above	above	p-acp	above	above	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
2.10	2.10	crd	2.10	2.10	0
.	.	.	.	.	1
Hab.	Hab.	np1	Hab.	Hab.	0
2.4	2.4	crd	2.4	2.4	0
.	.	.	.	.	1
Chap.	Chap.	np1	Chap.	Chap.	0
3.17	3.17	crd	3.17	3.17	0
,	,	,	,	,	0
18.	18.	crd	18.	18.	1
Labour	Labour	n1	Labour	labour	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
humble	humble	j	humble	humble	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
Micah	Micah	np1	Micah	Micah	0
6.8	6.8	crd	6.8	6.8	0
.	.	.	.	.	1
James	James	np1	James	James	0
4.6	4.6	crd	4.6	4.6	0
.	.	.	.	.	1
Pra	Pra	fw-it	Pra	pra	0
∣	∣	sy	∣	∣	0
ctice	ctice	n1	ctice	ctice	0
all	all	d	all	all	0
knowne	knowne	j-vvn	known	know	0
truths	truths	n2	truths	truth	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
13.17	13.17	crd	13.17	13.17	0
.	.	.	.	.	1
Hold	Hold	n1	Hold	hold	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.20	4.20	crd	4.20	4.20	0
.	.	.	.	.	1
2	2	crd	2	2	0
Tim.	Tim.	np1	Tim.	Tim.	0
3.5	3.5	crd	3.5	3.5	0
.	.	.	.	.	1
Keep	Keep	n1	Keep	keep	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
waies	waies	n2	ways	way	0
waking	waking	vvg	waking	wake	0
,	,	,	,	,	0
Cant.	Cant.	np1	Cant.	Cant.	1
5.2	5.2	crd	5.2	5.2	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Times	Times	n2	Times	time	0
are	are	vbr	are	be	0
evill	evill	j-jn	evil	evil	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
5.16	5.16	crd	5.16	5.16	0
.	.	.	.	.	1
Labour	Labour	n1	Labour	labour	0
for	for	p-acp	for	for	0
found	found	j-vvn	found	find	0
principles	principles	n2	principles	principle	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	1
1.13	1.13	crd	1.13	1.13	0
.	.	.	.	.	1
And	And	cc	And	and	0
stability	stability	n1	stability	stability	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
4.1	4.1	crd	4.1	4.1	0
.	.	.	.	.	1
James	James	np1	James	James	0
5.8	5.8	crd	5.8	5.8	0
.	.	.	.	.	1
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	0
1.12	1.12	crd	1.12	1.12	0
.	.	.	.	.	1
Study	Study	n1	Study	study	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
quiet	quiet	j-jn	quiet	quiet	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
your	your	po22	your	your	0
own	own	d	own	own	0
businesse	businesse	n1	business	business	0
,	,	,	,	,	0
1	1	crd	1	1	0
Thes.	Thes.	np1	Thes.	Thes.	1
4.12	4.12	crd	4.12	4.12	0
.	.	.	.	.	1
Keepe	Keepe	vvb	Keep	keep	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
limits	limits	n2	limits	limit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Callings	Callings	n2	Callings	calling	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
7.24	7.24	crd	7.24	7.24	0
.	.	.	.	.	1
Labour	Labour	n1	Labour	labour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
approved	approved	vvn	approved	approve	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
10.	10.	crd	10.	10.	0
ult	ult	n1	ult	ult	0
.	.	.	.	.	1
Passe	Passe	vvb	Pass	pass	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
judgement	judgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.3	4.3	crd	4.3	4.3	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
giving	giving	vvg	giving	give	0
just	just	j	just	just	0
offence	offence	n1	offence	offence	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
18.7	18.7	crd	18.7	18.7	0
.	.	.	.	.	1
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
10.32	10.32	crd	10.32	10.32	0
.	.	.	.	.	1
Shun	Shun	vvb	Shun	shun	0
all	all	d	all	all	0
occasions	occasions	n2	occasions	occasion	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
5.8	5.8	crd	5.8	5.8	0
.	.	.	.	.	1
Gal.	Gal.	np1	Gal.	Gal.	0
5.13	5.13	crd	5.13	5.13	0
.	.	.	.	.	1
Abstaine	Abstaine	vvb	Abstain	abstain	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
appearance	appearance	n1	appearance	appearance	0
of	of	pp-f	of	of	0
evill	evill	n-jn	evil	evil	0
,	,	,	,	,	0
1	1	crd	1	1	0
Thes.	Thes.	np1	Thes.	Thes.	1
5.22	5.22	crd	5.22	5.22	0
.	.	.	.	.	1
Do	Do	vdb	Do	do	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
too	too	av	too	too	0
strickt	strickt	j	strict	strict	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
life	life	n1	life	life	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
5.15	5.15	crd	5.15	5.15	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
alwaies	alwaies	av	always	always	0
walke	walke	vvi	walk	walk	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
just	just	j	just	just	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
6.16	6.16	crd	6.16	6.16	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
upright	upright	j	upright	upright	0
in	in	p-acp	in	in	0
heart	heart	n1	heart	heart	0
:	:	:	:	:	0
hate	hate	vvb	hate	hate	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
Ps.	Ps.	np1	Ps.	Ps.	1
26.1	26.1	crd	26.1	26.1	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
1.47	1.47	crd	1.47	1.47	0
.	.	.	.	.	1
Follow	Follow	vvb	Follow	follow	0
not	not	xx	not	not	0
a	a	dt	a	a	0
multitude	multitude	n1	multitude	multitude	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
evill	evill	j-jn	evil	evil	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
23.2	23.2	crd	23.2	23.2	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
not	not	xx	not	not	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
pue	pue	uh	pue	pue	0
,	,	,	,	,	0
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
5.22	5.22	crd	5.22	5.22	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
ware	ware	n1	ware	ware	0
of	of	pp-f	of	of	0
diversity	diversity	n1	diversity	diversity	0
of	of	pp-f	of	of	0
opinions	opinions	n2	opinions	opinion	0
,	,	,	,	,	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
ctrines	ctrines	n2	ctrines	ctrine	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
13.9	13.9	crd	13.9	13.9	0
.	.	.	.	.	1
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
4.1	4.1	crd	4.1	4.1	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	1
Rom.	Rom.	np1	Rom.	Rom.	0
16.	16.	crd	16.	16.	1
Cha.	Cha.	np1	Cha.	Cha.	0
17.18	17.18	crd	17.18	17.18	0
.	.	.	.	.	1
2	2	crd	2	2	0
Tim.	Tim.	np1	Tim.	Tim.	0
4.3	4.3	crd	4.3	4.3	0
,	,	,	,	,	0
4	4	crd	4	4	0
For	For	p-acp	For	for	0
these	these	d	these	these	0
various	various	j	various	various	0
waies	waies	n2	ways	way	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
meere	meere	j	mere	mere	0
figments	figments	n2	figments	figment	0
and	and	cc	and	and	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
Addle	Addle	n1	Addle	addle	0
braines	braines	n2	brains	brain	0
,	,	,	,	,	0
though	though	cs	though	though	0
varnished	varnished	vvn	varnished	varnish	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
splendent	splendent	j	splendent	splendent	0
gilt	gilt	n1	gilded	gilt	0
of	of	pp-f	of	of	0
holiness	holiness	n1	holiness	holiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
denominated	denominated	vvn	denominated	denominate	0
New	New	j	New	new	0
Lights	Lights	n2	Lights	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
Divine	Divine	j-jn	Divine	divine	0
Revelations	Revelations	n2	Revelations	revelation	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
Devill	Devill	n1	Devil	devil	0
peeping	peeping	vvg	peeping	peep	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
white	white	j-jn	white	white	0
Vizard	Vizard	n1	Vizard	vizard	0
to	to	pc-acp	to	to	0
cover	cover	vvi	cover	cover	0
his	his	po31	his	his	0
all-silthy	all-silthy	j	all-silthy	all-silthy	0
and	and	cc	and	and	0
defor	defor	j	defor	defor	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
face	face	n1	face	face	0
;	;	;	;	;	0
stand	stand	vvb	stand	stand	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
watch-Tower	watch-Tower	n1	watch-Tower	watch-tower	0
,	,	,	,	,	0
look	look	vvb	look	look	0
out	out	av	out	out	0
sharply	sharply	av-j	sharply	sharp	0
lest	lest	cs	lest	lest	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
led	led	vvn	led	lead	0
away	away	av	away	away	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
error	error	n1	error	error	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Wicked	Wicked	j	Wicked	wicked	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
2.17	2.17	crd	2.17	2.17	0
.	.	.	.	.	1
My	My	po11	My	my	0
deare	deare	j-jn	deer	dear	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
la	la	uh	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
to	to	p-acp	to	to	0
arme	arme	n1	arm	arm	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
croking	croking	j-vvg	croaking	croak	0
Frogs	Frogs	n2	Frogs	frog	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
last	last	ord	last	last	0
and	and	cc	and	and	0
worst	worst	js	worst	worst	0
times	times	n2	times	time	0
;	;	;	;	;	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
houre	houre	n1	hour	hour	0
of	of	pp-f	of	of	0
Temptation	Temptation	n1	Temptation	temptation	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
great	great	j	great	great	0
need	need	n1	need	need	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
trie	trie	vvi	try	try	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
.	.	.	.	.	1
1	1	crd	1	1	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
4.1	4.1	crd	4.1	4.1	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
Counsell	Counsell	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
daily	daily	av-j	daily	daily	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
5.39	5.39	crd	5.39	5.39	0
.	.	.	.	.	1
Imitate	Imitate	vvb	Imitate	imitate	0
also	also	av	also	also	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bereans	Bereans	njp2	Bereans	bereans	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
lieve	lieve	av-j	lieve	lief	0
Paul	Paul	np1	Paul	Paul	0
and	and	cc	and	and	0
Sylas	Sylas	np1	Sylas	Sylas	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
by	by	p-acp	by	by	0
searching	searching	vvg	searching	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
delivered	delivered	vvd	delivered	deliver	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
17	17	crd	17	17	0
11.	11.	crd	11.	11.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
commends	commends	vvz	commends	commend	0
and	and	cc	and	and	0
honours	honours	vvz	honours	honour	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
duty	duty	n1	duty	duty	0
God	God	np1	God	God	0
did	did	vdd	did	do	0
command	command	vvi	command	command	0
his	his	po31	his	his	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Old	Old	j	Old	old	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
8.20	8.20	crd	8.20	8.20	0
.	.	.	.	.	1
Leane	Leane	j	Lean	lean	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
own	own	d	own	own	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
standing	standing	vvg	standing	stand	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
3	3	crd	3	3	0
5.	5.	crd	5.	5.	1
Be	Be	vbb	Be	be	0
not	not	xx	not	not	0
high	high	j	high	high	0
minded	minded	vvn	minded	mind	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
feare	feare	vvb	fear	fear	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
11.20	11.20	crd	11.20	11.20	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
him	him	pno31	him	he	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
)	)	)	)	)	0
that	that	cst	that	that	0
thinketh	thinketh	vvz	thinketh	think	0
he	he	pns31	he	he	0
standeth	standeth	vvz	stands	stand	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
lest	lest	cs	lest	lest	0
he	he	pns31	he	he	0
fall	fall	vvb	fallen	fall	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
10.12	10.12	crd	10.12	10.12	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
way	way	n1	way	way	0
that	that	cst	that	that	0
seemeth	seemeth	vvz	seems	seem	0
right	right	av-jn	right	right	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
end	end	n1	end	end	0
thereof	thereof	av	thereof	thereof	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
16.25	16.25	crd	16.25	16.25	0
.	.	.	.	.	1
Beware	Beware	vvb	Beware	beware	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
sins	sins	n2	sins	sin	0
and	and	cc	and	and	0
punishments	punishments	n2	punishments	punishment	0
,	,	,	,	,	0
Iudg.	Iudg.	np1	Iudg.	Iudg.	1
4.7	4.7	crd	4.7	4.7	0
.	.	.	.	.	1
Still	Still	j	Still	still	0
walke	walke	n1	walk	walk	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
as	as	p-acp	as	as	0
Enoch	Enoch	np1	Enoch	Enoch	0
did	did	vdd	did	do	0
Gen.	Gen.	np1	Gen.	Gen.	1
5.24	5.24	crd	5.24	5.24	0
.	.	.	.	.	1
Graspe	Graspe	n1	Grasp	grasp	0
fast	fast	av-j	fast	fast	0
hold	hold	vvi	hold	hold	0
on	on	p-acp	on	on	0
Christ	Christ	np1	Christ	Christ	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
did	did	vdd	did	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
leane	leane	j	lean	lean	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Cant.	Cant.	np1	Cant.	Cant.	1
8.5	8.5	crd	8.5	8.5	0
.	.	.	.	.	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
safe	safe	j	safe	safe	0
if	if	cs	if	if	0
Christ	Christ	np1	Christ	Christ	0
put	put	vvd	put	put	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
14.31	14.31	crd	14.31	14.31	0
.	.	.	.	.	1
Endeavour	Endeavour	n1	Endeavour	endeavour	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
life	life	n1	life	life	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
23.1	23.1	crd	23.1	23.1	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
continuall	continuall	j	continual	continual	0
feast	feast	n1	feast	feast	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
15.15	15.15	crd	15.15	15.15	0
.	.	.	.	.	1
(	(	(	(	(	0
so	so	av	so	so	0
the	the	dt	the	the	0
Geneva	Geneva	np1	Geneva	Geneva	0
Translation	Translation	n1	Translation	translation	0
renders	renders	vvz	renders	render	0
it	it	pn31	it	it	0
)	)	)	)	)	0
Therefore	Therefore	av	Therefore	therefore	0
hearken	hearken	vvi	harken	hearken	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Checks	Checks	n2	Checks	check	0
and	and	cc	and	and	0
Ad	Ad	fw-la	Ad	ad	0
∣	∣	sy	∣	∣	0
monitions	monitions	n2	monitions	monition	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Sympathize	Sympathize	vvb	Sympathise	sympathize	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
every	every	d	every	every	0
particular	particular	j	particular	particular	0
Member	Member	n1	Member	member	0
therein	therein	av	therein	therein	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
Affliction	Affliction	n1	Affliction	affliction	0
,	,	,	,	,	0
Neh.	Neh.	np1	Neh.	Neh.	1
1.1	1.1	crd	1.1	1.1	0
,	,	,	,	,	0
2	2	crd	2	2	0
,	,	,	,	,	0
3	3	crd	3	3	0
,	,	,	,	,	0
4.	4.	crd	4.	4.	1
Amos	Amos	np1	Amos	Amos	0
6.6	6.6	crd	6.6	6.6	0
.	.	.	.	.	1
Rom.	Rom.	np1	Rom.	Rom.	0
12.15	12.15	crd	12.15	12.15	0
.	.	.	.	.	1
Spend	Spend	vvb	Spend	spend	0
much	much	d	much	much	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
peru	peru	n2	peru	peru	0
∣	∣	sy	∣	∣	0
sall	sall	vmb	shall	shall	0
of	of	pp-f	of	of	0
Orthodoxe	Orthodoxe	n1	Orthodox	orthodox	0
Writers	Writers	n2	Writers	writer	0
,	,	,	,	,	0
both	both	d	both	both	0
Ancient	Ancient	j	Ancient	ancient	0
and	and	cc	and	and	0
Moderne	Moderne	j	Modern	modern	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
next	next	ord	next	next	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
And	And	cc	And	and	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
)	)	)	)	)	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
beames	beames	n2	beams	beam	0
and	and	cc	and	and	0
araies	araies	vvz	arrays	array	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
shining	shining	vvg	shining	shine	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enlighten	enlighten	vvi	enlighten	enlighten	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
heat	heat	n1	heat	heat	0
and	and	cc	and	and	0
quicken	quicken	vvb	quicken	quicken	0
your	your	po22	your	your	0
Affections	Affections	n2	Affections	affection	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Holy	Holy	j	Holy	holy	0
.	.	.	.	.	1
I	I	pns11	I	i	0
even	even	av	even	even	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
gaine	gaine	vvi	gain	gain	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
dae	dae	fw-la	dae	dae	0
