SAint	SAint	n1	SAint	saint	0
shine	shine	vvi	shine	shine	0
but	but	cc-acp	but	but	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
pin	pin	n1	pin	pin	0
hole	hole	n1	hold	hole	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
paper	paper	n1	paper	paper	0
;	;	;	;	;	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
dangerous	dangerous	j	dangerous	dangerous	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
obtain	obtain	vvi	obtain	obtain	0
a	a	dt	a	a	0
burning	burning	j-vvg	burning	burn	0
glass	glass	n1	glass	glass	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tract	tract	n1	tract	tract	0
all	all	d	all	all	0
its	its	po31	its	its	0
beams	beams	n2	beams	beam	0
,	,	,	,	,	0
'twere	'twere	pn31|vbdr	'twere	it|be	0
a	a	dt	a	a	0
rare	rare	j	rare	rare	0
indulgence	indulgence	n1	indulgence	indulgence	0
from	from	p-acp	from	from	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
if	if	cs	if	if	0
whilst	whilst	cs	while	while	0
I	I	pns11	I	i	0
used	used	vvd	used	use	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
burn	burn	vvi	burn	burn	0
my	my	po11	my	my	0
own	own	d	own	own	0
fingers	fingers	n2	fingers	finger	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
perswade	perswade	vvi	persuade	persuade	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
that	that	cst	that	that	0
his	his	po31	his	his	0
interest	interest	n1	interest	interest	0
is	is	vbz	is	be	0
distinct	distinct	j	distinct	distinct	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
apparent	apparent	j	apparent	apparent	0
mistake	mistake	n1	mistake	mistake	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
blind	blind	j	blind	blind	0
Poet	Poet	n1	Poet	poet	0
saw	saw	vvd	saw	see	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
ever	ever	av	ever	ever	0
called	called	vvd	called	call	0
his	his	po31	his	his	0
Agamemnon	Agamemnon	np1	Agamemnon	Agamemnon	0
the	the	dt	the	the	0
Shepheard	Shepheard	n1	Shepherd	shepherd	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sheep	sheep	n1	sheep	sheep	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
Shepheard	Shepheard	n1	Shepherd	shepherd	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
leave	leave	vvi	leave	leave	0
all	all	d	all	all	0
the	the	dt	the	the	0
fleece	fleece	n1	fleece	fleece	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
sheep	sheep	n1	sheep	sheep	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
skin	skin	n1	skin	skin	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
My	My	po11	My	my	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
are	are	vbr	are	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
Contraries	Contraries	n2-jn	Contraries	contrary	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
Disparates	Disparates	vvz	Disparates	disparate	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
self	self	n1	self	self	0
same	same	d	same	same	0
thing	thing	n1	thing	thing	0
:	:	:	:	:	0
He	He	pns31	He	he	0
loves	loves	vvz	loves	love	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Country	Country	n1	Country	country	0
that	that	cst	that	that	0
loves	loves	vvz	loves	love	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
loves	loves	vvz	loves	love	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Prince	Prince	n1	Prince	prince	0
that	that	cst	that	that	0
loves	loves	vvz	loves	love	0
not	not	xx	not	not	0
his	his	po31	his	his	0
Country	Country	n1	Country	country	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
there	there	a-acp	there	there	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
want	want	vvi	want	want	0
Court-dis	Court-dis	j	Court-dis	court-dis	0
∣	∣	sy	∣	∣	0
contents	contents	n2	contents	content	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ever	ever	av	ever	ever	0
watchful	watchful	j	watchful	watchful	0
to	to	p-acp	to	to	0
mis-represent	mis-represent	j	misrepresent	misrepresent	0
Court-favorites	Court-favorites	n2	Court-favorites	court-favorite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
whose	whose	rg-crq	whose	who	0
sides	sides	n2	sides	side	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
sometimes	sometimes	av	sometime	sometime	0
bleeds	bleeds	vvz	bleeds	bleed	0
:	:	:	:	:	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
desire	desire	vvi	desire	desire	0
the	the	dt	the	the	0
one	one	crd	one	one	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
who	who	r-crq	who	who	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
giveth	giveth	vvz	gives	give	0
favor	favor	n1	favour	favour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
end	end	n1	end	end	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
never	never	av-x	never	never	0
pleaseth	pleaseth	vvz	pleases	please	0
all	all	d	all	all	0
men	men	n2	men	man	0
.	.	.	.	.	1
May	May	np1	May	May	0
the	the	dt	the	the	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
preach	preach	vvb	preach	preach	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
19.13	19.13	crd	19.13	19.13	0
.	.	.	.	.	1
A	A	dt	A	a	0
foolish	foolish	j	foolish	foolish	0
son	son	n1	son	son	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
calamity	calamity	n1	calamity	calamity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
contentions	contentions	n2	contentions	contention	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wife	wife	n1	wife	wife	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
continual	continual	j	continual	continual	0
dropping	dropping	vvg	dropping	drop	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
a	a	dt	a	a	0
Political	Political	j	Political	political	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Occonomical	Occonomical	j	Occonomical	occonomical	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
till	till	c-acp	till	till	0
then	then	cs	then	than	0
the	the	dt	the	the	0
servants	servants	n2	servants	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
houshold	houshold	n1	household	household	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
fall	fall	vvi	fallen	fall	0
out	out	av	out	out	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
cannot	cannot	vmbx	cannot	can	0
fall	fall	vvi	fallen	fall	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Subjects	Subjects	n2-jn	Subject's	subject	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
present	present	j	present	present	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
lawful	lawful	j	lawful	lawful	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
doth	doth	vdz	does	do	0
abundantly	abundantly	av-j	abundantly	abundant	0
manifest	manifest	vvi	manifest	manifest	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
abhorrency	abhorrency	n1	abhorrency	abhorrency	0
and	and	cc	and	and	0
disavowing	disavowing	vvg	disavowing	disavow	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
unparallell'd	unparallell'd	j	unparalleled	unparalleled	0
assassination	assassination	n1	assassination	assassination	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
father	father	n1	father	father	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mockery	mockery	n1	mockery	mockery	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
the	the	dt	the	the	0
ahhorrency	ahhorrency	n1	ahhorrency	ahhorrency	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
that	that	cst	that	that	0
proceeded	proceeded	vvd	proceeded	proceed	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Reformation	Reformation	n1	Reformation	reformation	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
as	as	p-acp	as	as	0
fully	fully	av-j	fully	full	0
evince	evince	n1	evince	evince	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
Tis	Tis	pn31|vbz	This	it|be	0
the	the	dt	the	the	0
Subjects	Subjects	ng1-jn	Subject's	subject	0
advantage	advantage	n1	advantage	advantage	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
the	the	dt	the	the	0
prerogative	prerogative	n1	prerogative	prerogative	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
unviolable	unviolable	j	unviolable	unviolable	0
.	.	.	.	.	1
A	A	dt	A	a	0
King	King	n1	King	king	0
is	is	vbz	is	be	0
evermore	evermore	av	evermore	evermore	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
preserved	preserved	vvn	preserved	preserve	0
.	.	.	.	.	1
Faith	Faith	n1	Faith	faith	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
mysterious	mysterious	j	mysterious	mysterious	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
above	above	p-acp	above	above	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
never	never	av-x	never	never	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
:	:	:	:	:	0
so	so	av	so	so	0
his	his	po31	his	his	0
Authority	Authority	n1	Authority	authority	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
sacred	sacred	j	sacred	sacred	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
,	,	,	,	,	0
if	if	cs	if	if	0
need	need	n1	need	need	0
be	be	vbi	be	be	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Tis	Tis	pn31|vbz	This	it|be	0
beyond	beyond	p-acp	beyond	beyond	0
your	your	po22	your	your	0
knowledge	knowledge	n1	knowledge	knowledge	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
provision	provision	n1	provision	provision	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
evills	evills	n2-jn	evils	evil	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
our	our	po12	our	our	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
ticles	ticles	n2	ticles	ticle	0
of	of	pp-f	of	of	0
war	war	n1	war	war	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
things	things	n2	things	thing	0
left	left	vvn	left	leave	0
to	to	p-acp	to	to	0
discretion	discretion	n1	discretion	discretion	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
arwayes	arwayes	av	arwayes	arwayes	0
some	some	d	some	some	0
reserved	reserved	vvn	reserved	reserve	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Princely	Princely	j	Princely	princely	0
prudence	prudence	n1	prudence	prudence	0
:	:	:	:	:	0
And	And	cc	And	and	0
here	here	av	here	here	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
mind	mind	vvi	mind	mind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
judgment	judgment	n1	judgement	judgement	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
some	some	d	some	some	0
weeks	weeks	n2	weeks	week	0
since	since	c-acp	since	since	0
sent	sent	vvd	sent	send	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
other	other	j-jn	other	other	0
passages	passages	n2	passages	passage	0
he	he	pns31	he	he	0
thus	thus	av	thus	thus	0
delivers	delivers	vvz	delivers	deliver	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
;	;	;	;	;	0
The	The	dt	The	the	0
health	health	n1	health	health	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
consists	consists	vvz	consists	consist	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
due	due	j-jn	due	due	0
temperament	temperament	n1	temperament	temperament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
power	power	n1	power	power	0
and	and	cc	and	and	0
the	the	dt	the	the	0
peoples	peoples	ng1	peoples	people	0
inter	inter	vvb	inter	inter	0
∣	∣	sy	∣	∣	0
est	est	fw-la	est	est	0
are	are	vbr	are	be	0
justly	justly	av-j	justly	just	0
balanced	balanced	vvn	balanced	balance	0
:	:	:	:	:	0
The	The	dt	The	the	0
dispute	dispute	n1	dispute	dispute	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
cost	cost	vvd	cost	cost	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
dear	dear	j-jn	dear	dear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
unhappy	unhappy	j	unhappy	unhappy	0
Reigns	Reigns	vvz	Reigns	reign	0
of	of	pp-f	of	of	0
Henry	Henry	np1	Henry	Henry	0
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
King	King	n1	King	king	0
John	John	np1	John	John	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
prevalency	prevalency	n1	prevalency	prevalency	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
party	party	n1	party	party	0
demanded	demanded	vvd	demanded	demand	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sity	sity	n1	sity	sity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
granted	granted	vvn	granted	grant	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
unjust	unjust	j	unjust	unjust	0
and	and	cc	and	and	0
dishonourable	dishonourable	j	dishonourable	dishonourable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
require	require	vvi	require	require	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
to	to	pc-acp	to	to	0
consent	consent	vvi	consent	consent	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
had	had	vhd	had	have	0
Law	Law	n1	Law	law	0
and	and	cc	and	and	0
calm	calm	j-jn	calm	calm	0
debate	debate	n1	debate	debate	0
thereon	thereon	av	thereon	thereon	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
judges	judges	n2	judges	judge	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
their	their	po32	their	their	0
peace	peace	n1	peace	peace	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
lasting	lasting	j	lasting	lasting	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
these	these	d	these	these	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
working	working	j-vvg	working	work	0
did	did	vdd	did	do	0
interchangeably	interchangeably	av-j	interchangeably	interchangeable	0
take	take	vvi	take	take	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
scores	scores	n2	scores	score	0
of	of	pp-f	of	of	0
years	years	n2	years	year	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
Land	Land	n1	Land	land	0
was	was	vbds	was	be	0
almost	almost	av	almost	almost	0
ruined	ruined	vvn	ruined	ruin	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
,	,	,	,	,	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
the	the	dt	the	the	0
result	result	n1	result	result	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
this	this	d	this	this	0
,	,	,	,	,	0
That	That	cst	That	that	0
vain	vain	j	vain	vain	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
takes	takes	vvz	takes	take	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
of	of	pp-f	of	of	0
pains	pains	n2	pains	pain	0
to	to	pc-acp	to	to	0
ruine	ruine	vvi	ruin	ruin	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
Perditio	Perditio	np1	Perditio	Perditio	0
tua	tua	fw-la	tua	tua	0
ex	ex	fw-la	ex	ex	0
te	te	fw-la	te	te	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
State-sinner	State-sinner	n1	State-sinner	state-sinner	0
too	too	av	too	too	0
;	;	;	;	;	0
God	God	np1	God	God	0
also	also	av	also	also	0
allowing	allowing	vvg	allowing	allow	0
to	to	p-acp	to	to	0
evil	evil	j-jn	evil	evil	0
spirits	spirits	n2	spirits	spirit	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
us	us	pno12	us	we	0
drunk	drunk	vvn	drunk	drink	0
with	with	p-acp	with	with	0
Cebes's	Cebes's	npg1	Cebes's	cebes	0
cup	cup	n1	cup	cup	0
of	of	pp-f	of	of	0
Error	Error	n1	Error	error	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
punished	punished	vvd	punished	punish	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
29.9	29.9	crd	29.9	29.9	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sensible	sensible	j	sensible	sensible	0
that	that	cst	that	that	0
these	these	d	these	these	0
lines	lines	n2	lines	line	0
are	are	vbr	are	be	0
swollen	swollen	vvn	swollen	swell	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Dedication	Dedication	n1	Dedication	dedication	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
sensible	sensible	j	sensible	sensible	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
censured	censured	vvn	censured	censure	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
ultra	ultra	fw-la	ultra	ultra	0
crepidam	crepidam	fw-la	crepidam	crepidam	0
:	:	:	:	:	0
Sure	Sure	av-j	Sure	sure	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
are	are	vbr	are	be	0
commanded	commanded	vvn	commanded	command	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
Jacob	Jacob	np1	Jacob	Jacob	0
his	his	po31	his	his	0
transgressions	transgressions	n2	transgressions	transgression	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
rule	rule	n1	rule	rule	0
authorised	authorised	vvd	authorised	authorise	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
his	his	po31	his	his	0
feet	feet	n2	feet	foot	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
any	any	d	any	any	0
staid	staid	vvn	stayed	stay	0
and	and	cc	and	and	0
inviolable	inviolable	j	inviolable	inviolable	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
devested	devested	vvn	devested	devest	0
of	of	pp-f	of	of	0
interest	interest	n1	interest	interest	0
and	and	cc	and	and	0
self	self	n1	self	self	0
∣	∣	sy	∣	∣	0
conceit	conceit	n1	conceit	conceit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
much	much	d	much	much	0
swerved	swerved	vvd	swerved	swerve	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
the	the	dt	the	the	0
prophaneness	prophaneness	n1	profaneness	profaneness	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
age	age	n1	age	age	0
shall	shall	vmb	shall	shall	0
say	say	vvi	say	say	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
consists	consists	vvz	consists	consist	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
Fancy	Fancy	n1	Fancy	fancy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
justi	justi	fw-la	justi	justi	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
my	my	po11	my	my	0
self	self	n1	self	self	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
argument	argument	n1	argument	argument	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
arraigned	arraigned	vvn	arraigned	arraign	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
eye	eye	n1	eye	eye	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
beauty	beauty	n1	beauty	beauty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
the	the	dt	the	the	0
dignity	dignity	n1	dignity	dignity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Country	Country	n1	Country	country	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
more	more	dc	more	more	0
endearments	endearments	n2	endearments	endearment	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
conclude	conclude	vvi	conclude	conclude	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
request	request	n1	request	request	0
,	,	,	,	,	0
that	that	cst	that	that	0
seeing	seeing	vvg	seeing	see	0
your	your	po22	your	your	0
forefathers	forefathers	n2	forefathers	forefather	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
their	their	po32	their	their	0
