Reverend	Reverend	n-jn	Reverend	reverend	0
fusal	fusal	n1	fusal	fusal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
Hyde	Hyde	vvi	Hide	hide	0
,	,	,	,	,	0
That	That	cst	That	that	0
If	If	cs	If	if	0
that	that	d	that	that	0
Declaration	Declaration	n1	Declaration	declaration	0
were	were	vbdr	were	be	0
Confirmed	Confirmed	vvn	Confirmed	confirm	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
Bishop	Bishop	n1	Bishop	bishop	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
disable	disable	vvi	disable	disable	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
to	to	p-acp	to	to	0
Conformity	Conformity	n1	Conformity	conformity	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
drawing	drawing	vvg	drawing	draw	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
Ends.	Ends.	n2	Ends.	end	0
Which	Which	r-crq	Which	which	0
Answer	Answer	n1	Answer	answer	0
satisfied	satisfied	vvd	satisfied	satisfy	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
.	.	.	.	.	1
I	I	pns11	I	i	0
think	think	vvb	think	think	0
every	every	d	every	every	0
Bishoprick	Bishoprick	n1	Bishopric	bishopric	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
hath	hath	vhz	hath	have	0
Buried	Buried	vvn	Buried	bury	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Bishops	Bishops	n2	Bishops	bishop	0
since	since	p-acp	since	since	0
my	my	po11	my	my	0
refusal	refusal	n1	refusal	refusal	0
;	;	;	;	;	0
who	who	q-crq	who	who	0
am	am	vbm	am	be	0
now	now	av	now	now	0
near	near	av-j	near	near	0
Dying	Dying	vvg	Dying	die	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
76th	76th	ord	76th	76th	0
Year	Year	n1	Year	year	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Painful	Painful	j	Painful	painful	0
Life	Life	n1	Life	life	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
treat	treat	vvb	treat	treat	0
you	you	pn22	you	you	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
Dead	Dead	j	Dead	dead	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
this	this	d	this	this	0
Office	Office	n1	Office	office	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Endangered	Endangered	vvd	Endangered	endanger	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
truly	truly	av-j	truly	true	0
honouring	honouring	vvg	honouring	honour	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	1
