were	were	vbdr	were	be	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
like	like	j	like	like	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
fixe	fixe	vvb	fix	fix	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
heerevn	heerevn	vvn	heerevn	heerevn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
;	;	;	;	;	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
giue	giue	vvi	give	give	0
mee	mee	pno11	me	i	0
leaue	leaue	vvi	leave	leave	0
heereby	heereby	av	hereby	hereby	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
,	,	,	,	,	0
and	and	cc	and	and	0
publish	publish	vvi	publish	publish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
first	first	ord	first	first	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
respect	respect	n1	respect	respect	0
and	and	cc	and	and	0
thankefulnesse	thankefulnesse	n1	thankfulness	thankfulness	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
you	you	pn22	you	you	0
principally	principally	av-j	principally	principal	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gospell	Gospell	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
fauour	fauour	vvi	favour	favour	0
you	you	pn22	you	you	0
beare	beare	vvb	bear	bear	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
therevnto	therevnto	av	thereunto	thereunto	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
good	good	j	good	good	0
Prouidence	Prouidence	n1	Providence	providence	0
in	in	p-acp	in	in	0
calling	calling	vvg	calling	call	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
need	need	n1	need	need	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
times	times	av	times	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sterne	sterne	j	stern	stern	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
litle	litle	j	little	little	0
Commonweale	Commonweale	n1	Commonweal	commonweal	0
.	.	.	.	.	1
The	The	dt	The	the	0
poore	poore	j	poor	poor	0
shal	shal	vmb	shall	shall	0
also	also	av	also	also	0
blesse	blesse	vvi	bless	bless	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
stir	stir	n1	stir	stir	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
vp	vp	p-acp	up	up	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
care	care	vvi	care	care	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
wisely	wisely	av-j	wisely	wise	0
and	and	cc	and	and	0
bountifully	bountifully	av-j	bountifully	bountiful	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Assistance	Assistance	n1	Assistance	assistance	0
and	and	cc	and	and	0
Allowance	Allowance	n1	Allowance	allowance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Right	Right	j-jn	Right	right	0
Worthie	Worthie	j	Worthy	worthy	0
,	,	,	,	,	0
and	and	cc	and	and	0
VVorshipfull	VVorshipfull	j	Worshipful	worshipful	0
Bre	Bre	vvn	Bre	breed	0
∣	∣	sy	∣	∣	0
thren	thren	j	thren	thren	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dispose	dispose	vvi	dispose	dispose	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Treasure	Treasure	n1	Treasure	treasure	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
many	many	d	many	many	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
necessarie	necessarie	j	necessary	necessary	0
vses	vses	n2	uses	use	0
)	)	)	)	)	0
God	God	n1	God	god	0
hath	hath	vhz	hath	have	0
blessed	blessed	vvn	blessed	bless	0
your	your	po22	your	your	0
Treasury	Treasury	n1	Treasury	treasury	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
interest	interest	n1	interest	interest	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
particularly	particularly	av-j	particularly	particular	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Ingagements	Ingagements	n2	Engagements	engagement	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
bound	bound	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
priuate	priuate	j	private	private	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
and	and	cc	and	and	0
courtesies	courtesies	n2	courtesies	courtesy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
chuse	chuse	vvb	choose	choose	0
rather	rather	av-c	rather	rather	0
thus	thus	av	thus	thus	0
general	general	j	general	general	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
intimate	intimate	vvi	intimate	intimate	0
and	and	cc	and	and	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
,	,	,	,	,	0
then	then	cs	then	than	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticularly	ticularly	av-jn	ticularly	ticular	0
to	to	pc-acp	to	to	0
relate	relate	vvi	relate	relate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Herein	Herein	av	Herein	herein	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
deseruings	deseruings	n2-vvg	deservings	deserve	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
,	,	,	,	,	0
both	both	d	both	both	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
monwealth	monwealth	n1	monwealth	monwealth	0
)	)	)	)	)	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
pleased	pleased	vvn	pleased	please	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
larger	larger	jc	larger	large	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
desiring	desiring	vvg	desiring	desire	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowne	knowne	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
worthy	worthy	j	worthy	worthy	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
blesse	blesse	vvb	bless	bless	0
this	this	d	this	this	0
insuing	insuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
my	my	po11	my	my	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
Newcastle	Newcastle	np1	Newcastle	Newcastle	0
vpon	vpon	p-acp	upon	upon	0
Tine	Tine	np1	Tine	Tine	0
,	,	,	,	,	0
May	May	vmb	May	may	0
5.	5.	crd	5.	5.	0
1624.	1624.	crd	1624.	1624.	1
