GLORIOUS	GLORIOUS	j	GLORIOUS	glorious	0
habi	habi	fw-la	habi	habi	0
∣	∣	sy	∣	∣	0
tation	tation	n1	tation	tation	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
sinful	sinful	j	sinful	sinful	0
Land	Land	n1	Land	land	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Eye	Eye	n1	Eye	eye	0
of	of	pp-f	of	of	0
Fury	Fury	n1	Fury	fury	0
and	and	cc	and	and	0
Revenge	Revenge	n1	Revenge	revenge	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Eye	Eye	n1	Eye	eye	0
of	of	pp-f	of	of	0
Mercy	Mercy	n1	Mercy	mercy	0
and	and	cc	and	and	0
Love	Love	n1	Love	love	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
seest	seest	vv2	seest	see	0
what	what	r-crq	what	what	0
fearful	fearful	j	fearful	fearful	0
Abominations	Abominations	n2	Abominations	abomination	0
are	are	vbr	are	be	0
committed	committed	vvn	committed	commit	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
:	:	:	:	:	0
Thou	Thou	pns21	Thou	thou	0
knowest	knowest	vv2	knowest	know	0
what	what	r-crq	what	what	0
perillous	perillous	j	perilous	perilous	0
Times	Times	n2	Times	time	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
seest	seest	vv2	seest	see	0
how	how	c-crq	how	how	0
cruel	cruel	j	cruel	cruel	0
enemies	enemies	n2	enemies	enemy	0
do	do	vdb	do	do	0
rend	rend	vvi	rend	rend	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
dear	dear	j-jn	dear	dear	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
the	the	dt	the	the	0
CHURCH	CHURCH	n1	CHURCH	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
deemed	deemed	vvn	deemed	deem	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
own	own	d	own	own	0
blood	blood	n1	blood	blood	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
hearest	hearest	vv2	hearest	hear	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
hellish	hellish	j	hellish	hellish	0
Oaths	Oaths	n2	Oaths	oath	0
and	and	cc	and	and	0
Blasphemies	Blasphemies	n2	Blasphemies	blasphemy	0
vile	vile	j	vile	vile	0
Creatures	Creatures	n2	Creatures	creature	0
daily	daily	av-j	daily	daily	0
teare	teare	vvi	tear	tear	0
thy	thy	po21	thy	thy	0
sacred	sacred	j	sacred	sacred	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
Oh!	Oh!	uh	Oh!	oh	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
wast	wast	vbd2s	wast	be	0
not	not	xx	not	not	0
infinite	infinite	j	infinite	infinite	0
in	in	p-acp	in	in	0
Mercy	Mercy	n1	Mercy	mercy	0
and	and	cc	and	and	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
hadst	hadst	vhd2	hadst	have	0
long	long	av-j	long	long	0
ago	ago	av	ago	ago	0
rain'd	rain'd	vvn	rained	rain	0
down	down	a-acp	down	down	0
Fire	Fire	n1	Fire	fire	0
and	and	cc	and	and	0
Brimstone	Brimstone	n1	Brimstone	brimstone	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
or	or	cc	or	or	0
involv'd	involv'd	vvn	involved	involve	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Land	Land	n1	Land	land	0
in	in	p-acp	in	in	0
Confusion	Confusion	n1	Confusion	confusion	0
and	and	cc	and	and	0
Blood	Blood	n1	Blood	blood	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
mercies	mercies	n2	mercies	mercy	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
consumed	consumed	vvn	consumed	consume	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
his	his	po31	his	his	0
compassions	compassions	n2	compassions	compassion	0
fail	fail	vvb	fail	fail	0
not	not	xx	not	not	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
now	now	av	now	now	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
hear	hear	vvb	hear	hear	0
;	;	;	;	;	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
have	have	vhb	have	have	0
Mercy	Mercy	n1	Mercy	mercy	0
;	;	;	;	;	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
forgive	forgive	vvb	forgive	forgive	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
and	and	cc	and	and	0
great	great	j	great	great	0
sins	sins	n2	sins	sin	0
and	and	cc	and	and	0
Provocations	Provocations	n2	Provocations	provocation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
forsake	forsake	vvi	forsake	forsake	0
us	us	pno12	us	we	0
utterly	utterly	av-j	utterly	utter	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
irresistibly	irresistibly	av-j	irresistibly	irresistible	0
destroy	destroy	vvi	destroy	destroy	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
deserved	deserved	vvn	deserved	deserve	0
.	.	.	.	.	1
We	We	pns12	We	we	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
confesse	confesse	vvi	confess	confess	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Princes	Princes	n2	Princes	prince	0
have	have	vhb	have	have	0
greatly	greatly	av-j	greatly	great	0
sinned	sinned	vvn	sinned	sin	0
against	against	p-acp	against	against	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
fearfully	fearfully	av-j	fearfully	fearful	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
voked	voked	vvd	voked	voke	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
Eyes	Eyes	n2	Eyes	eye	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Glory	Glory	n1	Glory	glory	0
.	.	.	.	.	1
Lord	Lord	n1	Lord	lord	0
humble	humble	vvb	humble	humble	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
;	;	;	;	;	0
give	give	vvb	give	give	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
true	true	j	true	true	0
Repentance	Repentance	n1	Repentance	repentance	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
our	our	po12	our	our	0
God	God	n1	God	god	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
whole	whole	j-jn	whole	whole	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
spare	spare	vvb	spare	spare	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
heale	heale	vvi	heal	heal	0
our	our	po12	our	our	0
Land.	Land.	n1	Land.	land	1
Oh	Oh	uh	O	oh	0
stirre	stirre	vvb	stir	stir	0
thy	thy	po21	thy	thy	0
people	people	n1	people	people	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
special	special	j	special	special	0
Duties	Duties	n2	Duties	duty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
Time	Time	n1	Time	time	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
special	special	j	special	special	0
manner	manner	n1	manner	manner	0
incumbent	incumbent	vvn	incumbent	incumbent	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
this	this	d	this	this	0
Warning	Warning	vvg	Warning	warn	0
and	and	cc	and	and	0
Call	Call	vvb	Call	call	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
givest	givest	vv2	givest	give	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
,	,	,	,	,	0
become	become	vvb	become	become	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
thy	thy	po21	thy	thy	0
Blessing	Blessing	n1	Blessing	blessing	0
,	,	,	,	,	0
effectual	effectual	j	effectual	effectual	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Awakening	Awakening	n-vvg	Awakening	awaken	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
servants	servants	n2	servants	servant	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Security	Security	n1	Security	security	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Engaging	Engaging	vvg	Engaging	engage	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Duties	Duties	n2	Duties	duty	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
thy	thy	po21	thy	thy	0
Wrath	Wrath	n1	Wrath	wrath	0
and	and	cc	and	and	0
Judgements	Judgements	n2	Judgements	judgement	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
prevented	prevented	vvn	prevented	prevent	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
wide	wide	j	wide	wide	0
Door	Door	n1	Door	door	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
opened	opened	vvn	opened	open	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
thy	thy	po21	thy	thy	0
Blessings	Blessings	n2	Blessings	blessing	0
may	may	vmb	may	may	0
flow	flow	vvi	flow	flow	0
in	in	p-acp	in	in	0
abundantly	abundantly	av-j	abundantly	abundant	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
.	.	.	.	.	1
O	O	sy	O	o	0
Good	Good	j	Good	good	0
God	God	np1	God	God	0
,	,	,	,	,	0
punish	punish	vvb	punish	punish	0
not	not	xx	not	not	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
mine	mine	png11	mine	i	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
VVord	VVord	n1	VVord	word	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
take	take	vvb	take	take	0
not	not	xx	not	not	0
thy	thy	po21	thy	thy	0
Gospel	Gospel	n1	Gospel	gospel	0
&	&	cc	&	and	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
;	;	;	;	;	0
Remove	Remove	vvb	Remove	remove	0
not	not	xx	not	not	0
thy	thy	po21	thy	thy	0
golden	golden	j	golden	golden	0
Candlestick	Candlestick	n1	Candlestick	candlestick	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
never	never	av-x	never	never	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
The	The	dt	The	the	0
Glory	Glory	n1	Glory	glory	0
is	is	vbz	is	be	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
England	England	np1	England	England	0
!	!	!	!	!	1
It	It	pn31	It	it	0
were	were	vbdr	were	be	0
better	better	jc	better	better	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
our	our	po12	our	our	0
streets	streets	n2	streets	street	0
runne	runne	vvn	run	run	0
downe	downe	a-acp	down	down	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Blood	Blood	n1	Blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
slaine	slaine	j-vvn	slain	slay	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
the	the	dt	the	the	0
Bodies	Bodies	n2	Bodies	body	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Saints	Saints	n2	Saints	saint	0
burnt	burnt	vvn	burned	burn	0
in	in	p-acp	in	in	0
flames	flames	n2	flames	flame	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
grow	grow	vvb	grow	grow	0
cold	cold	j-jn	cold	cold	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
utterly	utterly	av-j	utterly	utter	0
lost	lost	vvn	lost	lose	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pel	pel	n1	pel	pel	0
.	.	.	.	.	1
Prayers	Prayers	n2	Prayers	prayer	0
put	put	vvn	put	put	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
Flames	Flames	n2	Flames	flame	0
and	and	cc	and	and	0
Blood	Blood	n1	Blood	blood	0
might	might	vmd	might	may	0
recall	recall	vvi	recall	recall	0
it	it	pn31	it	it	0
againe	againe	av	again	again	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
general	general	j	general	general	0
sloth	sloth	n1	sloth	sloth	0
and	and	cc	and	and	0
security	security	n1	security	security	0
in	in	p-acp	in	in	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
may	may	vmb	may	may	0
forfeit	forfeit	vvi	forfeit	forfeit	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
continue	continue	vvb	continue	continue	0
thy	thy	po21	thy	thy	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
preserve	preserve	vvb	preserve	preserve	0
thy	thy	po21	thy	thy	0
People	People	n1	People	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
blesse	blesse	vvb	bless	bless	0
thine	thine	po21	thine	thy	0
Inhe	Inhe	np1	Inhe	Inhe	0
∣	∣	sy	∣	∣	0
ritance	ritance	n1	ritance	ritance	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Land.	Land.	n1	Land.	land	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
suffer	suffer	vvi	suffer	suffer	0
those	those	d	those	those	0
stormes	stormes	n2	storms	storm	0
to	to	pc-acp	to	to	0
arise	arise	vvi	arise	arise	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
thy	thy	po21	thy	thy	0
Church	Church	n1	Church	church	0
shall	shall	vmb	shall	shall	0
suffer	suffer	vvi	suffer	suffer	0
Shipwrack	Shipwrack	n1	Shipwreck	shipwreck	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
let	let	vvb	let	let	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
Plank	Plank	n1	Plank	plank	0
cast	cast	vvd	cast	cast	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
worthy	worthy	j	worthy	worthy	0
servant	servant	n1	servant	servant	0
,	,	,	,	,	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
Meanes	Meanes	n2	Means	mean	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
some	some	d	some	some	0
Soules	Soules	n2	Souls	soul	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
let	let	vvb	let	let	0
this	this	d	this	this	0
small	small	j	small	small	0
Light	Light	n1	Light	light	0
direct	direct	vvi	direct	direct	0
some	some	d	some	some	0
soules	soules	n2	souls	soul	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
Path	Path	n1	Path	path	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
eternal	eternal	j	eternal	eternal	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
free	free	j	free	free	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
our	our	po12	our	our	0
onely	onely	j	only	only	0
Mediator	Mediator	n1	Mediator	mediator	0
and	and	cc	and	and	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
FINIS	FINIS	fw-la	FINIS	finis	0
.	.	.	.	.	1
