BEING	BEING	vbg	BEING	be	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
personages	personages	n2	personages	personage	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceiued	ceiued	vvn	ceiued	ceiue	0
speciall	speciall	j	special	special	0
blessings	blessings	n2	blessings	blessing	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
.	.	.	.	.	1
So	So	np1	So	So	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	0
21.6	21.6	crd	21.6	21.6	0
.	.	.	.	.	0
made	made	vvn	made	make	0
precious	precious	j	precious	precious	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
DAVID	DAVID	np1	DAVID	David	0
that	that	cst	that	that	0
worthy	worthy	j	worthy	worthy	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
as	as	p-acp	as	as	0
blessings	blessings	n2	blessings	blessing	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
Meaning	Meaning	vvg	Meaning	mean	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
benefite	benefite	n1	benefit	benefit	0
and	and	cc	and	and	0
testi	testi	fw-la	testi	testi	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
fauour	fauour	n1	favour	favour	0
vpon	vpon	p-acp	upon	upon	0
his	his	po31	his	his	0
people	people	n1	people	people	0
.	.	.	.	.	1
EZEKIAH	EZEKIAH	np1	EZEKIAH	EZEKIAH	0
,	,	,	,	,	0
NEHEMIAH	NEHEMIAH	np1	NEHEMIAH	Nehemiah	0
,	,	,	,	,	0
Neh.	Neh.	np1	Neh.	Neh.	0
1.	1.	crd	1.	1.	1
&	&	cc	&	and	0
2.	2.	crd	2.	2.	1
Hag.	Hag.	np1	Hag.	Hag.	0
1.14	1.14	crd	1.14	1.14	0
.	.	.	.	.	1
Ier.	Ier.	np1	Ier.	Ier.	0
40.	40.	crd	40.	40.	0
2.	2.	crd	2.	2.	1
Chr.	Chr.	np1	Chr.	Chr.	0
35.25	35.25	crd	35.25	35.25	0
ZERVBBABEL	ZERVBBABEL	np1	ZERVBBABEL	ZERVBBABEL	0
,	,	,	,	,	0
GEDALIAH	GEDALIAH	np1	GEDALIAH	GEDALIAH	0
.	.	.	.	.	1
&c.	&c.	av	etc.	etc	0
were	were	vbdr	were	be	0
great	great	j	great	great	0
blessings	blessings	n2	blessings	blessing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
greatly	greatly	av-j	greatly	great	0
lamented	lamented	vvd	lamented	lament	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
IOSIAH	IOSIAH	np1	IOSIAH	IOSIAH	0
,	,	,	,	,	0
his	his	po31	his	his	0
death	death	n1	death	death	0
was	was	vbds	was	be	0
lamented	lamented	vvn	lamented	lament	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
doleful	doleful	j	doleful	doleful	0
lamentation	lamentation	n1	lamentation	lamentation	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
IVDA	IVDA	np1	IVDA	IVDA	0
.	.	.	.	.	1
And	And	cc	And	and	0
sure	sure	av-j	sure	sure	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
hath	hath	vhz	hath	have	0
great	great	j	great	great	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
magnifie	magnifie	vvi	magnify	magnify	0
the	the	dt	the	the	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
towards	towards	p-acp	towards	towards	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
trusting	trusting	vvg	trusting	trust	0
vs	vs	pno12	us	we	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
gracious	gracious	j	gracious	gracious	0
a	a	dt	a	a	0
IOSIAH	IOSIAH	np1	IOSIAH	IOSIAH	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Soue	Soue	av	Soon	soon	0
∣	∣	sy	∣	∣	0
raigne	raigne	n1	reign	reign	0
Princesse	Princesse	n1	Princess	princess	0
ELIZABETH	ELIZABETH	np1	ELIZABETH	Elizabeth	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
gouer	gouer	n1	gouer	gouer	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
the	the	dt	the	the	0
church	church	n1	church	church	0
hath	hath	vhz	hath	have	0
receiued	receiued	vvn	received	receive	0
many	many	d	many	many	0
blessings	blessings	n2	blessings	blessing	0
.	.	.	.	.	1
The	The	dt	The	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
whome	whome	r-crq	whom	who	0
if	if	cs	if	if	0
our	our	po12	our	our	0
sinns	sinns	n2	sins	sin	0
should	should	vmd	should	shall	0
procure	procure	vvi	procure	procure	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
keep	keep	vvb	keep	keep	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
vs	vs	pno12	us	we	0
)	)	)	)	)	0
would	would	vmd	would	will	0
yeeld	yeeld	vvi	yield	yield	0
no	no	av-dx	no	no	0
lesse	lesse	dc	less	less	0
occasion	occasion	n1	occasion	occasion	0
for	for	p-acp	for	for	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
complayne	complayne	vvi	complain	complain	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
then	then	av	then	then	0
the	the	dt	the	the	0
Churche	Churche	n1	Church	church	0
of	of	pp-f	of	of	0
IVDA	IVDA	np1	IVDA	IVDA	0
had	had	vhd	had	have	0
,	,	,	,	,	0
Lamen	Lamen	np1	Lamen	Lamen	0
.	.	.	.	.	1
5.20	5.20	crd	5.20	5.20	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
IOSIAH	IOSIAH	np1	IOSIAH	IOSIAH	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
sayd	sayd	vvd	said	say	0
,	,	,	,	,	0
Our	Our	po12	Our	our	0
life	life	n1	life	life	0
&	&	cc	&	and	0
the	the	dt	the	the	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nostrels	nostrels	n2	nostrils	nostril	0
,	,	,	,	,	0
the	the	dt	the	the	0
annoynted	annoynted	vvn	anointed	anoint	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
vvas	vvas	vbds	was	be	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
nets	nets	n2	nets	net	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
vvhome	vvhome	ro-crq	whom	who	0
we	we	pns12	we	we	0
sayd	sayd	vvd	said	say	0
vnder	vnder	p-acp	under	under	0
his	his	po31	his	his	0
shadow	shadow	n1	shadow	shadow	0
vve	vve	pns12	we	we	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
preserued	preserued	vvn	preserved	preserve	0
aliue	aliue	j	alive	alive	0
,	,	,	,	,	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
.	.	.	.	.	1
Herevnto	Herevnto	av	Hereunto	hereunto	0
god	god	n1	god	god	0
hath	hath	vhz	hath	have	0
added	added	vvn	added	add	0
further	further	av-jc	further	further	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
ioy	ioy	n1	joy	joy	0
and	and	cc	and	and	0
thankfulnes	thankfulnes	n1	thankfulness	thankfulness	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
Churche	Churche	n1	Church	church	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
many	many	d	many	many	0
nobles	nobles	n2-j	nobles	noble	0
&	&	cc	&	and	0
worthy	worthy	j	worthy	worthy	0
personages	personages	n2	personages	personage	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
land	land	n1	land	land	0
both	both	d	both	both	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
Godly	Godly	j	Godly	godly	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
(	(	(	(	(	0
among	among	p-acp	among	among	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
roome	roome	n1	room	room	0
)	)	)	)	)	0
are	are	vbr	are	be	0
faythfull	faythfull	j	faithful	faithful	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
trons	trons	n2	trons	tron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
the	the	dt	the	the	0
church	church	n1	church	church	0
reuerenced	reuerenced	vvd	reverenced	reverence	0
,	,	,	,	,	0
&	&	cc	&	and	0
highly	highly	av-j	highly	high	0
accounted	accounted	vvn	accounted	account	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
teachers	teachers	n2	teachers	teacher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
commended	commended	vvd	commended	commend	0
such	such	d	such	such	0
,	,	,	,	,	0
and	and	cc	and	and	0
gratifyed	gratifyed	vvd	gratified	gratify	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
wryting	wryting	vvg	writing	write	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
such	such	d	such	such	0
duety	duety	n1	duty	duty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
IOHN	IOHN	np1	IOHN	John	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
elect	elect	j-vvn	elect	elect	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
and	and	cc	and	and	0
HIEROM,2	HIEROM,2	np1	HIEROM,2	HIEROM,2	0
.	.	.	.	.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
1.	1.	crd	1.	1.	0
that	that	cst	that	that	0
vertuous	vertuous	j	virtuous	virtuous	0
Lady	Lady	n1	Lady	lady	0
LETA	LETA	np1	LETA	LETA	0
,	,	,	,	,	0
&	&	cc	&	and	0
GAVDENTIA	GAVDENTIA	np1	GAVDENTIA	GAVDENTIA	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
courage	courage	n1	courage	courage	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
their	their	po32	their	their	0
thankful	thankful	j	thankful	thankful	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
:	:	:	:	:	0
why	why	q-crq	why	why	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
we	we	zz	we	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
times	times	n2	times	time	0
likewise	likewise	av	likewise	likewise	0
gratify	gratify	vvi	gratify	gratify	0
our	our	po12	our	our	0
noble	noble	j	noble	noble	0
&	&	cc	&	and	0
worthy	worthy	j	worthy	worthy	0
personages	personages	n2	personages	personage	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
such	such	d	such	such	0
duty	duty	n1	duty	duty	0
?	?	?	?	?	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
forth	forth	av	forth	forth	0
our	our	po12	our	our	0
thankfulnes	thankfulnes	n1	thankfulness	thankfulness	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
uerence	uerence	zz	uerence	uerence	0
towardes	towardes	p-acp	towards	towards	0
them	them	pno32	them	they	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
minister	minister	vvi	minister	minister	0
occasion	occasion	n1	occasion	occasion	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
means	means	n2	means	mean	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
further	further	jc	further	further	0
proceeding	proceeding	n-vvg	proceeding	proceed	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
religious	religious	j	religious	religious	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
wayes	wayes	n2	ways	way	0
with	with	p-acp	with	with	0
zeal	zeal	n1	zeal	zeal	0
to	to	pc-acp	to	to	0
aduance	aduance	vvi	advance	advance	0
gods	gods	n2	gods	god	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
church	church	n1	church	church	0
?	?	?	?	?	1
For	For	c-acp	For	for	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
all	all	d	all	all	0
step	step	n1	step	step	0
out	out	av	out	out	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
and	and	cc	and	and	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
gospell	gospell	n1	gospel	gospel	0
&	&	cc	&	and	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
true	true	j	true	true	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
men	men	n2	men	man	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
chiefly	chiefly	av-jn	chiefly	chief	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
imbrace	imbrace	vvi	embrace	embrace	0
the	the	dt	the	the	0
word	word	n1	word	word	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
sith	sith	c-acp	sith	sith	0
without	without	p-acp	without	without	0
religion	religion	n1	religion	religion	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
true	true	j	true	true	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
Prou.	Prou.	np1	Prou.	Prou.	0
8	8	crd	8	8	0
,	,	,	,	,	0
VVisdome	VVisdome	n1	VVisdome	wisdom	0
layeth	layeth	vvz	layeth	lay	0
claime	claime	n1	claim	claim	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
&	&	cc	&	and	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
princes	princes	n2	princes	prince	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
8.15.16.18	8.15.16.18	crd	8.15.16.18	8.15.16.18	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
without	without	p-acp	without	without	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
wanted	wanted	vvd	wanted	want	0
al	al	d	all	all	0
true	true	j	true	true	0
honor	honor	n1	honour	honour	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
she	she	pns31	she	she	0
challengeth	challengeth	vvz	challengeth	challenge	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
al	al	d	all	all	0
true	true	j	true	true	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
councel	councel	n1	council	council	0
,	,	,	,	,	0
vnderstanding	vnderstanding	vvg	understanding	understand	0
,	,	,	,	,	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Also	Also	av	Also	also	0
els	els	av	else	else	0
where	where	c-crq	where	where	0
SOLOMON	SOLOMON	np1	SOLOMON	Solomon	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
of	of	pp-f	of	of	0
greatest	greatest	js	greatest	great	0
hono	hono	fw-it	hono	hono	0
&	&	cc	&	and	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
setteth	setteth	vvz	sets	set	0
down	down	a-acp	down	down	0
plainly	plainly	av-j	plainly	plain	0
,	,	,	,	,	0
Pro	Pro	fw-la	Pro	pro	0
4.8	4.8	crd	4.8	4.8	0
.	.	.	.	.	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
imbrace	imbrace	vvb	embrace	embrace	0
wisdome	wisdome	n1	wisdom	wisdom	0
shal	shal	vmb	shall	shall	0
haue	haue	vhi	have	have	0
great	great	j	great	great	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
exalt	exalt	vvb	exalt	exalt	0
her	her	pno31	her	she	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
exalted	exalted	vvn	exalted	exalt	0
thē	thē	pno32	them	they	0
selues	selues	n2	selves	self	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
God	God	np1	God	God	0
crowneth	crowneth	vvz	crowneth	crown	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
honour	honour	n1	honour	honour	0
which	which	r-crq	which	which	0
honour	honour	n1	honour	honour	0
his	his	po31	his	his	0
word	word	n1	word	word	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
strippeth	strippeth	vvz	strippeth	strip	0
al	al	d	all	all	0
such	such	d	such	such	0
naked	naked	j	naked	naked	0
of	of	pp-f	of	of	0
honor	honor	n1	honour	honour	0
&	&	cc	&	and	0
renoum	renoum	n1	renown	renown	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
honor	honor	vvi	honour	honour	0
his	his	po31	his	his	0
word	word	n1	word	word	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
the	the	dt	the	the	0
gouernours	gouernours	n2	governors	governor	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
charged	charged	vvn	charged	charge	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
alwayes	alwayes	av	always	always	0
conuersant	conuersant	j	conversant	conversant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
law	law	n1	law	law	0
day	day	n1	day	day	0
&	&	cc	&	and	0
night	night	n1	night	night	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
their	their	po32	their	their	0
God	God	n1	God	god	0
:	:	:	:	:	0
Deu.	Deu.	np1	Deu.	Deu.	1
17.19	17.19	crd	17.19	17.19	0
.	.	.	.	.	0
adding	adding	vvg	adding	add	0
a	a	dt	a	a	0
great	great	j	great	great	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
meanes	meanes	n2	means	mean	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
uide	uide	fw-la	uide	uide	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
own	own	d	own	own	0
safety	safety	n1	safety	safety	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
posteritie	posteritie	n1	posterity	posterity	0
.	.	.	.	.	1
Verse	Verse	n1	Verse	verse	0
20.	20.	crd	20.	20.	1
Yea	Yea	uh	Yea	yea	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
promised	promised	vvn	promised	promise	0
to	to	p-acp	to	to	0
DAVID	DAVID	np1	DAVID	David	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
prerogatiue	prerogatiue	n1	prerogative	prerogative	0
that	that	cst	that	that	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
helde	helde	vvd	held	hold	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
his	his	po31	his	his	0
God	God	n1	God	god	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
trusting	trusting	vvg	trusting	trust	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
imbracing	imbracing	vvg	embracing	embrace	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
word	word	n1	word	word	0
,	,	,	,	,	0
Psa.	Psa.	np1	Psa.	Psa.	1
89.26	89.26	crd	89.26	89.26	0
.	.	.	.	.	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
28.29	28.29	crd	28.29	28.29	0
.	.	.	.	.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
fayle	fayle	vvi	fail	fail	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
esta	esta	fw-la	esta	esta	0
∣	∣	sy	∣	∣	0
blishe	blishe	vvi	blishe	blishe	0
his	his	po31	his	his	0
couenaunt	couenaunt	n1	covenant	covenant	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
seede	seede	n1	seed	seed	0
for	for	c-acp	for	for	0
euermore	euermore	av	evermore	evermore	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
set	set	vvb	set	set	0
their	their	po32	their	their	0
delight	delight	n1	delight	delight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
carry	carry	vvb	carry	carry	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
blessinges	blessinges	n2	blessings	blessing	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
po	po	n1	po	po	0
∣	∣	sy	∣	∣	0
sterity	sterity	n1	sterity	sterity	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
other	other	n-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
promise	promise	n1	promise	promise	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
the	the	dt	the	the	0
affayres	affayres	n2	affairs	affair	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
then	then	av	then	then	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
carefull	carefull	j	careful	careful	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
his	his	po31	his	his	0
will	will	n1	will	will	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
word	word	n1	word	word	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
that	that	d	that	that	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
promised	promised	vvd	promised	promise	0
the	the	dt	the	the	0
lyke	lyke	av-j	like	like	0
successe	successe	n1	success	success	0
vnto	vnto	p-acp	unto	unto	0
IOSHVA	IOSHVA	np1	IOSHVA	IOSHVA	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
incouraged	incouraged	vvn	encouraged	encourage	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
Iosh.	Iosh.	np1	Iosh.	Iosh.	1
1.7	1.7	crd	1.7	1.7	0
.	.	.	.	.	1
&	&	cc	&	and	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
shewing	shewing	vvg	showing	show	0
that	that	d	that	that	0
therein	therein	av	therein	therein	0
stoode	stoode	vvd	stood	stand	0
all	all	d	all	all	0
true	true	j	true	true	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
he	he	pns31	he	he	0
addeth	addeth	vvz	adds	add	0
this	this	d	this	this	0
exhortation	exhortation	n1	exhortation	exhortation	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
not	not	xx	not	not	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
