Illustrious	Illustrious	j	Illustrious	illustrious	0
,	,	,	,	,	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
will	will	vmb	will	will	0
generally	generally	av-j	generally	general	0
finde	finde	vvi	find	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Commentary	Commentary	n1	Commentary	commentary	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
words	words	n2	words	word	0
,	,	,	,	,	0
His	His	po31	His	his	0
blood	blood	n1	blood	blood	0
bee	bee	vbi	be	be	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
children	children	n2	children	child	0
,	,	,	,	,	0
written	written	vvn	written	write	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
Letters	Letters	n2	Letters	letter	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
blood	blood	n1	blood	blood	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
that	that	d	that	that	0
perverse	perverse	j	perverse	perverse	0
and	and	cc	and	and	0
ungodly	ungodly	j	ungodly	ungodly	0
generation	generation	n1	generation	generation	0
,	,	,	,	,	0
had	had	vhd	had	have	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
refused	refused	vvd	refused	refuse	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
good	good	j	good	good	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
cruci	cruci	fw-la	cruci	cruci	0
∣	∣	sy	∣	∣	0
fied	fied	vvd	fied	fie	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
tendered	tendered	vvd	tendered	tender	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
ex	ex	fw-la	ex	ex	0
illo	illo	fw-la	illo	illo	0
fluere	fluere	fw-la	fluere	fluere	0
:	:	:	:	:	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
time	time	n1	time	time	0
forward	forward	av-j	forward	forward	0
their	their	po32	their	their	0
ruine	ruine	n1	ruin	ruin	0
and	and	cc	and	and	0
decaying	decaying	vvg	decaying	decay	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
stories	stories	n2	stories	story	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
Capitall	Capitall	j	Capital	capital	0
Letters	Letters	n2	Letters	letter	0
,	,	,	,	,	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
runs	runs	vvz	runs	run	0
may	may	vmb	may	may	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
reads	reads	vvz	reads	read	0
them	them	pno32	them	they	0
,	,	,	,	,	0
reads	reads	vvz	reads	read	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
,	,	,	,	,	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
observe	observe	vvi	observe	observe	0
it	it	pn31	it	it	0
.	.	.	.	.	1
This	This	d	This	this	0
short	short	j	short	short	0
tract	tract	n1	tract	tract	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
that	that	cst	that	that	0
this	this	d	this	this	0
Volume	Volume	n1	Volume	volume	0
containeth	containeth	vvz	containeth	contain	0
,	,	,	,	,	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
or	or	cc	or	or	0
four	four	crd	four	four	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
such	such	d	such	such	0
Anatomy	Anatomy	n1	Anatomy	anatomy	0
Lectures	Lectures	n2	Lectures	lecture	0
in	in	p-acp	in	in	0
lesse	lesse	dc	less	less	0
then	then	cs	then	than	0
twelve	twelve	crd	twelve	twelve	0
yeares	yeares	ng2	years	year	0
space	space	n1	space	space	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
thousands	thousands	crd	thousands	thousand	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
that	that	cst	that	that	0
peri	peri	fw-la	peri	peri	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
miserably	miserably	av-j	miserably	miserable	0
destroyed	destroyed	vvn	destroyed	destroy	0
in	in	p-acp	in	in	0
Judea	Judea	np1	Judea	Judea	0
,	,	,	,	,	0
Alexandria	Alexandria	np1	Alexandria	Alexandria	0
,	,	,	,	,	0
and	and	cc	and	and	0
Babylonia	Babylonia	np1	Babylonia	Babylonia	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
but	but	p-acp	but	but	0
as	as	a-acp	as	as	0
a	a	dt	a	a	0
Preface	Preface	n1	Preface	preface	0
and	and	cc	and	and	0
beginning	beginning	n1	beginning	beginning	0
of	of	pp-f	of	of	0
sorrowes	sorrowes	n2	sorrows	sorrow	0
and	and	cc	and	and	0
miseries	miseries	n2	misery's	misery	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
destru	destru	n2	destru	destru	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
despising	despising	vvg	despising	despise	0
and	and	cc	and	and	0
destroying	destroying	vvg	destroying	destroy	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
held	held	vvd	held	hold	0
out	out	av	out	out	0
life	life	n1	life	life	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
chose	chose	vvd	chosen	choose	0
his	his	po31	his	his	0
and	and	cc	and	and	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
death	death	n1	death	death	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Authors	Authors	n2	Authors	author	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
us	us	pno12	us	we	0
these	these	d	these	these	0
prologues	prologues	n2	prologues	prologue	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
miseries	miseries	n2	misery's	misery	0
,	,	,	,	,	0
will	will	vmb	will	will	0
continue	continue	vvi	continue	continue	0
the	the	dt	the	the	0
scene	scene	n1	scene	scene	0
with	with	p-acp	with	with	0
further	further	jc	further	further	0
Tragedies	Tragedies	n2	Tragedies	tragedy	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
their	their	po32	their	their	0
utter	utter	j	utter	utter	0
extirpa	extirpa	n1	extirpa	extirpa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
borrow	borrow	vvi	borrow	borrow	0
an	an	dt	and	a	0
abridgement	abridgement	n1	abridgement	abridgement	0
thereof	thereof	av	thereof	thereof	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
succeeding	succeeding	vvg	succeeding	succeed	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
carry	carry	vvb	carry	carry	0
us	us	pno12	us	we	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
prosper	prosper	vvb	prosper	prosper	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
And	And	cc	And	and	0
how	how	c-crq	how	how	0
gratefull	gratefull	j	grateful	grateful	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
and	and	cc	and	and	0
paines	paines	n2	pains	pain	0
might	might	vmd	might	may	0
it	it	pn31	it	it	0
bee	bee	vbi	be	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
where	where	c-crq	where	where	0
Josephus	Josephus	np1	Josephus	Josephus	0
and	and	cc	and	and	0
Egesippus	Egesippus	np1	Egesippus	Egesippus	0
end	end	vvb	end	end	0
their	their	po32	their	their	0
Story	Story	n1	Story	story	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
ended	ended	vvd	ended	end	0
her	her	po31	her	her	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
thence	thence	av	thence	thence	0
some	some	d	some	some	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
industrious	industrious	j	industrious	industrious	0
pen	pen	n1	pen	pen	0
would	would	vmd	would	will	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
own	own	vvd	own	own	0
Talmud	Talmud	np1	Talmud	Talmud	0
and	and	cc	and	and	0
Rabbins	Rabbins	n2	Rabbis	rabbi	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
writers	writers	n2	writers	writer	0
,	,	,	,	,	0
continue	continue	vvb	continue	continue	0
the	the	dt	the	the	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
dispersed	dispersed	vvn	dispersed	disperse	0
and	and	cc	and	and	0
condemned	condemned	j-vvn	condemned	condemn	0
nation	nation	n1	nation	nation	0
till	till	p-acp	till	till	0
these	these	d	these	these	0
later	later	jc	later	late	0
times	times	n2	times	time	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Illustration	Illustration	n1	Illustration	illustration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
predictions	predictions	n2	predictions	prediction	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
that	that	cst	that	that	0
foretell	foretell	vvb	foretell	foretell	0
their	their	po32	their	their	0
doome	doome	n1	doom	doom	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
eviden	eviden	n1	eviden	eviden	0
∣	∣	sy	∣	∣	0
cing	cing	j	cing	cing	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
justice	justice	n1	justice	justice	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
since	since	a-acp	since	since	0
haunted	haunted	vvd	haunted	haunt	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
murder	murder	n1	murder	murder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
one	one	pi	one	one	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
crucified	crucified	vvd	crucified	crucify	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
two	two	crd	two	two	0
maine	maine	j	main	main	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
in	in	p-acp	in	in	0
rela	rela	fw-la	rela	rela	0
∣	∣	sy	∣	∣	0
ting	ting	n1	ting	thing	0
those	those	d	those	those	0
stories	stories	n2	stories	story	0
that	that	cst	that	that	0
this	this	d	this	this	0
volume	volume	n1	volume	volume	0
doth	doth	vdz	does	do	0
exhibite	exhibite	vvi	exhibit	exhibit	0
;	;	;	;	;	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
more	more	dc	more	more	0
leasure	leasure	n1	leisure	leisure	0
shall	shall	vmb	shall	shall	0
dilate	dilate	vvi	dilate	dilate	0
his	his	po31	his	his	0
meditations	meditations	n2	meditations	meditation	0
upon	upon	p-acp	upon	upon	0
so	so	av	so	so	0
sad	sad	j	sad	sad	0
spectacles	spectacles	n2	spectacles	spectacle	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
extent	extent	n1	extent	extent	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
saved	saved	vvn	saved	save	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
lose	lose	vvi	loose	lose	0
his	his	po31	his	his	0
own	own	d	own	own	0
.	.	.	.	.	1
The	The	dt	The	the	0
Roman	Roman	njp	Roman	roman	0
History	History	n1	History	history	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
third	third	ord	third	three	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
referre	referre	vvi	refer	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
expressi	expressi	n1	expressi	expressi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
character	character	n1	character	character	0
and	and	cc	and	and	0
censure	censure	vvi	censure	censure	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
I	I	pns11	I	i	0
want	want	vvb	want	want	0
them	them	pno32	them	they	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
truths	truths	n2	truths	truth	0
so	so	av	so	so	0
horrid	horrid	j	horrid	horrid	0
and	and	cc	and	and	0
monstrous	monstrous	j	monstrous	monstrous	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
epithite	epithite	n1	epithet	epithet	0
so	so	av	so	so	0
glorious	glorious	j	glorious	glorious	0
a	a	dt	a	a	0
name	name	n1	name	name	0
as	as	p-acp	as	as	0
truth	truth	n1	truth	truth	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
vile	vile	j	vile	vile	0
and	and	cc	and	and	0
base	base	j	base	base	0
adjectives	adjectives	n2	adjectives	adjective	0
)	)	)	)	)	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
even	even	av	even	even	0
gluts	gluts	vvz	gluts	glut	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
and	and	cc	and	and	0
ama	ama	fw-la	ama	ama	0
∣	∣	sy	∣	∣	0
zeth	zeth	vvz	zeth	ze	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
hee	hee	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
gain	gain	vvi	gain	gain	0
∣	∣	sy	∣	∣	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
cannot	cannot	vmbx	cannot	can	0
hee	hee	pns31	he	he	0
tell	tell	vvi	tell	tell	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
so	so	av	so	so	0
hideous	hideous	j	hideous	hideous	0
:	:	:	:	:	0
such	such	d	such	such	0
monsters	monsters	n2	monsters	monster	0
of	of	pp-f	of	of	0
bloodshed	bloodshed	n1	bloodshed	bloodshed	0
and	and	cc	and	and	0
crueltie	crueltie	n1	cruelty	cruelty	0
,	,	,	,	,	0
prodigies	prodigies	n2	prodigies	prodigy	0
of	of	pp-f	of	of	0
lust	lust	n1	lust	lust	0
and	and	cc	and	and	0
beastialitie	beastialitie	n1	bestiality	bestiality	0
,	,	,	,	,	0
Gorgons	Gorgons	npg1	Gorgons	Gorgon	0
of	of	pp-f	of	of	0
excesse	excesse	n1	excess	excess	0
and	and	cc	and	and	0
luxury	luxury	n1	luxury	luxury	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
briefe	briefe	j	brief	brief	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	j	very	very	0
perfections	perfections	n2	perfections	perfection	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
vitiousnesse	vitiousnesse	n1	viciousness	viciousness	0
and	and	cc	and	and	0
impietie	impietie	n1	impiety	impiety	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
most	most	av-ds	most	most	0
unfit	unfit	j	unfit	unfit	0
to	to	pc-acp	to	to	0
name	name	vvi	name	name	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
story	story	n1	story	story	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
most	most	av-ds	most	most	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
Gods	Gods	npg1	Gods	God	0
high	high	j	high	high	0
displeasure	displeasure	n1	displeasure	displeasure	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
Ci	Ci	crd	Ci	ci	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
Historians	Historians	n2	Historians	historian	0
,	,	,	,	,	0
some	some	d	some	some	0
here	here	av	here	here	0
,	,	,	,	,	0
some	some	d	some	some	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
abridged	abridged	vvd	abridged	abridge	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
what	what	r-crq	what	what	0
labour	labour	n1	labour	labour	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
laid	laid	vvd	laid	lay	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
times	times	n2	times	time	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
drection	drection	n1	drection	drection	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
Annalists	Annalists	n2	Annalists	annalist	0
.	.	.	.	.	1
Politick	Politick	j	Politic	politic	0
or	or	cc	or	or	0
Ethicall	Ethicall	j	Ethical	ethical	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
observations	observations	n2	observations	observation	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
I	I	pns11	I	i	0
referre	referre	vvb	refer	refer	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
sui	sui	fw-la	sui	svi	0
∣	∣	sy	∣	∣	0
ted	ted	n-vvn	ted	t	0
not	not	xx	not	not	0
either	either	av-d	either	either	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
leasure	leasure	n1	leisure	leisure	0
or	or	cc	or	or	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
:	:	:	:	:	0
I	I	pns11	I	i	0
onely	onely	av-j	only	only	0
shew	shew	vvb	show	show	0
the	the	dt	the	the	0
monster	monster	n1	monster	monster	0
,	,	,	,	,	0
every	every	d	every	every	0
eye	eye	n1	eye	eye	0
desireth	desireth	vvz	desires	desire	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
such	such	d	such	such	0
a	a	dt	a	a	0
beast	beast	n1	beast	beast	0
:	:	:	:	:	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
read	read	vvi	read	read	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
judgement	judgement	n1	judgement	judgement	0
leads	leads	vvz	leads	lead	0
them	them	pno32	them	they	0
:	:	:	:	:	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
this	this	d	this	this	0
let	let	vvb	let	let	0
mee	mee	pno11	me	i	0
mind	mind	vvi	mind	mind	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
small	small	j	small	small	0
judg	judg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
read	read	vvn	read	read	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
great	great	j	great	great	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
that	that	d	that	that	0
Citie	Citie	n1	City	city	0
is	is	vbz	is	be	0
very	very	av	very	very	0
unlikely	unlikely	j	unlikely	unlikely	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
so	so	av	so	so	0
visibly	visibly	av-j	visibly	visible	0
the	the	dt	the	the	0
very	very	j	very	very	0
taile	taile	n1	tail	tail	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devill	Devill	n1	Devil	devil	0
.	.	.	.	.	1
Rome	Rome	np1	Rome	Rome	0
had	had	vhd	had	have	0
murdered	murdered	vvn	murdered	murder	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
holinesse	holinesse	n1	holiness	holiness	0
at	at	p-acp	at	at	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
,	,	,	,	,	0
and	and	cc	and	and	0
Rome	Rome	n1	Room	room	0
wallowes	wallowes	vvz	wallows	wallow	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
murders	murders	n2	murders	murder	0
and	and	cc	and	and	0
unholinesse	unholinesse	n1	unholiness	unholiness	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
and	and	cc	and	and	0
whther	whther	av	whther	whther	0
shee	shee	pns31	she	she	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
likelier	likelier	jc	likelier	likely	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
owned	owned	j-vvn	owned	own	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
for	for	p-acp	for	for	0
Zion	Zion	np1	Zion	Zion	0
or	or	cc	or	or	0
Babylon	Babylon	np1	Babylon	Babylon	0
,	,	,	,	,	0
may	may	vmb	may	may	0
any	any	d	any	any	0
one	one	crd	one	one	0
censure	censure	n1	censure	censure	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
addresse	addresse	vvi	address	address	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Heroe	Heroe	n1	Hero	hero	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
my	my	po11	my	my	0
undertaking	undertaking	n-vvg	undertaking	undertake	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
oblation	oblation	n1	oblation	oblation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
worth	worth	n1	worth	worth	0
and	and	cc	and	and	0
noblenesse	noblenesse	n1	nobleness	nobleness	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
relation	relation	n1	relation	relation	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
native	native	j-jn	native	native	0
Country	Country	n1	Country	country	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
one	one	pi	one	one	0
ingageth	ingageth	vvz	engageth	engage	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
inboldneth	inboldneth	n1	inboldneth	inboldneth	0
,	,	,	,	,	0
and	and	cc	and	and	0
both	both	av-d	both	both	0
overcome	overcome	vvn	overcome	overcome	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
owe	owe	vvi	owe	owe	0
all	all	d	all	all	0
the	the	dt	the	the	0
service	service	n1	service	service	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
much	much	d	much	much	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
evi	evi	fw-la	evi	evi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
this	this	d	this	this	0
