WRITERS	WRITERS	n2	WRITERS	writer	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
memorie	memorie	n1	memory	memory	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	d	that	that	0
time	time	n1	time	time	0
which	which	r-crq	which	which	0
other	other	j-jn	other	other	0
Ladies	Ladies	n2	Ladies	lady	0
spend	spend	vvb	spend	spend	0
in	in	p-acp	in	in	0
adorning	adorning	vvg	adorning	adorn	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
their	their	po32	their	their	0
Husbands	Husbands	n2	Husbands	husband	0
,	,	,	,	,	0
you	you	pn22	you	you	0
spend	spend	vvb	spend	spend	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
adorning	adorning	vvg	adorning	adorn	0
your	your	po22	your	your	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
meditation	meditation	n1	meditation	meditation	0
,	,	,	,	,	0
fasting	fasting	vvg	fasting	fast	0
,	,	,	,	,	0
Almes-deeds	Almes-deeds	n2	Almsdeeds	almsdeed	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Spouse	Spouse	n1	Spouse	spouse	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
He	He	pns31	He	he	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
es	es	zz	es	es	0
∣	∣	sy	∣	∣	0
poused	poused	vvn	poused	pouse	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
espouse	espouse	vvb	espouse	espouse	0
you	you	pn22	you	you	0
also	also	av	also	also	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
heape	heape	vvi	heap	heap	0
many	many	d	many	many	0
benedi	benedi	n1	benedi	benedi	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
.	.	.	.	.	1
So	So	np1	So	So	0
desireth	desireth	vvz	desires	desire	0
,	,	,	,	,	0
so	so	av	so	so	0
prayeth	prayeth	vvz	prayeth	pray	0
.	.	.	.	.	1
