IMmediatlye	IMmediatlye	av-j	Immediately	immediate	0
,	,	,	,	,	0
The	The	dt	The	the	0
spi	spi	vvb	spi	spi	0
¦	¦	sy	¦	¦	0
rite	rite	n1	rite	rite	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
God	God	np1	God	God	0
worke	worke	vvi	work	work	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
prayed	prayed	vvn	prayed	pray	0
for	for	p-acp	for	for	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
❧	❧	sy	❧	❧	0
From	From	p-acp	From	from	0
London	London	np1	London	London	0
the	the	dt	the	the	0
.xxvi.	.xxvi.	crd	xxvi	xxvi	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
No	No	dx	No	no	0
∣	∣	sy	∣	∣	0
uēberin	uēberin	av	uemberin	uemberin	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
.	.	.	.	.	1
M.	M.	n1	M.	m.	1
D	D	sy	WORSER	d	0
.xlviii.	.xlviii.	crd	xlviii	xlviii	1
