COnsydering	COnsydering	vvg	Considering	considere	0
them	them	pno32	them	they	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
one	one	pi	one	one	0
onely	onely	av-j	only	only	0
true	true	j	true	true	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhom	vvhom	r-crq	whom	who	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
infinit	infinit	j	infinite	infinite	0
riches	riches	n2	riches	riches	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
comprised	comprised	vvn	comprised	comprise	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
offered	offered	vvd	offered	offer	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
his	his	po31	his	his	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
humbled	humbled	vvd	humbled	humble	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
exalt	exalt	vvi	exalt	exalt	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
seruaunt	seruaunt	n1	servant	servant	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
vs	vs	pno12	us	we	0
at	at	p-acp	at	at	0
liber	liber	fw-la	liber	libre	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vvas	vvas	vbds	was	be	0
empouerished	empouerished	vvd	impoverished	impoverish	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
vs	vs	pno12	us	we	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
dyed	dyed	vvd	died	die	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
&	&	cc	&	and	0
rose	rose	vvd	rose	rise	0
again	again	av	again	again	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
iustification	iustification	n1	justification	justification	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
meanes	meanes	n2	means	mean	0
mercie	mercie	n1	mercy	mercy	0
hath	hath	vhz	hath	have	0
svvallovved	svvallovved	vvn	swallowed	swallow	0
vp	vp	a-acp	up	up	0
miserie	miserie	n1	misery	misery	0
,	,	,	,	,	0
and	and	cc	and	and	0
bounty	bounty	n1	bounty	bounty	0
hath	hath	vhz	hath	have	0
ouercome	ouercome	vvn	overcome	overcome	0
all	all	d	all	all	0
euill	euill	n-jn	evil	evil	0
,	,	,	,	,	0
finally	finally	av-j	finally	final	0
that	that	cst	that	that	0
vvithout	vvithout	p-acp	without	without	0
him	him	pno31	him	he	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
ioy	ioy	n1	joy	joy	0
nor	nor	ccx	nor	nor	0
consolation	consolation	n1	consolation	consolation	0
,	,	,	,	,	0
no	no	dx	no	no	0
peace	peace	n1	peace	peace	0
nor	nor	ccx	nor	nor	0
quietnes	quietnes	n1	quietness	quietness	0
,	,	,	,	,	0
no	no	dx	no	no	0
felicitie	felicitie	n1	felicity	felicity	0
nor	nor	ccx	nor	nor	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
meanes	meanes	n2	means	mean	0
by	by	p-acp	by	by	0
vvhich	vvhich	r-crq	which	which	0
all	all	d	all	all	0
good	good	j	good	good	0
thinges	thinges	n2	things	thing	0
are	are	vbr	are	be	0
attained	attained	vvn	attained	attain	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
vvhich	vvhich	r-crq	which	which	0
enioy	enioy	vvb	enjoy	enjoy	0
him	him	pno31	him	he	0
receiue	receiue	vvi	receive	receive	0
not	not	xx	not	not	0
one	one	crd	one	one	0
gift	gift	n1	gift	gift	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
vvith	vvith	p-acp	with	with	0
Salomon	Salomon	np1	Salomon	Salomon	0
vvisedom	vvisedom	n1	wisdom	wisdom	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
Sam	Sam	np1	Sam	Sam	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
Iob	Iob	np1	Iob	Job	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
Paule	Paule	np1	Paule	Paul	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
&c	&c	av	etc.	etc	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
pouertie	pouertie	n1	poverty	poverty	0
they	they	pns32	they	they	0
receiue	receiue	vvb	receive	receive	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
vveakenes	vveakenes	n1	weakness	weakness	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
folly	folly	n1	folly	folly	0
vvisedom	vvisedom	n1	wisdom	wisdom	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
seruitude	seruitude	n1	servitude	servitude	0
freedom	freedom	n1	freedom	freedom	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
griefe	griefe	n1	grief	grief	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
sinne	sinne	n1	sin	sin	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
death	death	n1	death	death	0
life	life	n1	life	life	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
all	all	d	all	all	0
good	good	j	good	good	0
thinges	thinges	n2	things	thing	0
vvhat	vvhat	r-crq	what	what	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
.	.	.	.	.	1
VVherefore	VVherefore	q-crq	Wherefore	wherefore	0
if	if	cs	if	if	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
man	man	n1	man	man	0
be	be	vbi	be	be	0
pressed	pressed	vvn	pressed	press	0
vvith	vvith	p-acp	with	with	0
pouer	pouer	zf	pouer	poor	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
here	here	av	here	here	0
learne	learne	vvi	learn	learn	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
adopted	adopted	vvn	adopted	adopt	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
Hovv	Hovv	c-crq	How	how	0
can	can	vmb	can	can	0
he	he	pns31	he	he	0
be	be	vbi	be	be	0
poore	poore	j	poor	poor	0
vvhich	vvhich	r-crq	which	which	0
hath	hath	vhz	hath	have	0
God	God	n1	God	god	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Father	Father	n1	Father	father	0
?	?	?	?	?	0
vvho	vvho	q-crq	who	who	0
both	both	d	both	both	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
therein	therein	av	therein	therein	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
vvill	vvill	vmb	will	will	0
giue	giue	vvi	give	give	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
louing	louing	j-vvg	loving	love	0
and	and	cc	and	and	0
gracious	gracious	j	gracious	gracious	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
children	children	n2	children	child	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
feele	feele	vvb	feel	feel	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
vveaknes	vveaknes	n1	weakness	weakness	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
here	here	av	here	here	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
attaine	attaine	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
strengtheneth	strengtheneth	vvz	strengtheneth	strengthen	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
beleeue	beleeue	vvi	believe	believe	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
stirred	stirred	vvn	stirred	stir	0
vp	vp	a-acp	up	up	0
by	by	p-acp	by	by	0
harty	harty	j	hearty	hearty	0
prayer	prayer	n1	prayer	prayer	0
to	to	pc-acp	to	to	0
aske	aske	vvi	ask	ask	0
the	the	dt	the	the	0
same	same	d	same	same	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vvill	vvill	vmb	will	will	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
to	to	pc-acp	to	to	0
strengthen	strengthen	vvi	strengthen	strengthen	0
and	and	cc	and	and	0
confirme	confirme	vvi	confirm	confirm	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
mightely	mightely	av-j	mightily	mighty	0
to	to	pc-acp	to	to	0
subdue	subdue	vvi	subdue	subdue	0
the	the	dt	the	the	0
rebellious	rebellious	j	rebellious	rebellious	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
strongly	strongly	av-j	strongly	strong	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
sist	sist	fw-la	sist	sist	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
valiauntly	valiauntly	av-j	valiantly	valiant	0
to	to	pc-acp	to	to	0
ouercome	ouercome	vvi	overcome	overcome	0
the	the	dt	the	the	0
tentations	tentations	n2	tentations	tentation	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
patiently	patiently	av-j	patiently	patient	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
the	the	dt	the	the	0
troubles	troubles	n2	troubles	trouble	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvorld	vvorld	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-j	stantly	stant	0
to	to	pc-acp	to	to	0
contemne	contemne	vvi	contemn	contemn	0
the	the	dt	the	the	0
allurements	allurements	n2	allurements	allurement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Moreouer	Moreouer	av	Moreover	moreover	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
thirst	thirst	vvb	thirst	thirst	0
after	after	p-acp	after	after	0
diuine	diuine	j-jn	divine	divine	0
and	and	cc	and	and	0
heauenly	heauenly	j	heavenly	heavenly	0
vvisedom	vvisedom	n1	wisdom	wisdom	0
,	,	,	,	,	0
(	(	(	(	(	0
vvhich	vvhich	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
God	God	np1	God	God	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
thinges	thinges	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knovvne	knovvne	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
attaining	attaining	vvg	attaining	attain	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
)	)	)	)	)	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
finde	finde	vvi	find	find	0
here	here	av	here	here	0
largely	largely	av-j	largely	large	0
and	and	cc	and	and	0
liuely	liuely	av-j	lively	lively	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
came	came	vvd	came	come	0
his	his	po31	his	his	0
Fathers	Fathers	n2	Father's	father	0
Em	Em	np1	Em	Em	0
∣	∣	sy	∣	∣	0
bassadour	bassadour	n1	bassadour	bassadour	0
and	and	cc	and	and	0
Messenger	Messenger	n1	Messenger	messenger	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
vve	vve	pns12	we	we	0
are	are	vbr	are	be	0
enlightened	enlightened	vvn	enlightened	enlighten	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
vve	vve	pns12	we	we	0
are	are	vbr	are	be	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
vve	vve	pns12	we	we	0
obtaine	obtaine	vvb	obtain	obtain	0
diuine	diuine	j-jn	divine	divine	0
and	and	cc	and	and	0
heauenly	heauenly	j	heavenly	heavenly	0
vvisedom	vvisedom	n1	wisdom	wisdom	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
learne	learne	vvi	learn	learn	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
vvas	vvas	vbds	was	be	0
made	made	vvn	made	make	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
lavve	lavve	n1	law	law	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
redeeme	redeeme	vvi	redeem	redeem	0
them	them	pno32	them	they	0
vvhich	vvhich	r-crq	which	which	0
vvere	vvere	vbdr	were	be	0
in	in	p-acp	in	in	0
bondage	bondage	n1	bondage	bondage	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
lavve	lavve	n1	law	law	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
seruile	seruile	j	servile	servile	0
bondmen	bondmen	n2	bondmen	bondman	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
free	free	j	free	free	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Furthermore	Furthermore	np1	Furthermore	Furthermore	0
,	,	,	,	,	0
if	if	cs	if	if	0
griefe	griefe	n1	grief	grief	0
and	and	cc	and	and	0
heauines	heauines	n1	heaviness	heaviness	0
come	come	vvn	come	come	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
here	here	av	here	here	0
taught	taught	vvn	taught	teach	0
vvhere	vvhere	c-crq	where	where	0
true	true	j	true	true	0
ioy	ioy	n1	joy	joy	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
,	,	,	,	,	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
onely	onely	av-j	only	only	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
fynde	fynde	vvi	find	find	0
sure	sure	j	sure	sure	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
uereigne	uereigne	n-jn	uereigne	uereigne	0
medicines	medicines	n2	medicines	medicine	0
,	,	,	,	,	0
present	present	j	present	present	0
remedie	remedie	n1	remedy	remedy	0
,	,	,	,	,	0
true	true	j	true	true	0
ioy	ioy	n1	joy	joy	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
quietnes	quietnes	n1	quietness	quietness	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
vvhereas	vvhereas	cs	whereas	whereas	0
vve	vve	pns12	we	we	0
are	are	vbr	are	be	0
synnefull	synnefull	j	sinful	sinful	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
synnes	synnes	n2	sins	sin	0
iustly	iustly	av-j	justly	just	0
deserued	deserued	j-vvn	deserved	deserve	0
Gods	Gods	n2	Gods	god	0
eternall	eternall	j	eternal	eternal	0
vvrath	vvrath	n1	wrath	wrath	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
heauie	heauie	j	heavy	heavy	0
vengeance	vengeance	n1	vengeance	vengeance	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
here	here	av	here	here	0
learne	learne	vvi	learn	learn	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
payed	payed	vvn	paid	pay	0
the	the	dt	the	the	0
ransome	ransome	n1	ransom	ransom	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
synnes	synnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
pacified	pacified	vvd	pacified	pacify	0
Gods	Gods	n2	Gods	god	0
most	most	ds	most	most	0
grieuous	grieuous	j	grievous	grievous	0
vvrath	vvrath	n1	wrath	wrath	0
and	and	cc	and	and	0
displeasure	displeasure	n1	displeasure	displeasure	0
iustly	iustly	av-j	justly	just	0
conceiued	conceiued	vvn	conceived	conceive	0
against	against	p-acp	against	against	0
vs.	vs.	pno12	us	we	0
And	And	cc	And	and	0
because	because	p-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
sufficient	sufficient	j	sufficient	sufficient	0
that	that	cst	that	that	0
due	due	j-jn	due	due	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
synnes	synnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gods	Gods	ng1	Gods	god	0
vvrath	vvrath	n1	wrath	wrath	0
appeased	appeased	vvn	appeased	appease	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vve	vve	pns12	we	we	0
must	must	vmb	must	must	0
also	also	av	also	also	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
peare	peare	n1	pear	pear	0
righteous	righteous	j	righteous	righteous	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
here	here	av	here	here	0
shevved	shevved	vvn	showed	show	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
mans	mans	ng1	men	man	0
disobedience	disobedience	n1	disobedience	disobedience	0
many	many	d	many	many	0
vvere	vvere	vbdr	were	be	0
made	made	vvn	made	make	0
synners	synners	n2	sinners	sinner	0
,	,	,	,	,	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
obe	obe	n1	obe	obe	0
∣	∣	sy	∣	∣	0
dience	dience	n1	dience	dience	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
beleeue	beleeue	vvi	believe	believe	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
made	made	vvn	made	make	0
righteous	righteous	j	righteous	righteous	0
,	,	,	,	,	0
inasmuch	inasmuch	av	inasmuch	inasmuch	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
is	is	vbz	is	be	0
imputed	imputed	vvn	imputed	impute	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
,	,	,	,	,	0
vvhereby	vvhereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
appeare	appeare	vvb	appear	appear	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fectly	fectly	av-j	fectly	fect	0
righteous	righteous	j	righteous	righteous	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
vvhereas	vvhereas	cs	whereas	whereas	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
of	of	pp-f	of	of	0
themselues	themselues	px32	themselves	themselves	0
deserued	deserued	vvn	deserved	deserve	0
eternall	eternall	j	eternal	eternal	0
death	death	n1	death	death	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
through	through	p-acp	through	through	0
Christ	Christ	np1	Christ	Christ	0
accounted	accounted	vvd	accounted	account	0
vvorthie	vvorthie	j-jn	worthy	worthy	0
of	of	pp-f	of	of	0
euerlasting	euerlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
vvhat	vvhat	q-crq	what	what	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
goe	goe	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
rehearse	rehearse	vvi	rehearse	rehearse	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
vvhich	vvhich	r-crq	which	which	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
enioy	enioy	vvi	enjoy	enjoy	0
through	through	p-acp	through	through	0
Christ	Christ	np1	Christ	Christ	0
?	?	?	?	?	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
conclude	conclude	vvi	conclude	conclude	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Paule	Paule	np1	Paule	Paul	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
:	:	:	:	:	0
If	If	cs	If	if	0
God	God	np1	God	God	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
Sonne	Sonne	n1	Son	son	0
