VNDERSTANDING	VNDERSTANDING	n1	VNDERSTANDING	understanding	0
wicked	wicked	j	wicked	wicked	0
age	age	n1	age	age	0
their	their	po32	their	their	0
new	new	j	new	new	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
preten	preten	av-j	preten	preten	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
reformation	reformation	n1	reformation	reformation	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
church	church	n1	church	church	0
,	,	,	,	,	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
preach	preach	vvi	preach	preach	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Pennance	Pennance	n1	Penance	penance	0
as	as	p-acp	as	as	0
Saint	Saint	n1	Saint	saint	0
Iohn	Iohn	np1	Iohn	John	0
Baptist	Baptist	np1	Baptist	Baptist	0
and	and	cc	and	and	0
Christs	Christs	npg1	Christs	Christ	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
godly	godly	j	godly	godly	0
Bishops	Bishops	n2	Bishops	bishop	0
their	their	po32	their	their	0
Suc	Suc	j	Suc	suc	0
∣	∣	sy	∣	∣	0
cessors	cessors	n2	cessors	cessor	0
did	did	vdd	did	do	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
teaching	teaching	vvg	teaching	teach	0
the	the	dt	the	the	0
people	people	n1	people	people	0
diuers	diuers	j	diverse	diverse	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
heretical	heretical	j	heretical	heretical	0
new	new	j	new	new	0
doctrines	doctrines	n2	doctrines	doctrine	0
concerning	concerning	vvg	concerning	concern	0
predesti	predesti	n1	peredesti	peredesti	0
∣	∣	sy	∣	∣	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
&	&	cc	&	and	0
reprobation	reprobation	n1	reprobation	reprobation	0
,	,	,	,	,	0
and	and	cc	and	and	0
perswading	perswading	vvg	persuading	persuade	0
them	them	pno32	them	they	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
trary	trary	j-jn	trary	trary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
that	that	cst	that	that	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
free	free	j	free	free	0
will	will	n1	will	will	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
that	that	cst	that	that	0
any	any	d	any	any	0
christian	christian	njp	christian	christian	0
is	is	vbz	is	be	0
able	able	j	able	able	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
assi	assi	n1	assi	assi	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
God	God	np1	God	God	0
his	his	po31	his	his	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mandements	mandements	n2	mandments	mandment	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
a	a	dt	a	a	0
christian	christian	njp	christian	christian	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
fraid	fraid	j	fraid	afraid	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
account	account	n1	account	account	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
dreadfull	dreadfull	j	dreadful	dreadful	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
iudgement	iudgement	n1	judgement	judgement	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
falsely	falsely	av-j	falsely	false	0
teach	teach	vvi	teach	teach	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
examine	examine	vvi	examine	examine	0
the	the	dt	the	the	0
sinnes	sinnes	n2	sins	sin	0
of	of	pp-f	of	of	0
christians	christians	njpg2	christians	christian	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
onely	onely	j	only	only	0
Faith	Faith	n1	Faith	faith	0
iustifi	iustifi	n2	iustifi	iustifi	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
a	a	zz	a	a	0
man	man	n1	man	man	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
onely	onely	j	only	only	0
Infidelitie	Infidelitie	n1	Infidelity	infidelity	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
demneth	demneth	vvz	demneth	demn	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
sinne	sinne	n1	sin	sin	0
whatso	whatso	n1	whatso	whatso	0
∣	∣	sy	∣	∣	0
euer	euer	av	ever	ever	0
shall	shall	vmb	shall	shall	0
condemne	condemne	vvi	condemn	condemn	0
any	any	d	any	any	0
christian	christian	njp	christian	christian	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
Faith	Faith	n1	Faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
sacriledge	sacriledge	n1	sacrilege	sacrilege	0
,	,	,	,	,	0
incest	incest	n1	incest	incest	0
,	,	,	,	,	0
mur	mur	fw-la	mur	mur	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
adultery	adultery	n1	adultery	adultery	0
,	,	,	,	,	0
fornication	fornication	n1	fornication	fornication	0
,	,	,	,	,	0
theft	theft	n1	theft	theft	0
,	,	,	,	,	0
periurie	periurie	n1	perjury	perjury	0
,	,	,	,	,	0
vsurie	vsurie	n1	usury	usury	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
horrible	horrible	j	horrible	horrible	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
sacrileges	sacrileges	n2	sacrileges	sacrilege	0
,	,	,	,	,	0
sodomites	sodomites	n2	sodomites	sodomite	0
,	,	,	,	,	0
incestes	incestes	n2	incestes	inceste	0
,	,	,	,	,	0
murders	murders	n2	murders	murder	0
,	,	,	,	,	0
adulteries	adulteries	n2	adulteries	adultery	0
,	,	,	,	,	0
theftes	theftes	n2	thefts	theft	0
,	,	,	,	,	0
periuries	periuries	n2	perjuries	perjury	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
hor	hor	uh	hor	hor	0
∣	∣	sy	∣	∣	0
rible	rible	j	rible	rible	0
sinnes	sinnes	n2	sins	sin	0
committed	committed	vvn	committed	commit	0
by	by	p-acp	by	by	0
anie	anie	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elect	Elect	n1	Elect	elect	0
&	&	cc	&	and	0
Pre	Pre	fw-la	Pre	pre	0
∣	∣	sy	∣	∣	0
destinate	destinate	j	destinate	destinate	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lutherans	Lutherans	njp2	Lutherans	lutheran	0
,	,	,	,	,	0
Caluinists	Caluinists	n2	Calvinists	calvinist	0
,	,	,	,	,	0
Puritanes	Puritanes	np2	Puritanes	Puritan	0
,	,	,	,	,	0
and	and	cc	and	and	0
Anababtists	Anababtists	n2	Anababtists	anababtist	0
hereticall	hereticall	j	heretical	heretical	0
sects	sects	n2	sects	sect	0
doe	doe	vdb	do	do	0
assure	assure	vvi	assure	assure	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
most	most	av-ds	most	most	0
certainely	certainely	av-j	certainly	certain	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
number	number	n1	number	number	0
,	,	,	,	,	0
)	)	)	)	)	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
very	very	j	very	very	0
same	same	d	same	same	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
commit	commit	vvb	commit	commit	0
them	them	pno32	them	they	0
,	,	,	,	,	0
put	put	vvd	put	put	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Puritan	Puritan	np1	Puritan	Puritan	0
Caluinists	Caluinists	n2	Calvinists	calvinist	0
doe	doe	vdb	do	do	0
affirme	affirme	vvi	affirm	affirm	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
all	all	d	all	all	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
lect	lect	n1	lect	lect	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
&	&	cc	&	and	0
that	that	cst	that	that	0
therfore	therfore	av	therefore	therefore	0
euery	euery	d	every	every	0
christian	christian	njp	christian	christian	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
beleeue	beleeue	vvi	believe	believe	0
and	and	cc	and	and	0
assure	assure	vvi	assure	assure	0
himselfe	himselfe	px31	himself	himself	0
most	most	av-ds	most	most	0
certainely	certainely	av-j	certainly	certain	0
,	,	,	,	,	0
&	&	cc	&	and	0
infallablie	infallablie	av-j	infallablie	infallablie	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
euen	euen	av	even	even	0
as	as	c-acp	as	as	0
certainely	certainely	av-j	certainly	certain	0
and	and	cc	and	and	0
infallably	infallably	av-j	infallibly	infallible	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
beleeueth	beleeueth	vvz	believeth	believe	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
on	on	zz	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
iustified	iustified	vvn	justified	justify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
also	also	av	also	also	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elect	Elect	n1	Elect	elect	0
&	&	cc	&	and	0
Predestinate	Predestinate	j	Predestinate	predestinate	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vnto	vnto	p-acp	unto	unto	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
condem	condem	vvi	condemn	condemn	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
hereticall	hereticall	j	heretical	heretical	0
doctrines	doctrines	n2	doctrines	doctrine	0
,	,	,	,	,	0
preached	preached	vvn	preached	preach	0
and	and	cc	and	and	0
defended	defended	vvd	defended	defend	0
now	now	av	now	now	0
openly	openly	av-j	openly	open	0
in	in	p-acp	in	in	0
bookes	bookes	n2	books	book	0
and	and	cc	and	and	0
pulpets	pulpets	n2	pulpits	pulpit	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
new	new	j	new	new	0
pretended	pretended	j-vvn	pretended	pretend	0
reformers	reformers	n2	reformers	reformer	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
catholike	catholike	jp	catholic	catholic	0
,	,	,	,	,	0
church	church	n1	church	church	0
haue	haue	vhb	have	have	0
perswaded	perswaded	vvn	persuaded	persuade	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
christian	christian	njp	christian	christian	0
people	people	n1	people	people	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Realme	Realme	n1	Realm	realm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
uers	uers	zz	uers	uers	0
other	other	j-jn	other	other	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
account	account	vvi	account	account	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
impossible	impossible	j	impossible	impossible	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
ende	ende	vvi	end	end	0
∣	∣	sy	∣	∣	0
uour	uour	vvb	uour	uour	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
bound	bound	vvn	bound	bind	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
requireth	requireth	vvz	requires	require	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
God	God	np1	God	God	0
his	his	po31	his	his	0
commādements	commādements	n2	commandments	commandment	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sorrowfull	sorrowfull	j	sorrowful	sorrowful	0
for	for	p-acp	for	for	0
theyr	theyr	po32	their	their	0
sins	sins	n2	sins	sin	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
,	,	,	,	,	0
that	that	cst	that	that	0
christians	christians	njpg2	christians	christian	0
neede	neede	vvi	need	need	0
not	not	xx	not	not	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
daylie	daylie	j	daily	daily	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
graunt	graunt	vvi	grant	grant	0
them	them	pno32	them	they	0
pardon	pardon	vvi	pardon	pardon	0
&	&	cc	&	and	0
remission	remission	n1	remission	remission	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
new	new	j	new	new	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
iustification	iustification	n1	justification	justification	0
by	by	p-acp	by	by	0
on	on	a-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
(	(	(	(	(	0
taught	taught	vvn	taught	teach	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
new	new	j	new	new	0
pretē	pretē	vvb	preten	preten	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
reformers	reformers	n2	reformers	reformer	0
,	,	,	,	,	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
account	account	vvi	account	account	0
the	the	dt	the	the	0
daylie	daylie	j	daily	daily	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lords	Lords	n2	Lords	lord	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Pater	Pater	fw-la	Pater	pater	0
noster	noster	fw-la	noster	noster	0
,	,	,	,	,	0
&	&	cc	&	and	0
pray	pray	vvb	pray	pray	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
daylie	daylie	j	daily	daily	0
therein	therein	av	therein	therein	0
to	to	pc-acp	to	to	0
graunt	graunt	vvi	grant	grant	0
vnto	vnto	p-acp	unto	unto	0
christi	christi	fw-la	christi	christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
pardon	pardon	vvi	pardon	pardon	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
by	by	p-acp	by	by	0
saying	saying	vvg	saying	say	0
daylie	daylie	j	daily	daily	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
dimitte	dimitte	vvb	dimitte	dimitte	0
nobis	nobis	fw-la	nobis	nobis	0
,	,	,	,	,	0
debita	debita	fw-la	debita	debita	0
nostra	nostra	fw-la	nostra	nostra	0
:	:	:	:	:	0
forgiue	forgiue	vvb	forgive	forgive	0
vs	vs	pno12	us	we	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
vaine	vaine	j	vain	vain	0
&	&	cc	&	and	0
as	as	a-acp	as	as	0
idle	idle	j	idle	idle	0
a	a	dt	a	a	0
prayer	prayer	n1	prayer	prayer	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
christi	christi	fw-la	christi	christi	0
∣	∣	sy	∣	∣	0
an	an	fw-fr	an	a	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
daylie	daylie	j	daily	daily	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
dayly	dayly	av-j	daily	daily	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
graunt	graunt	vvi	grant	grant	0
him	him	pno31	him	he	0
Baptisme	Baptisme	n1	Baptism	baptism	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
request	request	n1	request	request	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
certainely	certainely	av-j	certainly	certain	0
assured	assured	vvn	assured	assure	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
already	already	av	already	already	0
graunted	graunted	vvn	granted	grant	0
vnto	vnto	p-acp	unto	unto	0
im	im	pno31	im	he	0
.	.	.	.	.	1
Forsomuch	Forsomuch	av	Forsomuch	forsomuch	0
as	as	c-acp	as	as	0
christians	christians	njpg2	christians	christian	0
are	are	vbr	are	be	0
now	now	av	now	now	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
thee	thee	pno21	thee	thou	0
new	new	j	new	new	0
gay	gay	j	gay	gay	0
reformers	reformers	n2	reformers	reformer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
belieue	belieue	vvi	believe	believe	0
most	most	av-ds	most	most	0
certainely	certainely	av-j	certainly	certain	0
&	&	cc	&	and	0
infalliblie	infalliblie	av-j	infallibly	infallible	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
aying	aying	vvg	aying	aie	0
our	our	po12	our	our	0
Lords	Lords	n2	Lords	lord	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
Beza	Beza	np1	Beza	Beza	0
in	in	p-acp	in	in	0
lib	lib	n1	lib	lib	0
contra	contra	fw-la	contra	contra	0
Syco	Syco	np1	Syco	Syco	0
∣	∣	sy	∣	∣	0
phantam	phantam	uh	phantam	phantam	0
ai	ai	dt	ai	a	0
Tam	Tam	fw-la	Tam	tam	0
certi	certi	fw-la	certi	certi	0
sumus	sumus	fw-la	sumus	sumus	0
nos	nos	fw-la	nos	nos	0
Deo	Deo	fw-la	Deo	deo	0
electo	electo	fw-la	electo	electo	0
quam	quam	fw-la	quam	quam	0
si	si	fw-la	si	si	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sentes	sentes	n2	sentes	sente	0
aeter	aeter	n1	aether	aether	0
∣	∣	sy	∣	∣	0
no	no	uh-dx	no	no	0
illius	illius	fw-la	illius	illius	0
cō	cō	vvi	con	con	0
∣	∣	sy	∣	∣	0
silio	silio	fw-la	silio	silio	0
inter	inter	fw-la	inter	inter	0
∣	∣	sy	∣	∣	0
fuissemus	fuissemus	fw-la	fuissemus	fuissemus	0
.	.	.	.	.	0
dimitte	dimitte	vvi	dimitte	dimitte	0
nobis	nobis	fw-la	nobis	nobis	0
debita	debita	fw-la	debita	debita	0
nostra	nostra	fw-la	nostra	nostra	0
,	,	,	,	,	0
forgiue	forgiue	vvb	forgive	forgive	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
only	only	j	only	only	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
alreadie	alreadie	av	already	already	0
iu	iu	j-jn	ju	junior	0
∣	∣	sy	∣	∣	0
stified	stified	vvn	stified	stify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elect	Elect	n1	Elect	elect	0
and	and	cc	and	and	0
Predestinate	Predestinate	j	Predestinate	predestinate	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
it	it	pn31	it	it	0
followeth	followeth	vvz	follows	follow	0
consequently	consequently	av-j	consequently	consequent	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
this	this	d	this	this	0
their	their	po32	their	their	0
new	new	j	new	new	0
licentious	licentious	j	licentious	licentious	0
doctrine	doctrine	n1	doctrine	doctrine	0
were	were	vbdr	were	be	0
true	true	j	true	true	0
,	,	,	,	,	0
)	)	)	)	)	0
that	that	cst	that	that	0
neither	neither	d	neither	neither	0
Christs	Christs	npg1	Christs	Christ	0
Apostles	Apostles	n2	Apostles	apostle	0
had	had	vhd	had	have	0
any	any	d	any	any	0
neede	neede	n1	need	need	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
christian	christian	njp	christian	christian	0
people	people	n1	people	people	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
now	now	av	now	now	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
saith	saith	vvz	says	say	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
dailie	dailie	av-j	daily	daily	0
our	our	po12	our	our	0
Lords	Lords	n2	Lords	lord	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
dailie	dailie	av-j	daily	daily	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
graunt	graunt	vvi	grant	grant	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
pardon	pardon	vvi	pardon	pardon	0
and	and	cc	and	and	0
forgiuenes	forgiuenes	n1	forgiveness	forgiveness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
commanded	commanded	vvn	commanded	command	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
