Endeared	Endeared	vvn	Endeared	endear	0
is	is	vbz	is	be	0
this	this	d	this	this	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
rare	rare	j	rare	rare	0
priviledge	priviledge	n1	privilege	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
such	such	d	such	such	0
a	a	dt	a	a	0
power	power	n1	power	power	0
over	over	p-acp	over	over	0
ignorance	ignorance	n1	ignorance	ignorance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
her	her	pno31	her	she	0
to	to	pc-acp	to	to	0
imploy	imploy	vvi	employ	employ	0
her	her	po31	her	her	0
self	self	n1	self	self	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
tender	tender	j	tender	tender	0
nurse	nurse	n1	nurse	nurse	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
blind	blind	j	blind	blind	0
devotions	devotions	n2	devotions	devotion	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
found	found	vvn	found	find	0
her	her	pno31	her	she	0
such	such	d	such	such	0
a	a	dt	a	a	0
froward	froward	j	froward	froward	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
churlishly	churlishly	av-j	churlishly	churlish	0
handled	handled	vvn	handled	handle	0
all	all	d	all	all	0
the	the	dt	the	the	0
genuine	genuine	j	genuine	genuine	0
issues	issues	n2	issues	issue	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
&	&	cc	&	and	0
piety	piety	n1	piety	piety	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
fondly	fondly	av-j	fondly	fond	0
cockered	cockered	vvn	cockered	cocker	0
all	all	d	all	all	0
the	the	dt	the	the	0
mis-shapen	mis-shapen	vvn	misshapen	misshapen	0
monsters	monsters	n2	monsters	monster	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
,	,	,	,	,	0
though	though	cs	though	though	0
never	never	av-x	never	never	0
so	so	av	so	so	0
strangely	strangely	av-j	strangely	strange	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
heterogeneous	heterogeneous	j	heterogeneous	heterogeneous	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
mixture	mixture	n1	mixture	mixture	0
of	of	pp-f	of	of	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phanenesse	phanenesse	n1	phanenesse	phanenesse	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
say	say	vvi	say	say	0
,	,	,	,	,	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
nourish	nourish	vvi	nourish	nourish	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
least	least	ds	least	least	0
hope	hope	n1	hope	hope	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
ignorance	ignorance	n1	ignorance	ignorance	0
become	become	vvi	become	become	0
serviceable	serviceable	j	serviceable	serviceable	0
to	to	p-acp	to	to	0
true	true	j	true	true	0
piety	piety	n1	piety	piety	0
:	:	:	:	:	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
affecti	affecti	n1	affection	affection	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
cannot	cannot	vmbx	cannot	can	0
outgo	outgo	vvi	outgo	outgo	0
the	the	dt	the	the	0
apprehensi	apprehensi	fw-la	apprehensi	apprehensi	0
∣	∣	sy	∣	∣	0
on	on	pi	on	one	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
she	she	pns31	she	she	0
be	be	vbb	be	be	0
known	known	vvn	known	know	0
,	,	,	,	,	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
reverenced	reverenced	vvn	reverenced	reverence	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
hated	hated	vvn	hated	hate	0
.	.	.	.	.	1
Are	Are	vbr	Are	be	0
you	you	pn22	you	you	0
knowing	knowing	vvg	knowing	know	0
?	?	?	?	?	0
yet	yet	av	yet	yet	0
Cate	Cate	np1	Cate	Cate	0
∣	∣	sy	∣	∣	0
chizing	chizing	vvg	chizing	chize	0
concerns	concerns	vvz	concerns	concern	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
you	you	pn22	you	you	0
communicated	communicated	vvn	communicated	communicate	0
knowledge	knowledge	n1	knowledge	knowledge	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
duty	duty	n1	duty	duty	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
the	the	dt	the	the	0
Cate	Cate	zz	Cate	cate	0
∣	∣	sy	∣	∣	0
chism	chism	n1	chism	chism	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
usefull	usefull	j	useful	useful	0
then	then	cs	then	than	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
skil	skil	n1	skill	skill	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
Mariner	Mariner	n1	Mariner	mariner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
steer	steer	vvi	steer	steer	0
your	your	po22	your	your	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
method	method	n1	method	method	0
and	and	cc	and	and	0
order	order	n1	order	order	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
boisterous	boisterous	j	boisterous	boisterous	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
confused	confused	j-vvn	confused	confuse	0
noti	noti	fw-la	noti	noti	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
touchstone	touchstone	n1	touchstone	touchstone	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
discerning	discerning	j-vvg	discerning	discern	0
Goldsmith	Goldsmith	n1	Goldsmith	goldsmith	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
tals	tals	n2-jn	tals	tal	0
,	,	,	,	,	0
and	and	cc	and	and	0
detect	detect	vvi	detect	detect	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
glitte	glitte	vvi	glitte	glitte	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
falsities	falsities	n2	falsities	falsity	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
spread	spread	vvn	spread	spread	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
understanding	understanding	j-vvg	understanding	understand	0
Architect	Architect	n1	Architect	architect	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
square	square	vvb	square	square	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
edi	edi	n1	edi	edi	0
∣	∣	sy	∣	∣	0
fice	fice	n1	fice	fice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
immortall	immortall	j	immortal	immortal	0
souls	souls	n2	souls	soul	0
.	.	.	.	.	1
Are	Are	vbr	Are	be	0
you	you	pn22	you	you	0
poor	poor	j	poor	poor	0
?	?	?	?	?	1
Catechizing	Catechizing	vvg	Catechizing	catechize	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
cheap	cheap	j	cheap	cheap	0
and	and	cc	and	and	0
easie	easie	j	easy	easy	0
way	way	n1	way	way	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
few	few	d	few	few	0
hours	hours	n2	hours	hour	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
pence	pence	n2	pence	penny	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pence	pence	n2	pence	penny	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
rich	rich	j	rich	rich	0
in	in	p-acp	in	in	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
Are	Are	vbr	Are	be	0
you	you	pn22	you	you	0
rich	rich	j	rich	rich	0
?	?	?	?	?	1
Religion	Religion	n1	Religion	religion	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
civill	civill	j	civil	civil	0
,	,	,	,	,	0
literature	literature	n1	literature	literature	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
none	none	pix	none	none	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
Catechism	Catechism	n1	Catechism	catechism	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Princes	Princes	ng1	Princes	prince	0
Crown	Crown	n1	Crown	crown	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
pressed	pressed	vvn	pressed	press	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
very	very	j	very	very	0
pressing	pressing	n-vvg	pressing	press	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
concern	concern	vvi	concern	concern	0
you	you	pn22	you	you	0
all	all	d	all	all	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
quickning	quickning	j-vvg	quickening	quicken	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
lukewarm	lukewarm	j	lukewarm	lukewarm	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
convincing	convincing	vvg	convincing	convince	0
your	your	po22	your	your	0
very	very	j	very	very	0
consciences	consciences	n2	consciences	conscience	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
techize	techize	vvb	techize	techize	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
Catechized	Catechized	vvn	Catechized	catechize	0
:	:	:	:	:	0
Hath	Hath	vhz	Hath	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
long	long	j	long	long	0
neglect	neglect	n1	neglect	neglect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
exer	exer	n1	exer	exer	0
∣	∣	sy	∣	∣	0
cise	cise	n1	cise	cise	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
,	,	,	,	,	0
lost	lost	vvd	lost	lose	0
the	the	dt	the	the	0
divine	divine	j-jn	divine	divine	0
stamp	stamp	n1	stamp	stamp	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
armed	armed	vvd	armed	arm	0
young	young	j	young	young	0
men	men	n2	men	man	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
Catechizing	Catechizing	vvg	Catechizing	catechize	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
impu	impu	n1	impu	impu	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
to	to	p-acp	to	to	0
call	call	vvi	call	call	0
its	its	po31	its	its	0
authority	authority	n1	authority	authority	0
into	into	p-acp	into	into	0
question	question	n1	question	question	0
?	?	?	?	?	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
stick	stick	vvb	stick	stick	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
it	it	pn31	it	it	0
an	an	dt	and	a	0
humane	humane	j	humane	humane	0
invention	invention	n1	invention	invention	0
?	?	?	?	?	0
how	how	q-crq	how	how	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
account	account	vvb	account	account	0
it	it	pn31	it	it	0
good	good	j	good	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
necessary	necessary	j	necessary	necessary	0
;	;	;	;	;	0
allow	allow	vvb	allow	allow	0
it	it	pn31	it	it	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
used	used	vvn	used	use	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
live	live	vvb	live	live	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
concerned	concerned	vvd	concerned	concern	0
not	not	xx	not	not	0
them	them	pno32	them	they	0
?	?	?	?	?	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
need	need	n1	need	need	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
pressed	pressed	vvn	pressed	press	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
power	power	n1	power	power	0
and	and	cc	and	and	0
plainnesse	plainnesse	n1	plainness	plainness	0
,	,	,	,	,	0
pregnant	pregnant	j	pregnant	pregnant	0
and	and	cc	and	and	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swasive	swasive	j	swasive	swasive	0
arguments	arguments	n2	arguments	argument	0
;	;	;	;	;	0
the	the	dt	the	the	0
youth	youth	n1	youth	youth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
age	age	n1	age	age	0
through	through	p-acp	through	through	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
Catechi	Catechi	np1	Catechi	Catechi	0
∣	∣	sy	∣	∣	0
zing	zing	n1	zing	zing	0
,	,	,	,	,	0
are	are	vbr	are	be	0
captivated	captivated	vvn	captivated	captivate	0
with	with	p-acp	with	with	0
Here	Here	av	Here	here	0
∣	∣	sy	∣	∣	0
sies	sies	n2	sies	sie	0
and	and	cc	and	and	0
Schism	Schism	n1	Schism	schism	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
neg	neg	n1	neg	neg	0
∣	∣	sy	∣	∣	0
lect	lect	n1	lect	lect	0
be	be	vbi	be	be	0
continued	continued	vvn	continued	continue	0
,	,	,	,	,	0
the	the	dt	the	the	0
youth	youth	n1	youth	youth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
next	next	ord	next	next	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
turning	turning	vvg	turning	turn	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
gan	gan	vvd	gan	begin	0
or	or	cc	or	or	0
Papist	Papist	njp	Papist	papist	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
past	past	j	past	past	0
ages	ages	n2	ages	age	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
very	very	j	very	very	0
means	means	n2	means	mean	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
read	read	vvi	read	read	0
,	,	,	,	,	0
young	young	j	young	young	0
children	children	n2	children	child	0
were	were	vbdr	were	be	0
prepa	prepa	fw-la	prepa	prepa	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
for	for	c-acp	for	for	0
Martyrdome	Martyrdome	n1	Martyrdom	martyrdom	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
enquire	enquire	vvi	inquire	inquire	0
and	and	cc	and	and	0
wonder	wonder	vvi	wonder	wonder	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
preach	preach	vvb	preach	preach	0
and	and	cc	and	and	0
present	present	vvi	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
so	so	av	so	so	0
low	low	j	low	low	0
,	,	,	,	,	0
plain	plain	j	plain	plain	0
,	,	,	,	,	0
common	common	j	common	common	0
,	,	,	,	,	0
and	and	cc	and	and	0
ordinary	ordinary	j	ordinary	ordinary	0
Doctrines	Doctrines	n2	Doctrines	doctrine	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
high	high	j	high	high	0
flown	flown	vvn	flown	fly	0
,	,	,	,	,	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
knowing	knowing	j-vvg	knowing	know	0
age	age	n1	age	age	0
:	:	:	:	:	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
such	such	d	such	such	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
sensible	sensible	j	sensible	sensible	0
that	that	cst	that	that	0
the	the	dt	the	the	0
age	age	n1	age	age	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
live	live	vvb	live	live	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
comforts	comforts	n2	comforts	comfort	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
now	now	av	now	now	0
great	great	j	great	great	0
enquiry	enquiry	n1	enquiry	enquiry	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Saints	Saints	n2	Saints	saint	0
is	is	vbz	is	be	0
after	after	p-acp	after	after	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
not	not	xx	not	not	0
duty	duty	n1	duty	duty	0
;	;	;	;	;	0
assu	assu	fw-fr	assu	assu	0
∣	∣	sy	∣	∣	0
rance	rance	fw-fr	rance	rance	0
,	,	,	,	,	0
not	not	xx	not	not	0
assent	assent	n1	assent	assent	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
truly	truly	av-j	truly	true	0
I	I	pns11	I	i	0
study	study	vvb	study	study	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
may	may	vmb	may	may	0
profit	profit	vvi	profit	profit	0
you	you	pn22	you	you	0
;	;	;	;	;	0
the	the	dt	the	the	0
practises	practises	n2	practises	practise	0
of	of	pp-f	of	of	0
holinesse	holinesse	n1	holiness	holiness	0
in	in	p-acp	in	in	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sabbaths	Sabbaths	n2	Sabbaths	sabbath	0
,	,	,	,	,	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
profit	profit	n1	profit	profit	0
then	then	av	then	then	0
the	the	dt	the	the	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
viledges	viledges	n2	viledges	viledge	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
:	:	:	:	:	0
and	and	cc	and	and	0
whilest	whilest	cs	whilst	while	0
your	your	po22	your	your	0
heads	heads	n2	heads	head	0
are	are	vbr	are	be	0
lifted	lifted	vvn	lifted	lift	0
so	so	av	so	so	0
high	high	j	high	high	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
tread	tread	vvb	tread	tread	0
and	and	cc	and	and	0
trample	trample	vvi	trample	trample	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
the	the	dt	the	the	0
principles	principles	n2	principles	principle	0
and	and	cc	and	and	0
positive	positive	j	positive	positive	0
duties	duties	n2	duties	duty	0
(	(	(	(	(	0
pearls	pearls	n2	pearls	pearl	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
small	small	j	small	small	0
value	value	n1	valve	value	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
high	high	j	high	high	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
the	the	dt	the	the	0
lustre	lustre	n1	lustre	lustre	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
before	before	p-acp	before	before	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
wantons	wantons	n2-jn	wantons	wanton	0
know	know	vvb	know	know	0
sweet	sweet	j	sweet	sweet	0
meats	meats	n2	meats	meat	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
intended	intended	vvn	intended	intend	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
a	a	dt	a	a	0
contempt	contempt	n1	contempt	contempt	0
of	of	pp-f	of	of	0
common	common	j	common	common	0
and	and	cc	and	and	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
dinary	dinary	j	dinary	dinary	0
food	food	n1	food	food	0
:	:	:	:	:	0
and	and	cc	and	and	0
again	again	av	again	again	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
too	too	av	too	too	0
long	long	av-j	long	long	0
pleased	pleased	vvn	pleased	please	0
and	and	cc	and	and	0
puffed	puffed	vvn	puffed	puff	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
high	high	j	high	high	0
flown	flown	vvn	flown	fly	0
doctrines	doctrines	n2	doctrines	doctrine	0
:	:	:	:	:	0
nay	nay	uh-x	nay	nay	0
and	and	cc	and	and	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
riches	riches	n2	riches	riches	0
under	under	p-acp	under	under	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
travell	travell	vvb	travel	travel	0
(	(	(	(	(	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
that	that	cst	that	that	0
heady	heady	j	heady	heady	0
disorderly	disorderly	j	disorderly	disorderly	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
ut	ut	fw-la	ut	ut	0
∣	∣	sy	∣	∣	0
tered	tered	vvn	tered	tere	0
in	in	p-acp	in	in	0
free	free	j	free	free	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	av	very	very	0
confused	confused	j-vvn	confused	confuse	0
discourses	discourses	n2	discourses	discourse	0
)	)	)	)	)	0
makes	makes	vvz	makes	make	0
me	me	pno11	me	i	0
very	very	j	very	very	0
jea	jea	n1	jea	jea	0
∣	∣	sy	∣	∣	0
lous	lous	n2	lous	love	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
wholsome	wholsome	j	wholesome	wholesome	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
that	that	cst	that	that	0
generally	generally	av-j	generally	general	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
yet	yet	av	yet	yet	0
bear	bear	vvi	bear	bear	0
higher	higher	jc	higher	high	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
;	;	;	;	;	0
if	if	cs	if	if	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
first	first	ord	first	first	0
rudiments	rudiments	n2	rudiments	rudiment	0
,	,	,	,	,	0
and	and	cc	and	and	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
towards	towards	p-acp	towards	towards	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
first	first	ord	first	first	0
laid	laid	vvd	laid	lay	0
the	the	dt	the	the	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
dation	dation	n1	dation	dation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
do	do	vdi	do	do	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sider	sider	vvb	sider	sider	0
some	some	d	some	some	0
men	men	n2	men	man	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
narrower	narrower	jc	narrower	narrow	0
then	then	cs	then	than	0
the	the	dt	the	the	0
