{	{	{	{	{	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
Virtue	Virtue	n1	Virtue	virtue	0
and	and	cc	and	and	0
Beautie	Beautie	n1	Beauty	beauty	0
both	both	av-d	both	both	0
together	together	av	together	together	0
run	run	vvn	run	run	0
,	,	,	,	,	0
When	When	c-crq	When	when	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
breast	breast	n1	breast	breast	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
;	;	;	;	;	0
Their	Their	po32	Their	their	0
quarrell	quarrell	n1	quarrel	quarrel	0
ceast	ceast	vvd	ceased	cease	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
long	long	av-j	long	long	0
before	before	a-acp	before	before	0
begun	begun	vvn	begun	begin	0
,	,	,	,	,	0
They	They	pns32	They	they	0
liue	liue	vvb	live	live	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
doe	doe	vdb	do	do	0
them	them	pno32	them	they	0
obey	obey	vvi	obey	obey	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
you	you	pn22	you	you	0
faire	faire	j	fair	fair	0
Madame	Madame	n1	Madame	madam	0
,	,	,	,	,	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
richly	richly	av-j	richly	rich	0
plac'd	plac'd	vvn	placed	place	0
,	,	,	,	,	0
Where	Where	c-crq	Where	where	0
all	all	d	all	all	0
their	their	po32	their	their	0
worth	worth	n1	worth	worth	0
by	by	p-acp	by	by	0
Eternity	Eternity	n1	Eternity	eternity	0
is	is	vbz	is	be	0
grac'd	grac'd	vvn	graced	grace	0
.	.	.	.	.	1
You	You	pn22	You	you	0
goddesse-like	goddesse-like	j	goddess-like	goddess-like	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
Inricht	Inricht	vvn	Enriched	enrich	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
than	than	cs	than	than	0
fortune	fortune	n1	fortune	fortune	0
can	can	vmb	can	can	0
bestowe	bestowe	vvi	bestow	bestow	0
,	,	,	,	,	0
Goodnesse	Goodnesse	n1	Goodness	goodness	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
hold	hold	vvi	hold	hold	0
more	more	av-dc	more	more	0
deere	deere	j-jn	deer	dear	0
Than	Than	cs	Than	than	0
worldly	worldly	j	worldly	worldly	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
melts	melts	vvz	melts	melt	0
away	away	av	away	away	0
like	like	av-j	like	like	0
snowe	snowe	n1	snow	snow	0
;	;	;	;	;	0
Your	Your	po22	Your	your	0
pleasure	pleasure	n1	pleasure	pleasure	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
,	,	,	,	,	0
That	That	cst	That	that	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
precepts	precepts	n2	precepts	precept	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
greatest	greatest	js	greatest	great	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
faire	faire	j	fair	fair	0
and	and	cc	and	and	0
virtuous	virtuous	j	virtuous	virtuous	0
deeds	deeds	n2	deeds	deed	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
proceeds	proceeds	vvz	proceeds	proceed	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
(	(	(	(	(	0
good	good	j	good	good	0
Madame	Madame	n1	Madame	madam	0
)	)	)	)	)	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
His	His	po31	His	his	0
louely	louely	j	lovely	lovely	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
worth	worth	j	worth	worth	0
than	than	cs	than	than	0
purest	purest	js	purest	pure	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
sake	sake	n1	sake	sake	0
his	his	po31	his	his	0
pretious	pretious	j	precious	precious	0
blood	blood	n1	blood	blood	0
hath	hath	vhz	hath	have	0
spent	spent	vvn	spent	spend	0
,	,	,	,	,	0
His	His	po31	His	his	0
death	death	n1	death	death	0
and	and	cc	and	and	0
passion	passion	n1	passion	passion	0
here	here	av	here	here	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
behold	behold	vvi	behold	behold	0
,	,	,	,	,	0
And	And	cc	And	and	0
view	view	vvi	view	view	0
this	this	d	this	this	0
Lambe	Lambe	n1	Lamb	lamb	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
,	,	,	,	,	0
Whom	Whom	ro-crq	Whom	who	0
your	your	po22	your	your	0
faire	faire	j	fair	fair	0
soule	soule	n1	soul	soul	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
armes	armes	n2	arms	arm	0
infold	infold	vvi	enfold	enfold	0
:	:	:	:	:	0
Louing	Louing	vvg	Loving	love	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
endure	endure	vvi	endure	endure	0
such	such	d	such	such	0
paine	paine	n1	pain	pain	0
,	,	,	,	,	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
a	a	dt	a	a	0
worthy	worthy	j	worthy	worthy	0
place	place	n1	place	place	0
might	might	vmd	might	may	0
gaine	gaine	vvi	gain	gain	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
well	well	av	well	well	0
you	you	pn22	you	you	0
knowe	knowe	vvb	know	know	0
,	,	,	,	,	0
this	this	d	this	this	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Stage	Stage	n1	Stage	stage	0
Where	Where	c-crq	Where	where	0
all	all	d	all	all	0
doe	doe	vdb	do	do	0
play	play	vvi	play	play	0
their	their	po32	their	their	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
gone	gone	vvn	gone	go	0
;	;	;	;	;	0
Here's	Here's	av|vbz	Here's	here|be	0
no	no	dx	no	no	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
age	age	n1	age	age	0
,	,	,	,	,	0
Death	Death	n1	Death	death	0
seizeth	seizeth	vvz	seizes	seize	0
all	all	d	all	all	0
,	,	,	,	,	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
spareth	spareth	vvz	spares	spare	0
one	one	pi	one	one	0
,	,	,	,	,	0
None	None	pix	None	none	0
can	can	vmb	can	can	0
preuent	preuent	vvi	prevent	prevent	0
or	or	cc	or	or	0
stay	stay	vvi	stay	stay	0
that	that	d	that	that	0
tyrants	tyrants	ng1	tyrants	tyrant	0
rage	rage	n1	rage	rage	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Iust	Iust	j	Just	just	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
him	him	pno31	him	he	0
alone	alone	av-j	alone	alone	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
orecome	orecome	vvn	overcome	overcome	0
,	,	,	,	,	0
He	He	pns31	He	he	0
open	open	av-j	open	open	0
set	set	vvd	set	set	0
the	the	dt	the	the	0
dore	dore	n1	door	door	0
To	To	p-acp	To	to	0
Eternall	Eternall	j	Eternal	eternal	0
life	life	n1	life	life	0
,	,	,	,	,	0
ne're	ne're	av-x	never	never	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
knowne	knowne	vvn	known	know	0
before	before	p-acp	before	before	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
stone	stone	n1	stone	stone	0
the	the	dt	the	the	0
builders	builders	n2	builders	builder	0
did	did	vdd	did	do	0
refuse	refuse	vvi	refuse	refuse	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
you	you	pn22	you	you	0
,	,	,	,	,	0
sweet	sweet	j	sweet	sweet	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
vpon	vpon	p-acp	upon	upon	0
;	;	;	;	;	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
rocke	rocke	n1	rock	rock	0
that	that	cst	that	that	0
holy	holy	j	holy	holy	0
Church	Church	n1	Church	church	0
did	did	vdd	did	do	0
chuse	chuse	vvi	choose	choose	0
,	,	,	,	,	0
Among	Among	p-acp	Among	among	0
which	which	r-crq	which	which	0
number	number	n1	number	number	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
;	;	;	;	;	0
Faire	Faire	j	Fair	fair	0
Shepheardesse	Shepheardesse	n1	Shepherdess	shepherdess	0
,	,	,	,	,	0
tis	tis	pn31|vbz	this	it|be	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
vse	vse	vvi	use	use	0
To	To	pc-acp	To	to	0
feed	feed	vvi	feed	feed	0
his	his	po31	his	his	0
flocke	flocke	n1	flock	flock	0
,	,	,	,	,	0
that	that	cst	that	that	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
alone	alone	av-j	alone	alone	0
:	:	:	:	:	0
All	All	d	All	all	0
wordly	wordly	j	wordly	worldly	0
blessings	blessings	n2	blessings	blessing	0
he	he	pns31	he	he	0
vouchsafes	vouchsafes	vvz	vouchsafes	vouchsafe	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
That	That	cst	That	that	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
returne	returne	vvi	return	return	0
his	his	po31	his	his	0
due	due	n-jn	endue	due	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
deserts	deserts	n2	deserts	desert	0
a	a	dt	a	a	0
Ladies	Ladies	ng1	Ladies	lady	0
loue	loue	n1	love	love	0
may	may	vmb	may	may	0
gaine	gaine	vvi	gain	gain	0
,	,	,	,	,	0
Then	Then	av	Then	then	0
tell	tell	vvb	tell	tell	0
me	me	pno11	me	i	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
more	more	dc	more	more	0
deseru'd	deseru'd	vvn	deserved	deserve	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
?	?	?	?	?	1
Therefore	Therefore	av	Therefore	therefore	0
in	in	p-acp	in	in	0
recompence	recompence	n1	recompense	recompense	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
paine	paine	n1	pain	pain	0
,	,	,	,	,	0
Bestowe	Bestowe	vvb	Bestow	bestow	0
your	your	po22	your	your	0
paines	paines	n2	pains	pain	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
pardon	pardon	vvb	pardon	pardon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
If	If	cs	If	if	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
wants	wants	n2	wants	want	0
,	,	,	,	,	0
or	or	cc	or	or	0
weakenesse	weakenesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
braine	braine	n1	brain	brain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
lodge	lodge	vvb	lodge	lodge	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
closet	closet	n1	closet	closet	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
Whose	Whose	rg-crq	Whose	who	0
worth	worth	n1	worth	worth	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
shew'd	shew'd	vvn	showed	show	0
by	by	p-acp	by	by	0
Art.	Art.	n1	Art.	art	1
