SEyng	SEyng	vvg	Sing	sing	0
or	or	cc	or	or	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
sentions	sentions	n2	sentions	sention	0
arise	arise	vvb	arise	arise	0
amongest	amongest	p-acp	amongst	amongst	0
the	the	dt	the	the	0
people	people	n1	people	people	0
:	:	:	:	:	0
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
cere	cere	vvb	cere	cere	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
true	true	j	true	true	0
administra	administra	fw-la	administra	administra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
addyng	addyng	vvg	adding	add	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
or	or	cc	or	or	0
takyng	takyng	vvg	taking	take	0
fro	fro	av	from	fro	0
,	,	,	,	,	0
any	any	d	any	any	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Apocalipse	Apocalipse	n1	Apocalipse	apocalipse	0
,	,	,	,	,	0
That	That	cst	That	that	0
that	that	d	that	that	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
cursed	cursed	vvn	cursed	curse	0
whiche	whiche	r-crq	which	which	0
either	either	d	either	either	0
addeth	addeth	vvz	adds	add	0
or	or	cc	or	or	0
taketh	taketh	vvz	takes	take	0
awaie	awaie	av	away	away	0
any	any	d	any	any	0
thyng	thyng	n1	thing	thing	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
discipline	discipline	n1	discipline	discipline	0
and	and	cc	and	and	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
be	be	vbi	be	be	0
straightly	straightly	av-j	straightly	straight	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Churche	Churche	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
tolle	tolle	fw-la	tolle	tolle	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
,	,	,	,	,	0
or	or	cc	or	or	0
dissimulation	dissimulation	n1	dissimulation	dissimulation	0
,	,	,	,	,	0
or	or	cc	or	or	0
without	without	p-acp	without	without	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
persone	persone	n1	person	person	0
or	or	cc	or	or	0
persones	persones	n2	persons	person	0
:	:	:	:	:	0
That	That	cst	That	that	0
all	all	d	all	all	0
Whoremongers	Whoremongers	n2	Whoremongers	whoremonger	0
,	,	,	,	,	0
Dronkardes	Dronkardes	n2	Drunkards	drunkard	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
whatsoener	whatsoener	n1	whatsoener	whatsoener	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
continue	continue	vvi	continue	continue	0
and	and	cc	and	and	0
abyde	abyde	vvi	abide	abide	0
in	in	p-acp	in	in	0
greeuous	greeuous	j	grievous	grievous	0
and	and	cc	and	and	0
grosse	grosse	j	gross	gross	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
be	be	vbi	be	be	0
excommunicated	excommunicated	vvn	excommunicated	excommunicate	0
and	and	cc	and	and	0
cast	cast	vvn	cast	cast	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Churche	Churche	n1	Church	church	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
corrupted	corrupted	vvn	corrupted	corrupt	0
and	and	cc	and	and	0
infected	infected	vvn	infected	infect	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
take	take	vvb	take	take	0
offence	offence	n1	offence	offence	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
doynges	doynges	n2-vdg	doings	do	0
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
sect	sect	n1	sect	sect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
anabaptists	anabaptists	n2	anabaptists	anabaptist	0
ari	ari	fw-la	ari	ari	0
∣	∣	sy	∣	∣	0
seth	seth	vvz	seth	se	0
in	in	p-acp	in	in	0
diuers	diuers	j	diverse	diverse	0
places	places	n2	places	place	0
.	.	.	.	.	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
thynges	thynges	n2	things	thing	0
necessarie	necessarie	j	necessary	necessary	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
obserued	obserued	vvn	observed	observe	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
particuler	particuler	j	particular	particular	0
Familie	Familie	n1	Family	family	0
or	or	cc	or	or	0
housholde	housholde	n1	household	household	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
and	and	cc	and	and	0
mothers	mothers	n2	mother's	mother	0
of	of	pp-f	of	of	0
housholdes	housholdes	n2	households	household	0
must	must	vmb	must	must	0
bryng	bryng	vvi	bring	bring	0
vp	vp	a-acp	up	up	0
their	their	po32	their	their	0
Familie	Familie	n1	Family	family	0
of	of	pp-f	of	of	0
honestly	honestly	av-j	honestly	honest	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
their	their	po32	their	their	0
meney	meney	n1	meney	meney	0
to	to	pc-acp	to	to	0
want	want	vvi	want	want	0
thynges	thynges	n2	things	thing	0
necessao	necessao	vvb	necessao	necessao	0
¦	¦	sy	¦	¦	0
rie	rie	n1	rye	rye	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
S.	S.	n1	S.	saint	0
Paule	Paule	np1	Paule	Paul	0
saieth	saieth	vvz	sayeth	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
that	that	d	that	that	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
worse	worse	jc	worse	worse	0
then	then	cs	then	than	0
an	an	dt	and	a	0
Infidera	Infidera	fw-la	Infidera	infidera	0
∣	∣	sy	∣	∣	0
whiche	whiche	r-crq	which	which	0
prouideth	prouideth	vvz	provideth	provide	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
housholde	housholde	n1	household	household	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	j-jn	other	other	0
thyning	thyning	n-vvg	thyning	thyne	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
correction	correction	n1	correction	correction	0
and	and	cc	and	and	0
chastesing	chastesing	n-vvg	chastening	chasten	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
children	children	n2	children	child	0
and	and	cc	and	and	0
serua	serua	fw-la	serua	serua	0
tes	tes	zz	tes	tes	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
corrected	corrected	vvn	corrected	correct	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
awe	awe	n1	awe	awe	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
Salomon	Salomon	np1	Salomon	Salomon	0
saieth	saieth	vvz	sayeth	say	0
:	:	:	:	:	0
He	He	pns31	He	he	0
that	that	cst	that	that	0
spareth	spareth	vvz	spares	spare	0
the	the	dt	the	the	0
Rodde	Rodde	n1	Rod	rod	0
,	,	,	,	,	0
hateth	hateth	vvz	hates	hate	0
his	his	po31	his	his	0
Childe	Childe	n1	Child	child	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
youthe	youthe	n1	youth	youth	0
is	is	vbz	is	be	0
compared	compared	vvn	compared	compare	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
yong	yong	j	young	young	0
Trees	Trees	n2	Trees	tree	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
he	he	pns31	he	he	0
bee	bee	vbb	be	be	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
haue	haue	vhi	have	have	0
straite	straite	n1	strait	strait	0
yong	yong	j	young	young	0
Trees	Trees	n2	Trees	tree	0
,	,	,	,	,	0
must	must	vmb	must	must	0
set	set	vvi	set	set	0
a	a	dt	a	a	0
very	very	j	very	very	0
straite	straite	j	strait	strait	0
staffe	staffe	n1	staff	staff	0
harde	harde	av-j	harden	hard	0
by	by	p-acp	by	by	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
,	,	,	,	,	0
if	if	cs	if	if	0
yong	yong	j	young	young	0
youthes	youthes	n2	youths	youth	0
be	be	vbb	be	be	0
well	well	av	well	well	0
taught	taught	vvn	taught	teach	0
and	and	cc	and	and	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
cradle	cradle	n1	cradle	cradle	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
waies	waies	n2	ways	way	0
and	and	cc	and	and	0
pathes	pathes	n2	paths	path	0
,	,	,	,	,	0
those	those	d	those	those	0
youthes	youthes	n2	youths	youth	0
I	I	pns11	I	i	0
saie	saie	vvb	say	say	0
,	,	,	,	,	0
will	will	vmb	will	will	0
become	become	vvi	become	become	0
very	very	av	very	very	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
,	,	,	,	,	0
and	and	cc	and	and	0
feare	feare	vvb	fear	fear	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
then	then	cs	then	than	0
my	my	po11	my	my	0
good	good	j	good	good	0
Lordes	Lordes	n2	Lords	lord	0
,	,	,	,	,	0
if	if	cs	if	if	0
these	these	d	these	these	0
three	three	crd	three	three	0
estates	estates	n2	estates	estate	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
were	were	vbdr	were	be	0
well	well	av	well	well	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
sarre	sarre	n1	sarre	sarre	0
better	better	av-jc	better	better	0
staie	staie	vvi	stay	stay	0
then	then	av	then	then	0
now	now	av	now	now	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
no	no	dx	no	no	0
newes	newes	n1	news	news	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
perilous	perilous	j	perilous	perilous	0
ciuill	ciuill	j	civil	civil	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
sheddyng	sheddyng	vvg	shedding	shed	0
of	of	pp-f	of	of	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
burnyng	burnyng	j-vvg	burning	burn	0
,	,	,	,	,	0
and	and	cc	and	and	0
destructions	destructions	n2	destructions	destruction	0
of	of	pp-f	of	of	0
Prouinces	Prouinces	n2	Provinces	province	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sently	sently	av-j	sently	sent	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
many	many	d	many	many	0
Prouinces	Prouinces	n2	Provinces	province	0
are	are	vbr	are	be	0
now	now	av	now	now	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
naught	naught	pix	nought	nought	0
,	,	,	,	,	0
many	many	d	many	many	0
Cities	Cities	n2	Cities	city	0
sacked	sacked	vvn	sacked	sack	0
,	,	,	,	,	0
the	the	dt	the	the	0
Enhabitauntes	Enhabitauntes	n2	Enhabitauntes	enhabitaunte	0
murdered	murdered	vvn	murdered	murder	0
,	,	,	,	,	0
and	and	cc	and	and	0
vtterly	vtterly	av-j	utterly	utter	0
spoyled	spoyled	vvn	spoiled	spoil	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
originall	originall	n-jn	original	original	0
of	of	pp-f	of	of	0
altogether	altogether	av	altogether	altogether	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
three	three	crd	three	three	0
estates	estates	n2	estates	estate	0
aforesaied	aforesaied	vvn	aforesaid	aforesay	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
duely	duely	av-jn	duly	due	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
orde	orde	n1	orde	orde	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
and	and	cc	and	and	0
gouerned	gouerned	vvn	governed	govern	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
iustly	iustly	av-j	justly	just	0
feele	feele	vvb	feel	feel	0
the	the	dt	the	the	0
heauie	heauie	j	heavy	heavy	0
indignation	indignation	n1	indignation	indignation	0
and	and	cc	and	and	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
fallen	fallen	vvn	fallen	fall	0
vp	vp	a-acp	up	up	0
∣	∣	sy	∣	∣	0
pon	pon	av	pon	pon	0
vs.	vs.	pno12	us	we	0
Now	Now	av	Now	now	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
conclusion	conclusion	n1	conclusion	conclusion	0
my	my	po11	my	my	0
Lordes	Lordes	n2	Lords	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
very	very	av	very	very	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
sierous	sierous	j	sierous	sierous	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
Booke	Booke	n1	Book	book	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordshippes	Lordshippes	n2	Lordships	lordship	0
,	,	,	,	,	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
teinyng	teinyng	j-vvg	teinyng	teinyng	0
the	the	dt	the	the	0
ciuill	ciuill	j	civil	civil	0
warres	warres	n2	wars	war	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lowe	lowe	j	low	low	0
Countreis	Countreis	n2	Countries	country	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
maie	maie	vmb	may	may	0
beholde	beholde	vvi	behold	behold	0
,	,	,	,	,	0
the	the	dt	the	the	0
originall	originall	j-jn	original	original	0
and	and	cc	and	and	0
first	first	ord	first	first	0
beginnyng	beginnyng	n1	beginning	beginning	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
troubles	troubles	n2	troubles	trouble	0
and	and	cc	and	and	0
bloudie	bloudie	j	bloody	bloody	0
warres	warres	n2	wars	war	0
,	,	,	,	,	0
together	together	av	together	together	0
the	the	dt	the	the	0
stratage	stratage	n1	stratage	stratage	0
∣	∣	sy	∣	∣	0
mes	mes	fw-fr	mes	mes	0
and	and	cc	and	and	0
practizes	practizes	n2	practises	practice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
and	and	cc	and	and	0
Spanishe	Spanishe	jp	Spanish	spanish	0
Inquisition	Inquisition	n1	Inquisition	inquisition	0
,	,	,	,	,	0
vtterly	vtterly	av-j	utterly	utter	0
to	to	pc-acp	to	to	0
roote	roote	vvi	root	root	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
Churche	Churche	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Beseechyng	Beseechyng	vvg	Beseeching	beseech	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
good	good	j	good	good	0
Lordes	Lordes	n2	Lords	lord	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
.	.	.	.	.	1
