TO	TO	p-acp	TO	to	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
vndoubted	vndoubted	j	undoubted	undoubted	0
assurance	assurance	n1	assurance	assurance	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
commend	commend	vvi	commend	commend	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
.	.	.	.	.	1
If	If	cs	If	if	0
this	this	d	this	this	0
dedication	dedication	n1	dedication	dedication	0
shall	shall	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
strange	strange	j	strange	strange	0
vnto	vnto	p-acp	unto	unto	0
any	any	d	any	any	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
tender	tender	j	tender	tender	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
this	this	d	this	this	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
my	my	po11	my	my	0
iust	iust	j	just	just	0
defence	defence	n1	defence	defence	0
:	:	:	:	:	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
gaue	gaue	vvd	gave	give	0
this	this	d	this	this	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
ciall	ciall	j	ciall	ciall	0
experiment	experiment	n1	experiment	experiment	0
of	of	pp-f	of	of	0
translating	translating	n-vvg	translating	translate	0
Gramma	Gramma	n1	Gramma	gramma	0
¦	¦	sy	¦	¦	0
tically	tically	av-j	tically	tical	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
benefits	benefits	n2	benefits	benefit	0
thereof	thereof	av	thereof	thereof	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
forth	forth	av	forth	forth	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
▪	▪	▪	▪	▪	0
so	so	av	so	so	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
that	that	d	that	that	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
growe	growe	vvi	grow	grow	0
vp	vp	a-acp	up	up	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
maturity	maturity	n1	maturity	maturity	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
time	time	n1	time	time	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
iudge	iudge	vvi	judge	judge	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
own	own	d	own	own	0
experience	experience	n1	experience	experience	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
while	while	n1	while	while	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
wanting	wanting	vvg	wanting	want	0
to	to	pc-acp	to	to	0
striue	striue	vvi	strive	strive	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
so	so	av	so	so	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
hopeful	hopeful	j	hopeful	hopeful	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
allied	allied	vvn	allied	ally	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
house	house	n1	house	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
fit	fit	vvi	fit	fit	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
best	best	js	best	best	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
adde	adde	vvi	add	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
renowne	renowne	n1	renown	renown	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
famous	famous	j	famous	famous	0
progenitors	progenitors	n2	progenitors	progenitor	0
,	,	,	,	,	0
&	&	cc	&	and	0
propagate	propagate	vvi	propagate	propagate	0
an	an	dt	and	a	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
augmentation	augmentation	n1	augmentation	augmentation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
succeed	succeed	vvb	succeed	succeed	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
lights	lights	n2	lights	light	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
bility	bility	n1	bility	bility	0
.	.	.	.	.	1
