Tit.	Tit.	np1	Tit.	Tit.	0
it	it	pn31	it	it	0
still	still	av	still	still	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
&	&	cc	&	and	0
withal	withal	av	withal	withal	0
to	to	pc-acp	to	to	0
manifest	manifest	vvi	manifest	manifest	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
honouring	honouring	vvg	honouring	honour	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
resembling	resembling	vvg	resembling	resemble	0
him	him	pno31	him	he	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
3.9,10	3.9,10	crd	3.9,10	3.9,10	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
grew	grew	vvd	grew	grow	0
in	in	p-acp	in	in	0
stature	stature	n1	stature	stature	0
and	and	cc	and	and	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
he	he	pns31	he	he	0
also	also	av	also	also	0
grew	grew	vvd	grew	grow	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauour	fauour	vvi	favour	favour	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
men	men	n2	men	man	0
.	.	.	.	.	1
Luk.	Luk.	np1	Luk.	Luk.	0
2.25	2.25	crd	2.25	2.25	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
very	very	j	very	very	0
cause	cause	n1	cause	cause	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
earthly	earthly	j	earthly	earthly	0
respects	respects	n2	respects	respect	0
)	)	)	)	)	0
I	I	pns11	I	i	0
further	further	jc	further	further	0
present	present	n1	present	present	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
Exposition	Exposition	n1	Exposition	exposition	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catechisme	Catechisme	n1	Catechism	catechism	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
the	the	dt	the	the	0
Symbole	Symbole	n1	Symbol	symbol	0
or	or	cc	or	or	0
Creede	Creede	n1	Creed	creed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
indeede	indeede	av	indeed	indeed	0
the	the	dt	the	the	0
very	very	j	very	very	0
pith	pith	n1	pith	pith	0
and	and	cc	and	and	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
imbraced	imbraced	vvn	embraced	embrace	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
fathers	fathers	n2	father's	father	0
,	,	,	,	,	0
sealed	sealed	vvn	sealed	seal	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
mar	mar	vvb	mar	mar	0
∣	∣	sy	∣	∣	0
tyrs	tyrs	n2	tyrs	tyr	0
,	,	,	,	,	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
Socrat.	Socrat.	np1	Socrat.	Socrat.	0
hist	hist	uh	hist	hist	0
.	.	.	.	.	0
eccl	eccl	fw-mi	eccl	eccl	0
.	.	.	.	.	0
l.	l.	n1	l.	l.	1
5.	5.	crd	5.	5.	0
c	c	sy	c	c	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	1
Theodosius	Theodosius	np1	Theodosius	Theodosius	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
ende	ende	vvi	end	end	0
the	the	dt	the	the	0
controuersies	controuersies	n2	controversies	controversy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
time	time	n1	time	time	0
:	:	:	:	:	0
and	and	cc	and	and	0
hereupon	hereupon	av	hereupon	hereupon	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
August	August	np1	August	August	0
.	.	.	.	.	0
de	de	fw-fr	de	de	0
Temp.	Temp.	np1	Temp.	Temp.	0
ser	ser	fw-mi	ser	ser	0
.	.	.	.	.	1
119.	119.	crd	119.	119.	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ambr.	Ambr.	np1	Ambr.	Ambr.	0
ser	ser	zz	ser	ser	0
.	.	.	.	.	1
38.	38.	crd	38.	38.	0
keye	keye	n1	key	key	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
And	And	cc	And	and	0
furthermore	furthermore	av	furthermore	furthermore	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
will	will	vmb	will	will	0
accept	accept	vvi	accept	accept	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
vouchsafed	vouchsafed	vvd	vouchsafed	vouchsafe	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
hearer	hearer	n1	hearer	hearer	0
thereof	thereof	av	thereof	thereof	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
taught	taught	vvn	taught	teach	0
and	and	cc	and	and	0
deliuered	deliuered	vvn	delivered	deliver	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
crauing	crauing	vvg	craving	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
boldnes	boldnes	n1	boldness	boldness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
,	,	,	,	,	0
commending	commending	vvg	commending	commend	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
.	.	.	.	.	1
Ann.	Ann.	np1	Ann.	Ann.	0
1595.	1595.	crd	1595.	1595.	1
Apr.	Apr.	np1	Apr.	Apr.	0
2.	2.	crd	2.	2.	1
