REverend	REverend	j-jn	REverend	reverend	0
lesse	lesse	av-dc	less	less	0
help	help	n1	help	help	0
from	from	p-acp	from	from	0
Authours	Authours	n2	Authors	author	0
.	.	.	.	.	1
A	A	dt	A	a	0
fourth	fourth	ord	fourth	four	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
mean	mean	j	mean	mean	0
Countrey-Minister	Countrey-Minister	j	Country-minister	country-minist	0
,	,	,	,	,	0
want	want	vvb	want	want	0
both	both	d	both	both	0
those	those	d	those	those	0
abilities	abilities	n2	abilities	ability	0
and	and	cc	and	and	0
opportunities	opportunities	n2	opportunities	opportunity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enable	enable	vvi	enable	enable	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
of	of	pp-f	of	of	0
controver	controver	n1	controver	controver	0
∣	∣	sy	∣	∣	0
sies	sies	n2	sies	sie	0
,	,	,	,	,	0
having	having	vhg	having	have	0
constant	constant	j	constant	constant	0
employment	employment	n1	employment	employment	0
of	of	pp-f	of	of	0
preaching	preaching	vvg	preaching	preach	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
Congre	Congre	n1	Congre	congre	0
∣	∣	sy	∣	∣	0
gation	gation	n1	gation	gation	0
,	,	,	,	,	0
and	and	cc	and	and	0
frequently	frequently	av-j	frequently	frequent	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
lying	lying	vvg	lying	lie	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tend	tend	vvb	tend	tend	0
polemical	polemical	j	polemical	polemical	0
Divinity	Divinity	n1	Divinity	divinity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
that	that	d	that	that	0
undertake	undertake	vvi	undertake	undertake	0
such	such	d	such	such	0
a	a	dt	a	a	0
work	work	n1	work	work	0
.	.	.	.	.	1
My	My	po11	My	my	0
principal	principal	j-jn	principal	principal	0
scope	scope	n1	scope	scope	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
and	and	cc	and	and	0
the	the	dt	the	the	0
former	former	j	former	former	0
Thesis	Thesis	n1	Thesis	thesis	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
Church	Church	n1	Church	church	0
Catholike	Catholike	jp	Catholic	catholic	0
visible	visible	j	visible	visible	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	d	that	that	0
Gods	Gods	n2	Gods	god	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tention	tention	n1	tention	tention	0
and	and	cc	and	and	0
donation	donation	n1	donation	donation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
of	of	pp-f	of	of	0
worship	worship	n1	worship	worship	0
and	and	cc	and	and	0
discipline	discipline	n1	discipline	discipline	0
,	,	,	,	,	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
secondarily	secondarily	av-j	secondarily	secondary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
particular	particular	j	particular	particular	0
Church	Church	n1	Church	church	0
∣	∣	sy	∣	∣	0
es	es	fw-mi	es	es	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
parts	parts	n2	parts	part	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stant	stant	j	stant	stant	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
is	is	vbz	is	be	0
primarily	primarily	av-j	primarily	primary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
particular	particular	j	particular	particular	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
secondary	secondary	j	secondary	secondary	0
and	and	cc	and	and	0
only	only	av-j	only	only	0
occasional	occasional	j	occasional	occasional	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
greater	greater	jc	greater	great	0
parts	parts	n2	parts	part	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
very	very	j	very	very	0
rare	rare	j	rare	rare	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
conjunctim	conjunctim	n1	conjunctim	conjunctim	0
upon	upon	p-acp	upon	upon	0
some	some	d	some	some	0
general	general	j	general	general	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
no	no	av-dx	no	no	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
delegated	delegated	j-vvn	delegated	delegate	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
several	several	j	several	several	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
convenible	convenible	j	convenible	convenible	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
conceived	conceived	vvn	conceived	conceive	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Arguments	Arguments	n2	Arguments	argument	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Tra	Tra	fw-la	Tra	tra	0
∣	∣	sy	∣	∣	0
ctate	ctate	vvi	ctate	ctate	0
are	are	vbr	are	be	0
multiplied	multiplied	vvn	multiplied	multiply	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
is	is	vbz	is	be	0
needfull	needfull	j	needful	needful	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
more	more	av-dc	more	more	0
singly	singly	av-j	singly	single	0
then	then	cs	then	than	0
was	was	vbds	was	be	0
meet	meet	j	meet	meet	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
deny	deny	vvi	deny	deny	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Be	Be	vbi	Be	be	0
pleased	pleased	vvn	pleased	please	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
them	them	pno32	them	they	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
prove	prove	vvi	prove	prove	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
clusive	clusive	j	clusive	clusive	0
.	.	.	.	.	1
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
review	review	vvi	review	review	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Tractate	Tractate	vvb	Tractate	tractate	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
ofter	ofter	av-c	ofter	oft	0
touched	touched	vvn	touched	touch	0
upon	upon	p-acp	upon	upon	0
then	then	av	then	then	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
aware	aware	j	aware	aware	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
impute	impute	vvi	impute	impute	0
it	it	pn31	it	it	0
part	part	vvi	part	part	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
forgetfulnesse	forgetfulnesse	n1	forgetfulness	forgetfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
to	to	p-acp	to	to	0
mine	mine	po11	mine	my	0
endeavour	endeavour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
former	former	j	former	former	0
Thesis	Thesis	n1	Thesis	thesis	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
objected	objected	vvn	objected	object	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
followed	followed	vvd	followed	follow	0
their	their	po32	their	their	0
own	own	d	own	own	0
methods	methods	n2	methods	method	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
occasioned	occasioned	vvn	occasioned	occasion	0
some	some	d	some	some	0
coincidency	coincidency	n1	coincidency	coincidency	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
transcribing	transcribing	vvg	transcribing	transcribe	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
two	two	crd	two	two	0
other	other	n-jn	other	other	0
Tractates	Tractates	vvz	Tractates	tractate	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
same	same	d	same	same	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
written	written	vvn	written	write	0
from	from	p-acp	from	from	0
N.	N.	np1	N.	N.	0
E.	E.	np1	E.	E.	0
the	the	dt	the	the	0
one	one	crd	one	one	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
reverend	reverend	j-jn	reverend	reverend	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
M.	M.	n1	M.	m.	0
Norton	Norton	np1	Norton	Norton	0
,	,	,	,	,	0
Minister	Minister	vvb	Minister	minister	0
at	at	p-acp	at	at	0
Ipswich	Ipswich	np1	Ipswich	Ipswich	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
Apollonius	Apollonius	np1	Apollonius	Apollonius	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
by	by	p-acp	by	by	0
two	two	crd	two	two	0
reverend	reverend	j-jn	reverend	reverend	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
M.	M.	n1	M.	m.	0
Allen	Allen	np1	Allen	Allen	0
,	,	,	,	,	0
and	and	cc	and	and	0
M.	M.	n1	M.	m.	0
Shepard	Shepard	np1	Shepard	Shepard	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swer	swer	n1	swer	swer	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Ball	Ball	n1	Ball	ball	0
.	.	.	.	.	1
It	It	pn31	It	it	0
grieved	grieved	vvd	grieved	grieve	0
me	me	pno11	me	i	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
them	them	pno32	them	they	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
serted	serted	vvn	serted	sert	0
a	a	dt	a	a	0
few	few	d	few	few	0
annotations	annotations	n2	annotations	annotation	0
upon	upon	p-acp	upon	upon	0
those	those	d	those	those	0
tractates	tractates	vvz	tractates	tractate	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
loth	loth	j	loath	loath	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
Postscript	Postscript	n1	Postscript	postscript	0
;	;	;	;	;	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
that	that	cst	that	that	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
material	material	j-jn	material	material	0
pas	pas	vvb	pass	pass	0
∣	∣	sy	∣	∣	0
sages	sages	n2-jn	sages	sage	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
already	already	av	already	already	0
spoken	spoken	vvn	spoken	speak	0
unto	unto	p-acp	unto	unto	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
book	book	n1	book	book	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
now	now	av	now	now	0
shewed	shewed	vvn	showed	show	0
mine	mine	po11	mine	my	0
opinion	opinion	n1	opinion	opinion	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
question	question	n1	question	question	0
,	,	,	,	,	0
and	and	cc	and	and	0
submit	submit	vvb	submit	submit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
sage	sage	j-jn	sage	sage	0
and	and	cc	and	and	0
mature	mature	j	mature	mature	0
judgements	judgements	n2	judgements	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
that	that	cst	that	that	0
my	my	po11	my	my	0
betters	betters	n2-j	betters	better	0
would	would	vmd	would	will	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
either	either	av-d	either	either	0
correct	correct	vvi	correct	correct	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
erred	erred	vvn	erred	err	0
or	or	cc	or	or	0
failed	failed	vvn	failed	fail	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
or	or	cc	or	or	0
make	make	vvi	make	make	0
more	more	av-dc	more	more	0
clear	clear	j	clear	clear	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
herein	herein	av	herein	herein	0
erred	erred	vvn	erred	err	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
willingly	willingly	av-j	willingly	willing	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
heretick	heretick	n1	heretic	heretic	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
willing	willing	j	willing	willing	0
upon	upon	p-acp	upon	upon	0
conviction	conviction	n1	conviction	conviction	0
and	and	cc	and	and	0
proof	proof	n1	proof	proof	0
to	to	pc-acp	to	to	0
retract	retract	vvi	retract	retract	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
defended	defended	vvn	defended	defend	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
)	)	)	)	)	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
confirmed	confirmed	vvn	confirmed	confirm	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
gladder	gladder	jc	gladder	glad	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
confirm	confirm	vvb	confirm	confirm	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appear	appear	vvi	appear	appear	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
life	life	n1	life	life	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
guide	guide	vvb	guide	guide	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
So	So	np1	So	So	0
prayeth	prayeth	vvz	prayeth	pray	0
,	,	,	,	,	0
Septemb.	Septemb.	np1	Septemb.	Septemb.	1
8.	8.	crd	8.	8.	0
1649.	1649.	crd	1649.	1649.	1
