WEE	WEE	pns12	we	we	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
neither	neither	dx	neither	neither	0
must	must	vmb	must	must	0
wee	wee	pns12	we	we	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
wee	wee	pns12	we	we	0
be	be	vbi	be	be	0
jud	jud	j	jud	jud	0
∣	∣	sy	∣	∣	0
ged	ged	vvd	ged	ge	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
though	though	cs	though	though	0
indeed	indeed	av	indeed	indeed	0
we	we	pns12	we	we	0
think	think	vvb	think	think	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
well	well	av	well	well	0
agreeing	agreeing	vvg	agreeing	agree	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
if	if	cs	if	if	0
that	that	d	that	that	0
said	said	j-vvn	said	say	0
Minister	Minister	n1	Minister	minister	0
fixed	fixed	vvn	fixed	fix	0
in	in	p-acp	in	in	0
Mr	Mr	n1	Mr	mr.	0
Hs	Hs	zz	Hs	hs	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
firme	firme	j	firm	firm	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
perswasion	perswasion	n1	persuasion	persuasion	0
,	,	,	,	,	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
errour	errour	n1	error	error	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
Quickly	Quickly	av-j	Quickly	quick	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
receite	receite	n1	receit	receit	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
Reply	Reply	n1	Reply	reply	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
exceptions	exceptions	n2	exceptions	exception	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
he	he	pns31	he	he	0
returned	returned	vvd	returned	return	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
Reply	Reply	n1	Reply	reply	0
,	,	,	,	,	0
the	the	dt	the	the	0
three	three	crd	three	three	0
other	other	j-jn	other	other	0
Treatises	Treatises	n2	Treatises	treatise	0
(	(	(	(	(	0
all	all	av-d	all	all	0
he	he	pns31	he	he	0
had	had	vhn	had	have	0
or	or	cc	or	or	0
would	would	vmd	would	will	0
receive	receive	vvi	receive	receive	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
three	three	crd	three	three	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
readinesse	readinesse	n1	readiness	readiness	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
heate	heate	n1	heat	heat	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
argue	argue	vvi	argue	argue	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
som	som	d	some	some	0
∣	∣	sy	∣	∣	0
what	what	r-crq	what	what	0
discomposed	discomposed	vvn	discomposed	discompose	0
.	.	.	.	.	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
though	though	cs	though	though	0
some	some	d	some	some	0
might	might	vmd	might	may	0
think	think	vvi	think	think	0
here	here	av	here	here	0
was	was	vbds	was	be	0
some	some	d	some	some	0
offence	offence	n1	offence	offence	0
given	given	vvn	given	give	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turning	turning	n1	turning	turn	0
our	our	po12	our	our	0
Papers	Papers	n2	Papers	paper	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
expected	expected	vvd	expected	expect	0
no	no	dx	no	no	0
more	more	dc	more	more	0
than	than	cs	than	than	0
wee	wee	pns12	we	we	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
returne	returne	n1	return	return	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
waters	waters	n2	waters	water	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
nei	nei	n1	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
ebb	ebb	n1	ebb	ebb	0
nor	nor	ccx	nor	nor	0
flow	flow	vvi	flow	flow	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
truely	truely	av-j	truly	true	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
offence	offence	n1	offence	offence	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
little	little	av-j	little	little	0
regarded	regarded	vvn	regarded	regard	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
having	having	vhg	having	have	0
,	,	,	,	,	0
as	as	p-acp	as	as	0
wee	wee	pns12	we	we	0
said	said	vvd	said	say	0
,	,	,	,	,	0
a	a	dt	a	a	0
transcript	transcript	n1	transcript	transcript	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
three	three	crd	three	three	0
weekes	weekes	n2	weeks	week	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Minister	Minister	n1	Minister	minister	0
ask	ask	vvb	ask	ask	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
one	one	pi	one	one	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
whether	whether	cs	whither	whether	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
looked	looked	vvn	looked	look	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
papers	papers	n2	papers	paper	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
returned	returned	vvn	returned	return	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
?	?	?	?	?	0
answer	answer	n1	answer	answer	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
;	;	;	;	;	0
he	he	pns31	he	he	0
bad	bad	vvd	bade	bid	0
us	us	pno12	us	we	0
look	look	vvi	look	look	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
pray	pray	n1	prey	prey	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
our	our	po12	our	our	0
endeavour	endeavour	n1	endeavour	endeavour	0
and	and	cc	and	and	0
care	care	n1	care	care	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
studiously	studiously	av-j	studiously	studious	0
curious	curious	j	curious	curious	0
)	)	)	)	)	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
his	his	po31	his	his	0
son	son	n1	son	son	0
had	had	vhd	had	have	0
written	written	vvn	written	write	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
did	did	vdd	did	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
desired	desired	vvd	desired	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
quickly	quickly	av-j	quickly	quick	0
found	found	vvd	found	find	0
his	his	po31	his	his	0
sons	sons	n2	sons	son	0
handy	handy	j	handy	handy	0
work	work	n1	work	work	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
leaves	leaves	n2	leaves	leaf	0
together	together	av	together	together	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
pleased	pleased	vvn	pleased	please	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pointed	pointed	vvd	pointed	point	0
him	him	pno31	him	he	0
,	,	,	,	,	0
false	false	j	false	false	0
glosses	glosses	n2	glosses	gloss	0
,	,	,	,	,	0
unjust	unjust	j	unjust	unjust	0
constructions	constructions	n2	constructions	construction	0
,	,	,	,	,	0
the	the	dt	the	the	0
blackest	blackest	js-jn	blackest	black	0
lines	lines	n2	lines	line	0
did	did	vdd	did	do	0
that	that	d	that	that	0
young	young	j	young	young	0
man	man	n1	man	man	0
draw-over	draw-over	j	draw-over	draw-ove	0
ours	ours	png12	ours	we	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
places	places	n2	places	place	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
,	,	,	,	,	0
down-right	down-right	j	downright	downright	0
blasphemy	blasphemy	n1	blasphemy	blasphemy	0
charged	charged	vvd	charged	charge	0
he	he	pns31	he	he	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Whereat	Whereat	c-crq	Whereat	whereat	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
startled	startled	vvn	startled	startle	0
a	a	dt	a	a	0
little	little	j	little	little	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
,	,	,	,	,	0
not	not	xx	not	not	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
son	son	n1	son	son	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Minister	Minister	n1	Minister	minister	0
charged	charged	vvd	charged	charge	0
us	us	pno12	us	we	0
so	so	av	so	so	0
deeply	deeply	av-jn	deeply	deep	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
say	say	vvb	say	say	0
,	,	,	,	,	0
very	very	av	very	very	0
youthfull	youthfull	j	youthful	youthful	0
till	till	c-acp	till	till	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Presbytery	Presbytery	n1	Presbytery	presbytery	0
were	were	vbdr	were	be	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
;	;	;	;	;	0
what	what	q-crq	what	what	0
change	change	n1	change	change	0
was	was	vbds	was	be	0
wrought	wrought	vvn	wrought	wrought	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
or	or	cc	or	or	0
since	since	c-acp	since	since	0
that	that	cst	that	that	0
day	day	n1	day	day	0
,	,	,	,	,	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
know	know	vvi	know	know	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
live	live	vvb	live	live	0
neere	neere	av-j	near	near	0
him	him	pno31	him	he	0
,	,	,	,	,	0
heare	heare	vvb	hear	hear	0
his	his	po31	his	his	0
Doctrines	Doctrines	n2	Doctrines	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
his	his	po31	his	his	0
practise	practise	n1	practice	practice	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
youthfull	youthfull	j	youthful	youthful	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
young	young	j	young	young	0
folk	folk	n1	folk	folk	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
said	said	vvd	said	say	0
,	,	,	,	,	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
don	don	n1	dONE	don	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
was	was	vbds	was	be	0
childish	childish	j	childish	childish	0
while	while	cs	while	while	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
child	child	n1	child	child	0
:	:	:	:	:	0
so	so	av	so	so	0
happely	happely	av-j	happily	happy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
step	step	n1	step	step	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
life	life	n1	life	life	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
thinks	thinks	vvz	thinks	think	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
speaks	speaks	vvz	speaks	speak	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
acts	acts	vvz	acts	act	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
don	don	n1	dONE	don	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
is	is	vbz	is	be	0
youthfull	youthfull	j	youthful	youthful	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
miscarriages	miscarriages	n2	miscarriages	miscarriage	0
and	and	cc	and	and	0
mistakes	mistakes	n2	mistakes	mistake	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
regarded	regarded	vvd	regarded	regard	0
little	little	av-j	little	little	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
son	son	n1	son	son	0
said	said	vvd	said	say	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
wee	wee	pns12	we	we	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
should	should	vmd	should	shall	0
act	act	vvi	act	act	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
youth	youth	n1	youth	youth	0
(	(	(	(	(	0
every	every	d	every	every	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
life	life	n1	life	life	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
something	something	pi	something	something	0
peculiar	peculiar	j	peculiar	peculiar	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
self	self	n1	self	self	0
.	.	.	.	.	0
)	)	)	)	)	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
we	we	pns12	we	we	0
think	think	vvb	think	think	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
son	son	n1	son	son	0
charged	charged	vvd	charged	charge	0
our	our	po12	our	our	0
book	book	n1	book	book	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
two	two	crd	two	two	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
Divines	Divines	n2-jn	Divines	divine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
meete	meete	j	meet	meet	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
names	names	n2	names	name	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
mention	mention	vvi	mention	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
papers	papers	n2	papers	paper	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
our	our	po12	our	our	0
case	case	n1	case	case	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
will	will	vmb	will	will	0
detaine	detaine	vvi	detain	detain	0
thee	thee	pno21	thee	thou	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
wee	wee	pns12	we	we	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
this	this	d	this	this	0
,	,	,	,	,	0
That	That	cst	That	that	0
having	having	vhg	having	have	0
offered	offered	vvn	offered	offer	0
our	our	po12	our	our	0
matters	matters	n2	matters	matter	0
succeslesly	succeslesly	av-j	succeslesly	succesles	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
returning	returning	vvg	returning	return	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
a	a	dt	a	a	0
—	—	—	—	—	0
castigation	castigation	n1	castigation	castigation	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
like	like	j	like	like	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
think	think	vvb	think	think	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
heard	heard	vvn	herd	hear	0
or	or	cc	or	or	0
read	read	vvn	read	read	0
)	)	)	)	)	0
though	though	cs	though	though	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
charged	charged	vvn	charged	charge	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
him	him	pno31	him	he	0
our	our	po12	our	our	0
perswasion	perswasion	n1	persuasion	persuasion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
constrained	constrained	vvn	constrained	constrain	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
our	our	po12	our	our	0
matters	matters	n2	matters	matter	0
publick	publick	j	public	public	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
cheer	cheer	n1	cheer	cheer	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
,	,	,	,	,	0
being	being	vbg	being	be	0
confident	confident	j	confident	confident	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
That	That	cst	That	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
here	here	av	here	here	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
follow	follow	vvi	follow	follow	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
piety	piety	n1	piety	piety	0
or	or	cc	or	or	0
charity	charity	n1	charity	charity	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
our	our	po12	our	our	0
bones	bones	n2	bones	bone	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
scattered	scattered	vvn	scattered	scatter	0
like	like	av-j	like	like	0
chips	chips	n2	chips	chip	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
hewing-place	hewing-place	n1	hewing-place	hewing-place	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	cst	that	that	0
our	our	po12	our	our	0
pen	pen	n1	pen	pen	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
more	more	dc	more	more	0
hearers	hearers	n2	hearers	hearer	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
as	as	p-acp	as	as	0
others	others	n2-jn	others	other	0
doe	doe	vdb	do	do	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
scribling	scribling	j-vvg	scribbling	scribble	0
age	age	n1	age	age	0
scatter	scatter	vvi	scatter	scatter	0
errour	errour	n1	error	error	0
and	and	cc	and	and	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Scorpi	Scorpi	np1	Scorpi	Scorpi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
its	its	po31	its	its	0
poyson	poyson	n1	poison	poison	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
trust	trust	vvb	trust	trust	0
the	the	dt	the	the	0
Good	Good	j	Good	good	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
Him	Him	pno31	Him	he	0
(	(	(	(	(	0
our	our	po12	our	our	0
onely	onely	j	only	only	0
leane-to	leane-to	j	leane-to	leane-to	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
leads	leads	vvz	leads	lead	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
)	)	)	)	)	0
so	so	av	so	so	0
far	far	av-j	far	far	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
Truth	Truth	n1	Truth	truth	0
all	all	d	all	all	0
along	along	a-acp	along	along	0
,	,	,	,	,	0
and	and	cc	and	and	0
mannaged	mannaged	vvn	managed	manage	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
becometh	becometh	vvz	becometh	become	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
fellow-helpers	fellow-helpers	n2	fellow-helpers	fellow-helper	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
This	This	d	This	this	0
Good	Good	j	Good	good	0
Spirit	Spirit	n1	Spirit	spirit	0
direct	direct	vvi	direct	direct	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
constraining	constraining	vvg	constraining	constrain	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
both	both	d	both	both	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
keepest	keepest	vv2	keepest	keep	0
the	the	dt	the	the	0
apple	apple	n1	apple	apple	0
of	of	pp-f	of	of	0
thine	thine	po21	thine	thy	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
or	or	cc	or	or	0
thy	thy	po21	thy	thy	0
chiefest	chiefest	js-jn	chiefest	chief	0
Treasure	Treasure	n1	Treasure	treasure	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
