THIS	THIS	np1	THIS	This	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
faithful	faithful	j	faithful	faithful	0
Testimony	Testimony	n1	Testimony	testimony	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
City	City	n1	City	city	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
his	his	po31	his	his	0
destroying	destroying	vvg	destroying	destroy	0
Angel	Angel	n1	Angel	angel	0
to	to	pc-acp	to	to	0
exe	exe	vvi	exe	exe	0
∣	∣	sy	∣	∣	0
cute	cute	vvi	cute	cut	0
the	the	dt	the	the	0
pleasure	pleasure	n1	pleasure	pleasure	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
will	will	n1	will	will	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tender	tender	j	tender	tender	0
bowels	bowels	n2	bowels	bowel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
all	all	d	all	all	0
[	[	[	[	[	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
gloomy	gloomy	j	gloomy	gloomy	0
dismal	dismal	j	dismal	dismal	0
dark	dark	j	dark	dark	0
day	day	n1	day	day	0
that's	that's	cst|vbz	that's	that|be	0
come	come	vvn	come	come	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
City	City	n1	City	city	0
]	]	]	]	]	0
put	put	vvd	put	put	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
shield	shield	n1	shield	shield	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
single	single	j	single	single	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cloathed	cloathed	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
garment	garment	n1	garment	garment	0
of	of	pp-f	of	of	0
Eternal	Eternal	j	Eternal	eternal	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
reign	reign	vvi	reign	reign	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
fearfulness	fearfulness	n1	fearfulness	fearfulness	0
and	and	cc	and	and	0
unbelief	unbelief	n1	unbelief	unbelief	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
particular	particular	j	particular	particular	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
as	as	p-acp	as	as	0
saviours	saviours	n2	saviours	saviour	0
on	on	p-acp	on	on	0
mount	mount	n1	mount	mount	0
Sion	Sion	np1	Sion	Zion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
desolate	desolate	j	desolate	desolate	0
people	people	n1	people	people	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
harvest	harvest	n1	harvest	harvest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
City	City	n1	City	city	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
reaping	reaping	vvg	reaping	reap	0
,	,	,	,	,	0
threshing	threshing	vvg	threshing	thresh	0
and	and	cc	and	and	0
winnowing	winnowing	vvg	winnowing	winnow	0
the	the	dt	the	the	0
chaffe	chaffe	n1	chaff	chafe	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Wheat	Wheat	n1	Wheat	wheat	0
,	,	,	,	,	0
and	and	cc	and	and	0
making	making	vvg	making	make	0
a	a	dt	a	a	0
short	short	j	short	short	0
work	work	n1	work	work	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Seed	Seed	n1	Seed	seed	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
their	their	po32	their	their	0
lives	lives	n2	lives	life	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
Eternal	Eternal	j	Eternal	eternal	0
Life	Life	n1	Life	life	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
number	number	n1	number	number	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
submit	submit	vvi	submit	submit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
bless	bless	vvi	bless	bless	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
not	not	xx	not	not	0
your	your	po22	your	your	0
lives	lives	n2	lives	life	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
gathering	gathering	vvg	gathering	gather	0
the	the	dt	the	the	0
Sons	Sons	n2	Sons	son	0
and	and	cc	and	and	0
Daughters	Daughters	n2	Daughters	daughter	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
holy	holy	j	holy	holy	0
lives	lives	n2	lives	life	0
and	and	cc	and	and	0
sweet	sweet	j	sweet	sweet	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
holiness	holiness	n1	holiness	holiness	0
of	of	pp-f	of	of	0
Conversation	Conversation	n1	Conversation	conversation	0
:	:	:	:	:	0
Oh	Oh	uh	O	oh	0
blessed	blessed	j-vvn	blessed	bless	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
day	day	n1	day	day	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
my	my	po11	my	my	0
Soul	Soul	n1	Soul	soul	0
glorifies	glorifies	vvz	glorifies	glorify	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
being	being	vbg	being	be	0
you	you	pn22	you	you	0
faithful	faithful	j	faithful	faithful	0
Lambs	Lambs	n2	Lambs	lamb	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
and	and	cc	and	and	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
scattered	scattered	vvn	scattered	scatter	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
Though	Though	cs	Though	though	0
you	you	pn22	you	you	0
now	now	av	now	now	0
drink	drink	vvi	drink	drink	0
a	a	dt	a	a	0
Cup	Cup	n1	Cup	cup	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
affliction	affliction	n1	affliction	affliction	0
,	,	,	,	,	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Eternal	Eternal	j	Eternal	eternal	0
Joy	Joy	n1	Joy	joy	0
is	is	vbz	is	be	0
sprung	sprung	vvn	sprung	spring	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
take	take	vvi	take	take	0
away	away	av	away	away	0
,	,	,	,	,	0
an	an	dt	and	a	0
eternal	eternal	j	eternal	eternal	0
freedom	freedom	n1	freedom	freedom	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
oh	oh	uh	o	oh	0
Sion	Sion	np1	Sion	Zion	0
;	;	;	;	;	0
Kings	Kings	n2	Kings	king	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rising	rising	n-vvg	rising	rise	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
thy	thy	po21	thy	thy	0
Glorious	Glorious	j	Glorious	glorious	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
thy	thy	po21	thy	thy	0
Enemies	Enemies	n2	Enemies	enemy	0
shall	shall	vmb	shall	shall	0
fall	fall	vvi	fallen	fall	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chosen	chosen	j-vvn	chosen	choose	0
Diadem	Diadem	n1	Diadem	diadem	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
love	love	vvb	love	love	0
thee	thee	pno21	thee	thou	0
as	as	a-acp	as	as	0
they	they	pns32	they	they	0
now	now	av	now	now	0
hate	hate	vvb	hate	hate	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
&	&	cc	&	and	0
esteem	esteem	n1	esteem	esteem	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
as	as	a-acp	as	as	0
they	they	pns32	they	they	0
now	now	av	now	now	0
despise	despise	vvb	despise	despise	0
thee	thee	pno21	thee	thou	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
thou	thou	pns21	thou	thou	0
oh	oh	uh	o	oh	0
Sion	Sion	np1	Sion	Zion	0
art	art	n1	art	art	0
the	the	dt	the	the	0
Plant	Plant	n1	Plant	plant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
the	the	dt	the	the	0
Tree	Tree	n1	Tree	tree	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mighty	mighty	j	mighty	mighty	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
leaf	leaf	n1	leaf	leaf	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Tree	Tree	n1	Tree	tree	0
shall	shall	vmb	shall	shall	0
heal	heal	vvi	heal	heal	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
;	;	;	;	;	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
an	an	dt	and	a	0
end	end	n1	end	end	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
their	their	po32	their	their	0
distractions	distractions	n2	distractions	distraction	0
,	,	,	,	,	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
spoken	spoken	vvn	spoken	speak	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Through	Through	p-acp	Through	through	0
one	one	pi	one	one	0
that	that	cst	that	that	0
dwells	dwells	vvz	dwells	dwell	0
within	within	p-acp	within	within	0
thy	thy	po21	thy	thy	0
gates	gates	n2	gates	gate	0
thou	thou	pns21	thou	thou	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
and	and	cc	and	and	0
beautiful	beautiful	j	beautiful	beautiful	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
the	the	dt	the	the	0
beloved	beloved	j-vvn	beloved	belove	0
Bride	Bride	n1	Bride	bride	0
the	the	dt	the	the	0
Lambs	Lambs	ng1	Lambs	lamb	0
Wife	Wife	n1	Wife	wife	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
Bles	Bles	vvi	Bles	bless	0
∣	∣	sy	∣	∣	0
sings	sings	vvz	sings	sing	0
,	,	,	,	,	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
Halelujahs	Halelujahs	n2	Hallelujahs	hallelujah	0
,	,	,	,	,	0
eternal	eternal	j	eternal	eternal	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
and	and	cc	and	and	0
renown	renown	n1	renown	renown	0
be	be	vbb	be	be	0
unto	unto	p-acp	unto	unto	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
and	and	cc	and	and	0
King	King	n1	King	king	0
who	who	r-crq	who	who	0
reigneth	reigneth	vvz	reigneth	reign	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
exalting	exalting	vvg	exalting	exalt	0
his	his	po31	his	his	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
the	the	dt	the	the	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Dominion	Dominion	n1	Dominion	dominion	0
there	there	a-acp	there	there	0
sall	sall	vmb	shall	shall	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
end	end	n1	end	end	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
Goal	Goal	n1	Goal	goal	0
in	in	p-acp	in	in	0
Warwick	Warwick	np1	Warwick	Warwick	0
the	the	dt	the	the	0
12th	12th	ord	12th	12th	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
6.	6.	crd	6.	6.	1
Moneth	Moneth	n1	Month	month	0
,	,	,	,	,	0
1665.	1665.	crd	1665.	1665.	1
