Honorable	Honorable	j	Honourable	honourable	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
crauing	crauing	vvg	craving	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
boldnesse	boldnesse	n1	boldness	boldness	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
giue	giue	vvb	give	give	0
you	you	pn22	you	you	0
that	that	d	that	that	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
bles	bles	n2	bles	ble	0
∣	∣	sy	∣	∣	0
sings	sings	vvz	sings	sing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Ierome	Ierome	np1	Ierome	Ierome	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
few	few	d	few	few	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
goe	goe	vvi	go	go	0
on	on	a-acp	on	on	0
from	from	p-acp	from	from	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
Grace	Grace	vvi	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
happie	happie	j	happy	happy	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
