Courteous	Courteous	j	Courteous	courteous	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
hereafter	hereafter	av	hereafter	hereafter	0
written	written	vvn	written	write	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
brief	brief	j	brief	brief	0
is	is	vbz	is	be	0
this	this	d	this	this	0
;	;	;	;	;	0
First	First	ord	First	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
laid	laid	vvn	laid	lay	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
the	the	dt	the	the	0
several	several	j	several	several	0
Temptations	Temptations	n2	Temptations	temptation	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
surround	surround	vvi	surround	surround	0
thee	thee	pno21	thee	thou	0
on	on	p-acp	on	on	0
every	every	d	every	every	0
side	side	n1	side	side	0
;	;	;	;	;	0
next	next	ord	next	next	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
exhorted	exhorted	vvn	exhorted	exhort	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
all	all	d	all	all	0
the	the	dt	the	the	0
ar	ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
mour	mour	fw-fr	mour	mour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fend	fend	vvi	fend	fend	0
thy	thy	po21	thy	thy	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
might	might	n1	might	might	0
∣	∣	sy	∣	∣	0
est	est	fw-fr	est	est	0
so	so	av	so	so	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
abide	abide	vvb	abide	abide	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Refug	Refug	n1	Refug	refug	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
love	love	vvb	love	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
Castle	Castle	n1	Castle	castle	0
of	of	pp-f	of	of	0
content	content	n1	content	content	0
;	;	;	;	;	0
Improve	Improve	vvb	Improve	improve	0
thy	thy	po21	thy	thy	0
power	power	n1	power	power	0
whether	whether	cs	whither	whether	0
natural	natural	j	natural	natural	0
or	or	cc	or	or	0
spiritual	spiritual	j	spiritual	spiritual	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
gave	gave	vvd	gave	give	0
it	it	pn31	it	it	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
n	n	p-acp	n	in	0
whom	whom	ro-crq	whom	who	0
are	are	vbr	are	be	0
all	all	d	all	all	0
our	our	po12	our	our	0
springs	springs	n2	springs	spring	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
are	are	vbr	are	be	0
all	all	d	all	all	0
our	our	po12	our	our	0
supplies	supplies	n2	supplies	supply	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
let	let	vvb	let	let	0
our	our	po12	our	our	0
omissions	omissions	n2	omissions	omission	0
and	and	cc	and	and	0
commissions	commissions	n2	commissions	commission	0
be	be	vbb	be	be	0
charg	charg	n1	charge	charge	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
true	true	j	true	true	0
and	and	cc	and	and	0
every	every	d	every	every	0
man	man	n1	man	man	0
a	a	dt	a	a	0
liar	liar	n1	liar	liar	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
darknesse	darknesse	n1	darkness	darkness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
and	and	cc	and	and	0
grosse	grosse	j	gross	gross	0
darknesse	darknesse	n1	darkness	darkness	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Flock	Flock	vvb	Flock	flock	0
;	;	;	;	;	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
A	A	dt	A	a	0
few	few	d	few	few	0
words	words	n2	words	word	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
preiended	preiended	j	preiended	preiended	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
brief	brief	j	brief	brief	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
deceived	deceived	vvn	deceived	deceive	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
thou	thou	pns21	thou	thou	0
mayest	mayest	vm2	mayest	may	0
easily	easily	av-j	easily	easy	0
know	know	vvi	know	know	0
them	them	pno32	them	they	0
;	;	;	;	;	0
Of	Of	pp-f	Of	of	0
our	our	po12	our	our	0
fall	fall	n1	fallen	fall	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first-Adam	first-Adam	np1	first-Adam	first-Adam	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
recovery	recovery	n1	recovery	recovery	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
second-Adam	second-Adam	np1	second-Adam	second-Adam	0
:	:	:	:	:	0
The	The	dt	The	the	0
glorious	glorious	j	glorious	glorious	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
restored	restored	vvn	restored	restore	0
;	;	;	;	;	0
the	the	dt	the	the	0
deliverances	deliverances	n2	deliverances	deliverance	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
ready	ready	j	ready	ready	0
had	had	vhn	had	have	0
are	are	vbr	are	be	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
greater	greater	jc	greater	great	0
then	then	cs	then	than	0
these	these	d	these	these	0
be	be	vbb	be	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
be	be	vbb	be	be	0
too	too	av	too	too	0
suddain	suddain	j	sudden	sudden	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
expecting	expecting	vvg	expecting	expect	0
these	these	d	these	these	0
deliver	deliver	vvi	deliver	deliver	0
∣	∣	sy	∣	∣	0
ances	ances	n2	ances	ance	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
particu	particu	n1	particu	particu	0
∣	∣	sy	∣	∣	0
lars	lars	fw-la	lars	lars	0
are	are	vbr	are	be	0
laid	laid	vvd	laid	lay	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
commended	commended	vvd	commended	commend	0
unto	unto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
although	although	cs	although	although	0
these	these	d	these	these	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
golden	golden	j	golden	golden	0
dish	dish	n1	dish	dish	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
painted	painted	j-vvn	painted	paint	0
and	and	cc	and	and	0
varni	varni	fw-la	varni	varni	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
arts	arts	n2	arts	art	0
,	,	,	,	,	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
earthen	earthen	j	earthen	earthen	0
vessel	vessel	n1	vessel	vessel	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
spise	spise	vvb	spise	spise	0
not	not	xx	not	not	0
the	the	dt	the	the	0
meat	meat	n1	meat	meat	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
dishes	dishes	n2	dishes	dish	0
sake	sake	n1	sake	sake	0
.	.	.	.	.	1
Remember	Remember	np1	Remember	Remember	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
called	called	vvd	called	call	0
those	those	d	those	those	0
men	men	n2	men	man	0
Scribes	Scribes	n2	Scribes	scribe	0
,	,	,	,	,	0
Pharisees	Pharisees	np2	Pharisees	Pharisee	0
and	and	cc	and	and	0
Hipocrites	Hipocrites	n2	Hypocrites	hypocrite	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
looked	looked	vvd	looked	look	0
so	so	av	so	so	0
much	much	av-d	much	much	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
outside	outside	n1-an	outside	outside	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
little	little	j	little	little	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
inside	inside	av-an	inside	inside	0
;	;	;	;	;	0
even	even	av	even	even	0
so	so	av	so	so	0
now	now	av	now	now	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sns	sns	n2	sns	sn	0
and	and	cc	and	and	0
daugh	daugh	wd	daugh	daugh	0
∣	∣	sy	∣	∣	0
ters	ters	ng2-jc	ters	ters	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
looke	looke	vvi	look	look	0
more	more	av-dc	more	more	0
upon	upon	p-acp	upon	upon	0
gifts	gifts	n2	gifts	gift	0
then	then	av	then	then	0
upon	upon	p-acp	upon	upon	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Law	Law	n1	Law	law	0
then	then	av	then	then	0
upon	upon	p-acp	upon	upon	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
forme	forme	n1	form	form	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
;	;	;	;	;	0
viz.	viz.	n1	viz.	viz.	0
If	If	cs	If	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
come	come	vvb	come	come	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
tongue	tongue	n1	tongue	tongue	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
and	and	cc	and	and	0
angels	angels	n2	angels	angel	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
presently	presently	av-j	presently	present	0
say	say	vvb	say	say	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
as	as	p-acp	as	as	0
once	once	a-acp	once	once	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
eloquent	eloquent	j	eloquent	eloquent	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
wicked	wicked	j	wicked	wicked	0
Herod	Herod	np1	Herod	Herod	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
voice	voice	n1	voice	voice	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
another	another	j-jn	another	another	0
come	come	vvn	come	come	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Assemblies	Assemblies	n2	Assemblies	assembly	0
,	,	,	,	,	0
though	though	cs	though	though	0
well	well	av	well	well	0
grown	grown	vvn	grown	grow	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
equal	equal	vvi	equal	equal	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
natural	natural	j	natural	natural	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
illiterate	illiterate	j	illiterate	illiterate	0
Mechanick	Mechanick	n1	Mechanic	mechanic	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
advise	advise	vvi	advice	advise	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
beseech	beseech	vvi	beseech	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
no	no	dx	no	no	0
man	man	n1	man	man	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
no	no	dx	no	no	0
man	man	n1	man	man	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
taught	taught	vvn	taught	teach	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
School	School	n1	School	school	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Grace	Grace	n1	Grace	grace	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
then	then	cs	then	than	0
Gifts	Gifts	n2	Gifts	gift	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
places	places	n2	places	place	0
are	are	vbr	are	be	0
good	good	j	good	good	0
:	:	:	:	:	0
Gifts	Gifts	n2	Gifts	gift	0
do	do	vdb	do	do	0
adorn	adorn	vvi	adorn	adorn	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
doth	doth	vdz	does	do	0
beautifie	beautifie	vvi	beautify	beautify	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
:	:	:	:	:	0
The	The	dt	The	the	0
outward	outward	j	outward	outward	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
adorned	adorned	vvn	adorned	adorn	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
man	man	n1	man	man	0
be	be	vbi	be	be	0
left	left	vvn	left	leave	0
naked	naked	j	naked	naked	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
doth	doth	vdz	does	do	0
abundantly	abundantly	av-j	abundantly	abundant	0
prove	prove	vvi	prove	prove	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
part	part	n1	part	part	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
censured	censured	vvn	censured	censure	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
consider	consider	vvi	consider	consider	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
better	better	jc	better	better	0
then	then	cs	then	than	0
my	my	po11	my	my	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
was	was	vbds	was	be	0
despised	despised	vvn	despised	despise	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
well	well	av	well	well	0
may	may	vmb	may	may	0
mine	mine	png11	mine	i	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
try	try	vvi	try	try	0
me	me	pno11	me	i	0
before	before	c-acp	before	before	0
thou	thou	pns21	thou	thou	0
judge	judge	vvb	judge	judge	0
me	me	pno11	me	i	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
case	case	n1	case	case	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
18.	18.	crd	18.	18.	0
13.	13.	crd	13.	13.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
judgeth	judgeth	vvz	judgeth	judge	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
heareth	heareth	vvz	hears	hear	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
better	better	jc	better	better	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
speak	speak	vvi	speak	speak	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
wi	wi	vmb	with	will	0
hold	hold	vvi	hold	hold	0
thee	thee	pno21	thee	thou	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
porch	porch	n1	porch	porch	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
vite	vite	fw-fr	vite	vite	0
thee	thee	pno21	thee	thou	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
house	house	n1	house	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
taste	taste	vvi	taste	taste	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
dish	dish	n1	dish	dish	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
thou	thou	pns21	thou	thou	0
dost	dost	vd2	dost	do	0
spend	spend	vvi	spend	spend	0
thy	thy	po21	thy	thy	0
judgment	judgment	n1	judgement	judgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
wanting	wanting	vvg	wanting	want	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Course	Course	n1	Course	course	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
such	such	d	such	such	0
varieties	varieties	n2	varieties	variety	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
expected	expected	vvn	expected	expect	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
have	have	vhi	have	have	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
see	see	vvi	see	see	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
ability	ability	n1	ability	ability	0
.	.	.	.	.	1
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
4.	4.	crd	4.	4.	0
10.	10.	crd	10.	10.	1
As	As	p-acp	As	as	0
every	every	d	every	every	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
so	so	av	so	so	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
administer	administer	vvi	administer	administer	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
engage	engage	vvi	engage	engage	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
is	is	vbz	is	be	0
,	,	,	,	,	1
