ALL	ALL	av-d	ALL	all	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
only	only	av-j	only	only	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
,	,	,	,	,	0
a	a	av	a	a	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
from	from	p-acp	from	from	0
himself	himself	px31	himself	himself	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
affirm	affirm	vvi	affirm	affirm	0
that	that	d	that	that	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
Blas	Blas	np1	Blas	Blas	0
∣	∣	sy	∣	∣	0
phemy	phemy	n1	phemy	phemy	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
God	God	np1	God	God	0
only	only	av-j	only	only	0
can	can	vmb	can	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
create	create	vvi	create	create	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
God	God	np1	God	God	0
only	only	av-j	only	only	0
is	is	vbz	is	be	0
Omnipotent	Omnipotent	j	Omnipotent	omnipotent	0
,	,	,	,	,	0
and	and	cc	and	and	0
Omnipo	Omnipo	np1	Omnipo	Omnipo	0
∣	∣	sy	∣	∣	0
tency	tency	n1	tency	tency	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
incommunicable	incommunicable	j	incommunicable	incommunicable	0
attribute	attribute	n1	attribute	attribute	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
distance	distance	n1	distance	distance	0
between	between	p-acp	between	between	0
ens	ens	fw-la	ens	ens	0
&	&	cc	&	and	0
non	non	fw-la	non	non	0
ens	ens	fw-la	ens	ens	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
created	created	vvn	created	create	0
is	is	vbz	is	be	0
good	good	j	good	good	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
participation	participation	n1	participation	participation	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
all	all	d	all	all	0
things	things	n2	things	thing	0
receive	receive	vvb	receive	receive	0
their	their	po32	their	their	0
goodness	goodness	n1	goodness	goodness	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
essentially	essentially	av-j	essentially	essential	0
good	good	j	good	good	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
▪	▪	▪	▪	▪	0
Moreover	Moreover	av	Moreover	moreover	0
,	,	,	,	,	0
if	if	cs	if	if	0
God	God	np1	God	God	0
created	created	vvd	created	create	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
all	all	d	all	all	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
left	left	vvd	left	leave	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
of	of	pp-f	of	of	0
inferiour	inferiour	j-jn	inferior	inferior	0
creatures	creatures	n2	creatures	creature	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
else	else	av	else	else	0
,	,	,	,	,	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
either	either	av-d	either	either	0
because	because	c-acp	because	because	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
weary	weary	j	weary	weary	0
,	,	,	,	,	0
or	or	cc	or	or	0
because	because	c-acp	because	because	0
God	God	np1	God	God	0
takes	takes	vvz	takes	take	0
no	no	dx	no	no	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
smaller	smaller	jc	smaller	small	0
Creatures	Creatures	n2	Creatures	creature	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
neither	neither	av-d	neither	neither	0
;	;	;	;	;	0
God	God	np1	God	God	0
being	being	vbg	being	be	0
Omnipotent	Omnipotent	j	Omnipotent	omnipotent	0
,	,	,	,	,	0
did	did	vdd	did	do	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Word	Word	n1	Word	word	0
Create	Create	vvb	Create	create	0
;	;	;	;	;	0
What	What	q-crq	What	what	0
more	more	av-dc	more	more	0
easie	easie	j	easy	easy	0
?	?	?	?	?	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
takes	takes	vvz	takes	take	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
inferiour	inferiour	j-jn	inferior	inferior	0
things	things	n2	things	thing	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Form	Form	n1	From	form	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
double	double	j-jn	double	double	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
In	In	p-acp	In	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
who	who	r-crq	who	who	0
Created	Created	vvn	Created	create	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
In	In	p-acp	In	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
The	The	dt	The	the	0
Form	Form	n1	From	form	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
geneal	geneal	j	geneal	geneal	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Creation	Creation	n1	Creation	creation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
ted	ted	av	ted	ted	0
things	things	n2	things	thing	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
manner	manner	n1	manner	manner	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
things	things	n2	things	thing	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
word	word	n1	word	word	0
;	;	;	;	;	0
Jussit	Jussit	np1	Jussit	Jussit	0
&	&	cc	&	and	0
gessit	gessit	fw-la	gessit	gessit	0
.	.	.	.	.	1
August	August	np1	August	August	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
bring	bring	vvb	bring	bring	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
By	By	p-acp	By	by	0
(	(	(	(	(	0
word	word	n1	word	word	0
)	)	)	)	)	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
under	under	a-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	n1	stand	stand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
God	God	np1	God	God	0
did	did	vdd	did	do	0
speak	speak	vvi	speak	speak	0
words	words	n2	words	word	0
and	and	cc	and	and	0
syllables	syllables	n2	syllables	syllable	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	p-acp	to	to	0
under	under	a-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	vvi	stand	stand	0
Gods	Gods	ng1	Gods	god	0
powerfull	powerfull	j	powerful	powerful	0
willing	willing	vvg	willing	will	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
He	He	pns31	He	he	0
made	made	vvd	made	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
weari	weari	n2	weari	weari	0
∣	∣	sy	∣	∣	0
some	some	d	some	some	0
toil	toil	n1	toil	toil	0
or	or	cc	or	or	0
labour	labour	n1	labour	labour	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
facility	facility	n1	facility	facility	0
and	and	cc	and	and	0
ease	ease	n1	ease	ease	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
things	things	n2	things	thing	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
;	;	;	;	;	0
God	God	np1	God	God	0
willed	willed	vvd	willed	will	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
done	done	vdn	done	do	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Without	Without	p-acp	Without	without	0
any	any	d	any	any	0
change	change	n1	change	change	0
:	:	:	:	:	0
a	a	dt	a	a	0
Work	Work	n1	Work	work	0
∣	∣	sy	∣	∣	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
serveth	serveth	vvz	serves	serve	0
)	)	)	)	)	0
change	change	vvb	change	change	0
his	his	po31	his	his	0
Plot	Plot	n1	Plot	plot	0
intended	intended	vvd	intended	intend	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
so	so	av	so	so	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
Without	Without	p-acp	Without	without	0
succession	succession	n1	succession	succession	0
;	;	;	;	;	0
his	his	po31	his	his	0
works	works	n2	works	work	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
moment	moment	n1	moment	moment	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
instant	instant	n-jn	instant	instant	0
.	.	.	.	.	1
The	The	dt	The	the	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Created	Created	vvn	Created	create	0
Things	Things	n2	Things	thing	0
is	is	vbz	is	be	0
twofold	twofold	j	twofold	twofold	0
.	.	.	.	.	1
General	General	n1	General	general	0
.	.	.	.	.	1
Particular	Particular	j	Particular	particular	0
.	.	.	.	.	1
The	The	dt	The	the	0
generall	generall	j	general	general	0
form	form	n1	from	form	0
is	is	vbz	is	be	0
Gods	Gods	ng1	Gods	god	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
ordered	ordered	j-vvn	ordered	order	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Although	Although	cs	Although	although	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
diverse	diverse	j	diverse	diverse	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
diverse	diverse	j	diverse	diverse	0
vertues	vertues	n2	virtues	virtue	0
and	and	cc	and	and	0
operations	operations	n2	operations	operation	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
all	all	d	all	all	0
sweetly	sweetly	av-j	sweetly	sweet	0
conspire	conspire	vvi	conspire	conspire	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
one	one	crd	one	one	0
exact	exact	j	exact	exact	0
harmony	harmony	n1	harmony	harmony	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
Instrument	Instrument	n1	Instrument	instrument	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
strings	strings	n2	strings	string	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
sounds	sounds	n2	sounds	sound	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
har	har	zz	har	har	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
together	together	av	together	together	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Their	Their	po32	Their	their	0
particular	particular	j	particular	particular	0
form	form	n1	from	form	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
power	power	n1	power	power	0
,	,	,	,	,	0
force	force	n1	force	force	0
or	or	cc	or	or	0
efficacy	efficacy	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
stampt	stampt	vvn	stamped	stamp	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
Creatures	Creatures	n2	Creatures	creature	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
kinds	kinds	n2	kinds	kind	0
,	,	,	,	,	0
accord	accord	vvi	accord	accord	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
particular	particular	j	particular	particular	0
beings	beings	n2	beings	being	0
and	and	cc	and	and	0
their	their	po32	their	their	0
conditions	conditions	n2	conditions	condition	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
creatures	creatures	n2	creatures	creature	0
are	are	vbr	are	be	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
abled	abled	j-vvn	abled	able	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
operations	operations	n2	operations	operation	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
this	this	d	this	this	0
ariseth	ariseth	vvz	arises	arise	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Generall	Generall	n1	General	general	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
entire	entire	j	entire	entire	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
naturall	naturall	j	natural	natural	0
power	power	n1	power	power	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
natures	natures	n2	nature's	nature	0
:	:	:	:	:	0
2.	2.	crd	2.	2.	1
Speciall	Speciall	j	Special	special	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
reasonable	reasonable	j	reasonable	reasonable	0
creature	creature	n1	creature	creature	0
endued	endued	vvn	endued	endue	0
with	with	p-acp	with	with	0
supernaturall	supernaturall	j	supernatural	supernatural	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
heavenly	heavenly	j	heavenly	heavenly	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
and	and	cc	and	and	0
true	true	j	true	true	0
holinesse	holinesse	n1	holiness	holiness	0
;	;	;	;	;	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
hence	hence	av	hence	hence	0
admire	admire	vvi	admire	admire	0
the	the	dt	the	the	0
wisdome	wisdome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
things	things	n2	things	thing	0
after	after	p-acp	after	after	0
such	such	d	such	such	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
form	form	n1	from	form	0
;	;	;	;	;	0
and	and	cc	and	and	0
cry	cry	vvb	cry	cry	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
David	David	np1	David	David	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
wonderfull	wonderfull	j	wonderful	wonderful	0
are	are	vbr	are	be	0
thy	thy	po21	thy	thy	0
works	works	n2	works	work	0
!	!	!	!	!	1
In	In	p-acp	In	in	0
wisdome	wisdome	n1	wisdom	wisdom	0
hast	hast	vh2	hast	have	0
thou	thou	pns21	thou	thou	0
made	made	vvn	made	make	0
them	them	pno32	them	they	0
all	all	d	all	all	0
.	.	.	.	.	1
God's	God's	npg1	God's	God	0
ultimate	ultimate	j	ultimate	ultimate	0
end	end	n1	end	end	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
,	,	,	,	,	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
own	own	d	own	own	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
(	(	(	(	(	0
1.	1.	crd	1.	1.	0
)	)	)	)	)	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
shewing	shewing	vvg	showing	show	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
unfold	unfold	vvi	unfold	unfold	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creature	Creature	n1	Creature	creature	0
.	.	.	.	.	1
Five	Five	crd	Five	five	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
revealed	revealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
about	about	p-acp	about	about	0
God	God	np1	God	God	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
1.20	1.20	crd	1.20	1.20	0
.	.	.	.	.	1
The	The	dt	The	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Isaiah	Isaiah	np1	Isaiah	Isaiah	0
bringeth	bringeth	vvz	brings	bring	0
many	many	d	many	many	0
proofs	proofs	n2	proofs	proof	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
difference	difference	n1	difference	difference	0
the	the	dt	the	the	0
true	true	j	true	true	0
God	God	np1	God	God	0
from	from	p-acp	from	from	0
Idols	Idols	n2	Idols	idol	0
and	and	cc	and	and	0
false	false	j	false	false	0
Gods.	Gods.	n2	Gods.	god	0
Isai.	Isai.	np1	Isai.	Isai.	1
41.26	41.26	crd	41.26	41.26	0
.	.	.	.	.	0
and	and	cc	and	and	0
Chap.	Chap.	np1	Chap.	Chap.	0
42.5	42.5	crd	42.5	42.5	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
The	The	dt	The	the	0
Eternity	Eternity	n1	Eternity	eternity	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
revealed	revealed	vvn	revealed	reveal	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
time	time	n1	time	time	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
Eternal	Eternal	j	Eternal	eternal	0
.	.	.	.	.	1
Thy	Thy	po21	Thy	thy	0
years	years	n2	years	year	0
are	are	vbr	are	be	0
throughout	throughout	p-acp	throughout	throughout	0
all	all	d	all	all	0
generations	generations	n2	generations	generation	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
hast	hast	n1	haste	haste	0
thou	thou	pns21	thou	thou	0
laid	laid	vvn	laid	lay	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
Psal.	Psal.	np1	Psal.	Psal.	1
102.24	102.24	crd	102.24	102.24	0
,	,	,	,	,	0
25.	25.	crd	25.	25.	0
3.	3.	crd	3.	3.	1
The	The	dt	The	the	0
Wisdome	Wisdome	n1	Wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
creating	creating	vvg	creating	create	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
numerable	numerable	j	numerable	numerable	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
things	things	n2	things	thing	0
is	is	vbz	is	be	0
revealed	revealed	vvn	revealed	reveal	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
orderly	orderly	j	orderly	orderly	0
disposing	disposing	n-vvg	disposing	dispose	0
of	of	pp-f	of	of	0
innu	innu	fw-fr	innu	innu	0
∣	∣	sy	∣	∣	0
merable	merable	j	merable	merable	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
giving	giving	vvg	giving	give	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
their	their	po32	their	their	0
natural	natural	j	natural	natural	0
perfections	perfections	n2	perfections	perfection	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
The	The	dt	The	the	0
Goodness	Goodness	n1	Goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
revealed	revealed	vvn	revealed	reveal	0
:	:	:	:	:	0
being	being	vbg	being	be	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
would	would	vmd	would	will	0
he	he	pns31	he	he	0
communi	communi	fw-la	communi	communi	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
his	his	po31	his	his	0
goodness	goodness	n1	goodness	goodness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Creature	Creature	n1	Creature	creature	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
need	need	n1	need	need	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
The	The	dt	The	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
nothing	nothing	pix	nothing	nothing	0
.	.	.	.	.	1
Rom.	Rom.	np1	Rom.	Rom.	0
1.20	1.20	crd	1.20	1.20	0
.	.	.	.	.	1
(	(	(	(	(	0
2.	2.	crd	2.	2.	0
)	)	)	)	)	1
That	That	cst	That	that	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
Man	Man	n1	Man	man	0
and	and	cc	and	and	0
Angels	Angels	n2	Angels	angel	0
)	)	)	)	)	0
might	might	vmd	might	may	0
give	give	vvi	give	give	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
name	name	n1	name	name	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
God	God	n1	God	god	0
;	;	;	;	;	0
The	The	dt	The	the	0
Creatures	Creatures	n2	Creatures	creature	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
kind	kind	n1	kind	kind	0
do	do	vdb	do	do	0
glorifie	glorifie	vvi	glorify	glorify	0
God	God	np1	God	God	0
their	their	po32	their	their	0
Creator	Creator	n1	Creator	creator	0
:	:	:	:	:	0
and	and	cc	and	and	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
notice	notice	n1	notice	notice	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
declare	declare	vvi	declare	declare	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
:	:	:	:	:	0
and	and	cc	and	and	0
whre	whre	c-crq	where	where	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
as	as	p-acp	as	as	0
Spectacles	Spectacles	n2	Spectacles	spectacle	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
Creatures	Creatures	n2	Creatures	creature	0
are	are	vbr	are	be	0
Doctores	Doctores	n2	Doctores	doctore	0
Theologici	Theologici	np1	Theologici	Theologici	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
Jacob's	Jacob's	npg1	Jacob's	Jacob	0
Ladder	Ladder	n1	Ladder	ladder	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
