PLutarke	PLutarke	np1	PLutarke	PLutarke	0
most	most	av-ds	most	most	0
lowly	lowly	av-j	lowly	low	0
present	present	vvi	present	present	0
/	/	/	/	/	0
and	and	cc	and	and	0
beseche	beseche	vvi	beseech	beseech	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
/	/	/	/	/	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
forthe	forthe	av	forth	forth	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
gracis	gracis	fw-la	gracis	gracis	0
fauour	fauour	n1	favour	favour	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
euer	euer	av	ever	ever	0
pray	pray	vvi	pray	pray	0
:	:	:	:	:	0
God	God	np1	God	God	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
almyghtye	almyghtye	j-jn	almighty	almighty	0
preserue	preserue	vvb	preserve	preserve	0
your	your	po22	your	your	0
royal	royal	j	royal	royal	0
maieste	maieste	n1	majesty	majesty	0
in	in	p-acp	in	in	0
mooste	mooste	ds	most	most	0
longe	longe	av-j	long	long	0
continuance	continuance	n1	continuance	continuance	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
welthe	welthe	n1	wealth	wealth	0
/	/	/	/	/	0
honour	honour	n1	honour	honour	0
/	/	/	/	/	0
glorye	glorye	n1	glory	glory	0
/	/	/	/	/	0
and	and	cc	and	and	0
grace	grace	n1	grace	grace	0
infinite	infinite	j	infinite	infinite	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
