DVTY	DVTY	n1	DVTY	dvty	0
writings	writings	n2-vvg	writings	write	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
stories	stories	n2	stories	story	0
of	of	pp-f	of	of	0
profane	profane	j	profane	profane	0
mens	mens	ng2	men's	man	0
liues	liues	n2	lives	life	0
,	,	,	,	,	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
lustful	lustful	j	lustful	lustful	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
invented	invented	vvd	invented	invent	0
fables	fables	n2	fables	fable	0
,	,	,	,	,	0
&	&	cc	&	and	0
tricks	tricks	n2	tricks	trick	0
of	of	pp-f	of	of	0
vaine	vaine	j	vain	vain	0
mens	mens	ng2	men's	man	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
helpe	helpe	vvb	help	help	0
to	to	pc-acp	to	to	0
builde	builde	vvi	build	build	0
the	the	dt	the	the	0
Babel	Babel	np1	Babel	Babel	0
of	of	pp-f	of	of	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
fortifie	fortifie	vvi	fortify	fortify	0
the	the	dt	the	the	0
Egypt	Egypt	np1	Egypt	Egypt	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
be	be	vbb	be	be	0
so	so	av	so	so	0
favourably	favourably	av-j	favourably	favourable	0
received	received	vvn	received	receive	0
&	&	cc	&	and	0
stu	stu	fw-ge	stu	stu	0
∣	∣	sy	∣	∣	0
died	died	vvd	died	die	0
on	on	p-acp	on	on	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
Christian	Christian	np1	Christian	Christian	0
doctrine	doctrine	n1	doctrine	doctrine	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
regarded	regarded	vvn	regarded	regard	0
of	of	pp-f	of	of	0
Christian	Christian	np1	Christian	Christian	0
men	men	n2	men	man	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
greate	greate	j	great	great	0
clerkes	clerkes	n2	clerks	clerk	0
and	and	cc	and	and	0
graue	graue	j	graven	grave	0
divines	divines	n2-jn	divines	divine	0
do	do	n1	doe	do	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
treasure	treasure	n1	treasure	treasure	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
studies	studies	n2	studies	study	0
bring	bring	vvb	bring	bring	0
their	their	po32	their	their	0
gold	gold	n1	gold	gold	0
and	and	cc	and	and	0
blew	blew	j-jn	blue	blue	0
silke	silke	n1	silk	silk	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
,	,	,	,	,	0
let	let	vvb	let	let	0
goates	goates	ng1	goats	goat	0
haire	haire	n1	hair	hair	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
younger	younger	jc	younger	young	0
and	and	cc	and	and	0
Poorer	Poorer	jc	Poorer	poor	0
men	men	n2	men	man	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
building	building	n1	building	building	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
offered	offered	vvn	offered	offer	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wil	wil	n1	will	will	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
requireth	requireth	vvz	requires	require	0
.	.	.	.	.	1
It	It	pn31	It	it	0
55	55	crd	55	55	0
skilleth	skilleth	vvz	skilleth	skill	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
prowde	prowde	j	proved	proud	0
and	and	cc	and	and	0
envious	envious	j	envious	envious	0
men	men	n2	men	man	0
iudge	iudge	vvi	judge	judge	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
.	.	.	.	.	1
The	The	dt	The	the	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
alwaies	alwaies	av	always	always	0
like	like	av-j	like	like	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
scorpion	scorpion	n1	scorpion	scorpion	0
like	like	av-j	like	like	0
scoffers	scoffers	n2	scoffers	scoffer	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
new	new	j	new	new	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
commō	commō	j	common	common	0
evil	evil	n-jn	evil	evil	0
of	of	pp-f	of	of	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
vie	vie	fw-fr	vie	vie	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
reigne	reigne	n1	reign	reign	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
doings	doings	n2-vdg	doings	do	0
in	in	p-acp	in	in	0
obloquje	obloquje	j	obloquje	obloquje	0
,	,	,	,	,	0
&	&	cc	&	and	0
eke	eke	av	eke	eke	0
to	to	p-acp	to	to	0
depratie	depratie	n1	depratie	depratie	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
saith	saith	vvz	says	say	0
:	:	:	:	:	0
(	(	(	(	(	0
ducunt	ducunt	fw-la	ducunt	ducunt	0
;	;	;	;	;	0
Vel	Vel	fw-la	Vel	vel	0
quia	quia	fw-la	quia	quia	0
nil	nil	fw-la	nil	nil	0
rectum	rectum	fw-la	rectum	rectum	0
,	,	,	,	,	0
nisi	nisi	fw-la	nisi	nisi	0
quod	quod	fw-la	quod	quod	0
placuit	placuit	n1	placuit	placuit	0
sibi	sibi	fw-la	sibi	sibi	0
,	,	,	,	,	0
...	...	...	...	...	1
Vel	Vel	fw-la	Vel	vel	0
quia	quia	fw-la	quia	quia	0
turpe	turpe	vvi	turpe	turpe	0
putant	putant	n1	putant	putant	0
parere	parere	fw-la	parere	parere	0
minoribus	minoribus	fw-la	minoribus	minoribus	0
.	.	.	.	.	0
either	either	av-d	either	either	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
count	count	vvb	count	count	0
nothing	nothing	pix	nothing	nothing	0
well	well	av	well	well	0
done	done	vdn	done	do	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
pleaseth	pleaseth	vvz	pleases	please	0
their	their	po32	their	their	0
hu	hu	uh	hu	hu	0
∣	∣	sy	∣	∣	0
mo	mo	dc	more	more	0
:	:	:	:	:	0
or	or	cc	or	or	0
else	else	av	else	else	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
foule	foule	j	foul	foul	0
disgrace	disgrace	n1	disgrace	disgrace	0
that	that	cst	that	that	0
their	their	po32	their	their	0
inferiours	inferiours	n2-jn	inferiors	inferior	0
should	should	vmd	should	shall	0
;	;	;	;	;	0
go	go	vvb	go	go	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
tedious	tedious	j	tedious	tedious	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
founde	founde	vvn	found	find	0
vndeserved	vndeserved	j	undeserved	undeserved	0
favour	favour	n1	favour	favour	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
so	so	av	so	so	0
,	,	,	,	,	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
othervvise	othervvise	av	otherwise	otherwise	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
this	this	d	this	this	0
litle	litle	j	little	little	0
fruite	fruite	n1	fruit	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wonted	wonted	j	wonted	wont	0
clemencie	clemencie	n1	clemency	clemency	0
&	&	cc	&	and	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
mite	mite	n1	mite	mite	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
willing	willing	j	willing	willing	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnfained	vnfained	j	unfeigned	unfeigned	0
good	good	j	good	good	0
will	will	n1	will	will	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therein	therein	av	therein	therein	0
allead	allead	vvi	allead	allead	0
∣	∣	sy	∣	∣	0
ged	ged	j	ged	ged	0
other	other	j-jn	other	other	0
authors	authors	n2	authors	author	0
beside	beside	p-acp	beside	beside	0
the	the	dt	the	the	0
holyscrip	holyscrip	n1	holyscrip	holyscrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
every	every	d	every	every	0
truth	truth	n1	truth	truth	0
confirmed	confirmed	vvn	confirmed	confirm	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
approved	approved	j-vvn	approved	approve	0
witnesses	witnesses	n2	witnesses	witness	0
.	.	.	.	.	1
I	I	pns11	I	i	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
heere	heere	av	here	here	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
good	good	j	good	good	0
desertes	desertes	n2	deserts	desert	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
man	man	n1	man	man	0
loueth	loueth	vvz	loves	love	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
praise	praise	n1	praise	praise	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
man	man	n1	man	man	0
indeede	indeede	av	indeed	indeed	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
mens	mens	ng2	men's	man	0
opinion	opinion	n1	opinion	opinion	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
accompted	accompted	vvn	accounted	account	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
as	as	p-acp	as	as	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
exalted	exalted	vvn	exalted	exalt	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
dignitie	dignitie	n1	dignity	dignity	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
learned	learned	j	learned	learned	0
young	young	j	young	young	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
lately	lately	av-j	lately	late	0
written	written	vvn	written	write	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
keeper	keeper	n1	keeper	keeper	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
vines	vines	n2	vines	vine	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
notable	notable	j	notable	notable	0
care	care	n1	care	care	0
vnder	vnder	p-acp	under	under	0
her	her	po31	her	her	0
Maiestie	Maiestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
provide	provide	vvi	provide	provide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
well-fare	well-fare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
so	so	av	so	so	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Lordes	Lordes	n2	Lords	lord	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
safety	safety	n1	safety	safety	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
giftes	giftes	n2	gifts	gift	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
setting	setting	n-vvg	setting	set	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
continu	continu	vvi	continue	continue	0
∣	∣	sy	∣	∣	0
al	al	d	all	all	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
church	church	n1	church	church	0
,	,	,	,	,	0
&	&	cc	&	and	0
finally	finally	av-j	finally	final	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
eternal	eternal	j	eternal	eternal	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
rits	rits	n2	rits	rite	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
And	And	cc	And	and	0
wher	wher	q-crq	where	where	0
∣	∣	sy	∣	∣	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
eternal	eternal	j	eternal	eternal	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
dition	dition	n1	dition	dition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
great	great	j	great	great	0
part	part	n1	part	part	0
through	through	p-acp	through	through	0
irreligious	irreligious	j	irreligious	irreligious	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
and	and	cc	and	and	0
atheisme	atheisme	n1	atheism	atheism	0
without	without	p-acp	without	without	0
either	either	d	either	either	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
or	or	cc	or	or	0
true	true	j	true	true	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
through	through	p-acp	through	through	0
affected	affected	j-vvn	affected	affect	0
ignorance	ignorance	n1	ignorance	ignorance	0
and	and	cc	and	and	0
obstinate	obstinate	j	obstinate	obstinate	0
frowardnesse	frowardnesse	n1	frowardness	forwardness	0
in	in	p-acp	in	in	0
Popish	Popish	j	Popish	popish	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
stomes	stomes	n2	stomes	stome	0
;	;	;	;	;	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
dayly	dayly	av-j	daily	daily	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
wake	wake	vvi	wake	wake	0
men	men	n2	men	man	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sleepe	sleepe	n1	sleep	sleep	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
voluptuous	voluptuous	j	voluptuous	voluptuous	0
living	living	n-vvg	living	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
word	word	n1	word	word	0
still	still	av	still	still	0
to	to	pc-acp	to	to	0
weaken	weaken	vvi	weaken	weaken	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
trueth	trueth	n1	truth	truth	0
while	while	cs	while	while	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
called	called	vvn	called	call	0
To	To	p-acp	To	to	0
day	day	n1	day	day	0
.	.	.	.	.	1
