THEY	THEY	pns32	THEY	they	0
dignities	dignities	n2	dignities	dignity	0
,	,	,	,	,	0
splendour	splendour	n1	splendour	splendour	0
and	and	cc	and	and	0
honours	honours	n2	honours	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
age	age	n1	age	age	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
tho	tho	cs	though	though	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
highly	highly	av-j	highly	high	0
valued	valued	vvn	valued	value	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
justly	justly	av-j	justly	just	0
be	be	vbi	be	be	0
born	born	vvn	born	bear	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
and	and	cc	and	and	0
perhaps	perhaps	av	perhaps	perhaps	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wished	wished	vvn	wished	wish	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
such	such	d	such	such	0
heavy	heavy	j	heavy	heavy	0
loads	loads	n2	loads	load	0
and	and	cc	and	and	0
burdens	burdens	n2	burdens	burden	0
are	are	vbr	are	be	0
many	many	d	many	many	0
times	times	n2	times	time	0
hinderance	hinderance	n1	hindrance	hindrance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prosperity	prosperity	n1	prosperity	prosperity	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
course	course	n1	course	course	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
grievous	grievous	j	grievous	grievous	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
loss	loss	n1	loss	loss	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
poor	poor	j	poor	poor	0
soul	soul	n1	soul	soul	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prevented	prevented	vvn	prevented	prevent	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
throwing	throwing	vvg	throwing	throw	0
o	o	fw-la	o	o	0
∣	∣	sy	∣	∣	0
ver-board	ver-board	n1	ver-board	ver-board	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
and	and	cc	and	and	0
Car	Car	n1	Car	car	0
∣	∣	sy	∣	∣	0
go	go	n1	go	go	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ship	Ship	n1	Ship	ship	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
doleful	doleful	j	doleful	doleful	0
Ship-wrecks	Ship-wrecks	n2	Shipwrecks	shipwreck	0
,	,	,	,	,	0
innumerable	innumerable	j	innumerable	innumerable	0
numbers	numbers	n2	numbers	number	0
of	of	pp-f	of	of	0
souls	souls	n2	souls	soul	0
are	are	vbr	are	be	0
observed	observed	vvn	observed	observe	0
to	to	pc-acp	to	to	0
perish	perish	vvi	perish	perish	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
swallowed	swallowed	vvn	swallowed	swallow	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deep	deep	j-jn	deep	deep	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
humane	humane	j	humane	humane	0
mise	mise	n2	mice	mouse	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
seeing	seeing	vvg	seeing	see	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
and	and	cc	and	and	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Masters	Masters	n2	Master's	master	0
and	and	cc	and	and	0
Pilots	Pilots	n2	Pilots	pilot	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bestir	bestir	vvi	bestir	bestir	0
themselves	themselves	px32	themselves	themselves	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
beaten	beaten	j-vvn	beaten	beat	0
Vessel	Vessel	n1	Vessel	vessel	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
observe	observe	vvb	observe	observe	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
concerned	concerned	vvn	concerned	concern	0
,	,	,	,	,	0
diligently	diligently	av-j	diligently	diligent	0
labouring	labouring	vvg	labouring	labour	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
;	;	;	;	;	0
tho	tho	cs	though	though	0
I	I	pns11	I	i	0
want	want	vvb	want	want	0
both	both	d	both	both	0
authority	authority	n1	authority	authority	0
and	and	cc	and	and	0
skill	skill	n1	skill	skill	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
amongst	amongst	p-acp	among	among	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
rule	rule	vvb	rule	rule	0
the	the	dt	the	the	0
Ship	Ship	n1	Ship	ship	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
num	num	n1	num	num	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
common	common	j	common	common	0
dan	dan	n1	dan	dan	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
,	,	,	,	,	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
idle	idle	j	idle	idle	0
spectators	spectators	n2	spectators	spectator	0
but	but	p-acp	but	but	0
busie	busie	j	busy	busy	0
in	in	p-acp	in	in	0
lending	lending	vvg	lending	lend	0
a	a	dt	a	a	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
assistant	assistant	n1	assistant	assistant	0
with	with	p-acp	with	with	0
fervent	fervent	j	fervent	fervent	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
and	and	cc	and	and	0
low	low	j	low	low	0
station	station	n1	station	station	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
humility	humility	n1	humility	humility	0
and	and	cc	and	and	0
modesty	modesty	n1	modesty	modesty	0
to	to	pc-acp	to	to	0
propose	propose	vvi	propose	propose	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
judged	judged	vvn	judged	judge	0
proper	proper	j	proper	proper	0
for	for	p-acp	for	for	0
remedying	remedying	vvg	remedying	remedy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
are	are	vbr	are	be	0
so	so	av	so	so	0
obvious	obvious	j	obvious	obvious	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
;	;	;	;	;	0
especially	especially	av-j	especially	especial	0
since	since	c-acp	since	since	0
we	we	pns12	we	we	0
bend	bend	vvb	bend	bend	0
our	our	po12	our	our	0
care	care	n1	care	care	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
admonishing	admonishing	vvg	admonishing	admonish	0
and	and	cc	and	and	0
help	help	vvb	help	help	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
unable	unable	j	unable	unable	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
higher	higher	jc	higher	high	0
and	and	cc	and	and	0
greater	greater	jc	greater	great	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
,	,	,	,	,	0
frequently	frequently	av-j	frequently	frequent	0
taught	taught	vvn	taught	teach	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
useful	useful	j	useful	useful	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
in	in	p-acp	in	in	0
general	general	n1	general	general	0
;	;	;	;	;	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
attain	attain	vvi	attain	attain	0
to	to	p-acp	to	to	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Points	Points	n2	Points	point	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
reckoned	reckoned	vvn	reckoned	reckon	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
sublime	sublime	j	sublime	sublime	0
truths	truths	n2	truths	truth	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
do	do	vdb	do	do	0
we	we	pns12	we	we	0
fear	fear	vvb	fear	fear	0
that	that	cst	that	that	0
these	these	d	these	these	0
our	our	po12	our	our	0
endeavours	endeavours	n2	endeavours	endeavour	0
will	will	vmb	will	will	0
seem	seem	vvi	seem	seem	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
seasonable	seasonable	j	seasonable	seasonable	0
or	or	cc	or	or	0
superfluous	superfluous	j	superfluous	superfluous	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
great	great	j	great	great	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
skilful	skilful	j	skilful	skilful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
instructing	instructing	vvg	instructing	instruct	0
and	and	cc	and	and	0
teaching	teaching	vvg	teaching	teach	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
living	living	vvg	living	live	0
;	;	;	;	;	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
rather	rather	av-c	rather	rather	0
confident	confident	j	confident	confident	0
that	that	cst	that	that	0
the	the	dt	the	the	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
derate	derate	n1	derate	derate	0
will	will	vmb	will	will	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
design	design	n1	design	design	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
any	any	d	any	any	0
hints	hints	n2	hints	hint	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
foreward	foreward	n1	forward	foreward	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
their	their	po32	their	their	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
kindly	kindly	av-j	kindly	kind	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
Storms	Storms	n2	Storms	storm	0
,	,	,	,	,	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Masters	Masters	n2	Master's	master	0
and	and	cc	and	and	0
Pilots	Pilots	n2	Pilots	pilot	0
,	,	,	,	,	0
receive	receive	vvb	receive	receive	0
sometimes	sometimes	av	sometime	sometime	0
good	good	j	good	good	0
advice	advice	n1	advice	advice	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Passengers	Passengers	n2	Passengers	passenger	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
then	then	av	then	then	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
learned	learned	vvn	learned	learn	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
and	and	cc	and	and	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
obtaining	obtaining	n-vvg	obtaining	obtain	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
the	the	dt	the	the	0
salva	salva	n1	salvam	salvam	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
souls	souls	n2	souls	soul	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
publick	publick	j	public	public	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
Tranquillity	Tranquillity	n1	Tranquillity	tranquillity	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
we	we	pns12	we	we	0
conceive	conceive	vvb	conceive	conceive	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
severe	severe	j	severe	severe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catholick	Catholick	njp	Catholic	catholic	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
endeavour	endeavour	vvb	endeavour	endeavour	0
the	the	dt	the	the	0
amend	amend	vvi	amend	amend	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lives	lives	n2	lives	life	0
and	and	cc	and	and	0
manners	manners	n2	manners	manner	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
and	and	cc	and	and	0
Precepts	Precepts	n2	Precepts	precept	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
constant	constant	j	constant	constant	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
praying	praying	vvg	praying	pray	0
against	against	p-acp	against	against	0
sin	sin	n1	since	sin	0
that	that	cst	that	that	0
endan	endan	n1	endan	endan	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
our	our	po12	our	our	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
eternal	eternal	j	eternal	eternal	0
life	life	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
happiness	happiness	n1	happiness	happiness	0
and	and	cc	and	and	0
bliss	bliss	n1	bliss	bliss	0
.	.	.	.	.	1
If	If	cs	If	if	0
these	these	d	these	these	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
purely	purely	av-j	purely	pure	0
,	,	,	,	,	0
religious	religious	j	religious	religious	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
holily	holily	av-j	holily	holy	0
set	set	vvn	set	set	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
procure	procure	vvi	procure	procure	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
through	through	p-acp	through	through	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Prophet	Prophet	n1	Prophet	prophet	0
does	does	vdz	does	do	0
assure	assure	vvi	assure	assure	0
us	us	pno12	us	we	0
:	:	:	:	:	0
Psal.	Psal.	np1	Psal.	Psal.	1
107.	107.	crd	107.	107.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
Men	Men	n2	Men	man	0
would	would	vmd	would	will	0
praise	praise	vvi	praise	praise	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
wonderful	wonderful	j	wondered	wonderful	0
works	works	n2	works	work	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
They	They	pns32	They	they	0
that	that	cst	that	that	0
go	go	vvb	go	go	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
in	in	p-acp	in	in	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
bu	bu	zz	bu	bu	0
∣	∣	sy	∣	∣	0
siness	siness	n1	siness	siness	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
waters	waters	n2	waters	water	0
:	:	:	:	:	0
These	These	d	These	these	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
wonders	wonders	n2	wonders	wonder	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deep	deep	j-jn	deep	deep	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
commandeth	commandeth	vvz	commands	command	0
and	and	cc	and	and	0
raiseth	raiseth	vvz	raiseth	raise	0
the	the	dt	the	the	0
stor	stor	n1	stor	stor	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
Wind	Wind	n1	Wind	wind	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lifteth	lifteth	vvz	lifts	lift	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
waves	waves	n2	waves	wave	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
They	They	pns32	They	they	0
mount	mount	vvb	mount	mount	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
they	they	pns32	they	they	0
go	go	vvb	go	go	0
down	down	a-acp	down	down	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gain	gain	n1	gain	gain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
depths	depths	n2	depths	depth	0
,	,	,	,	,	0
their	their	po32	their	their	0
soul	soul	n1	soul	soul	0
is	is	vbz	is	be	0
melted	melted	vvn	melted	melt	0
because	because	p-acp	because	because	0
of	of	pp-f	of	of	0
trouble	trouble	n1	trouble	trouble	0
.	.	.	.	.	1
They	They	pns32	They	they	0
reel	reel	vvb	reel	reel	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
fro	fro	av	from	fro	0
,	,	,	,	,	0
and	and	cc	and	and	0
stagger	stagger	vvi	stagger	stagger	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
drunken	drunken	j	drunken	drunken	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
wits	wits	n2	wits	wit	0
end	end	vvi	end	end	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
they	they	pns32	they	they	0
cry	cry	vvb	cry	cry	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
bringeth	bringeth	vvz	brings	bring	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
distresses	distresses	n2	distresses	distress	0
.	.	.	.	.	1
He	He	pns31	He	he	0
maketh	maketh	vvz	makes	make	0
the	the	dt	the	the	0
Storm	Storm	n1	Storm	storm	0
a	a	dt	a	a	0
Calm	Calm	j-jn	Calm	calm	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
waves	waves	n2	waves	wave	0
thereof	thereof	av	thereof	thereof	0
are	are	vbr	are	be	0
still	still	j	still	still	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
glad	glad	j	glad	glad	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
quiet	quiet	j-jn	quiet	quiet	0
;	;	;	;	;	0
so	so	av	so	so	0
he	he	pns31	he	he	0
bringeth	bringeth	vvz	brings	bring	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
desired	desired	j-vvn	desired	desire	0
haven	haven	n1	haven	haven	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
Men	Men	n2	Men	man	0
would	would	vmd	would	will	0
praise	praise	vvi	praise	praise	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
wonderful	wonderful	j	wondered	wonderful	0
works	works	n2	works	work	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Chilren	Chilren	n2	Children	child	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
them	them	pno32	them	they	0
exalt	exalt	vvi	exalt	exalt	0
him	him	pno31	him	he	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Congregati	Congregati	n1	Congregati	congregati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
People	People	n1	People	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
praise	praise	vvi	praise	praise	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Assembly	Assembly	n1	Assembly	assembly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
El	El	fw-es	El	el	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
.	.	.	.	.	1
Whose	Whose	r-crq	Whose	who	0
is	is	vbz	is	be	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
observe	observe	vvi	observe	observe	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
even	even	av	even	even	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	vvi	stand	stand	0
the	the	dt	the	the	0
loving	loving	j-vvg	loving	love	0
kindness	kindness	n1	kindness	kindness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
