LOVING	LOVING	vvg	LOVING	love	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
languages	languages	n2	languages	language	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
tolde	tolde	vvn	told	tell	0
are	are	vbr	are	be	0
many	many	d	many	many	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
againste	againste	p-acp	against	against	0
the	the	dt	the	the	0
proclamation	proclamation	n1	proclamation	proclamation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
assure	assure	vvi	assure	assure	0
you	you	pn22	you	you	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
sharpe	sharpe	j	sharp	sharp	0
,	,	,	,	,	0
bitter	bitter	j	bitter	bitter	0
,	,	,	,	,	0
and	and	cc	and	and	0
odious	odious	j	odious	odious	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
I	I	pns11	I	i	0
thinck	thinck	vvb	think	think	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
papistes	papistes	njp2	papists	papist	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
writer	writer	n1	writer	writer	0
pretende	pretende	vvb	pretend	pretend	0
great	great	j	great	great	0
modestie	modestie	n1	modesty	modesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
doeth	doeth	vdz	doth	do	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
vse	vse	vvi	use	use	0
open	open	j	open	open	0
raylinge	raylinge	j-vvg	railing	rail	0
tearmes	tearmes	n2	terms	term	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
close	close	j	close	close	0
,	,	,	,	,	0
fluente	fluente	fw-la	fluente	fluente	0
,	,	,	,	,	0
and	and	cc	and	and	0
cutting	cutting	vvg	cutting	cut	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
discussing	discussing	vvg	discussing	discuss	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
saide	saide	j-vvn	said	say	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
curious	curious	j	curious	curious	0
perticularities	perticularities	n2	perticularities	perticularity	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
pretending	pretending	vvg	pretending	pretend	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
all	all	d	all	all	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
cronicles	cronicles	n2	chronicles	chronicle	0
,	,	,	,	,	0
and	and	cc	and	and	0
recordes	recordes	n2	records	record	0
,	,	,	,	,	0
he	he	pns31	he	he	0
filleth	filleth	vvz	fills	fill	0
his	his	po31	his	his	0
reader	reader	n1	reader	reader	0
with	with	p-acp	with	with	0
infinite	infinite	j	infinite	infinite	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
al	al	d	all	all	0
through	through	p-acp	through	through	0
out	out	av	out	out	0
.	.	.	.	.	1
More	More	n1	More	moor	0
ouer	ouer	p-acp	over	over	0
he	he	pns31	he	he	0
putteth	putteth	vvz	putteth	put	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
proclamatiō	proclamatiō	n1	proclamation	proclamation	0
turned	turned	vvn	turned	turn	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
latin	latin	jp	latin	latin	0
by	by	p-acp	by	by	0
partes	partes	n2	parts	part	0
or	or	cc	or	or	0
Sections	Sections	n2	Sections	section	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
curiositie	curiositie	n1	curiosity	curiosity	0
,	,	,	,	,	0
that	that	cst	that	that	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
come	come	vvb	come	come	0
out	out	av	out	out	0
before	before	p-acp	before	before	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
serued	serued	vvd	served	serve	0
not	not	xx	not	not	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
awswereth	awswereth	vvz	awswereth	awswer	0
the	the	dt	the	the	0
same	same	d	same	same	0
by	by	p-acp	by	by	0
seue	seue	crd	seue	seven	0
∣	∣	sy	∣	∣	0
rall	rall	av	rall	rall	0
eades	eades	vvz	eades	eade	0
distinstely	distinstely	av-j	distinstely	distinste	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
he	he	pns31	he	he	0
putteth	putteth	vvz	putteth	put	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
Latyn	Latyn	jp	Latin	latin	0
the	the	dt	the	the	0
articles	articles	n2	articles	article	0
annexed	annexed	vvn	annexed	annex	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
commission	commission	n1	commission	commission	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
struction	struction	n1	struction	struction	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
commissioners	commissioners	n2	commissioners	commissioner	0
,	,	,	,	,	0
How	How	c-crq	How	how	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
iudgemēte	iudgemēte	n1	judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
censure	censure	vvi	censure	censure	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
He	He	pns31	He	he	0
puteth	puteth	vvz	putteth	put	0
downe	downe	a-acp	down	down	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
awnswere	awnswere	n1	awnswere	answer	0
a	a	dt	a	a	0
lettre	lettre	n1	lettre	letter	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
L.	L.	n1	L.	lord	0
Treasurers	Treasurers	n2	Treasurers	treasurer	0
writte	writte	vvn	written	write	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
hande	hande	n1	hand	hand	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
fellow	fellow	n1	fellow	fellow	0
anoucheth	anoucheth	vvz	avoucheth	avouch	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
westminster	westminster	n1	westminster	westminster	0
the	the	dt	the	the	0
tenth	tenth	ord	tenth	ten	0
of	of	pp-f	of	of	0
lanuarie	lanuarie	n1	lanuarie	lanuarie	0
laste	laste	ord	laste	last	0
paste	paste	n1	past	paste	0
vnto	vnto	p-acp	unto	unto	0
one	one	crd	one	one	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
love	love	n1	love	love	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
extracte	extracte	n1	extract	extract	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
.	.	.	.	.	1
The	The	dt	The	the	0
writer	writer	n1	writer	writer	0
nameth	nameth	vvz	names	name	0
himself	himself	px31	himself	himself	0
Ihon	Ihon	np1	Ihon	Ihon	0
Philopatris	Philopatris	np1	Philopatris	Philopatris	0
prieste	prieste	n1	priest	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
divine	divine	j-jn	divine	divine	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
studied	studied	vvn	studied	study	0
at	at	p-acp	at	at	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
and	and	cc	and	and	0
descended	descended	vvn	descended	descend	0
in	in	p-acp	in	in	0
tymes	tymes	n2	times	time	0
paste	paste	j	past	past	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
reade	reade	vvi	read	read	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
some	some	d	some	some	0
xviij	xviij	crd	xviij	eighteen	0
.	.	.	.	.	0
or	or	cc	or	or	0
twen	twen	vvn	twen	twen	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
leaues	leaues	n2	leaves	leaf	0
of	of	pp-f	of	of	0
printed	printed	j-vvn	printed	print	0
paper	paper	n1	paper	paper	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
)	)	)	)	)	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
lined	lined	vvn	lined	line	0
lately	lately	av-j	lately	late	0
in	in	p-acp	in	in	0
Inglande	Inglande	np1	Inglande	Inglande	0
,	,	,	,	,	0
or	or	cc	or	or	0
is	is	vbz	is	be	0
very	very	av	very	very	0
extraordina	extraordina	j	extraordina	extraordina	0
∣	∣	sy	∣	∣	0
rily	rily	av-jn	rily	ry	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
affayres	affayres	n2	affairs	affair	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sider	sider	vvb	sider	sider	0
that	that	cst	that	that	0
Philopatris	Philopatris	np1	Philopatris	Philopatris	0
in	in	p-acp	in	in	0
greeke	greeke	jp	greek	greek	0
signifieth	signifieth	vvz	signifies	signify	0
a	a	dt	a	a	0
louer	louer	n1	lover	lover	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
frinde	frinde	n1	friend	friend	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
country	country	n1	country	country	0
,	,	,	,	,	0
I	I	pns11	I	i	0
easily	easily	av-j	easily	easy	0
see	see	vvb	see	see	0
that	that	cst	that	that	0
the	the	dt	the	the	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
borowed	borowed	vvn	borrowed	borrow	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
theire	theire	po32	their	their	0
sense	sense	n1	sense	sense	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Inglish	Inglish	np1	Inglish	Inglish	0
papistes	papistes	njp2	papists	papist	0
,	,	,	,	,	0
that	that	cst	that	that	0
live	live	vvb	live	live	0
here	here	av	here	here	0
abrode	abrode	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
accompte	accompte	n1	accompt	account	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
.	.	.	.	.	1
More	More	n1	More	moor	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
write	write	vvi	write	write	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
Italie	Italie	np1	Italie	Italy	0
,	,	,	,	,	0
and	and	cc	and	and	0
namely	namely	av	namely	namely	0
from	from	p-acp	from	from	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
or	or	cc	or	or	0
Padua	Padua	np1	Padua	Padua	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
here	here	av	here	here	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
stay	stay	vvi	stay	stay	0
onely	onely	av-j	only	only	0
vntill	vntill	p-acp	until	until	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
come	come	vvb	come	come	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
sende	sende	vvi	send	send	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
copie	copie	n1	copy	copy	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
yf	yf	cs	if	if	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
present	present	vvi	present	present	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
master	master	n1	master	master	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
name	name	n1	name	name	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
the	the	dt	the	the	0
exstract	exstract	n-jn	exstract	exstract	0
thereof	thereof	av	thereof	thereof	0
that	that	cst	that	that	0
now	now	av	now	now	0
I	I	pns11	I	i	0
send	send	vvb	send	send	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
tooth	tooth	n1	tooth	tooth	0
and	and	cc	and	and	0
stomack	stomack	n1	stomach	stomach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
writer	writer	n1	writer	writer	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
specially	specially	av-j	specially	special	0
great	great	j	great	great	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
lordship	lordship	n1	lordship	lordship	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
toucheth	toucheth	vvz	touches	touch	0
him	him	pno31	him	he	0
so	so	av	so	so	0
bitterly	bitterly	av-j	bitterly	bitter	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
many	many	d	many	many	0
places	places	n2	places	place	0
(	(	(	(	(	0
estee	estee	n1	estee	estee	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
bloudshedd	bloudshedd	vvb	bloudshedd	bloudshedd	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
partie	partie	n1	party	party	0
)	)	)	)	)	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
and	and	cc	and	and	0
half	half	j-jn	half	half	0
afraide	afraide	j	afraid	afraid	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
sholde	sholde	vmd	should	shall	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
honour	honour	n1	honour	honour	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
behalf	behalf	n1	behalf	behalf	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
dewtie	dewtie	n1	duty	duty	0
and	and	cc	and	and	0
allegeance	allegeance	n1	allegiance	allegiance	0
but	but	p-acp	but	but	0
aduertise	aduertise	vvi	advertise	advertise	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
abbreuiation	abbreuiation	n1	abbreviation	abbreviation	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
out	out	av	out	out	0
euery	euery	d	every	every	0
thinge	thinge	n1	thing	thing	0
as	as	c-acp	as	as	0
neer	neer	av-j	near	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
cā	cā	vmb	can	can	0
in	in	p-acp	in	in	0
sense	sense	n1	sense	sense	0
though	though	cs	though	though	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
wordes	wordes	n2	words	word	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
it	it	pn31	it	it	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
more	more	av-dc	more	more	0
sweete	sweete	j	sweet	sweet	0
,	,	,	,	,	0
and	and	cc	and	and	0
temperate	temperate	j	temperate	temperate	0
manner	manner	n1	manner	manner	0
also	also	av	also	also	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uers	uers	zz	uers	uers	0
tymes	tymes	n2	times	time	0
,	,	,	,	,	0
then	then	av	then	then	0
there	there	a-acp	there	there	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sett	sett	vvn	set	set	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
culling	culling	vvg	culling	cull	0
out	out	av	out	out	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
heades	heades	n2	heads	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
principal	principal	j-jn	principal	principal	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
vtterly	vtterly	av-j	utterly	utter	0
the	the	dt	the	the	0
discourses	discourses	n2	discourses	discourse	0
,	,	,	,	,	0
declarations	declarations	n2	declarations	declaration	0
,	,	,	,	,	0
and	and	cc	and	and	0
proofes	proofes	n2	proofs	proof	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
wich	wich	r-crq	which	which	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
more	more	av-dc	more	more	0
pearcing	pearcing	vvg	piercing	pierce	0
,	,	,	,	,	0
plausible	plausible	j	plausible	plausible	0
,	,	,	,	,	0
and	and	cc	and	and	0
popular	popular	j	popular	popular	0
then	then	av	then	then	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
be	be	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
word	word	n1	word	word	0
beleeue	beleeue	vvi	believe	believe	0
yow	yow	pn22	you	you	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
pestilent	pestilent	j	pestilent	pestilent	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
aduertise	aduertise	vvi	advertise	advertise	0
his	his	po31	his	his	0
lordship	lordship	n1	lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
commend	commend	vvb	commend	commend	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
with	with	p-acp	with	with	0
continuing	continuing	vvg	continuing	continue	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
honors	honors	n2	honours	honour	0
good	good	j	good	good	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
euer	euer	av	ever	ever	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
deserue	deserue	vvi	deserve	deserve	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
I	I	pns11	I	i	0
commyt	commyt	vvb	commit	commit	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
Augusta	Augusta	np1	Augusta	Augusta	0
this	this	d	this	this	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
gust	gust	n1	gust	gust	0
.	.	.	.	.	1
1592.	1592.	crd	1592.	1592.	1
