1.	1.	crd	1.	1.	1
offēces	offēces	n2	offences	offence	0
?	?	?	?	?	1
Therfor	Therfor	av	Therefore	therefore	0
(	(	(	(	(	0
ô	ô	uh	o	o	0
blessed	blessed	j-vvn	blessed	bless	0
virgin	virgin	n1	virgin	virgin	0
)	)	)	)	)	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
slaue	slaue	n1	slave	slave	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
I	I	pns11	I	i	0
prostrate	prostrate	vvb	prostrate	prostrate	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
wretched	wretched	j	wretched	wretched	0
&	&	cc	&	and	0
sinfull	sinfull	j	sinful	sinful	0
creature	creature	n1	creature	creature	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
confounded	confounded	j-vvn	confounded	confound	0
and	and	cc	and	and	0
oppressed	oppressed	vvn	oppressed	oppress	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
imperfections	imperfections	n2	imperfections	imperfection	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
fects	fects	vvz	fects	fect	0
,	,	,	,	,	0
voide	voide	j	void	void	0
of	of	pp-f	of	of	0
merits	merits	n2	merits	merit	0
,	,	,	,	,	0
destitut	destitut	j	destitute	destitute	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
charged	charged	vvd	charged	charge	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
dreadfull	dreadfull	j	dreadful	dreadful	0
assaultes	assaultes	n2	assaults	assault	0
&	&	cc	&	and	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
chinations	chinations	n2	chinations	chination	0
of	of	pp-f	of	of	0
powerfull	powerfull	j	powerful	powerful	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
they	they	pns32	they	they	0
to	to	p-acp	to	to	0
stronge	stronge	j	strong	strong	0
to	to	pc-acp	to	to	0
offend	offend	vvi	offend	offend	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
to	to	p-acp	to	to	0
weake	weake	j	weak	weak	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
thy	thy	po21	thy	thy	0
helpe	helpe	n1	help	help	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
.	.	.	.	.	1
We	We	pns12	We	we	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
Sub	Sub	fw-la	Sub	sub	0
tuum	tuum	fw-la	tuum	tuum	0
praesidium	praesidium	fw-la	praesidium	praesidium	0
confugimus	confugimus	fw-la	confugimus	confugimus	0
sancta	sancta	fw-la	sancta	sancta	0
Dei	Dei	fw-la	Dei	dei	0
genitrix	genitrix	fw-la	genitrix	genitrix	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
flie	flie	vvb	fly	fly	0
vnder	vnder	p-acp	under	under	0
thy	thy	po21	thy	thy	0
saue	saue	vvi	save	save	0
∣	∣	sy	∣	∣	0
gard	gard	n1	guard	guard	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
none	none	pi	none	none	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
relyed	relyed	vvd	relied	rely	0
vpon	vpon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
was	was	vbds	was	be	0
frustrated	frustrated	vvn	frustrated	frustrate	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
expe	expe	n1	expe	expe	0
∣	∣	sy	∣	∣	0
ctation	ctation	n1	ctation	ctation	0
,	,	,	,	,	0
none	none	pix	none	none	0
was	was	vbds	was	be	0
euer	euer	av	ever	ever	0
deceaued	deceaued	vvn	deceived	deceive	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
none	none	pix	none	none	0
was	was	vbds	was	be	0
euer	euer	av	ever	ever	0
cōfounded	cōfounded	vvn	confounded	confound	0
or	or	cc	or	or	0
discomforted	discomforted	j-vvn	discomforted	discomfort	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
fled	fled	vvd	fled	flee	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
intercessi	intercessi	n1	intercessi	intercessi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
holy	holy	j	holy	holy	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
hath	hath	vhz	hath	have	0
proued	proued	vvn	proved	prove	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
holy	holy	j	holy	holy	0
sainctes	sainctes	n2	saints	saint	0
,	,	,	,	,	0
that	that	cst	that	that	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
solemnly	solemnly	av-j	solemnly	solemn	0
auouched	auouched	vvn	avouched	avouch	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	1
Thou	Thou	pns21	Thou	thou	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
onlyAug	onlyAug	n1	onlyAug	onlyaug	0
.	.	.	.	.	0
ser	ser	zz	ser	ser	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
de	de	fw-la	de	de	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
nunc	nunc	fw-la	nunc	nunc	0
.	.	.	.	.	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
ôS	ôS	np1	ôS	ôS	0
.	.	.	.	.	1
Ephrē	Ephrē	n2	Ephren	ephren	0
de	de	dt	the	the	0
laud	laud	n1	laud	laud	0
.	.	.	.	.	1
B.	B.	np1	B.	B.	0
Mariae	Mariae	np1	Mariae	Mariae	0
.	.	.	.	.	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
ôDamasc	ôDamasc	np1	ôDamasc	ôDamasc	0
.	.	.	.	.	0
orat	orat	j	orat	orat	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
de	de	dt	the	the	0
Assump	Assump	n1	Assump	assump	0
.	.	.	.	.	0
ocean	ocean	n1	ocean	ocean	0
&	&	cc	&	and	0
gulfe	gulfe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
Thou	Thou	pns21	Thou	thou	0
ôDamasc	ôDamasc	np1	ôDamasc	ôDamasc	0
.	.	.	.	.	0
orat	orat	j	orat	orat	0
2.	2.	crd	2.	2.	0
dormit	dormit	fw-la	dormit	dormit	0
.	.	.	.	.	1
Virg.	Virg.	np1	Virg.	Virg.	0
liuing	liuing	vvg	living	live	0
arke	arke	n1	ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
God	God	np1	God	God	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
Epiph.	Epiph.	np1	Epiph.	Epiph.	0
l.	l.	n1	l.	l.	0
3.	3.	crd	3.	3.	1
Hier.	Hier.	np1	Hier.	Hier.	0
78	78	crd	78	78	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
liuing	liuing	j-vvg	living	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
broughtest	broughtest	vvd2	broughtest	bring	0
forth	forth	av	forth	forth	0
life	life	n1	life	life	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
ThouCyril	ThouCyril	np1	ThouCyril	ThouCyril	0
.	.	.	.	.	1
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
lex	lex	fw-la	lex	lex	0
.	.	.	.	.	0
hom	hom	uh	hom	hom	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	0
the	the	dt	the	the	0
pretious	pretious	j	precious	precious	0
mar	mar	vvb	mar	mar	0
∣	∣	sy	∣	∣	0
guerit	guerit	fw-la	guerit	guerit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
inextinguible	inextinguible	j	inextinguible	inextinguible	0
light	light	n1	light	light	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
virginitie	virginitie	n1	virginity	virginity	0
,	,	,	,	,	0
the	the	dt	the	the	0
scepter	scepter	n1	sceptre	sceptre	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
dissoluble	dissoluble	j	dissoluble	dissoluble	0
temple	temple	n1	temple	temple	0
containing	containing	vvg	containing	contain	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
no	no	av-dx	no	no	0
where	where	q-crq	where	where	0
contained	contained	vvd	contained	contain	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
ôIerem	ôIerem	np1	ôIerem	ôIerem	0
.	.	.	.	.	0
adu	adu	fw-la	adu	adu	0
.	.	.	.	.	1
Iouiu	Iouiu	np1	Iouiu	Iouiu	0
.	.	.	.	.	1
East	East	n1	East	east	0
gate	gate	n1	gate	gate	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
shut	shut	vvn	shut	shut	0
,	,	,	,	,	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
shining	shining	vvg	shining	shine	0
,	,	,	,	,	0
bringing	bringing	vvg	bringing	bring	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
of	of	pp-f	of	of	0
holies	holies	n2-jn	holies	holy	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
ôS	ôS	n1	ôS	ôs	0
.	.	.	.	.	1
Greg.	Greg.	np1	Greg.	Greg.	0
in	in	p-acp	in	in	0
1.	1.	crd	1.	1.	1
Reg.	Reg.	np1	Reg.	Reg.	0
mountaine	mountaine	n1	mountain	mountain	0
which	which	r-crq	which	which	0
far	far	av-j	far	far	0
surpassest	surpassest	vv2	surpassest	surpass	0
in	in	p-acp	in	in	0
height	height	n1	height	height	0
,	,	,	,	,	0
all	all	d	all	all	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
creatures	creatures	n2	creatures	creature	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
Rup	Rup	uh	Rup	rup	0
.	.	.	.	.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
in	in	p-acp	in	in	0
cant	cant	vvi	cant	cant	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
the	the	dt	the	the	0
queene	queene	n1	queen	queen	0
of	of	pp-f	of	of	0
Sainctes	Sainctes	n2	Saints	saint	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
earth	earth	n1	earth	earth	0
the	the	dt	the	the	0
queene	queene	n1	queen	queen	0
of	of	pp-f	of	of	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
.	.	.	.	.	1
Finallie	Finallie	av-j	Finally	final	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
she	she	pns31	she	she	0
,	,	,	,	,	0
then	then	cs	then	than	0
whichS	whichS	n2-j	whichS	whichs	0
.	.	.	.	.	1
Chry.	Chry.	np1	Chry.	Chry.	0
ser	ser	zz	ser	ser	0
.	.	.	.	.	0
de	de	fw-mi	de	de	0
Natiuit	Natiuit	fw-la	Natiuit	natiuit	0
.	.	.	.	.	0
nothing	nothing	pix	nothing	nothing	0
was	was	vbds	was	be	0
euer	euer	av	ever	ever	0
seene	seene	vvn	seen	see	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
she	she	pns31	she	she	0
who	who	r-crq	who	who	0
only	only	av-j	only	only	0
surpassest	surpassest	vv2	surpassest	surpass	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uen	uen	n1	uen	uen	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
holie	holie	j	holy	holy	0
then	then	cs	then	than	0
thou	thou	pns21	thou	thou	0
?	?	?	?	?	1
Not	Not	xx	Not	not	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
not	not	xx	not	not	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
not	not	xx	not	not	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
,	,	,	,	,	0
not	not	xx	not	not	0
Patriarkes	Patriarkes	n2	Patriarchs	patriarch	0
,	,	,	,	,	0
not	not	xx	not	not	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
not	not	xx	not	not	0
Dominations	Dominations	n2	Dominations	domination	0
,	,	,	,	,	0
not	not	xx	not	not	0
Seraphins	Seraphins	n2	Seraphins	seraphin	0
,	,	,	,	,	0
not	not	xx	not	not	0
Cheru	Cheru	np1	Cheru	Cheru	0
∣	∣	sy	∣	∣	0
bins	bins	n2	bins	bin	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
visible	visible	j	visible	visible	0
or	or	cc	or	or	0
inuisible	inuisible	j	invisible	invisible	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
more	more	av-dc	more	more	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	j	cellent	cellent	0
then	then	av	then	then	0
thou	thou	pns21	thou	thou	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
Marie	Marie	uh	Marry	marie	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
his	his	po31	his	his	0
mother	mother	n1	mother	mother	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
begotten	begotten	vvn	begotten	beget	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
father	father	n1	father	father	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
begininges	begininges	n2	beginnings	beginning	0
.	.	.	.	.	1
Will	Will	n1	Will	will	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
how	how	q-crq	how	how	0
far	far	av-j	far	far	0
thou	thou	pns21	thou	thou	0
excellest	excellest	vv2	excellest	excell	0
all	all	d	all	all	0
celestiall	celestiall	j	celestial	celestial	0
powers	powers	n2	powers	power	0
?	?	?	?	?	1
These	These	np1	These	Theise	0
with	with	p-acp	with	with	0
feare	feare	n1	fear	fear	0
and	and	cc	and	and	0
trembling	trembling	j-vvg	trembling	tremble	0
stand	stand	n1	stand	stand	0
hiding	hiding	vvg	hiding	hide	0
their	their	po32	their	their	0
face	face	n1	face	face	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
doost	doost	vd2	dost	do	0
offer	offer	vvi	offer	offer	0
vp	vp	a-acp	up	up	0
mankind	mankind	n1	mankind	mankind	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
whome	whome	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
begotten	begotten	vvn	begotten	beget	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
obtaine	obtaine	vvb	obtain	obtain	0
the	the	dt	the	the	0
pardon	pardon	n1	pardon	pardon	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
offences	offences	n2	offences	offence	0
.	.	.	.	.	1
I	I	pns11	I	i	0
therfore	therfore	av	therefore	therefore	0
thy	thy	po21	thy	thy	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
worthy	worthy	j-jn	worthy	worthy	0
suppliant	suppliant	j-jn	suppliant	suppliant	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
here	here	av	here	here	0
present	present	j	present	present	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
vnto	vnto	p-acp	unto	unto	0
thy	thy	po21	thy	thy	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
and	and	cc	and	and	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bor	bor	uh	bor	bour	0
(	(	(	(	(	0
though	though	cs	though	though	0
far	far	av-j	far	far	0
vnworthy	vnworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
patronage	patronage	n1	patronage	patronage	0
)	)	)	)	)	0
beseeching	beseeching	vvg	beseeching	beseech	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
thy	thy	po21	thy	thy	0
fauora	fauora	n1	fauora	fauora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
assistance	assistance	n1	assistance	assistance	0
(	(	(	(	(	0
O	O	uh	Oh	oh	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
virgin	virgin	n1	virgin	virgin	0
)	)	)	)	)	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reclayming	reclayming	vvg	reclaiming	reclaim	0
of	of	pp-f	of	of	0
deceaued	deceaued	vvn	deceived	deceive	0
soules	soules	n2	souls	soul	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sheepfould	sheepfould	j	sheepfould	sheepfould	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
confusion	confusion	n1	confusion	confusion	0
of	of	pp-f	of	of	0
Heretiques	Heretiques	n2	Heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
conso	conso	fw-la	conso	conso	0
∣	∣	sy	∣	∣	0
lation	lation	n1	lation	lation	0
of	of	pp-f	of	of	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
detection	detection	n1	detection	detection	0
of	of	pp-f	of	of	0
falsitie	falsitie	n1	falsity	falsity	0
,	,	,	,	,	0
and	and	cc	and	and	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
verity	verity	n1	verity	verity	0
;	;	;	;	;	0
and	and	cc	and	and	0
last	last	ord	last	last	0
∣	∣	sy	∣	∣	0
lie	lie	vvb	lie	lie	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
B.	B.	np1	B.	B.	0
Sonne	Sonne	n1	Son	son	0
,	,	,	,	,	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
be	be	vbb	be	be	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
world	world	n1	world	world	0
without	without	p-acp	without	without	0
end	end	n1	end	end	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
