REmēbring	REmēbring	vvg	Remembering	remember	0
ledde	ledde	vvn	led	lead	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
vvil	vvil	vmb	will	will	0
so	so	av	so	so	0
play	play	vvi	play	play	0
the	the	dt	the	the	0
gnatoes	gnatoes	n2	gnato's	gnato	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
behinde	behinde	p-acp	behind	behind	0
my	my	po11	my	my	0
backe	backe	n1	back	back	0
:	:	:	:	:	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
altogither	altogither	av	altogether	altogether	0
moued	moued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
enterprise	enterprise	n1	enterprise	enterprise	0
.	.	.	.	.	1
I	I	pns11	I	i	0
(	(	(	(	(	0
though	though	cs	though	though	0
rude	rude	j	rude	rude	0
)	)	)	)	)	0
haue	haue	vhi	have	have	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
vppon	vppon	p-acp	upon	upon	0
any	any	d	any	any	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
prody	prody	n1	prody	prody	0
∣	∣	sy	∣	∣	0
gall	gall	n1	gall	gall	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
most	most	av-ds	most	most	0
humblie	humblie	av-j	humbly	humble	0
haue	haue	vhi	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
bending	bending	vvg	bending	bend	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
humilitie	humilitie	n1	humility	humility	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
bide	bide	vvi	bide	bide	0
the	the	dt	the	the	0
gentle	gentle	j	gentle	gentle	0
correction	correction	n1	correction	correction	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
offēded	offēded	vvn	offended	offend	0
therby	therby	av	thereby	thereby	0
(	(	(	(	(	0
vvhich	vvhich	r-crq	which	which	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
)	)	)	)	)	0
And	And	cc	And	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
bee	bee	vbi	be	be	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
lacke	lacke	vvi	lack	lack	0
the	the	dt	the	the	0
vvorldes	vvorldes	ng1	worlds	worlds	0
goodes	goodes	n2-j	goods	good	0
to	to	pc-acp	to	to	0
lyue	lyue	vvi	live	live	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
doe	doe	vdb	do	do	0
novv	novv	av	now	now	0
and	and	cc	and	and	0
then	then	av	then	then	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bide	bide	vvi	bide	bide	0
the	the	dt	the	the	0
bitternesse	bitternesse	n1	bitterness	bitterness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
of	of	pp-f	of	of	0
pouertie	pouertie	n1	poverty	poverty	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
what	what	q-crq	what	what	0
then	then	av	then	then	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
clavv	clavv	n1	claw	claw	0
∣	∣	sy	∣	∣	0
backe	backe	av	back	back	0
of	of	pp-f	of	of	0
heritickes	heritickes	n2	heritickes	heriticke	0
.	.	.	.	.	1
A	A	dt	A	a	0
clavvbacke	clavvbacke	n1	clavvbacke	clavvbacke	0
I	I	pns11	I	i	0
abhorre	abhorre	vvb	abhor	abhor	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
an	an	dt	and	a	0
heriticke	heriticke	n1	heriticke	heriticke	0
also	also	av	also	also	0
:	:	:	:	:	0
the	the	dt	the	the	0
vvant	vvant	n1	want	want	0
of	of	pp-f	of	of	0
liuing	liuing	vvg	living	live	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thanke	thanke	vvb	thank	thank	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
vvere	vvere	vbdr	were	be	0
his	his	po31	his	his	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
I	I	pns11	I	i	0
shuld	shuld	vmd	should	shall	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
inough	inough	av-d	enough	enough	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
seeke	seeke	vvb	seek	seek	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
flatterie	flatterie	n1	flattery	flattery	0
,	,	,	,	,	0
neyther	neyther	av-dx	neither	neither	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
a	a	dt	a	a	0
flatterer	flatterer	n1	flatterer	flatterer	0
.	.	.	.	.	1
And	And	cc	And	and	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knovv	knovv	vvb	know	know	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
a	a	dt	a	a	0
qualitie	qualitie	n1	quality	quality	0
,	,	,	,	,	0
so	so	av	so	so	0
godly	godly	j	godly	godly	0
an	an	dt	and	a	0
exercise	exercise	n1	exercise	exercise	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
verie	verie	av	very	very	0
little	little	j	little	little	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gottē	gottē	vvn	got	get	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvorld	vvorld	n1	world	world	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ministers	ministers	n2	ministers	minister	0
therof	therof	av	thereof	thereof	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
I	I	pns11	I	i	0
proued	proued	vvd	proved	prove	0
by	by	p-acp	by	by	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
small	small	j	small	small	0
translation	translation	n1	translation	translation	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Spanishe	Spanishe	jp	Spanish	spanish	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
this	this	d	this	this	0
was	was	vbds	was	be	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
Maior	Maior	np1	Maior	Maior	0
,	,	,	,	,	0
and	and	cc	and	and	0
maiestrates	maiestrates	n2	magistrates	magistrate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Lon	Lon	np1	Lon	Lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
intituled	intituled	vvn	entitled	entitle	0
a	a	dt	a	a	0
generall	generall	j	general	general	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
it	it	pn31	it	it	0
vvas	vvas	vbds	was	be	0
vvell	vvell	av	well	well	0
vvorthie	vvorthie	j-jn	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
receiued	receiued	vvn	received	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
vvas	vvas	vbds	was	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
cōtented	cōtented	vvn	contented	content	0
thervvith	thervvith	av	therewith	therewith	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
vvere	vvere	vbdr	were	be	0
some	some	d	some	some	0
,	,	,	,	,	0
that	that	cst	that	that	0
vvhen	vvhen	c-crq	when	when	0
I	I	pns11	I	i	0
vvas	vvas	vbds	was	be	0
so	so	av	so	so	0
readie	readie	j	ready	ready	0
to	to	pc-acp	to	to	0
deliuer	deliuer	vvi	deliver	deliver	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
vvere	vvere	vbdr	were	be	0
as	as	a-acp	as	as	0
slovv	slovv	j	slow	slow	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
as	as	a-acp	as	as	0
little	little	j	little	little	0
leysor	leysor	n1	leysor	leysor	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
vvhich	vvhich	r-crq	which	which	0
are	are	vbr	are	be	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
xiiij	xiiij	crd	xiiij	fourteen	0
.	.	.	.	.	1
Chapter	Chapter	n1	Chapter	chapter	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Luke	Luke	av	Lycia	luke	0
:	:	:	:	:	0
they	they	pns32	they	they	0
vvere	vvere	vbdr	were	be	0
so	so	av	so	so	0
busied	busied	vvn	busied	busy	0
vvith	vvith	p-acp	with	with	0
buying	buying	vvg	buying	buy	0
and	and	cc	and	and	0
assu	assu	fw-fr	assu	assu	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
of	of	pp-f	of	of	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
farmes	farmes	n2	farms	farm	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
yokes	yokes	n2	yokes	yoke	0
of	of	pp-f	of	of	0
Oxen	Oxen	n2	Oxen	ox	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
marying	marying	vvg	marrying	marry	0
of	of	pp-f	of	of	0
vviues	vviues	n2	wives	wife	0
,	,	,	,	,	0
&	&	cc	&	and	0
vvith	vvith	p-acp	with	with	0
vsurie	vsurie	n1	usury	usury	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
leysure	leysure	n1	leisure	leisure	0
to	to	pc-acp	to	to	0
loke	loke	vvi	look	look	0
vppō	vppō	p-acp	upon	upon	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
me	me	pno11	me	i	0
God	God	np1	God	God	0
a	a	dt	a	a	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
pursse	pursse	n1	purse	purse	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
paynes	paynes	n2	pains	pain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
haue	haue	vhb	have	have	0
rather	rather	av-c	rather	rather	0
hated	hated	vvd	hated	hate	0
me	me	pno11	me	i	0
euersithens	euersithens	vvz	euersithens	euersithen	0
.	.	.	.	.	1
The	The	dt	The	the	0
vvhich	vvhich	r-crq	which	which	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
to	to	pc-acp	to	to	0
gaine	gaine	vvi	gain	gain	0
any	any	d	any	any	0
vvorldly	vvorldly	j	worldly	worldly	0
liuing	liuing	j-vvg	living	live	0
to	to	pc-acp	to	to	0
enrich	enrich	vvi	enrich	enrich	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
heere	heere	av	here	here	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
heritikes	heritikes	n2	heretics	heretic	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
my	my	po11	my	my	0
profes	profes	vvb	profess	profess	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
herein	herein	av	herein	herein	0
is	is	vbz	is	be	0
herisie	herisie	n1	herisie	herisie	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
vvhy	vvhy	c-crq	why	why	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
that	that	cst	that	that	0
heritikes	heritikes	n2	heretics	heretic	0
vvill	vvill	vmb	will	will	0
be	be	vbi	be	be	0
angrie	angrie	j	angry	angry	0
vvith	vvith	p-acp	with	with	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
I	I	pns11	I	i	0
vvill	vvill	vmb	will	will	0
iustifie	iustifie	vvi	justify	justify	0
it	it	pn31	it	it	0
vvith	vvith	p-acp	with	with	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Baalits	Baalits	npg1	Baalits	baalits	0
,	,	,	,	,	0
that	that	cst	that	that	0
vvill	vvill	vmb	will	will	0
any	any	d	any	any	0
vvay	vvay	n1	way	way	0
backe	backe	av	back	back	0
∣	∣	sy	∣	∣	0
bite	bite	vvb	bite	bite	0
me	me	pno11	me	i	0
therefore	therefore	av	therefore	therefore	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
true	true	j	true	true	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
(	(	(	(	(	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
graces	graces	ng1	graces	grace	0
correction	correction	n1	correction	correction	0
)	)	)	)	)	0
accor	accor	vvi	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
&	&	cc	&	and	0
true	true	j	true	true	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
head	head	n1	head	head	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
protestāt	protestāt	n1	protestant	protestant	0
(	(	(	(	(	0
though	though	cs	though	though	0
not	not	xx	not	not	0
a	a	dt	a	a	0
pratling	pratling	j-vvg	prattling	prattle	0
protestant	protestant	n1	protestant	protestant	0
)	)	)	)	)	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
theyr	theyr	po32	their	their	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
deed	deed	n1	deed	deed	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
protest	protest	vvi	protest	protest	0
&	&	cc	&	and	0
before	before	p-acp	before	before	0
god	god	n1	god	god	0
do	do	vdb	do	do	0
vtterly	vtterly	av-j	utterly	utter	0
abādō	abādō	vvi	abandom	abandom	0
&	&	cc	&	and	0
forsake	forsake	vvi	forsake	forsake	0
the	the	dt	the	the	0
diuil	diuil	n1	devil	devil	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
vvorks	vvorks	n2	works	work	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
professed	professed	vvn	professed	profess	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
baptisme	baptisme	n1	baptism	baptism	0
:	:	:	:	:	0
and	and	cc	and	and	0
also	also	av	also	also	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
test	test	n1	test	test	0
,	,	,	,	,	0
forsake	forsake	vvb	forsake	forsake	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
doe	doe	vdb	do	do	0
renoūce	renoūce	vvi	renounce	renounce	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
&	&	cc	&	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
mem	mem	n1	man	man	0
∣	∣	sy	∣	∣	0
bers	bers	zz	bers	bers	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
their	their	po32	their	their	0
diuilish	diuilish	j	devilish	devilish	0
doctrine	doctrine	n1	doctrine	doctrine	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
lusions	lusions	n2	lusions	lusion	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
that	that	cst	that	that	0
if	if	cs	if	if	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
S.	S.	np1	S.	S.	0
Paule	Paule	np1	Paule	Paul	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
ouersoone	ouersoone	av	oversoon	oversoon	0
desolued	desolued	vvi	dissolve	dissolve	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
vvill	vvill	vmb	will	will	0
compyle	compyle	vvi	compile	compile	0
and	and	cc	and	and	0
translate	translate	vvi	translate	translate	0
togither	togither	av	together	together	0
greater	greater	jc	greater	great	0
volums	volums	n2	volumes	volume	0
,	,	,	,	,	0
notvvithstanding	notvvithstanding	a-acp	notwithstanding	notwithstanding	0
that	that	cst	that	that	0
the	the	dt	the	the	0
dispite	dispite	n1	despite	despite	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
backebiting	backebiting	n1	backbiting	backbiting	0
enimies	enimies	n2	enemies	enemy	0
bee	bee	vbb	be	be	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
great	great	j	great	great	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
surely	surely	av-j	surely	sure	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
these	these	d	these	these	0
and	and	cc	and	and	0
suche	suche	d	such	such	0
lyke	lyke	av-j	like	like	0
coūterbuffetings	coūterbuffetings	n2-vvg	counterbuffetings	counterbuffeting	0
of	of	pp-f	of	of	0
Sathan	Sathan	np1	Sathan	Satan	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
sufficient	sufficient	j	sufficient	sufficient	0
(	(	(	(	(	0
if	if	cs	if	if	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
spirit	spirit	n1	spirit	spirit	0
vvere	vvere	vbdr	were	be	0
not	not	xx	not	not	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
discourage	discourage	vvi	discourage	discourage	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
cause	cause	n1	cause	cause	0
is	is	vbz	is	be	0
amongest	amongest	p-acp	amongst	amongst	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
heere	heere	av	here	here	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
vvee	vvee	pns12	we	we	0
are	are	vbr	are	be	0
grovven	grovven	vvn	grown	grow	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lyke	lyke	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
Isra	Isra	np1	Isra	Isra	0
∣	∣	sy	∣	∣	0
ell	ell	n1	ell	ell	0
,	,	,	,	,	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
loath	loath	vvi	loath	loathe	0
&	&	cc	&	and	0
abhorre	abhorre	vvi	abhor	abhor	0
Māna	Māna	n1	Manna	manna	0
,	,	,	,	,	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
foode	foode	n1	food	food	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
dovvne	dovvne	a-acp	down	down	0
from	from	p-acp	from	from	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
en	en	fw-fr	en	en	0
:	:	:	:	:	0
and	and	cc	and	and	0
vve	vve	pns12	we	we	0
doe	doe	vdb	do	do	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
loath	loath	vvi	loath	loathe	0
the	the	dt	the	the	0
diuini	diuini	fw-la	diuini	diuini	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
svveet	svveet	j	sweet	sweet	0
a	a	dt	a	a	0
foode	foode	n1	food	food	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
sent	sent	vvn	sent	send	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
:	:	:	:	:	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
vvryters	vvryters	n2	writers	writer	0
of	of	pp-f	of	of	0
diuinitie	diuinitie	n1	divinity	divinity	0
can	can	vmb	can	can	0
scarce	scarce	av-j	scarce	scarce	0
obtayne	obtayne	vvi	obtain	obtain	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
their	their	po32	their	their	0
coppies	coppies	n2	copies	copy	0
printed	printed	vvn	printed	print	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
vvhy	vvhy	c-crq	why	why	0
,	,	,	,	,	0
the	the	dt	the	the	0
prin	prin	n1	prin	prin	0
¦	¦	sy	¦	¦	0
ting	ting	zf	ting	thing	0
of	of	pp-f	of	of	0
paganicall	paganicall	j	paganical	paganical	0
histories	histories	n2	histories	history	0
&	&	cc	&	and	0
toyes	toyes	n2	toys	toy	0
to	to	pc-acp	to	to	0
mock	mock	vvi	mock	mock	0
Apes	Apes	n2	Apes	ape	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
,	,	,	,	,	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
profitable	profitable	j	profitable	profitable	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
printer	printer	n1	printer	printer	0
tovvardes	tovvardes	p-acp	towards	towards	0
hys	hys	po31	his	his	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
then	then	av	then	then	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
suche	suche	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
va	va	fw-fr	va	va	0
∣	∣	sy	∣	∣	0
nitie	nitie	n1	nitie	nitie	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
for	for	p-acp	for	for	0
hys	hys	po31	his	his	0
mercyes	mercyes	ng1	mercies	mercy	0
sake	sake	n1	sake	sake	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
graunt	graunt	vvb	grant	grant	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
some	some	d	some	some	0
polli	polli	fw-la	polli	polli	0
∣	∣	sy	∣	∣	0
ticke	ticke	n1	tick	tick	0
deuyce	deuyce	n1	deuyce	device	0
to	to	pc-acp	to	to	0
redresse	redresse	vvi	redress	redress	0
it	it	pn31	it	it	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
possyble	possyble	j	possible	possible	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
novv	novv	av	now	now	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
this	this	d	this	this	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swere	swere	vvb	swear	swear	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
and	and	cc	and	and	0
such	such	d	such	such	0
