OUR	OUR	po12	OUR	our	0
Iehoua	Iehoua	np1	Iehoua	Jehova	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
best	best	av-js	best	best	0
rewarde	rewarde	vvi	reward	reward	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
heauenly	heauenly	j	heavenly	heavenly	0
happines	happines	n1	happiness	happiness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
euerlasting	euerlasting	j	everlasting	everlasting	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Christs	Christs	npg1	Christs	Christ	0
sake	sake	n1	sake	sake	0
grant	grant	vvb	grant	grant	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
honors	honors	n2	honours	honour	0
and	and	cc	and	and	0
worships	worships	n2	worships	worship	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
S.	S.	n1	S.	saint	0
Brides	Brides	ng1	Brides	bride	0
parish	parish	n1	parish	parish	0
in	in	p-acp	in	in	0
fleetstreet	fleetstreet	n1	fleetstreet	fleetstreet	0
,	,	,	,	,	0
this	this	d	this	this	0
24.	24.	crd	24.	24.	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
.	.	.	.	.	1
1598.	1598.	crd	1598.	1598.	1
