DEARLY	DEARLY	np1	DEARLY	Dearly	0
draw	draw	vvi	draw	draw	0
these	these	d	these	these	0
vnto	vnto	p-acp	unto	unto	0
seuerall	seuerall	j	several	several	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
may	may	vmb	may	may	0
containe	containe	vvi	contain	contain	0
all	all	d	all	all	0
our	our	po12	our	our	0
necessities	necessities	n2	necessities	necessity	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
leastwise	leastwise	av	leastwise	leastwise	0
the	the	dt	the	the	0
weakest	weakest	js	weakest	weak	0
sort	sort	n1	sort	sort	0
may	may	vmb	may	may	0
more	more	av-dc	more	more	0
fitly	fitly	av-j	fitly	fit	0
apply	apply	vvi	apply	apply	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
seuerall	seuerall	j	several	several	0
vses	vses	n2	uses	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
be	be	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
helpes	helpes	n2	helps	help	0
faile	faile	vvb	fail	fail	0
them	them	pno32	them	they	0
.	.	.	.	.	1
If	If	cs	If	if	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
satisfied	satisfied	vvn	satisfied	satisfy	0
the	the	dt	the	the	0
desires	desires	n2	desires	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
iudicious	iudicious	j	judicious	judicious	0
:	:	:	:	:	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
content	content	vvi	content	content	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
receiued	receiued	vvn	received	receive	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
boured	boured	vvn	boured	bour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
helpfull	helpfull	j	helpful	helpful	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
neede	neede	n1	need	need	0
hereof	hereof	av	hereof	hereof	0
;	;	;	;	;	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
carefully	carefully	av-j	carefully	careful	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
uoided	uoided	vvn	voided	void	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvd	thought	think	0
might	might	vmd	might	may	0
hinder	hinder	vvi	hinder	hinder	0
their	their	po32	their	their	0
profiting	profiting	vvg	profiting	profit	0
,	,	,	,	,	0
and	and	cc	and	and	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
all	all	d	all	all	0
controuersies	controuersies	n2	controversies	controversy	0
about	about	p-acp	about	about	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
plainly	plainly	av-j	plainly	plain	0
shewed	shewed	vvn	showed	show	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
conceiued	conceiued	vvn	conceived	conceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
this	this	d	this	this	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
failing	failing	vvg	failing	fail	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
any	any	d	any	any	0
guide	guide	n1	guide	guide	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
seene	seene	vvn	seen	see	0
any	any	d	any	any	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
way	way	n1	way	way	0
gone	gone	vvn	gone	go	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
entreate	entreate	vvi	entreat	entreat	0
,	,	,	,	,	0
my	my	po11	my	my	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
brethren	brethren	n2	brothers	brethren	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ministerie	Ministerie	n1	Ministry	ministry	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
abilities	abilities	n2	abilities	ability	0
doe	doe	vdb	do	do	0
farre	farre	av-j	far	far	0
exceede	exceede	vvi	exceed	exceed	0
mine	mine	po11	mine	my	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
perfect	perfect	vvi	perfect	perfect	0
this	this	d	this	this	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
weakely	weakely	av-j	weakly	weak	0
begun	begun	vvn	begun	begin	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
profitable	profitable	j	profitable	profitable	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
painfull	painfull	j	painful	painful	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
grant	grant	vvb	grant	grant	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Christs	Christs	npg1	Christs	Christ	0
sake	sake	n1	sake	sake	0
.	.	.	.	.	1
