MAnie	MAnie	av-d	Many	many	0
shall	shall	vmb	shall	shall	0
still	still	av	still	still	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
cōtinued	cōtinued	vvn	continued	continue	0
therin	therin	av	therein	therein	0
twise	twise	av	twice	twice	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
so	so	av	so	so	0
necessarie	necessarie	j	necessary	necessary	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
importance	importance	n1	importance	importance	0
beyond	beyond	p-acp	beyond	beyond	0
all	all	d	all	all	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
insisted	insisted	vvd	insisted	insist	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
dwelt	dwelt	vvd	dwelled	dwell	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
either	either	d	either	either	0
leasure	leasure	n1	leisure	leisure	0
or	or	cc	or	or	0
pleasure	pleasure	n1	pleasure	pleasure	0
to	to	pc-acp	to	to	0
trouble	trouble	vvi	trouble	trouble	0
eyther	eyther	d	either	either	0
presse	presse	n1	press	press	0
or	or	cc	or	or	0
pulpit	pulpit	n1	pulpit	pulpit	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
bondes	bondes	n2	bonds	bond	0
and	and	cc	and	and	0
strict	strict	j	strict	strict	0
limites	limites	n2	limits	limit	0
hereof	hereof	av	hereof	hereof	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
(	(	(	(	(	0
alas	alas	uh	alas	alas	0
)	)	)	)	)	0
euery	euery	d	every	every	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
euen	euen	av	even	even	0
where	where	c-crq	where	where	0
most	most	ds	most	most	0
paines	paines	n2	pains	pain	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
taken	taken	vvn	taken	take	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
catechising	catechising	n-vvg	catechising	catechise	0
of	of	pp-f	of	of	0
&	&	cc	&	and	0
conference	conference	n1	conference	conference	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
by	by	p-acp	by	by	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
eyther	eyther	d	either	either	0
such	such	d	such	such	0
grosse	grosse	j	gross	gross	0
ignorance	ignorance	n1	ignorance	ignorance	0
heereof	heereof	av	hereof	hereof	0
,	,	,	,	,	0
or	or	cc	or	or	0
erring	erring	vvg	erring	err	0
or	or	cc	or	or	0
halting	halting	vvg	halting	halt	0
heerein	heerein	av	herein	herein	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
&	&	cc	&	and	0
seene	seene	vvn	seen	see	0
amongst	amongst	p-acp	among	among	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
all	all	d	all	all	0
the	the	dt	the	the	0
ministers	ministers	n2	ministers	minister	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
tongues	tongues	n2	tongues	tongue	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
and	and	cc	and	and	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
find	find	vvi	find	find	0
work	work	n1	work	work	0
inough	inough	av-d	enough	enough	0
through	through	p-acp	through	through	0
∣	∣	sy	∣	∣	0
lie	lie	n1	lie	lie	0
to	to	p-acp	to	to	0
employ	employ	vvi	employ	employ	0
themselues	themselues	px32	themselves	themselves	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
onelie	onelie	av-j	only	only	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	p-acp	bout	about	0
the	the	dt	the	the	0
reformation	reformation	n1	reformation	reformation	0
heereof	heereof	av	hereof	hereof	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
controuersies	controuersies	n2	controversies	controversy	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ignorant	ignorant	j	ignorant	ignorant	0
without	without	p-acp	without	without	0
danger	danger	n1	danger	danger	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
not	not	xx	not	not	0
finding	finding	vvg	finding	find	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
not	not	xx	not	not	0
leasing	leasing	vvg	leasing	lease	0
this	this	d	this	this	0
heauenly	heauenly	j	heavenly	heavenly	0
way	way	n1	way	way	0
,	,	,	,	,	0
might	might	vmd	might	may	0
either	either	d	either	either	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
and	and	cc	and	and	0
reserued	reserued	vvn	reserved	reserve	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
brotherly	brotherly	j	brotherly	brotherly	0
and	and	cc	and	and	0
friendlie	friendlie	j	friendly	friendly	0
conferences	conferences	n2	conferences	conference	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
godlie	godlie	j	godly	godly	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
faire	faire	j	fair	fair	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
buried	buried	vvn	buried	bury	0
amongst	amongst	p-acp	among	among	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
as	as	p-acp	as	as	0
one	one	crd	one	one	0
man	man	n1	man	man	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
might	might	n1	might	might	0
&	&	cc	&	and	0
would	would	vmd	would	will	0
ioyne	ioyne	vvi	join	join	0
all	all	d	all	all	0
our	our	po12	our	our	0
forces	forces	n2	forces	force	0
together	together	av	together	together	0
to	to	pc-acp	to	to	0
leade	leade	vvi	lead	lead	0
men	men	n2	men	man	0
aright	aright	av	aright	aright	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
waie	waie	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
them	them	pno32	them	they	0
on	on	a-acp	on	on	0
streight	streight	av-j	straight	straight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
and	and	cc	and	and	0
cunning	cunning	n-jn	cunning	cunning	0
soeuer	soeuer	av	soever	soever	0
Sathan	Sathan	np1	Sathan	Satan	0
and	and	cc	and	and	0
his	his	po31	his	his	0
in	in	zz	in	in	0
∣	∣	sy	∣	∣	0
strumentes	strumentes	n2	strumentes	strumente	0
should	should	vmd	should	shall	0
at	at	p-acp	at	at	0
anie	anie	d	any	any	0
time	time	n1	time	time	0
vse	vse	vvi	use	use	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
any	any	d	any	any	0
way	way	n1	way	way	0
can	can	vmb	can	can	0
get	get	vvi	get	get	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
misse	misse	vvi	miss	miss	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
lease	lease	vvi	lease	lease	0
this	this	d	this	this	0
waie	waie	n1	way	way	0
whiles	whiles	cs	while	while	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
busying	busying	vvg	busying	busy	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
heades	heades	n2	heads	head	0
and	and	cc	and	and	0
the	the	dt	the	the	0
peoples	peoples	ng1	peoples	people	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
farre	farre	av-j	far	far	0
lesse	lesse	av-dc	less	less	0
impor	impor	n1	impor	impor	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
,	,	,	,	,	0
though	though	cs	though	though	0
therein	therein	av	therein	therein	0
we	we	pns12	we	we	0
shew	shew	vvb	show	show	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
much	much	av-d	much	much	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
verie	verie	j	very	very	0
thing	thing	n1	thing	thing	0
he	he	pns31	he	he	0
desireth	desireth	vvz	desires	desire	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
that	that	cst	that	that	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
still	still	av	still	still	0
a	a	dt	a	a	0
dangerous	dangerous	j	dangerous	dangerous	0
stratageme	stratageme	n1	stratagem	stratagem	0
or	or	cc	or	or	0
pollicie	pollicie	n1	policy	policy	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
findeth	findeth	vvz	finds	find	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
as	as	p-acp	as	as	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
preuaile	preuaile	vvi	prevail	prevail	0
by	by	p-acp	by	by	0
keeping	keeping	vvg	keeping	keep	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
ignorance	ignorance	n1	ignorance	ignorance	0
and	and	cc	and	and	0
carelesse	carelesse	j	careless	careless	0
security	security	n1	security	security	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
spend	spend	vvi	spend	spend	0
their	their	po32	their	their	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
about	about	p-acp	about	about	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
least	least	ds	least	least	0
moment	moment	n1	moment	moment	0
;	;	;	;	;	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
quietlie	quietlie	av-jn	quietly	quiet	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
si	si	zz	si	si	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
greatest	greatest	js	greatest	great	0
weight	weight	n1	weight	weight	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
contrary	contrary	j-jn	contrary	contrary	0
way	way	n1	way	way	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
paue	paue	vvi	pave	pave	0
the	the	pno32	thee	they	0
waie	waie	n1	way	way	0
to	to	p-acp	to	to	0
Atheisme	Atheisme	n1	Atheism	atheism	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
much	much	d	much	much	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
speake	speake	vvi	speak	speak	0
plainely	plainely	av-j	plainly	plain	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
)	)	)	)	)	0
that	that	cst	that	that	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
hereof	hereof	av	hereof	hereof	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
onelie	onelie	av-j	only	only	0
beene	beene	vbi	been	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
next	next	ord	next	next	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
phanta	phanta	n1	phanta	phanta	0
∣	∣	sy	∣	∣	0
sticall	sticall	j	sticall	sticall	0
sectes	sectes	n2	sects	sect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Brownistes	Brownistes	n2	Brownistes	browniste	0
,	,	,	,	,	0
and	and	cc	and	and	0
Familistes	Familistes	np2	Familistes	familiste	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
shamefull	shamefull	j	shameful	shameful	0
encrease	encrease	n1	increase	increase	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
great	great	j	great	great	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pell	pell	av	pell	pell	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
Papistes	Papistes	njp2	Papists	papist	0
and	and	cc	and	and	0
Atheistes	Atheistes	n2	Atheists	atheist	0
amongest	amongest	p-acp	amongst	amongst	0
vs.	vs.	pno12	us	we	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
my	my	po11	my	my	0
heartes	heartes	n2	hearts	heart	0
desire	desire	vvb	desire	desire	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
England	England	np1	England	England	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
wheresoeuer	wheresoeuer	c-crq	wheresoever	wheresoever	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wide	wide	j	wide	wide	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
of	of	pp-f	of	of	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
than	than	av	than	then	0
may	may	vmb	may	may	0
both	both	d	both	both	0
heere	heere	av	here	here	0
and	and	cc	and	and	0
euerie	euerie	d	every	every	0
where	where	c-crq	where	where	0
be	be	vbi	be	be	0
throughlie	throughlie	av-j	throughly	through	0
well	well	av	well	well	0
lookt	lookt	vvn	looked	look	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
mischiefe	mischiefe	n1	mischief	mischief	0
thence	thence	av	thence	thence	0
ensu	ensu	fw-la	ensu	ensu	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
carefully	carefully	av-j	carefully	careful	0
preuented	preuented	vvn	prevented	prevent	0
as	as	p-acp	as	as	0
pos	pos	n2	pos	po	0
∣	∣	sy	∣	∣	0
siblie	siblie	av-j	siblie	siblie	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
otherwise	otherwise	av	otherwise	otherwise	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
growe	growe	vvi	grow	grow	0
intollerable	intollerable	j	intolerable	intolerable	0
and	and	cc	and	and	0
vncurable	vncurable	j-u	uncurable	curable	0
.	.	.	.	.	1
And	And	cc	And	and	0
J	J	pns11	J	i	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
heartilie	heartilie	av-j	heartily	hearty	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reuerend	reuerend	j-jn	reverend	reverend	0
Fathers	Fathers	n2	Father's	father	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
autho	autho	fw-la	autho	autho	0
∣	∣	sy	∣	∣	0
ritie	ritie	n1	ritie	ritie	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
both	both	d	both	both	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
will	will	n1	will	will	0
,	,	,	,	,	0
power	power	n1	power	power	0
and	and	cc	and	and	0
might	might	n1	might	might	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
assi	assi	n1	assi	assi	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holie	holie	j	holy	holy	0
spirite	spirite	n1	spirit	spirit	0
speedilie	speedilie	av-j	speedily	speedy	0
and	and	cc	and	and	0
effectuallie	effectuallie	av-j	effectually	effectual	0
to	to	pc-acp	to	to	0
cleanse	cleanse	vvi	cleanse	cleanse	0
and	and	cc	and	and	0
purge	purge	vvi	purge	purge	0
these	these	d	these	these	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
so	so	av	so	so	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
foure	foure	crd	foure	four	0
kindes	kindes	n2	kinds	kind	0
of	of	pp-f	of	of	0
dangerous	dangerous	j	dangerous	dangerous	0
aduersaries	aduersaries	n2	adversaries	adversary	0
,	,	,	,	,	0
that	that	cst	that	that	0
without	without	p-acp	without	without	0
their	their	po32	their	their	0
stop	stop	n1	stop	stop	0
∣	∣	sy	∣	∣	0
ping	ping	n1	ping	ping	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
or	or	cc	or	or	0
seducing	seducing	vvg	seducing	seduce	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
afterward	afterward	av	afterwards	afterward	0
eyther	eyther	d	either	either	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
left	left	j	left	left	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
as	as	p-acp	as	as	0
brethren	brethren	n2	brothers	brethren	0
and	and	cc	and	and	0
heires	heires	n2	heirs	heir	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
may	may	vmb	may	may	0
both	both	av-d	both	both	0
happilie	happilie	av-j	happily	happy	0
get	get	vvi	get	get	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
way	way	n1	way	way	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
most	most	av-ds	most	most	0
stedfastlie	stedfastlie	av-j	steadfastly	steadfast	0
and	and	cc	and	and	0
constantlie	constantlie	av-j	constantly	constant	0
perseuere	perseuere	vvi	persevere	persevere	0
therein	therein	av	therein	therein	0
euen	euen	av-j	even	even	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
verie	verie	j	very	very	0
end	end	n1	end	end	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
presuming	presuming	vvg	presuming	presume	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Graces	Graces	n2	Graces	grace	0
curteous	curteous	j	courteous	courteous	0
and	and	cc	and	and	0
friendlie	friendlie	j	friendly	friendly	0
acceptance	acceptance	n1	acceptance	acceptance	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
trauell	trauell	n1	travel	travel	0
in	in	p-acp	in	in	0
pointing	pointing	vvg	pointing	point	0
out	out	av	out	out	0
this	this	d	this	this	0
waie	waie	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
bold	bold	j	bold	bold	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
J	J	pns11	J	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
praie	praie	vvi	pray	pray	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
requite	requite	vvi	requite	requite	0
and	and	cc	and	and	0
recompence	recompence	vvi	recompense	recompense	0
seauen-folde	seauen-folde	n1	seauen-folde	seauen-folde	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
bosome	bosome	n1	bosom	bosom	0
both	both	d	both	both	0
this	this	d	this	this	0
&	&	cc	&	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
great	great	j	great	great	0
and	and	cc	and	and	0
vndeserued	vndeserued	j	undeserved	undeserved	0
former	former	j	former	former	0
fauours	fauours	n2	favours	favour	0
towardes	towardes	p-acp	towards	towards	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
beseeching	beseeching	vvg	beseeching	beseech	0
him	him	pno31	him	he	0
also	also	av	also	also	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
health	health	n1	health	health	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
good	good	j	good	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
euerlasting	euerlasting	j	everlasting	everlasting	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
now	now	av	now	now	0
&	&	cc	&	and	0
euer	euer	av	ever	ever	0
;	;	;	;	;	0
crauing	crauing	vvg	craving	crave	0
also	also	av	also	also	0
pardon	pardon	vvb	pardon	pardon	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
my	my	po11	my	my	0
boldnes	boldnes	n1	boldness	boldness	0
,	,	,	,	,	0
and	and	cc	and	and	0
hoping	hoping	vvg	hoping	hope	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
humblie	humblie	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Blechlie	Blechlie	np1	Blechlie	Blechlie	0
in	in	p-acp	in	in	0
Buckingham	Buckingham	np1	Buckingham	Buckingham	0
shire	shire	n1	shire	shire	0
.	.	.	.	.	1
1596.	1596.	crd	1596.	1596.	1
