Honour'd	Honour'd	j-vvn	Honoured	honour	0
Se	Se	vvi	See	see	0
∣	∣	sy	∣	∣	0
parations	parations	n2	parations	paration	0
,	,	,	,	,	0
too	too	av	too	too	0
industrious	industrious	j	industrious	industrious	0
to	to	pc-acp	to	to	0
revive	revive	vvi	revive	revive	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
Credit	Credit	n1	Credit	credit	0
;	;	;	;	;	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
contented	contented	vvn	contented	content	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
short	short	j	short	short	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
explication	explication	n1	explication	explication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Faith	Faith	n1	Faith	faith	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Decalogue	Decalogue	n1	Decalogue	decalogue	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
make	make	vvi	make	make	0
National	National	j	National	national	0
reflections	reflections	n2	reflections	reflection	0
upon	upon	p-acp	upon	upon	0
each	each	d	each	each	0
Commandement	Commandement	n1	Commandment	commandment	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
convince	convince	vvi	convince	convince	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
People	People	n1	People	people	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
upbraid	upbraid	vvi	upbraid	upbraid	0
any	any	d	any	any	0
one	one	crd	one	one	0
Par	Par	fw-la	Par	par	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Oblivion	Oblivion	n1	Oblivion	oblivion	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
joyns	joyns	vvz	joins	join	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
Injuries	Injuries	n2	Injuries	injury	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
Religion	Religion	n1	Religion	religion	0
will	will	vmb	will	will	0
oblige	oblige	vvi	oblige	oblige	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
our	our	po12	our	our	0
Sins	Sins	n2	Sins	sin	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
handled	handled	vvn	handled	handle	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
brevity	brevity	n1	brevity	brevity	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
there	there	a-acp	there	there	0
much	much	d	much	much	0
insisted	insisted	vvd	insisted	insist	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Rites	Rites	n2	Rites	rite	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
administers	administers	vvz	administers	administer	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
offer'd	offer'd	vvd	offered	offer	0
somewhat	somewhat	av	somewhat	somewhat	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
defence	defence	n1	defence	defence	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
I	I	pns11	I	i	0
plead	plead	vvb	plead	plead	0
Admission	Admission	n1	Admission	admission	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ta	Ta	uh	Ta	ta	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
under	under	p-acp	under	under	0
Church-censures	Church-censures	n2	Church-censures	church-censure	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
parts	parts	n2	parts	part	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
said	said	vvn	said	say	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
much	much	d	much	much	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
nothing	nothing	pix	nothing	nothing	0
that	that	cst	that	that	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
said	said	vvn	said	say	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
having	having	vhg	having	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
special	special	j	special	special	0
care	care	n1	care	care	0
all	all	d	all	all	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Eighth	Eighth	ord	Eighth	eight	0
Commandement	Commandement	n1	Commandment	commandment	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
Author	Author	n1	Author	author	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
consulted	consulted	vvn	consulted	consult	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
sheets	sheets	n2	sheets	sheet	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
travail	travail	n1	travail	travail	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Invention	Invention	n1	Invention	invention	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Memory	Memory	n1	Memory	memory	0
;	;	;	;	;	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
reco	reco	fw-la	reco	reco	0
∣	∣	sy	∣	∣	0
vering	vering	n1	vering	vering	0
those	those	d	those	those	0
Notices	Notices	n2	Notices	notice	0
,	,	,	,	,	0
your	your	po22	your	your	0
Institution	Institution	n1	Institution	institution	0
lodg'd	lodg'd	vvn	lodged	lodge	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
young	young	j	young	young	0
head	head	n1	head	head	0
and	and	cc	and	and	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
fail'd	fail'd	vvn	failed	fail	0
in	in	p-acp	in	in	0
Elegance	Elegance	n1	Elegance	elegance	0
of	of	pp-f	of	of	0
expression	expression	n1	expression	expression	0
,	,	,	,	,	0
or	or	cc	or	or	0
Solidity	Solidity	n1	Solidity	solidity	0
of	of	pp-f	of	of	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
first	first	ord	first	first	0
here	here	vvi	hear	hear	0
beg	beg	vvb	beg	beg	0
your	your	po22	your	your	0
Pardon	Pardon	n1	Pardon	pardon	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
(	(	(	(	(	0
see	see	vvb	see	see	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
that	that	d	that	that	0
contrary	contrary	n-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Resurrection	Resurrection	n1	Resurrection	resurrection	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
sown	sown	vvn	sown	sow	0
in	in	p-acp	in	in	0
strength	strength	n1	strength	strength	0
is	is	vbz	is	be	0
now	now	av	now	now	0
ras'd	ras'd	vvn	rased	rase	0
in	in	p-acp	in	in	0
weakness	weakness	n1	weakness	weakness	0
:	:	:	:	:	0
)	)	)	)	)	0
And	And	cc	And	and	0
next	next	ord	next	next	0
crave	crave	vvb	crave	crave	0
your	your	po22	your	your	0
Blessing	Blessing	n1	Blessing	blessing	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
and	and	cc	and	and	0
Me	Me	pno11	Me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
us	us	pno12	us	we	0
both	both	d	both	both	0
service	service	n1	service	service	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
very	very	av	very	very	0
well	well	av	well	well	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
hazard	hazard	n1	hazard	hazard	0
of	of	pp-f	of	of	0
censure	censure	n1	censure	censure	0
I	I	pns11	I	i	0
run	run	vvb	run	run	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
appearing	appearing	vvg	appearing	appear	0
thus	thus	av	thus	thus	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
;	;	;	;	;	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
Obli	Obli	fw-la	Obli	obli	0
∣	∣	sy	∣	∣	0
gations	gations	n2	gations	gation	0
I	I	pns11	I	i	0
now	now	av	now	now	0
lay	lay	vvd	lay	lie	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
carefully	carefully	av-j	carefully	careful	0
,	,	,	,	,	0
and	and	cc	and	and	0
order	order	vvi	order	order	0
my	my	po11	my	my	0
conversation	conversation	n1	conversation	conversation	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
right	right	av-jn	right	right	0
;	;	;	;	;	0
since	since	c-acp	since	since	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
puts	puts	vvz	puts	put	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
leads	leads	vvz	leads	lead	0
an	an	dt	and	a	0
irreligious	irreligious	j	irreligious	irreligious	0
life	life	n1	life	life	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
but	but	p-acp	but	but	0
libell	libell	n1	libel	libel	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
scan	scan	vvi	scan	scan	0
∣	∣	sy	∣	∣	0
dalize	dalize	vvb	dalize	dalize	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
your	your	po22	your	your	0
great	great	j	great	great	0
care	care	n1	care	care	0
and	and	cc	and	and	0
love	love	n1	love	love	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
younger	younger	jc	younger	young	0
years	years	n2	years	year	0
to	to	p-acp	to	to	0
several	several	j	several	several	0
places	places	n2	places	place	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ducation	ducation	n1	ducation	ducation	0
,	,	,	,	,	0
so	so	av	so	so	0
'twas	'twas	pn31|vbds	'twas	it|be	0
my	my	po11	my	my	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
happinesse	happinesse	n1	happiness	happiness	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
principled	principled	vvn	principled	principle	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
Scholar	Scholar	n1	Scholar	scholar	0
to	to	p-acp	to	to	0
sundry	sundry	j	sundry	sundry	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
sters	sters	n1	sters	sters	0
,	,	,	,	,	0
was	was	vbds	was	be	0
your	your	po22	your	your	0
Catechumenus	Catechumenus	np1	Catechumenus	Catechumenus	0
.	.	.	.	.	1
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
then	then	av	then	then	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
fitting	fitting	j-vvg	fitting	fit	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turn	turn	vvb	turn	turn	0
you	you	pn22	you	you	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
receiv'd	receiv'd	vvd	received	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
design	design	vvb	design	design	0
your	your	po22	your	your	0
own	own	d	own	own	0
Instructions	Instructions	n2	Instructions	instruction	0
the	the	dt	the	the	0
Memorial	Memorial	n-jn	Memorial	memorial	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Dutie	Dutie	n1	Duty	duty	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Conso	Conso	np1	Conso	Conso	0
∣	∣	sy	∣	∣	0
lation	lation	n1	lation	lation	0
would	would	vmd	would	will	0
crown	crown	vvi	crown	crown	0
your	your	po22	your	your	0
Old	Old	j	Old	old	0
age	age	n1	age	age	0
with	with	p-acp	with	with	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Ioy	Ioy	n1	Joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
these	these	d	these	these	0
many	many	d	many	many	0
years	years	n2	years	year	0
of	of	pp-f	of	of	0
Suffering	Suffering	vvg	Suffering	suffer	0
and	and	cc	and	and	0
Persecution	Persecution	n1	Persecution	persecution	0
(	(	(	(	(	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
so	so	av	so	so	0
large	large	j	large	large	0
a	a	dt	a	a	0
share	share	n1	share	share	0
)	)	)	)	)	0
heap	heap	vvb	heap	heap	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
blessings	blessings	n2	blessings	blessing	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
a	a	dt	a	a	0
long	long	j	long	long	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
partake	partake	vvi	partake	partake	0
the	the	dt	the	the	0
prosperity	prosperity	n1	prosperity	prosperity	0
of	of	pp-f	of	of	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
dayly	dayly	j	daily	daily	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
Dear	Dear	j-jn	Dear	dear	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
St.	St.	n1	St.	saint	0
Thomas-day	Thomas-day	n1	Thomas-day	thomas-day	0
,	,	,	,	,	0
1661.	1661.	crd	1661.	1661.	1
