LOve	LOve	n1	LOve	love	0
passeth	passeth	vvz	passes	pass	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
greene	greene	j-jn	green	green	0
and	and	cc	and	and	0
pleasant	pleasant	j	pleasant	pleasant	0
pastures	pastures	n2	pastures	pasture	0
,	,	,	,	,	0
desires	desires	vvz	desires	desire	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
fountaine	fountaine	n1	fountain	fountain	0
:	:	:	:	:	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
venome	venome	n1	venom	venom	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
uncleannesse	uncleannesse	n1	uncleanness	uncleanness	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
man	man	n1	man	man	0
go	go	vvi	go	go	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
thornes	thornes	n2	thorns	thorn	0
and	and	cc	and	and	0
thickets	thickets	n2	thickets	thicket	0
of	of	pp-f	of	of	0
world	world	n1	world	world	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
cares	cares	n2	cares	care	0
and	and	cc	and	and	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
and	and	cc	and	and	0
passe	passe	vvi	pass	pass	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
greene	greene	j-jn	green	green	0
medowes	medowes	n2	meadows	meadow	0
of	of	pp-f	of	of	0
carnall	carnall	j	carnal	carnal	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
being	being	vbg	being	be	0
restlesse	restlesse	j	restless	restless	0
untill	untill	c-acp	until	until	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
the	the	dt	the	the	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
tain	tain	n1	tain	tain	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
spirituall	spirituall	j	spiritual	spiritual	0
refreshments	refreshments	n2	refreshments	refreshment	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
deceive	deceive	vvb	deceive	deceive	0
not	not	xx	not	not	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
with	with	p-acp	with	with	0
shewes	shewes	n2	shows	show	0
and	and	cc	and	and	0
shadowes	shadowes	n2	shadows	shadow	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
forme	forme	n1	form	form	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
the	the	dt	the	the	0
Poets	Poets	ng1	Poets	poet	0
fable	fable	n1	fable	fable	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
Ixion	Ixion	np1	Ixion	Ixion	0
imbracing	imbracing	vvg	embracing	embrace	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
Juno	Juno	np1	Juno	Juno	0
;	;	;	;	;	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
mothers	mothers	n2	mother's	mother	0
in	in	p-acp	in	in	0
haste	haste	n1	haste	haste	0
somtimes	somtimes	av	sometimes	sometime	0
catch	catch	vvi	catch	catch	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
swadling	swadling	j-vvg	swaddling	swaddle	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
child	child	n1	child	child	0
behind	behind	p-acp	behind	behind	0
them	them	pno32	them	they	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
dangerous	dangerous	j	dangerous	dangerous	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
and	and	cc	and	and	0
applaud	applaud	vvi	applaud	applaud	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ceremony	ceremony	n1	ceremony	ceremony	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
godliness	godliness	n1	godliness	godliness	0
,	,	,	,	,	0
not	not	xx	not	not	0
taking	taking	vvg	taking	take	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
sometimes	sometimes	av	sometime	sometime	0
Mary	Mary	vvi	Marry	marry	0
and	and	cc	and	and	0
Joseph	Joseph	np1	Joseph	Joseph	0
went	went	vvd	went	go	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
for	for	p-acp	for	for	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
left	left	vvd	left	leave	0
Christ	Christ	np1	Christ	Christ	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
hind	hind	zz	hind	hind	0
them	them	pno32	them	they	0
:	:	:	:	:	0
all	all	d	all	all	0
religious	religious	j	religious	religious	0
observations	observations	n2	observations	observation	0
prove	prove	vvb	prove	prove	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
plementall	plementall	j	plementall	plementall	0
,	,	,	,	,	0
frivolous	frivolous	j	frivolous	frivolous	0
and	and	cc	and	and	0
fruitlesse	fruitlesse	j	fruitless	fruitless	0
,	,	,	,	,	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
not	not	xx	not	not	0
,	,	,	,	,	0
taste	taste	vvb	taste	taste	0
not	not	xx	not	not	0
,	,	,	,	,	0
receive	receive	vvb	receive	receive	0
not	not	xx	not	not	0
,	,	,	,	,	0
enjoy	enjoy	vvb	enjoy	enjoy	0
not	not	xx	not	not	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
religious	religious	j	religious	religious	0
exercises	exercises	n2	exercises	exercise	0
are	are	vbr	are	be	0
lost	lost	vvn	lost	lose	0
labours	labours	n2	labours	labour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
that	that	cst	that	that	0
gaines	gaines	vvz	gains	gain	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
Be	Be	vbb	Be	be	0
truely	truely	av-j	truly	true	0
meeke	meeke	j	meek	meek	0
and	and	cc	and	and	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
bee	bee	vbb	be	be	0
emptied	emptied	vvn	emptied	empty	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
worth	worth	n1	worth	worth	0
and	and	cc	and	and	0
wisedome	wisedome	n1	wisdom	wisdom	0
;	;	;	;	;	0
this	this	d	this	this	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
wise	wise	j	wise	wise	0
unto	unto	p-acp	unto	unto	0
salvati	salvati	n1	salvati	salvati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
:	:	:	:	:	0
He	He	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
low	low	j	low	low	0
pits	pits	n2	pits	pit	0
and	and	cc	and	and	0
caves	caves	n2	caves	cave	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
sees	sees	vvz	sees	see	0
the	the	dt	the	the	0
starres	starres	n2	stars	star	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
firmament	firmament	n1	firmament	firmament	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
tops	tops	n2	tops	top	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mountaines	mountaines	n2	mountains	mountain	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
cerne	cerne	vvb	cerne	cerne	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
.	.	.	.	.	1
Hee	Hee	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
humble	humble	j	humble	humble	0
sees	sees	vvz	sees	see	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
:	:	:	:	:	0
Bona	Bona	fw-la	Bona	bona	0
est	est	fw-la	est	est	0
via	via	fw-la	via	via	0
humilitatis	humilitatis	fw-la	humilitatis	humilitatis	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Bernard	Bernard	np1	Bernard	Bernard	0
)	)	)	)	)	0
quâ	quâ	fw-la	quâ	quâ	0
veritas	veritas	fw-la	veritas	veritas	0
inquiritur	inquiritur	fw-la	inquiritur	inquiritur	0
,	,	,	,	,	0
charitas	charitas	fw-la	charitas	charitas	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quiritur	quiritur	fw-la	quiritur	quiritur	0
,	,	,	,	,	0
&	&	cc	&	and	0
generationes	generationes	fw-la	generationes	generationes	0
sapientiae	sapientiae	fw-la	sapientiae	sapientiae	0
percipiuntur	percipiuntur	fw-la	percipiuntur	percipiuntur	0
.	.	.	.	.	1
Good	Good	j	Good	good	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
searched	searched	vvn	searched	search	0
out	out	av	out	out	0
,	,	,	,	,	0
charity	charity	n1	charity	charity	0
is	is	vbz	is	be	0
obtained	obtained	vvn	obtained	obtain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
generations	generations	n2	generations	generation	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
are	are	vbr	are	be	0
perceived	perceived	vvn	perceived	perceive	0
.	.	.	.	.	1
Hu	Hu	uh	Hu	hu	0
∣	∣	sy	∣	∣	0
mility	mility	n1	mility	mility	0
exalteth	exalteth	vvz	exalteth	exalt	0
;	;	;	;	;	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
most	most	av-ds	most	most	0
honourable	honourable	j	honourable	honourable	0
.	.	.	.	.	1
Moses	Moses	np1	Moses	Moses	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
meek	meek	j	meek	meek	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
man	man	n1	man	man	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
him	him	pno31	him	he	0
up	up	a-acp	up	up	0
unto	unto	p-acp	unto	unto	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mount	mount	n1	mount	mount	0
,	,	,	,	,	0
and	and	cc	and	and	0
making	making	vvg	making	make	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
Leader	Leader	n1	Leader	leader	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
.	.	.	.	.	1
Gedeon	Gedeon	np1	Gedeon	Gideon	0
was	was	vbds	was	be	0
very	very	av	very	very	0
little	little	j	little	little	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fathers	fathers	ng1	father's	father	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
apprehen	apprehen	fw-ge	apprehen	apprehen	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
marvellously	marvellously	av-j	marvellously	marvellous	0
exalted	exalted	vvn	exalted	exalt	0
him	him	pno31	him	he	0
,	,	,	,	,	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
deliverer	deliverer	n1	deliverer	deliverer	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
mans	mans	ng1	men	man	0
pride	pride	n1	pride	pride	0
is	is	vbz	is	be	0
attended	attended	vvn	attended	attend	0
with	with	p-acp	with	with	0
infamy	infamy	n1	infamy	infamy	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
mans	mans	ng1	men	man	0
meeknesse	meeknesse	n1	meekness	meekness	0
waited	waited	vvd	waited	wait	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
Vis	Vis	fw-fr	Vis	vis	0
magnus	magnus	fw-la	magnus	magnus	0
esse	esse	fw-la	esse	esse	0
?	?	?	?	?	0
incipe	incipe	fw-la	incipe	incipe	0
ab	ab	fw-la	ab	ab	0
imo	imo	fw-la	imo	imo	0
:	:	:	:	:	0
Wilt	Wilt	vm2	Wilt	will	0
thou	thou	pns21	thou	thou	0
be	be	vbi	be	be	0
great	great	j	great	great	0
?	?	?	?	?	0
begin	begin	vvb	begin	begin	0
from	from	p-acp	from	from	0
below	below	a-acp	below	below	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
roots	roots	n2	roots	root	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
descend	descend	vvb	descend	descend	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
branches	branches	n2	branches	branch	0
ascend	ascend	vvb	ascend	ascend	0
:	:	:	:	:	0
this	this	d	this	this	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
ca	ca	zz	ca	ca	0
∣	∣	sy	∣	∣	0
pable	pable	zz	pable	pable	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
low	low	j	low	low	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
broken	broken	j-vvn	broken	break	0
earth	earth	n1	earth	earth	0
of	of	pp-f	of	of	0
seed	seed	n1	seed	seed	0
.	.	.	.	.	1
God	God	np1	God	God	0
gives	gives	vvz	gives	give	0
grace	grace	n1	grace	grace	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
poure	poure	vvb	pour	pour	0
liquor	liquor	n1	liquour	liquor	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
empty	empty	j	empty	empty	0
vessell	vessell	n1	vessel	vessel	0
.	.	.	.	.	1
The	The	dt	The	the	0
Altar	Altar	n1	Altar	altar	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
was	was	vbds	was	be	0
hollow	hollow	j-jn	hollow	hollow	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
the	the	dt	the	the	0
wood	wood	n1	wood	wood	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
:	:	:	:	:	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
empty	empty	j	empty	empty	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
spirituall	spirituall	j	spiritual	spiritual	0
pride	pride	n1	pride	pride	0
and	and	cc	and	and	0
selfe-conceit	selfe-conceit	n1	selfe-conceit	selfe-conceit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
offered	offered	vvd	offered	offer	0
himselfe	himselfe	px31	himself	himself	0
a	a	dt	a	a	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
:	:	:	:	:	0
this	this	d	this	this	0
keeps	keeps	vvz	keeps	keep	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
many	many	d	many	many	0
darts	darts	n2	darts	dart	0
of	of	pp-f	of	of	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
tans	tans	fw-es	tans	tans	0
casting	casting	vvg	casting	cast	0
,	,	,	,	,	0
and	and	cc	and	and	0
snares	snares	n2	snares	snare	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
spreading	spreading	n-vvg	spreading	spread	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
low	low	j	low	low	0
shrubs	shrubs	n2	shrubs	shrub	0
are	are	vbr	are	be	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
many	many	d	many	many	0
violent	violent	j	violent	violent	0
gusts	gusts	n2	gusts	gust	0
and	and	cc	and	and	0
blasts	blasts	n2	blasts	blast	0
of	of	pp-f	of	of	0
wind	wind	n1	wind	wind	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shake	shake	vvb	shake	shake	0
and	and	cc	and	and	0
rent	rent	vvb	rend	rend	0
the	the	dt	the	the	0
taller	taller	jc	taller	tall	0
trees	trees	n2	trees	tree	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
seeing	seeing	vvg	seeing	see	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
vision	vision	n1	vision	vision	0
many	many	d	many	many	0
snares	snares	n2	snares	snare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
devill	devill	n1	devil	devil	0
spread	spread	vvn	spread	spread	0
upon	upon	p-acp	upon	upon	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
he	he	pns31	he	he	0
sate	sate	vvd	sat	sit	0
downe	downe	a-acp	down	down	0
and	and	cc	and	and	0
mourned	mourned	vvn	mourned	mourn	0
,	,	,	,	,	0
and	and	cc	and	and	0
said	said	vvd	said	say	0
within	within	p-acp	within	within	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
Quis	Quis	fw-la	Quis	quis	0
pertransiet	pertransiet	fw-la	pertransiet	pertransiet	0
ista	ista	fw-la	ista	ista	0
?	?	?	?	?	1
Who	Who	q-crq	Who	who	0
shall	shall	vmb	shall	shall	0
passe	passe	vvi	pass	pass	0
through	through	p-acp	through	through	0
these	these	d	these	these	0
?	?	?	?	?	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
he	he	pns31	he	he	0
heard	heard	vvd	herd	hear	0
a	a	dt	a	a	0
voice	voice	n1	voice	voice	0
an	an	fw-fr	an	a	0
∣	∣	sy	∣	∣	0
swering	swering	vvg	swearing	swear	0
,	,	,	,	,	0
Humilitas	Humilitas	fw-la	Humilitas	humilitas	0
pertransiet	pertransiet	fw-la	pertransiet	pertransiet	0
,	,	,	,	,	0
Humility	Humility	n1	Humility	humility	0
shall	shall	vmb	shall	shall	0
passe	passe	vvi	pass	pass	0
through	through	p-acp	through	through	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
Divell	Divell	n1	Devil	devil	0
hath	hath	vhz	hath	have	0
least	least	av-ds	least	least	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
fasten	fasten	vvi	fasten	fasten	0
a	a	dt	a	a	0
temptation	temptation	n1	temptation	temptation	0
on	on	p-acp	on	on	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
hum	hum	n1	hum	hum	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
:	:	:	:	:	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
gracious	gracious	j	gracious	gracious	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
meek	meek	j	meek	meek	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
is	is	vbz	is	be	0
neither	neither	av-dx	neither	neither	0
affected	affected	vvn	affected	affect	0
with	with	p-acp	with	with	0
Satans	Satans	npg1	Satans	Satan	0
proffers	proffers	n2	proffers	proffer	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
terrified	terrified	vvd	terrified	terrify	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
threatnings	threatnings	n2-vvg	threatenings	threaten	0
:	:	:	:	:	0
This	This	d	This	this	0
makes	makes	vvz	makes	make	0
man	man	n1	man	man	0
peaceable	peaceable	j	peaceable	peaceable	0
in	in	p-acp	in	in	0
conversing	conversing	vvg	conversing	converse	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
fruitfull	fruitfull	j	fruitful	fruitful	0
in	in	p-acp	in	in	0
well-doing	well-doing	n1	welldoing	well-doing	0
,	,	,	,	,	0
cheerfull	cheerfull	j	cheerful	cheerful	0
in	in	p-acp	in	in	0
suffering	suffering	vvg	suffering	suffer	0
,	,	,	,	,	0
comfortable	comfortable	j	comfortable	comfortable	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
constant	constant	j	constant	constant	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
walking	walking	n-vvg	walking	walk	0
;	;	;	;	;	0
this	this	d	this	this	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
man	man	n1	man	man	0
precious	precious	j	precious	precious	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
humble	humble	j	humble	humble	0
servant	servant	n1	servant	servant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Master	Master	n1	Master	master	0
.	.	.	.	.	1
Qui	Qui	np1	Qui	Qui	0
parvus	parvus	fw-la	parvus	parvus	0
est	est	fw-la	est	est	0
in	in	p-acp	in	in	0
reputatione	reputatione	n1	reputation	reputation	0
propriâ	propriâ	fw-la	propriâ	propriâ	0
,	,	,	,	,	0
magnus	magnus	fw-la	magnus	magnus	0
est	est	fw-la	est	est	0
in	in	p-acp	in	in	0
reputatione	reputatione	n1	reputation	reputation	0
divinâ	divinâ	fw-la	divinâ	divinâ	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
Gregory	Gregory	np1	Gregory	Gregory	0
:	:	:	:	:	0
He	He	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
little	little	j	little	little	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
account	account	n1	account	account	0
,	,	,	,	,	0
is	is	vbz	is	be	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
esteeme	esteeme	n1	esteem	esteem	0
.	.	.	.	.	1
This	This	np1	This	This	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
acceptable	acceptable	j	acceptable	acceptable	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
sweetens	sweetens	vvz	sweetens	sweeten	0
and	and	cc	and	and	0
encreaseth	encreaseth	vvz	increases	increase	0
mans	mans	ng1	men	man	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
.	.	.	.	.	1
If	If	cs	If	if	0
ever	ever	av	ever	ever	0
therefore	therefore	av	therefore	therefore	0
you	you	pn22	you	you	0
entend	entend	vvi	intend	intend	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
Gods	Gods	npg1	Gods	God	0
glori	glori	fw-la	glori	glori	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
labour	labour	n1	labour	labour	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
humili	humili	fw-la	humili	humili	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
and	and	cc	and	and	0
meeknesse	meeknesse	n1	meekness	meekness	0
