FOrasmuch	FOrasmuch	av	FOrasmuch	forasmuch	0
their	their	po32	their	their	0
negligence	negligence	n1	negligence	negligence	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
are	are	vbr	are	be	0
all	all	d	all	all	0
the	the	dt	the	the	0
pleasant	pleasant	j	pleasant	pleasant	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
most	most	av-ds	most	most	0
bewitch	bewitch	vvn	bewitch	bewitch	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
compared	compared	vvn	compared	compare	0
with	with	p-acp	with	with	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uenlie	uenlie	j	uenlie	uenlie	0
and	and	cc	and	and	0
eternall	eternall	j	eternal	eternal	0
things	things	n2	things	thing	0
?	?	?	?	?	1
If	If	cs	If	if	0
statelie	statelie	j	stately	stately	0
&	&	cc	&	and	0
sumptuous	sumptuous	j	sumptuous	sumptuous	0
buildings	buildings	n2	buildings	building	0
do	do	vdb	do	do	0
delight	delight	vvi	delight	delight	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
building	building	n1	building	building	0
is	is	vbz	is	be	0
so	so	av	so	so	0
statelie	statelie	j	stately	stately	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
as	as	c-acp	as	as	0
newe	newe	j	new	new	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
?	?	?	?	?	1
If	If	cs	If	if	0
riches	riches	n2	riches	riches	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
so	so	av	so	so	0
rich	rich	j	rich	rich	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
pauemēt	pauemēt	n1	pavement	pavement	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
foundations	foundations	n2	foundations	foundation	0
and	and	cc	and	and	0
walls	walls	n2	walls	wall	0
of	of	pp-f	of	of	0
precious	precious	j	precious	precious	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
&	&	cc	&	and	0
gates	gates	n2	gates	gate	0
of	of	pp-f	of	of	0
orient	orient	j-jn	orient	orient	0
pearles	pearles	n2	pearls	pearl	0
?	?	?	?	?	1
If	If	cs	If	if	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
kins	kins	n2	kins	kin	0
∣	∣	sy	∣	∣	0
folke	folke	n1	folk	folk	0
and	and	cc	and	and	0
neighbours	neighbours	n2	neighbours	neighbour	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
Citie	Citie	n1	City	city	0
so	so	av	so	so	0
replenished	replenished	vvn	replenished	replenish	0
as	as	p-acp	as	as	0
this	this	d	this	this	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
God	God	np1	God	God	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
holie	holie	j	holy	holy	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
Patriarchs	Patriarchs	n2	Patriarchs	patriarch	0
,	,	,	,	,	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
,	,	,	,	,	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
Martirs	Martirs	n2	Martyrs	martyr	0
do	do	vdb	do	do	0
dwel	dwel	vvi	dwell	dwell	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
happinesse	happinesse	n1	happiness	happiness	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
?	?	?	?	?	1
If	If	cs	If	if	0
honor	honor	n1	honour	honour	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
honor	honor	n1	honour	honour	0
comparable	comparable	j	comparable	comparable	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
seruant	seruant	n1	servant	servant	0
and	and	cc	and	and	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
mightie	mightie	j	mighty	mighty	0
a	a	dt	a	a	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
heire	heire	n1	heir	heir	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
a	a	dt	a	a	0
kingdome	kingdome	n1	kingdom	kingdom	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
neither	neither	dx	neither	neither	0
time	time	n1	time	time	0
doth	doth	vdz	does	do	0
consume	consume	vvi	consume	consume	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
enuie	enuie	vvi	envy	envy	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
priue	priue	j	prive	privy	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
uersarie	uersarie	n1	uersarie	uersarie	0
spoyle	spoyle	n1	spoil	spoil	0
of	of	pp-f	of	of	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
end	end	n1	end	end	0
∣	∣	sy	∣	∣	0
les	les	fw-fr	les	les	0
&	&	cc	&	and	0
incōprehensible	incōprehensible	j	incomprehensible	incomprehensible	0
?	?	?	?	?	1
If	If	cs	If	if	0
then	then	av	then	then	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
comparison	comparison	n1	comparison	comparison	0
betweene	betweene	p-acp	between	between	0
things	things	n2	things	thing	0
heauenlie	heauenlie	j	heavenly	heavenly	0
and	and	cc	and	and	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
earth	earth	n1	earth	earth	0
∣	∣	sy	∣	∣	0
lie	lie	n1	lie	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
attaine	attaine	vvi	attain	attain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
heauenlie	heauenlie	j	heavenly	heavenly	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
way	way	n1	way	way	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
himselfe	himselfe	px31	himself	himself	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tained	tained	vvn	tained	tain	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
:	:	:	:	:	0
why	why	c-crq	why	why	0
(	(	(	(	(	0
casting	casting	vvg	casting	cast	0
off	off	a-acp	off	off	0
all	all	d	all	all	0
impedi	impedi	n1	impedi	impedi	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
that	that	cst	that	that	0
presseth	presseth	vvz	presseth	press	0
downe	downe	a-acp	down	down	0
)	)	)	)	)	0
doo	doo	vdi	do	do	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
runne	runne	vvi	run	run	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
chere	chere	n1	cheer	cheer	0
∣	∣	sy	∣	∣	0
fulnes	fulnes	n1	fullness	fullness	0
and	and	cc	and	and	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
Christ	Christ	np1	Christ	Christ	0
so	so	av	so	so	0
mightie	mightie	j	mighty	mighty	0
a	a	dt	a	a	0
King	King	n1	King	king	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Captaine	Captaine	n1	Captain	captain	0
&	&	cc	&	and	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
indured	indured	vvd	endured	endure	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
,	,	,	,	,	0
and	and	cc	and	and	0
despising	despising	vvg	despising	despise	0
the	the	dt	the	the	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
sitteth	sitteth	vvz	sitteth	sit	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
slowe	slowe	j	slow	slow	0
and	and	cc	and	and	0
dull	dull	j	dull	dull	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
are	are	vbr	are	be	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
if	if	cs	if	if	0
as	as	p-acp	as	as	0
Esau	Esau	np1	Esau	Esau	0
,	,	,	,	,	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
messe	messe	n1	mess	mess	0
of	of	pp-f	of	of	0
pottage	pottage	n1	pottage	pottage	0
sold	sold	vvd	sold	sell	0
his	his	po31	his	his	0
birthright	birthright	n1	birthright	birthright	0
)	)	)	)	)	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
contented	contented	vvn	contented	content	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
small	small	j	small	small	0
and	and	cc	and	and	0
short	short	j	short	short	0
pleasure	pleasure	n1	pleasure	pleasure	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
wic	wic	zz	wic	wic	0
∣	∣	sy	∣	∣	0
ked	ked	vvn	ked	k	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
leese	leese	vvi	lose	lose	0
that	that	d	that	that	0
incompa	incompa	n1	incompa	incompa	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
price	price	n1	price	price	0
hath	hath	vhz	hath	have	0
purchased	purchased	vvn	purchased	purchase	0
for	for	p-acp	for	for	0
vs.	vs.	pno12	us	we	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
giue	giue	vvb	give	give	0
vs	vs	pno12	us	we	0
wisedome	wisedome	n1	wisdom	wisdom	0
to	to	pc-acp	to	to	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
,	,	,	,	,	0
&	&	cc	&	and	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
his	his	po31	his	his	0
voice	voice	n1	voice	voice	0
while	while	cs	while	while	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
saide	saide	vvn	said	say	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
daies	daies	n2	days	day	0
and	and	cc	and	and	0
nights	nights	n2	nights	night	0
&	&	cc	&	and	0
times	times	n2	times	time	0
shall	shall	vmb	shall	shall	0
cease	cease	vvi	cease	cease	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
time	time	n1	time	time	0
)	)	)	)	)	0
enter	enter	vvb	enter	enter	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
ioye	ioye	n1	joy	joy	0
and	and	cc	and	and	0
rest	rest	n1	rest	rest	0
which	which	r-crq	which	which	0
neuer	neuer	av-x	never	never	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
end	end	n1	end	end	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
euer	euer	av	ever	ever	0
preserue	preserue	vvi	preserve	preserve	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
;	;	;	;	;	0
and	and	cc	and	and	0
adde	adde	vvb	add	add	0
vnto	vnto	p-acp	unto	unto	0
a	a	dt	a	a	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
titude	titude	n1	titude	titude	0
of	of	pp-f	of	of	0
happie	happie	j	happy	happy	0
yeares	yeares	n2	years	year	0
spent	spent	vvn	spent	spend	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
a	a	dt	a	a	0
continuall	continuall	j	continual	continual	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
spiritual	spiritual	j	spiritual	spiritual	0
graces	graces	n2	graces	grace	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
endles	endles	j	endless	endless	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
