WE	WE	pns12	WE	we	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
high	high	j	high	high	0
calling	calling	n-vvg	calling	call	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
the	the	dt	the	the	0
fertill	fertill	j	fertile	fertile	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
Qui	Qui	fw-fr	Qui	qui	0
multo	multo	fw-la	multo	multo	0
plus	plus	fw-fr	plus	plus	0
red	red	j-jn	read	red	0
∣	∣	sy	∣	∣	0
dunt	dunt	fw-la	dunt	dunt	0
quam	quam	fw-la	quam	quam	0
acceperint	acceperint	fw-la	acceperint	acceperint	0
,	,	,	,	,	0
quia	quia	fw-la	quia	quia	0
si	si	fw-mi	si	si	0
non	non	fw-fr	non	non	0
dubita	dubita	fw-la	dubita	dubita	0
—	—	—	—	—	0
mus	mus	fw-la	mus	mus	0
bona	bona	fw-la	bona	bona	0
conferre	conferre	vvb	confer	confer	0
his	his	po31	his	his	0
qnos	qnos	fw-la	qnos	qnos	0
speramus	speramus	fw-la	speramus	speramus	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
bis	bis	fw-ge	bis	bis	0
profuturos	profuturos	n2	profuturos	profuturo	0
,	,	,	,	,	0
quales	quales	fw-la	quales	quales	0
debemus	debemus	fw-la	debemus	debemus	0
esse	esse	fw-la	esse	esse	0
in	in	p-acp	in	in	0
eos	eos	fw-la	eos	eos	0
qui	qui	fw-la	qui	qui	0
iam	iam	fw-la	iam	iam	0
profuerunt	profuerunt	fw-la	profuerunt	profuerunt	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
yet	yet	av	yet	yet	0
J	J	pns11	J	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
Non	Non	fw-fr	Non	non	0
red	red	j-jn	read	red	0
∣	∣	sy	∣	∣	0
derevero	derevero	fw-la	derevero	derevero	0
,	,	,	,	,	0
bono	bono	fw-la	bono	bono	0
viro	viro	fw-la	viro	viro	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
absqua	absqua	fw-la	absqua	absqua	0
iniuria	iniuria	fw-la	iniuria	iniuria	0
id	id	fw-la	id	id	0
facere	facere	fw-la	facere	facere	0
possit	possit	fw-la	possit	possit	0
,	,	,	,	,	0
Receiue	Receiue	vvb	Receive	receive	0
then	then	av	then	then	0
a	a	dt	a	a	0
signification	signification	n1	signification	signification	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
a	a	dt	a	a	0
testification	testification	n1	testification	testification	0
of	of	pp-f	of	of	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
Accipe	Accipe	np1	Accipe	Accipe	0
ergo	ergo	fw-la	ergo	ergo	0
hanc	hanc	fw-la	hanc	hanc	0
obseruantiae	obseruantiae	fw-la	obseruantiae	obseruantiae	0
meae	meae	fw-la	meae	meae	0
humilem	humilem	fw-la	humilem	humilem	0
tesseram	tesseram	n1	tesseram	tesseram	0
,	,	,	,	,	0
&	&	cc	&	and	0
quidem	quidem	fw-la	quidem	quidem	0
sereno	sereno	fw-la	sereno	sereno	0
vultu	vultu	fw-la	vultu	vultu	0
ac	ac	fw-la	ac	ac	0
animo	animo	fw-la	animo	animo	0
clemen	clemen	n2	clemen	cleman	0
∣	∣	sy	∣	∣	0
ti	ti	fw-mi	ti	ti	0
accipe	accipe	fw-la	accipe	accipe	0
:	:	:	:	:	0
Inde	Inde	np1	Inde	Ind	0
pium	pium	fw-la	pium	pium	0
meum	meum	fw-la	meum	meum	0
in	in	p-acp	in	in	0
te	te	fw-la	te	te	0
affectum	affectum	fw-la	affectum	affectum	0
elice	elice	fw-la	elice	elice	0
,	,	,	,	,	0
meque	meque	fw-la	meque	meque	0
clementia	clementia	fw-la	clementia	clementia	0
solita	solita	fw-la	solita	solita	0
porro	porro	fw-la	porro	porro	0
prose	prose	n1	prose	prose	0
∣	∣	sy	∣	∣	0
sequere	sequere	vvi	sequere	sequere	0
.	.	.	.	.	1
Illud	Illud	fw-la	Illud	illud	0
vbi	vbi	fw-la	vbi	ubi	0
impetravero	impetravero	fw-la	impetravero	impetravero	0
magnum	magnum	fw-la	magnum	magnum	0
me	me	pno11	me	i	0
quid	quid	fw-la	quid	quid	0
impetrasse	impetrasse	n1	impetrasse	impetrasse	0
existimabo	existimabo	fw-la	existimabo	existimabo	0
,	,	,	,	,	0
pro	pro	fw-la	pro	pro	0
quo	quo	fw-la	quo	quo	0
tamen	tamen	fw-la	tamen	tamen	0
nil	nil	fw-la	nil	nil	0
praeter	praeter	fw-la	praeter	praeter	0
preces	preces	fw-la	preces	preces	0
pias	pias	fw-la	pias	pias	0
,	,	,	,	,	0
officia	officia	fw-la	officia	officia	0
&	&	cc	&	and	0
obsequia	obsequia	fw-la	obsequia	obsequia	0
humilia	humilia	fw-la	humilia	humilia	0
reponere	reponere	fw-la	reponere	reponere	0
queo	queo	fw-la	queo	queo	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
humbly	humbly	av-j	humbly	humble	0
ta	ta	dt	ta	a	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
all	all	d	all	all	0
health	health	n1	health	health	0
and	and	cc	and	and	0
happines	happines	n1	happiness	happiness	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
spiri	spiri	n1	spiri	spiri	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
and	and	cc	and	and	0
temporall	temporall	j	temporal	temporal	0
blessings	blessings	n2	blessings	blessing	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
this	this	d	this	this	0
small	small	j	small	small	0
gift	gift	n1	gift	gift	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
intended	intended	vvn	intended	intend	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
effect	effect	n1	effect	effect	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
the	the	dt	the	the	0
very	very	j	very	very	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
sanctifie	sanctifie	vvb	sanctify	sanctify	0
you	you	pn22	you	you	0
throughout	throughout	a-acp	throughout	throughout	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
soule	soule	n1	soul	soul	0
and	and	cc	and	and	0
body	body	n1	body	body	0
,	,	,	,	,	0
bee	bee	vbb	be	be	0
preserued	preserued	vvn	preserved	preserve	0
blamelesse	blamelesse	j	blameless	blameless	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
comming	comming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Farewell	Farewell	uh-n	Farewell	farewell	0
.	.	.	.	.	1
