¶	¶	¶	¶	¶	0
encrease	encrease	vvi	increase	increase	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
so	so	av	so	so	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uerse	uerse	n1	verse	verse	0
tongues	tongues	n1	tongues	tongue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
learned	learned	j	learned	learned	0
Embassadours	Embassadours	n2	Ambassadors	ambassador	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
be	be	vbi	be	be	0
astonished	astonished	vvn	astonished	astonish	0
and	and	cc	and	and	0
amased	amased	vvn	amazed	amaze	0
at	at	p-acp	at	at	0
it	it	pn31	it	it	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
of	of	pp-f	of	of	0
opi	opi	n2	opi	opi	0
∣	∣	sy	∣	∣	0
nion	nion	n1	nion	nion	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Royall	Royall	j	Royal	royal	0
race	race	n1	raze	race	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
procured	procured	vvn	procured	procure	0
,	,	,	,	,	0
or	or	cc	or	or	0
wished	wished	vvd	wished	wish	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
ample	ample	j	ample	ample	0
,	,	,	,	,	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
then	then	cs	then	than	0
these	these	d	these	these	0
your	your	po22	your	your	0
two	two	crd	two	two	0
ornaments	ornaments	n2	ornaments	ornament	0
:	:	:	:	:	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
chiefly	chiefly	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
troublesome	troublesome	j	troublesome	troublesome	0
tempest	tempest	n1	tempest	tempest	0
of	of	pp-f	of	of	0
states	states	n2	states	state	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
these	these	d	these	these	0
two	two	crd	two	two	0
gardes	gardes	n2	guards	guard	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
are	are	vbr	are	be	0
best	best	js	best	best	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
surely	surely	av-j	surely	sure	0
defen	defen	n-jn	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
:	:	:	:	:	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
maketh	maketh	vvz	makes	make	0
mindes	mindes	n2	minds	mind	0
to	to	pc-acp	to	to	0
agree	agree	vvi	agree	agree	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
why	why	q-crq	why	why	0
doo	doo	vdb	do	do	0
I	I	pns11	I	i	0
(	(	(	(	(	0
moste	moste	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
Queene	Queene	n1	Queen	queen	0
)	)	)	)	)	0
stay	stay	vvb	stay	stay	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
I	I	pns11	I	i	0
extoll	extoll	vvb	extol	extol	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
I	I	pns11	I	i	0
diminish	diminish	vvb	diminish	diminish	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
Dedications	Dedications	n2	Dedications	dedication	0
of	of	pp-f	of	of	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
receiued	receiued	vvn	received	receive	0
and	and	cc	and	and	0
cōfirmed	cōfirmed	j-vvn	confirmed	confirm	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
commonly	commonly	av-j	commonly	common	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
Princely	Princely	j	Princely	princely	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
two	two	crd	two	two	0
causes	causes	n2	causes	cause	0
▪	▪	▪	▪	▪	0
eyther	eyther	av-d	either	either	0
to	to	p-acp	to	to	0
get	get	vvi	get	get	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
thanke	thanke	vvb	thank	thank	0
of	of	pp-f	of	of	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
prouide	prouide	vvi	provide	provide	0
an	an	dt	and	a	0
helpe	helpe	n1	help	help	0
againste	againste	p-acp	against	against	0
enme	enme	vvi	enme	enme	0
,	,	,	,	,	0
and	and	cc	and	and	0
poysoned	poysoned	j-vvn	poisoned	poison	0
tongues	tongues	n2	tongues	tongue	0
of	of	pp-f	of	of	0
slaunderers	slaunderers	n2	slanderers	slanderer	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
consideratiō	consideratiō	n1	consideration	consideration	0
,	,	,	,	,	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
antiquitie	antiquitie	n1	antiquity	antiquity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
wel	wel	av	well	well	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
mindeful	mindeful	j	mindful	mindful	0
and	and	cc	and	and	0
thankeful	thankeful	j	thankful	thankful	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
benifits	benifits	n2	benefits	benefit	0
,	,	,	,	,	0
did	did	vdd	did	do	0
offer	offer	vvi	offer	offer	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
increase	increase	n1	increase	increase	0
:	:	:	:	:	0
The	The	dt	The	the	0
secōd	secōd	ord	secōd	secōd	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rise	rise	vvi	rise	rise	0
of	of	pp-f	of	of	0
preserua	preserua	fw-la	preserua	preserua	0
∣	∣	sy	∣	∣	0
tiues	tiues	zz	tiues	tiues	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
great	great	j	great	great	0
plentye	plentye	n1	plenty	plenty	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
price	price	n1	price	price	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
time	time	n1	time	time	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
mindes	mindes	n2	minds	mind	0
were	were	vbdr	were	be	0
light	light	j	light	light	0
of	of	pp-f	of	of	0
beleefe	beleefe	n1	belief	belief	0
,	,	,	,	,	0
and	and	cc	and	and	0
possessed	possessed	vvn	possessed	possess	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
poysonings	poysonings	n2-vvg	poisonings	poison	0
and	and	cc	and	and	0
enchauntments	enchauntments	n2	enchantments	enchantment	0
:	:	:	:	:	0
I	I	pns11	I	i	0
being	being	vbg	being	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
compelled	compelled	vvn	compelled	compel	0
by	by	p-acp	by	by	0
both	both	d	both	both	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
Eunapius	Eunapius	np1	Eunapius	Eunapius	0
,	,	,	,	,	0
an	an	dt	and	a	0
olde	olde	j	old	old	0
wrighter	wrighter	av-jc	wrighter	wright	0
,	,	,	,	,	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
)	)	)	)	)	0
both	both	d	both	both	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
gaine	gaine	vvi	gain	gain	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
inuocation	inuocation	n1	invocation	invocation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
vowe	vowe	n1	vow	vow	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
reward	reward	n1	reward	reward	0
,	,	,	,	,	0
not	not	xx	not	not	0
great	great	j	great	great	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ney	ney	zz	ney	ney	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
,	,	,	,	,	0
cā	cā	vmb	can	can	0
abide	abide	vvi	abide	abide	0
the	the	dt	the	the	0
light	light	n1	light	light	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
:	:	:	:	:	0
and	and	cc	and	and	0
also	also	av	also	also	0
,	,	,	,	,	0
the	the	dt	the	the	0
mouthe	mouthe	n1	mouth	mouth	0
of	of	pp-f	of	of	0
lewde	lewde	j	lewd	lewd	0
detractours	detractours	n2	detractors	detractor	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
Catoes	Catoes	npg1	Catoes	Cato	0
word	word	n1	word	word	0
,	,	,	,	,	0
)	)	)	)	)	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
thinkes	thinkes	vvz	thinks	think	0
nothing	nothing	pix	nothing	nothing	0
well	well	av	well	well	0
done	done	vdn	done	do	0
,	,	,	,	,	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
stopped	stopped	vvn	stopped	stop	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
name	name	n1	name	name	0
.	.	.	.	.	1
May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
this	this	d	this	this	0
laboure	laboure	n1	labour	labour	0
,	,	,	,	,	0
&	&	cc	&	and	0
defend	defend	vvi	defend	defend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
gratious	gratious	j	gracious	gracious	0
mighty	mighty	j	mighty	mighty	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
cheerefull	cheerefull	j	cheerful	cheerful	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
tenaunce	tenaunce	n1	tenaunce	tenaunce	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Straunger	Straunger	n1	Stranger	stranger	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
past	past	j	past	past	0
,	,	,	,	,	0
an	an	dt	and	a	0
inhabitour	inhabitour	n1	inhabitour	inhabitour	0
longe	longe	av-j	long	long	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
good	good	j	good	good	0
and	and	cc	and	and	0
mighty	mighty	j	mighty	mighty	0
,	,	,	,	,	0
long	long	av-j	long	long	0
preserue	preserue	vvi	preserve	preserve	0
in	in	p-acp	in	in	0
safety	safety	n1	safety	safety	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Musies	Musies	n2	Musies	musy	0
of	of	pp-f	of	of	0
Learninge	Learninge	n1	Learning	learning	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Harlem	Harlem	np1	Harlem	Harlem	0
,	,	,	,	,	0
the	the	dt	the	the	0
Kal.	Kal.	np1	Kal.	Kal.	0
of	of	pp-f	of	of	0
March	March	n1	March	march	0
.	.	.	.	.	1
1568.	1568.	crd	1568.	1568.	1
