SOlomon	SOlomon	np1	SOlomon	SOlomon	0
)	)	)	)	)	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
too	too	av	too	too	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
building	building	n1	building	building	0
;	;	;	;	;	0
subscribing	subscribing	vvg	subscribing	subscribe	0
to	to	p-acp	to	to	0
Cypri	Cypri	np1	Cypri	Cypri	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
consonant	consonant	n1	consonant	consonant	0
to	to	p-acp	to	to	0
Gods	Gods	n2	Gods	god	0
will	will	vmb	will	will	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
this	this	d	this	this	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
iudics	iudics	n2	iudics	iudic	0
in	in	p-acp	in	in	0
con	con	vvi	con	con	0
¦	¦	sy	¦	¦	0
cione	cione	fw-la	cione	cione	0
pro	pro	fw-la	pro	pro	0
rostr	rostr	n1	rostr	rostr	0
∣	∣	sy	∣	∣	0
pulenta	pulenta	fw-la	pulenta	pulenta	0
facundi	facundi	fw-la	facundi	facundi	0
volubili	volubili	fw-la	volubili	volubili	0
ambitu	ambitu	fw-la	ambitu	ambitu	0
iactetu	iactetu	fw-la	iactetu	iactetu	0
▪	▪	▪	▪	▪	0
cum	cum	fw-la	cum	cum	0
de	de	fw-la	de	de	0
Dumino	Dumino	fw-la	Dumino	dumino	0
Deo	Deo	fw-la	Deo	deo	0
vox	vox	fw-la	vox	vox	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
vocis	vocis	fw-la	vocis	vocis	0
para	para	fw-mi	para	para	0
syn	syn	n1	sin	sin	0
¦	¦	sy	¦	¦	0
ceritas	ceritas	fw-la	ceritas	ceritas	0
non	non	fw-la	non	non	0
eloquen	eloquen	n1	eloquen	eloquen	0
∣	∣	sy	∣	∣	0
tiae	tiae	fw-la	tiae	tiae	0
veribus	veribus	fw-la	veribus	veribus	0
nitt	nitt	vvi	nitt	nitt	0
ad	ad	fw-la	ad	ad	0
fidei	fidei	fw-la	fidei	fidei	0
argumenta	argumenta	fw-la	argumenta	argumenta	0
sed	sed	fw-la	sed	sed	0
rebus	rebus	fw-la	rebus	rebus	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
1.	1.	crd	1.	1.	0
ep	ep	n1	ep	ep	0
.	.	.	.	.	0
ad	ad	fw-la	ad	ad	0
Donatu	Donatu	fw-la	Donatu	donatu	0
.	.	.	.	.	1
Volubility	Volubility	n1	Volubility	volubility	0
of	of	pp-f	of	of	0
elo	elo	n1	elo	elo	0
∣	∣	sy	∣	∣	0
quence	quence	n1	quence	quence	0
is	is	vbz	is	be	0
requisite	requisite	j	requisite	requisite	0
in	in	p-acp	in	in	0
legall	legall	j	legal	legal	0
pleadings	pleadings	n2	pleadings	plead	0
,	,	,	,	,	0
and	and	cc	and	and	0
ciuill	ciuill	j	civil	civil	0
orations	orations	n2	orations	oration	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
speeches	speeches	n2	speeches	speech	0
concerning	concerning	vvg	concerning	concern	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
it	it	pn31	it	it	0
becommeth	becommeth	vvz	becomes	become	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
onely	onely	j	only	only	0
purity	purity	n1	purity	purity	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
with	with	p-acp	with	with	0
simplicity	simplicity	n1	simplicity	simplicity	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
most	most	ds	most	most	0
powerfull	powerfull	j	powerful	powerful	0
to	to	pc-acp	to	to	0
beget	beget	vvi	beget	beget	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
His	His	po31	His	his	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
exemplified	exemplified	vvn	exemplified	exemplify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
follow	follow	vvi	follow	follow	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
discourse	discourse	n1	discourse	discourse	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
leaue	leaue	vvb	leave	leave	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
uourable	uourable	j	uourable	uourable	0
construction	construction	n1	construction	construction	0
,	,	,	,	,	0
and	and	cc	and	and	0
kinde	kinde	j	kind	kind	0
acceptation	acceptation	n1	acceptation	acceptation	0
:	:	:	:	:	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
Gods	Gods	n2	Gods	god	0
more	more	av-dc	more	more	0
abundant	abundant	j	abundant	abundant	0
retribution	retribution	n1	retribution	retribution	0
,	,	,	,	,	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
euer	euer	av	ever	ever	0
remaining	remaining	vvg	remaining	remain	0
,	,	,	,	,	1
