RIghte	RIghte	av-jn	Right	right	0
workers	workers	n2	workers	worker	0
of	of	pp-f	of	of	0
iniquitie	iniquitie	n1	iniquity	iniquity	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
vnfitting	vnfitting	vvg	unfitting	unfitting	0
your	your	po22	your	your	0
Lo.	Lo.	n1	Lo.	lord	0
(	(	(	(	(	0
beeīng	beeīng	vbg	beeinng	beeinng	0
called	called	vvn	called	call	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
reuerēd	reuerēd	j-jn	reverend	reverend	0
Bishop	Bishop	n1	Bishop	bishop	0
,	,	,	,	,	0
a	a	dt	a	a	0
gouernor	gouernor	n1	governor	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
incite	incite	vvi	incite	incite	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
consecrating	consecrating	n-vvg	consecrating	consecrate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Leuites	Leuites	np2	Leuites	leuite	0
hands	hands	n2	hands	hand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
slay	slay	vvi	slay	slay	0
his	his	po31	his	his	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
32.29.27	32.29.27	crd	32.29.27	32.29.27	0
.	.	.	.	.	0
his	his	po31	his	his	0
companion	companion	n1	companion	companion	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
neighbour	neighbour	n1	neighbour	neighbour	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
defiled	defiled	vvn	defiled	defile	0
the	the	dt	the	the	0
land	land	n1	land	land	0
with	with	p-acp	with	with	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
then	then	cs	then	than	0
necessitie	necessitie	n1	necessity	necessity	0
requireth	requireth	vvz	requires	require	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
Thomas	Thomas	np1	Thomas	Thomas	0
Worthing	Worthing	np1	Worthing	Worthing	0
∣	∣	sy	∣	∣	0
tonus	tonus	fw-la	tonus	tonus	0
pres	pres	fw-fr	pres	pres	0
∣	∣	sy	∣	∣	0
byter	byter	n1	byter	byter	0
.	.	.	.	.	0
his	his	po31	his	his	0
posteritie	posteritie	n1	posterity	posterity	0
(	(	(	(	(	0
those	those	d	those	those	0
hopefull	hopefull	j	hopeful	hopeful	0
plants	plants	n2	plants	plant	0
)	)	)	)	)	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Sith	Sith	a-acp	Sith	sith	0
they	they	pns32	they	they	0
boast	boast	vvb	boast	boast	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Idola	Idola	n1	Idola	idola	0
∣	∣	sy	∣	∣	0
trous	trous	j	trous	trous	0
broode	broode	n1	brood	brood	0
amongst	amongst	p-acp	among	among	0
vs.	vs.	pno12	us	we	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
lately	lately	av-j	lately	late	0
published	published	vvn	published	publish	0
two	two	crd	two	two	0
Tomes	Tomes	n2	Tomes	tome	0
of	of	pp-f	of	of	0
Bristowes	Bristowes	vvz	Bristol's	bristol'	0
the	the	dt	the	the	0
Iesuite	Iesuite	np1	Iesuite	Jesuit	0
,	,	,	,	,	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
,	,	,	,	,	0
called	called	vvn	called	call	0
Motiua	Motiua	np1	Motiua	Motiua	0
Anti-haretica	Anti-haretica	j	Anti-haretica	anti-haretica	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
Dedicatorie	Dedicatorie	j	Dedicatory	dedicatory	0
,	,	,	,	,	0
speaks	speaks	vvz	speaks	speak	0
thus	thus	av	thus	thus	0
;	;	;	;	;	0
Post	Post	fw-la	Post	post	0
diu	diu	fw-la	diu	diu	0
∣	∣	sy	∣	∣	0
turnas	turnas	fw-la	turnas	turnas	0
in	in	fw-la	in	in	0
Anglia	Anglia	fw-it	Anglia	anglia	0
ingrauescentes	ingrauescentes	fw-la	ingrauescentes	ingrauescentes	0
,	,	,	,	,	0
pro	pro	fw-la	pro	pro	0
fide	fide	fw-la	fide	fide	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholica	tholica	fw-la	tholica	tholica	0
,	,	,	,	,	0
persecutiones	persecutiones	fw-la	persecutiones	persecutiones	0
,	,	,	,	,	0
ita	ita	fw-la	ita	ita	0
plus	plus	fw-fr	plus	plus	0
solito	solito	fw-la	solito	solito	0
crescat	crescat	fw-la	crescat	crescat	0
Ca	Ca	zz	Ca	ca	0
¦	¦	sy	¦	¦	0
tholicorum	tholicorum	fw-la	tholicorum	tholicorum	0
ibi	ibi	fw-la	ibi	ibi	0
mumerus	mumerus	fw-la	mumerus	mumerus	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
zelus	zelus	fw-la	zelus	zelus	0
,	,	,	,	,	0
vt	vt	fw-la	vt	ut	0
spes	spes	fw-la	spes	spes	0
ef	ef	pp-f	ef	of	0
∣	∣	sy	∣	∣	0
fulgeat	fulgeat	fw-la	fulgeat	fulgeat	0
(	(	(	(	(	0
Diuina	Diuina	np1	Diuina	Diuina	0
praestante	praestante	n-jn	praestante	praestante	0
misericordia	misericordia	fw-la	misericordia	misericordia	0
)	)	)	)	)	0
totum	totum	fw-la	totum	totum	0
illud	illud	fw-la	illud	illud	0
amplissimū	amplissimū	fw-la	amplissimū	amplissimū	0
Regnū	Regnū	fw-la	Regnū	regnū	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
sanctaematris	sanctaematris	fw-la	sanctaematris	sanctaematris	0
Ec	Ec	fw-la	Ec	ec	0
¦	¦	sy	¦	¦	0
clesiae	clesiae	fw-la	clesiae	clesiae	0
gremiū	gremiū	fw-la	gremiū	gremiū	0
breuirediturum	breuirediturum	fw-la	breuirediturum	breuirediturum	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
then	then	av	then	then	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
need	need	n1	need	need	0
&	&	cc	&	and	0
high	high	j	high	high	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
iesties	iesties	ng1	iesties	iesties	0
former	former	j	former	former	0
lenitie	lenitie	n1	lenity	lenity	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
turned	turned	vvn	turned	turn	0
into	into	p-acp	into	into	0
iust	iust	j	just	just	0
seueritie	seueritie	n1	severity	severity	0
?	?	?	?	?	0
lest	lest	cs	lest	lest	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
to	to	p-acp	to	to	0
succee	succee	n1	succee	succee	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
ages	ages	n2	ages	age	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
both	both	d	both	both	0
his	his	po31	his	his	0
God	God	n1	God	god	0
&	&	cc	&	and	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
his	his	po31	his	his	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
&	&	cc	&	and	0
people	people	n1	people	people	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
may	may	vmb	may	may	0
easily	easily	av-j	easily	easy	0
be	be	vbi	be	be	0
preuented	preuented	vvn	prevented	prevent	0
,	,	,	,	,	0
if	if	cs	if	if	0
his	his	po31	his	his	0
lawes	lawes	n2	laws	law	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
roūdnes	roūdnes	n1	roundness	roundness	0
executed	executed	vvn	executed	execute	0
,	,	,	,	,	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
seedes	seedes	n2	seeds	seed	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
treason	treason	n1	treason	treason	0
&	&	cc	&	and	0
idolatrie	idolatrie	n1	idolatry	idolatry	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
this	this	d	this	this	0
popish	popish	j	popish	popish	0
superstitiō	superstitiō	n1	superstition	superstition	0
is	is	vbz	is	be	0
nourished	nourished	vvn	nourished	nourish	0
&	&	cc	&	and	0
increased	increased	vvn	increased	increase	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
land	land	n1	land	land	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
former	former	j	former	former	0
authour	authour	n1	author	author	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
,	,	,	,	,	0
commending	commending	vvg	commending	commend	0
the	the	dt	the	the	0
founders	founders	n2	founders	founder	0
and	and	cc	and	and	0
vp	vp	a-acp	up	up	0
∣	∣	sy	∣	∣	0
holders	holders	n2	holders	holder	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Seminaries	Seminaries	n2	Seminaries	seminary	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
tains	tains	fw-fr	tains	tains	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
waters	waters	n2	waters	water	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
watered	watered	vvn	watered	water	0
these	these	d	these	these	0
weeds	weeds	n2	weeds	weed	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
that	that	cst	that	that	0
His	His	po31	His	his	0
enim	enim	fw-la	enim	enim	0
in	in	p-acp	in	in	0
collegijs	collegijs	fw-la	collegijs	collegijs	0
Sacerdotes	Sacerdotes	np1	Sacerdotes	Sacerdotes	0
ini	ini	fw-fr	ini	ini	0
∣	∣	sy	∣	∣	0
tiati	tiati	n1	tiati	tiati	0
,	,	,	,	,	0
&	&	cc	&	and	0
inde	inde	fw-la	inde	inde	0
in	in	p-acp	in	in	0
Angliā	Angliā	fw-la	Angliā	angliā	0
missi	missi	fw-fr	missi	missi	0
,	,	,	,	,	0
tū	tū	fw-la	tū	tū	0
paruas	paruas	fw-la	paruas	paruas	0
ibi	ibi	fw-la	ibi	ibi	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gionis	gionis	fw-la	gionis	gionis	0
reliquias	reliquias	fw-la	reliquias	reliquias	0
cōseruerunt	cōseruerunt	fw-la	cōseruerunt	cōseruerunt	0
,	,	,	,	,	0
tum	tum	fw-la	tum	tum	0
easdē	easdē	vvn	easden	easden	0
(	(	(	(	(	0
vt	vt	fw-la	vt	ut	0
nūc	nūc	fw-la	nūc	nūc	0
videamus	videamus	fw-la	videamus	videamus	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
immensum	immensum	fw-la	immensum	immensum	0
propagarunt	propagarunt	fw-la	propagarunt	propagarunt	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
confession	confession	n1	confession	confession	0
beeing	beeing	vbg	being	be	0
the	the	dt	the	the	0
preseruers	preseruers	n2	preservers	preserver	0
and	and	cc	and	and	0
the	the	dt	the	the	0
increasers	increasers	n2	increasers	increaser	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
among	among	p-acp	among	among	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
preuent	preuent	vvi	prevent	prevent	0
the	the	dt	the	the	0
cōtinu	cōtinu	vvi	continue	continue	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
and	and	cc	and	and	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
ing	ing	n1	king	king	0
off	off	p-acp	off	off	0
such	such	d	such	such	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
who	who	r-crq	who	who	0
husband	husband	n1	husband	husband	0
this	this	d	this	this	0
Idola	Idola	n1	Idola	idola	0
∣	∣	sy	∣	∣	0
trous	trous	j	trous	trous	0
worke	worke	n1	work	work	0
:	:	:	:	:	0
least	least	cs	lest	lest	0
should	should	vmd	should	shall	0
growe	growe	vvi	grow	grow	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
ars	ars	fw-la	ars	ars	0
to	to	p-acp	to	to	0
more	more	dc	more	more	0
then	then	cs	then	than	0
the	the	dt	the	the	0
wheat	wheat	n1	wheat	wheat	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
dan	dan	n1	dan	dan	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
and	and	cc	and	and	0
disturbance	disturbance	n1	disturbance	disturbance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whose	whose	r-crq	whose	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
zard	zard	n1	zard	zard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
dealt	dealt	vvn	dealt	deal	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
hath	hath	vhz	hath	have	0
such	such	d	such	such	0
an	an	dt	and	a	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
this	this	d	this	this	0
busi	busi	n1	busi	busi	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
knoweth	knoweth	vvz	knoweth	know	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
purpose	purpose	n1	purpose	purpose	0
?	?	?	?	?	1
&c	&c	av	etc.	etc	0
whether	whether	cs	whither	whether	0
,	,	,	,	,	0
whē	whē	c-crq	when	when	0
some	some	d	some	some	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
cast	cast	vvn	cast	cast	0
you	you	pn22	you	you	0
out	out	av	out	out	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
God	God	np1	God	God	0
bene	bene	vbn	be	be	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
an	an	dt	and	a	0
end	end	n1	end	end	0
?	?	?	?	?	1
The	The	dt	The	the	0
sanour	sanour	n1	sanour	sanour	0
God	God	np1	God	God	0
brought	brought	vvd	brought	bring	0
you	you	pn22	you	you	0
first	first	ord	first	first	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
vpholding	vpholding	vvg	upholding	uphold	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
greater	greater	jc	greater	great	0
aduancement	aduancement	n1	advancement	advancement	0
,	,	,	,	,	0
seemeth	seemeth	vvz	seems	seem	0
to	to	p-acp	to	to	0
reiuie	reiuie	j	reiuie	reiuie	0
no	no	av-dx	no	no	0
lesse	lesse	dc	less	less	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Without	Without	p-acp	Without	without	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
doubt	doubt	vvi	doubt	doubt	0
,	,	,	,	,	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
neither	neither	av-dx	neither	neither	0
performe	performe	vvi	perform	perform	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
faithfulnesse	faithfulnesse	n1	faithfulness	faithfulness	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Maie	Maie	vmb	May	may	0
∣	∣	sy	∣	∣	0
stie	stie	n1	sty	sty	0
.	.	.	.	.	1
Pardon	Pardon	n1	Pardon	pardon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseeche	beseeche	vvb	beseech	beseech	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
my	my	po11	my	my	0
plainnesse	plainnesse	n1	plainness	plainness	0
and	and	cc	and	and	0
boldnesse	boldnesse	n1	boldness	boldness	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
excuse	excuse	vvb	excuse	excuse	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Bernard	Bernard	np1	Bernard	Bernard	0
to	to	p-acp	to	to	0
Eugenius	Eugenius	np1	Eugenius	Eugenius	0
:	:	:	:	:	0
Atten	Atten	np1	Atten	Atten	0
∣	∣	sy	∣	∣	0
do	do	vdb	do	do	0
celsitudinem	celsitudinem	fw-la	celsitudinem	celsitudinem	0
honoris	honoris	fw-la	honoris	honoris	0
,	,	,	,	,	0
&	&	cc	&	and	0
è	è	fw-la	è	è	0
vicino	vicino	fw-la	vicino	vicino	0
periculum	periculum	fw-la	periculum	periculum	0
reformido	reformido	fw-la	reformido	reformido	0
:	:	:	:	:	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Hieroure	Hieroure	n1	Hieroure	hieroure	0
to	to	p-acp	to	to	0
Salvina	Salvina	np1	Salvina	Salvina	0
,	,	,	,	,	0
Absit	Absit	fw-la	Absit	absit	0
vt	vt	fw-la	vt	ut	0
sinistrum	sinistrum	fw-la	sinistrum	sinistrum	0
quicquam	quicquam	fw-la	quicquam	quicquam	0
mihi	mihi	fw-la	mihi	mihi	0
de	de	fw-la	de	de	0
te	te	fw-la	te	te	0
suspicari	suspicari	fw-la	suspicari	suspicari	0
liceat	liceat	fw-la	liceat	liceat	0
:	:	:	:	:	0
sed	sed	fw-la	sed	sed	0
ex	ex	fw-la	ex	ex	0
abundantia	abundantia	fw-la	abundantia	abundantia	0
lubri	lubri	n1	lubri	lubri	0
∣	∣	sy	∣	∣	0
cam	cam	fw-la	cam	cam	0
aetatē	aetatē	fw-la	aetatē	aetatē	0
(	(	(	(	(	0
dicerem	dicerem	fw-la	dicerem	dicerem	0
ego	ego	fw-la	ego	ego	0
,	,	,	,	,	0
Epist.	Epist.	np1	Epist.	Epist.	1
9.	9.	crd	9.	9	0
lubricum	lubricum	fw-la	lubricum	lubricum	0
statum	statum	fw-la	statum	statum	0
&	&	cc	&	and	0
gradum	gradum	fw-la	gradum	gradum	0
)	)	)	)	)	0
monuisse	monuisse	fw-la	monuisse	monuisse	0
,	,	,	,	,	0
pietatis	pietatis	fw-la	pietatis	pietatis	0
est	est	fw-la	est	est	0
:	:	:	:	:	0
imò	imò	fw-la	imò	imò	0
amo	amo	fw-la	amo	amo	0
∣	∣	sy	∣	∣	0
ris	ris	zz	ris	ris	0
non	non	fw-la	non	non	0
vulgaris	vulgaris	fw-la	vulgaris	vulgaris	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
priuate	priuate	j	private	private	0
reasons	reasons	n2	reasons	reason	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
moued	moued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
this	this	d	this	this	0
slender	slender	j	slender	slender	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
might	might	vmd	might	may	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
auncient	auncient	j-jn	ancient	ancient	0
fauour	fauour	n1	favour	favour	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
bore	bore	vvd	boar	bear	0
to	to	p-acp	to	to	0
wardes	wardes	n2	wards	ward	0
mee	mee	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vniuersi	Vniuersi	fw-la	Vniuersi	universi	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
good	good	j	good	good	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
though	though	cs	though	though	0
vnde	vnde	fw-la	vnde	unde	0
∣	∣	sy	∣	∣	0
serued	serued	vvd	served	serve	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
good	good	j	good	good	0
and	and	cc	and	and	0
preferment	preferment	n1	preferment	preferment	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
since	since	c-acp	since	since	0
,	,	,	,	,	0
the	the	dt	the	the	0
renewing	renewing	vvg	renewing	renew	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
towards	towards	p-acp	towards	towards	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
euen	euen	av	even	even	0
now	now	av	now	now	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
aduanced	aduanced	j-vvn	advanced	advance	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
and	and	cc	and	and	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
dig	dig	n1	dig	dig	0
∣	∣	sy	∣	∣	0
nitie	nitie	n1	nitie	nitie	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
doe	doe	vdi	do	do	0
noe	noe	dx	no	no	0
lesse	lesse	dc	less	less	0
then	then	cs	then	than	0
returne	returne	vvi	return	return	0
a	a	dt	a	a	0
bare	bare	j	bore	bare	0
&	&	cc	&	and	0
naked	naked	j	naked	naked	0
signe	signe	n1	sign	sign	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
heartie	heartie	j	hearty	hearty	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
great	great	j	great	great	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
glorie	glorie	n1	glory	glory	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
faithfull	faithfull	j	faithful	faithful	0
to	to	p-acp	to	to	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Soue	Soue	av	Soon	soon	0
∣	∣	sy	∣	∣	0
raigne	raigne	n1	reign	reign	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
