PArdon	PArdon	n1	PArdon	pardon	0
his	his	po31	his	his	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Majesty	Majesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Person	Person	n1	Person	person	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
then	then	av	then	then	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
scope	scope	n1	scope	scope	0
and	and	cc	and	and	0
businesse	businesse	n1	business	business	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
affirm	affirm	vvi	affirm	affirm	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
without	without	p-acp	without	without	0
exception	exception	n1	exception	exception	0
,	,	,	,	,	0
great	great	j	great	great	0
and	and	cc	and	and	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
boldly	boldly	av-j	boldly	bold	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
High	High	zz	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
avouch	avouch	vvi	avouch	avouch	0
it	it	pn31	it	it	0
equal	equal	j-jn	equal	equal	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
Kings	Kings	ng1	Kings	king	0
Cabinet	Cabinet	n1	Cabinet	cabinet	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
though	though	cs	though	though	0
truly	truly	av-j	truly	true	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
rusti	rusti	n1	rusti	rusti	0
∣	∣	sy	∣	∣	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
dresse	dresse	n1	dress	dress	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
meerly	meerly	av-j	merely	mere	0
my	my	po11	my	my	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
admitted	admitted	vvn	admitted	admit	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
over-curi	over-curi	j	over-curi	over-curi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
.	.	.	.	.	1
The	The	dt	The	the	0
plain	plain	j	plain	plain	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
to	to	pc-acp	to	to	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tent	tent	n1	tent	tent	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
neglected	neglected	vvn	neglected	neglect	0
something	something	pi	something	something	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
form	form	n1	from	form	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
due	due	j-jn	due	due	0
dresse	dresse	n1	dress	dress	0
and	and	cc	and	and	0
ornament	ornament	n1	ornament	ornament	0
of	of	pp-f	of	of	0
Language	Language	n1	Language	language	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
word	word	n1	word	word	0
it	it	pn31	it	it	0
truly	truly	av-j	truly	true	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
required	required	vvn	required	require	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
than	than	cs	than	than	0
the	the	dt	the	the	0
pen	pen	n1	pen	pen	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Seraphim	Seraphim	np1	Seraphim	Seraphim	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
comfort	comfort	n1	comfort	comfort	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
High	High	j	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
like	like	vvb	like	like	0
your	your	po22	your	your	0
great	great	j	great	great	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
his	his	po31	his	his	0
other	other	j-jn	other	other	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
,	,	,	,	,	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
ever	ever	av	ever	ever	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
declared	declared	vvn	declared	declare	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
to	to	pc-acp	to	to	0
that	that	d	that	that	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
pitiful	pitiful	j	pitiful	pitiful	0
ostenta	ostenta	fw-la	ostenta	ostenta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
cloathes	cloathes	n2	clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
knows	knows	vvz	knows	know	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
Oriental	Oriental	jp	Oriental	oriental	0
Pearle	Pearle	n1	Pearl	pearl	0
,	,	,	,	,	0
though	though	cs	though	though	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
course	course	n1	course	course	0
shell	shell	n1	shell	shell	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
precious	precious	j	precious	precious	0
sweet	sweet	j	sweet	sweet	0
Perfume	Perfume	n1	Perfume	perfume	0
,	,	,	,	,	0
though	though	cs	though	though	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
within	within	p-acp	within	within	0
an	an	dt	and	a	0
abject	abject	j	abject	abject	0
Box.	Box.	np1	Box.	Box.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
offend	offend	vvi	offend	offend	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
suffice	suffice	vvi	suffice	suffice	0
me	me	pno11	me	i	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
imitated	imitated	vvn	imitated	imitate	0
those	those	d	those	those	0
that	that	cst	that	that	0
preserve	preserve	vvb	preserve	preserve	0
Oranges	Oranges	n2	Oranges	orange	0
and	and	cc	and	and	0
Limons	Limons	n2	Limons	lemon	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
neglecting	neglecting	vvg	neglecting	neglect	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
juice	juice	n1	juice	juice	0
,	,	,	,	,	0
and	and	cc	and	and	0
inside	inside	n1-an	inside	inside	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
,	,	,	,	,	0
do	do	vdb	do	do	0
candy	candy	n1	candy	candy	0
and	and	cc	and	and	0
preserve	preserve	vvi	preserve	preserve	0
the	the	dt	the	the	0
meer	meer	j	mere	mere	0
Rine	Rine	n1	Rind	rind	0
,	,	,	,	,	0
and	and	cc	and	and	0
outside	outside	av-an	outside	outside	0
onely	onely	av-j	only	only	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
another	another	j-jn	another	another	0
pardon	pardon	n1	pardon	pardon	0
to	to	pc-acp	to	to	0
beg	beg	vvi	beg	beg	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
or	or	cc	or	or	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
eternally	eternally	av-j	eternally	eternal	0
ruined	ruined	vvn	ruined	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
dareing	dareing	vvg	daring	dare	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
,	,	,	,	,	0
or	or	cc	or	or	0
touch	touch	vvi	touch	touch	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
rude	rude	j	rude	rude	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
curious	curious	j	curious	curious	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Mosaick	Mosaick	j	Mosaic	mosaic	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Monument	Monument	n1	Monument	monument	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
immortal	immortal	j	immortal	immortal	0
Fathers	Fathers	ng1	Father's	father	0
Memory	Memory	n1	Memory	memory	0
,	,	,	,	,	0
well	well	av	well	well	0
knowing	knowing	vvg	knowing	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
tongue	tongue	n1	tongue	tongue	0
which	which	r-crq	which	which	0
has	has	vhz	has	have	0
not	not	xx	not	not	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pressions	pressions	n2	pressions	pression	0
equal	equal	j-jn	equal	equal	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Expeditions	Expeditions	n2	Expeditions	expedition	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
pen	pen	n1	pen	pen	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
parallel	parallel	vvi	parallel	parallel	0
his	his	po31	his	his	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
is	is	vbz	is	be	0
capable	capable	j	capable	capable	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
any	any	d	any	any	0
just	just	j	just	just	0
Character	Character	n1	Character	character	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
Pen	Pen	n1	Pen	pen	0
,	,	,	,	,	0
or	or	cc	or	or	0
Pensil	Pensil	n1	Pensil	pensil	0
,	,	,	,	,	0
can	can	vmb	can	can	0
possibly	possibly	av-j	possibly	possible	0
delineate	delineate	vvi	delineate	delineate	0
,	,	,	,	,	0
that	that	cst	that	that	0
most	most	av-ds	most	most	0
invincible	invincible	j	invincible	invincible	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
countered	countered	vvd	countered	counter	0
Men	Men	n2	Men	man	0
and	and	cc	and	and	0
Devils	Devils	n2	Devils	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
associating	associating	j-vvg	associating	associate	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
broke	broke	vvn	broke	break	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
obstacles	obstacles	n2	obstacles	obstacle	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Crown	Crown	vvi	Crown	crown	0
his	his	po31	his	his	0
inspired	inspired	j-vvn	inspired	inspire	0
purposes	purposes	n2	purposes	purpose	0
?	?	?	?	?	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hurry	hurry	n1	hurry	hurry	0
of	of	pp-f	of	of	0
War	War	n1	War	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
thunder	thunder	n1	thunder	thunder	0
and	and	cc	and	and	0
olive	olive	n1	olive	olive	0
branches	branches	n2	branches	branch	0
,	,	,	,	,	0
throughout	throughout	p-acp	throughout	throughout	0
these	these	d	these	these	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
now	now	av	now	now	0
blest	blest	vvn	blessed	bless	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Gracious	Gracious	j	Gracious	gracious	0
Protection	Protection	n1	Protection	protection	0
,	,	,	,	,	0
has	has	vhz	has	have	0
happily	happily	av-j	happily	happy	0
rendered	rendered	vvn	rendered	render	0
himself	himself	px31	himself	himself	0
amiable	amiable	j	amiable	amiable	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
terrible	terrible	j	terrible	terrible	0
at	at	p-acp	at	at	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
ever	ever	av	ever	ever	0
prosperous	prosperous	j	prosperous	prosperous	0
,	,	,	,	,	0
and	and	cc	and	and	0
aweful	aweful	j	awful	awful	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
?	?	?	?	?	1
No	No	uh-dx	No	no	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
Mortal	Mortal	j-jn	Mortal	mortal	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
His	His	po31	His	his	0
own	own	d	own	own	0
Acts	Acts	n2	Acts	act	0
onely	onely	av-j	only	only	0
can	can	vmb	can	can	0
speak	speak	vvi	speak	speak	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
will	will	vmb	will	will	0
do	do	vdi	do	do	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Panegyricks	Panegyricks	n2	Panegyrics	panegyric	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
can	can	vmb	can	can	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Rose	Rose	n1	Rose	rose	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
,	,	,	,	,	0
is	is	vbz	is	be	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
ciently	ciently	av-j	ciently	cient	0
beautified	beautified	vvn	beautified	beautify	0
with	with	p-acp	with	with	0
its	its	po31	its	its	0
leaves	leaves	n2	leaves	leaf	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
with	with	p-acp	with	with	0
its	its	po31	its	its	0
Rayes	Rayes	n2	Rays	ray	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
more	more	dc	more	more	0
can	can	vmb	can	can	0
our	our	po12	our	our	0
praises	praises	n2	praises	praise	0
arrive	arrive	vvb	arrive	arrive	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
perfections	perfections	n2	perfections	perfection	0
,	,	,	,	,	0
than	than	cs	than	than	0
humane	humane	j	humane	humane	0
Arts	Arts	n2	Arts	art	0
can	can	vmb	can	can	0
reach	reach	vvi	reach	reach	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
infinite	infinite	j	infinite	infinite	0
inso	inso	fw-la	inso	inso	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
now	now	av	now	now	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
and	and	cc	and	and	0
unlesse	unlesse	cs	unless	unless	0
your	your	po22	your	your	0
Gracious	Gracious	j	Gracious	gracious	0
Serenity	Serenity	n1	Serenity	serenity	0
be	be	vbi	be	be	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
to	to	p-acp	to	to	0
pardon	pardon	vvb	pardon	pardon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
perish	perish	vvi	perish	perish	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Haven	Haven	n1	Haven	haven	0
of	of	pp-f	of	of	0
Hope	Hope	n1	Hope	hope	0
.	.	.	.	.	1
And	And	cc	And	and	0
Mighty	Mighty	j	Mighty	mighty	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
some	some	d	some	some	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
present	present	j	present	present	0
auda	auda	fw-la	auda	auda	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hereafter	hereafter	av	hereafter	hereafter	0
strive	strive	vvi	strive	strive	0
,	,	,	,	,	0
better	better	av-jc	better	better	0
to	to	pc-acp	to	to	0
resemble	resemble	vvi	resemble	resemble	0
those	those	d	those	those	0
devout	devout	j	devout	devout	0
adorers	adorers	n2	adorers	adorer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
affixe	affixe	vvi	affix	affix	0
Crowns	Crowns	n2	Crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
Garlands	Garlands	n2	Garlands	garland	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Statue	Statue	n1	Statue	statue	0
,	,	,	,	,	0
burnt	burnt	vvd	burned	burn	0
Flowers	Flowers	n2	Flowers	flower	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
their	their	po32	their	their	0
odour	odour	n1	odour	odour	0
mount	mount	vvi	mount	mount	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
:	:	:	:	:	0
So	So	av	So	so	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
Crown	Crown	vvi	Crown	crown	0
his	his	po31	his	his	0
deceased	deceased	j-vvn	deceased	decease	0
Highnesse	Highnesse	n1	Highness	highness	0
his	his	po31	his	his	0
Merits	Merits	n2	Merits	merit	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
weake	weake	j	weak	weak	0
humane	humane	j	humane	humane	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
humbly	humbly	av-j	humbly	humble	0
offer	offer	vvi	offer	offer	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
my	my	po11	my	my	0
prayers	prayers	n2	prayers	prayer	0
and	and	cc	and	and	0
vows	vows	n2	vows	vow	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
eternall	eternall	j	eternal	eternal	0
prosperities	prosperities	n2	prosperities	prosperity	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
preserve	preserve	vvb	preserve	preserve	0
still	still	av	still	still	0
,	,	,	,	,	0
the	the	dt	the	the	0
Idaea	Idaea	n1	Idaea	idea	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
late	late	j	late	late	0
Highnesse	Highnesse	n1	Highness	highness	0
his	his	po31	his	his	0
Authori	Authori	fw-la	Authori	authori	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
and	and	cc	and	and	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sacred	Sacred	j	Sacred	sacred	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
here	here	av	here	here	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
us	us	pno12	us	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
Ile	Ile	pns11|vmb	I'll	I|will	0
do	do	vdi	do	do	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-j	stantly	stant	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
submission	submission	n1	submission	submission	0
,	,	,	,	,	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
Highnesse	Highnesse	n1	Highness	highness	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
Heroick	Heroick	j	Heroic	heroic	0
,	,	,	,	,	0
Sublime	Sublime	j	Sublime	sublime	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
Princely	Princely	j	Princely	princely	0
Qualities	Qualities	n2	Qualities	quality	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
becomes	becomes	vvz	becomes	become	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
Gracious	Gracious	j	Gracious	gracious	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	1
