KINDNES	KINDNES	n1	KINDNES	kindness	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
olicies	olicies	n2	olicies	olicy	0
,	,	,	,	,	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
other	other	n-jn	other	other	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
nd	nd	cc	and	and	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
natural	natural	j	natural	natural	0
,	,	,	,	,	0
moral	moral	j	moral	moral	0
,	,	,	,	,	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
idental	idental	j	idental	idental	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holly	holly	n1	holly	holly	0
wil	wil	vmb	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
udgements	udgements	n2	udgements	udgement	0
;	;	;	;	;	0
The	The	dt	The	the	0
consideration	consideration	n1	consideration	consideration	0
wherof	wherof	c-crq	whereof	whereof	0
infinitely	infinitely	av-j	infinitely	infinite	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
orteth	orteth	vvz	orteth	ort	0
euery	euery	d	every	every	0
Christian	Christian	njp	Christian	christian	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
is	is	vbz	is	be	0
dutie	dutie	n1	duty	duty	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
special	special	j	special	special	0
come	come	vvb	come	come	0
∣	∣	sy	∣	∣	0
ort	ort	n1	word	ort	0
,	,	,	,	,	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
alwaise	alwaise	av	always	always	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
prouidence	prouidence	n1	providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
before	before	a-acp	before	before	0
is	is	vbz	is	be	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
acknowledgeth	acknowledgeth	vvz	acknowledgeth	acknowledge	0
his	his	po31	his	his	0
merciful	merciful	j	merciful	merciful	0
disposition	disposition	n1	disposition	disposition	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
soeuer	soeuer	av	soever	soever	0
befalleth	befalleth	vvz	befalls	befall	0
him	him	pno31	him	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
neither	neither	av-d	neither	neither	0
puffed	puffed	vvn	puffed	puff	0
vp	vp	a-acp	up	up	0
with	with	p-acp	with	with	0
pride	pride	n1	pride	pride	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
deiected	deiected	j-vvn	dejected	deject	0
with	with	p-acp	with	with	0
sorrow	sorrow	n1	sorrow	sorrow	0
in	in	p-acp	in	in	0
aduersity	aduersity	n1	adversity	adversity	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
et	et	fw-la	et	et	0
dismayed	dismayed	vvn	dismayed	dismay	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
apprehention	apprehention	n1	apprehension	apprehension	0
of	of	pp-f	of	of	0
dangers	dangers	n2	dangers	danger	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
waise	waise	vvz	waise	waise	0
holdeth	holdeth	vvz	holds	hold	0
an	an	dt	and	a	0
euen	euen	j	even	even	0
and	and	cc	and	and	0
stedfast	stedfast	j	steadfast	steadfast	0
course	course	n1	course	course	0
,	,	,	,	,	0
resigned	resigned	vvn	resigned	resign	0
to	to	p-acp	to	to	0
Gods	Gods	n2	Gods	god	0
wil	wil	vmb	will	will	0
,	,	,	,	,	0
grateful	grateful	j	grateful	grateful	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
benefits	benefits	n2	benefits	benefit	0
,	,	,	,	,	0
not	not	xx	not	not	0
repining	repining	vvg	repining	repine	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
unishments	unishments	n2	unishments	unishment	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
al	al	d	all	all	0
wil	wil	vmb	will	will	0
turne	turne	vvi	turn	turn	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
good	good	j	good	good	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
ault	ault	n1	ault	ault	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
seruants	seruants	n2	servants	servant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
receiue	receiue	vvi	receive	receive	0
infinit	infinit	j	infinite	infinite	0
cōsolation	cōsolation	n1	consolation	consolation	0
,	,	,	,	,	0
wheras	wheras	cs	whereas	whereas	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
like	like	j	like	like	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
prouidence	prouidence	n1	providence	providence	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
neither	neither	dx	neither	neither	0
any	any	d	any	any	0
stay	stay	n1	stay	stay	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
true	true	j	true	true	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
aduersity	aduersity	n1	adversity	adversity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
being	being	vbg	being	be	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
dissolute	dissolute	j	dissolute	dissolute	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
then	then	cs	then	than	0
des	des	fw-fr	des	des	0
∣	∣	sy	∣	∣	0
perate	perate	vvb	perate	perate	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
perish	perish	vvb	perish	perish	0
many	many	d	many	many	0
tymes	tymes	n2	times	time	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
iust	iust	j	just	just	0
Iudgement	Iudgement	n1	Judgement	judgement	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
find	find	vvi	find	find	0
matter	matter	n1	matter	matter	0
considerable	considerable	j	considerable	considerable	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
poynt	poynt	n1	point	point	0
,	,	,	,	,	0
throughout	throughout	p-acp	throughout	throughout	0
this	this	d	this	this	0
whole	whole	j-jn	whole	whole	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
specially	specially	av-j	specially	special	0
recommende	recommende	vvi	recommend	recommend	0
two	two	crd	two	two	0
Chap	Chap	n1	Chap	chap	0
∣	∣	sy	∣	∣	0
ters	ters	n1	ters	ters	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
reading	reading	n-vvg	reading	read	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
the	the	dt	the	the	0
25.	25.	crd	25.	25.	0
and	and	cc	and	and	0
26.	26.	crd	26.	26.	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
declared	declared	vvn	declared	declare	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
why	why	c-crq	why	why	0
God	God	np1	God	God	0
permitteth	permitteth	vvz	permitteth	permit	0
good	good	j	good	good	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
afflicted	afflicted	vvn	afflicted	afflict	0
,	,	,	,	,	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
wel	wel	av	well	well	0
waied	waied	vvd	weighed	weigh	0
may	may	vmb	may	may	0
yeeld	yeeld	vvi	yield	yield	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
both	both	d	both	both	0
consola	consola	fw-la	consola	consola	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
instruction	instruction	n1	instruction	instruction	0
.	.	.	.	.	1
The	The	dt	The	the	0
third	third	ord	third	three	0
poynt	poynt	n1	point	point	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
obserued	obserued	vvn	observed	observe	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
seuere	seuere	j	severe	severe	0
Iustice	Iustice	n1	Justice	justice	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
20.	20.	crd	20.	20.	1
(	(	(	(	(	0
Visiting	Visiting	vvg	Visiting	visit	0
the	the	dt	the	the	0
iniquityes	iniquityes	n2	iniquities	iniquity	0
of	of	pp-f	of	of	0
parents	parents	n2	parents	parent	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
children	children	n2	children	child	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
4.	4.	crd	4.	4.	0
generation	generation	n1	generation	generation	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
as	as	p-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
most	most	av-ds	most	most	0
euident	euident	j	evident	evident	0
in	in	p-acp	in	in	0
princes	princes	n2	princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
states	states	n2	states	state	0
,	,	,	,	,	0
so	so	av	so	so	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
also	also	av	also	also	0
be	be	vbi	be	be	0
obserued	obserued	vvn	observed	observe	0
in	in	p-acp	in	in	0
priuate	priuate	j	private	private	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
particular	particular	j	particular	particular	0
families	families	n2	families	family	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
the	the	dt	the	the	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
wold	wold	vmd	would	will	0
wish	wish	vvi	wish	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
point	point	n1	point	point	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
true	true	j	true	true	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
decay	decay	n1	decay	decay	0
and	and	cc	and	and	0
ouerthrow	ouerthrow	n1	overthrow	overthrow	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
families	families	n2	families	family	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
showed	showed	vvn	showed	show	0
by	by	p-acp	by	by	0
euident	euident	j	evident	evident	0
examples	examples	n2	examples	example	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
ruin	ruin	n1	ruin	ruin	0
of	of	pp-f	of	of	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
domes	domes	n2	domes	dome	0
,	,	,	,	,	0
&	&	cc	&	and	0
states	states	n2	states	state	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
the	the	dt	the	the	0
sinnes	sinnes	n2	sins	sin	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
punished	punished	vvn	punished	punish	0
eyther	eyther	av-d	either	either	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
children	children	n2	children	child	0
and	and	cc	and	and	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
whole	whole	j-jn	whole	whole	0
families	families	n2	families	family	0
are	are	vbr	are	be	0
extirped	extirped	vvn	extirped	extirp	0
,	,	,	,	,	0
races	races	n2	races	race	0
extinguished	extinguished	vvn	extinguished	extinguish	0
,	,	,	,	,	0
ancient	ancient	j	ancient	ancient	0
houses	houses	n2	houses	house	0
decaied	decaied	vvn	decayed	decay	0
,	,	,	,	,	0
and	and	cc	and	and	0
personnal	personnal	j	personnal	personnal	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
or	or	cc	or	or	0
imperfections	imperfections	n2	imperfections	imperfection	0
,	,	,	,	,	0
continued	continued	vvd	continued	continue	0
sometimes	sometimes	av	sometime	sometime	0
in	in	p-acp	in	in	0
families	families	n2	families	family	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
decents	decents	n2	decents	decent	0
.	.	.	.	.	1
Wherby	Wherby	c-crq	Whereby	whereby	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
simple	simple	j	simple	simple	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hope	hope	vvb	hope	hope	0
to	to	pc-acp	to	to	0
eternize	eternize	vvi	eternise	eternize	0
their	their	po32	their	their	0
names	names	n2	names	name	0
and	and	cc	and	and	0
families	families	n2	families	family	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
wicked	wicked	j	wicked	wicked	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
absurdly	absurdly	av-j	absurdly	absurd	0
many	many	d	many	many	0
men	men	n2	men	man	0
vse	vse	vvb	use	use	0
to	to	pc-acp	to	to	0
saye	saye	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
happy	happy	j	happy	happy	0
whose	whose	rg-crq	whose	who	0
father	father	n1	father	father	0
goeth	goeth	vvz	goes	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
deuil	deuil	n1	devil	devil	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
wicked	wicked	j	wicked	wicked	0
men	men	n2	men	man	0
leaue	leaue	vvb	leave	leave	0
many	many	d	many	many	0
times	times	n2	times	time	0
their	their	po32	their	their	0
children	children	n2	children	child	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
il	il	j-jn	ill	ill	0
gotten	gotten	vvn	got	get	0
goods	goods	n2-j	goods	good	0
)	)	)	)	)	0
whereas	whereas	cs	whereas	whereas	0
experience	experience	n1	experience	experience	0
teacheth	teacheth	vvz	teaches	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
although	although	cs	although	although	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
secret	secret	j-jn	secret	secret	0
Iudgements	Iudgements	n2	Judgements	judgement	0
suffreth	suffreth	vvz	suffers	suffer	0
euil	euil	j-jn	evil	evil	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
while	while	n1	while	while	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
causes	causes	n2	causes	cause	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
signified	signified	vvn	signified	signify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
26.	26.	crd	26.	26.	1
Chapter	Chapter	n1	Chapter	chapter	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
e	e	uh	e	e	0
punisheth	punisheth	vvz	punisheth	punish	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
dissipateth	dissipateth	vvz	dissipateth	dissipate	0
their	their	po32	their	their	0
ill	ill	j-jn	ill	ill	0
gathered	gathered	j-vvn	gathered	gather	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
sooner	sooner	av-c	sooner	soon	0
or	or	cc	or	or	0
later	later	jc	later	late	0
,	,	,	,	,	0
wher	wher	c-crq	where	where	0
vpon	vpon	p-acp	upon	upon	0
groweth	groweth	vvz	grows	grow	0
the	the	dt	the	the	0
prouerbe	prouerbe	n1	proverb	proverb	0
:	:	:	:	:	0
ale	ale	n1	ale	ale	0
parta	parta	fw-la	parta	parta	0
,	,	,	,	,	0
male	male	j-jn	male	male	0
dilabuntur	dilabuntur	fw-la	dilabuntur	dilabuntur	0
;	;	;	;	;	0
Goods	Goods	n2-j	Goods	good	0
il	il	fw-it	il	il	0
gotten	gotten	vvn	got	get	0
,	,	,	,	,	0
are	are	vbr	are	be	0
il	il	av-jn	ill	ill	0
spent	spent	vvn	spent	spend	0
.	.	.	.	.	1
Et	Et	fw-la	Et	et	0
vix	vix	fw-la	vix	vix	0
udebit	udebit	fw-la	udebit	udebit	0
tertius	tertius	fw-la	tertius	tertius	0
haeres	haeres	fw-la	haeres	haeres	0
;	;	;	;	;	0
And	And	cc	And	and	0
they	they	pns32	they	they	0
seeldome	seeldome	av	seldom	seldom	0
descend	descend	vvb	descend	descend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
third	third	ord	third	three	0
neratiō	neratiō	n1	neration	neration	0
.	.	.	.	.	1
VVherfore	VVherfore	c-crq	Wherefore	wherefore	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
with	with	p-acp	with	with	0
far	far	av-j	far	far	0
more	more	dc	more	more	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
e	e	fw-la	e	e	0
is	is	vbz	is	be	0
vnhappy	vnhappy	j	unhappy	unhappy	0
whose	whose	rg-crq	whose	who	0
parents	parents	n2	parents	parent	0
sinnes	sinnes	n2	sins	sin	0
may	may	vmb	may	may	0
drawe	drawe	vvi	draw	draw	0
the	the	dt	the	the	0
male	male	n1	male	mail	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
&	&	cc	&	and	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
he	he	pns31	he	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
fearing	fearing	vvg	fearing	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
descended	descended	vvn	descended	descend	0
of	of	pp-f	of	of	0
vertuous	vertuous	j	virtuous	virtuous	0
arents	arents	n2	arents	arent	0
,	,	,	,	,	0
enheriteth	enheriteth	vvz	enheriteth	enherit	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
their	their	po32	their	their	0
wel	wel	av	well	well	0
gotten	gotten	vvn	got	get	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
lso	lso	av	lso	lso	0
Gods	Gods	ng1	Gods	god	0
blessing	blessing	n1	blessing	blessing	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
vertues	vertues	n2	virtues	virtue	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
sting	sting	n1	sting	sting	0
stock	stock	n1	stock	stock	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
indeficient	indeficient	j	indeficient	indeficient	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
yeelding	yeelding	vvg	yielding	yield	0
an	an	cs	and	an	0
as	as	p-acp	as	as	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
fruite	fruite	n1	fruit	fruit	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	png31	his	he	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
you	you	pn22	you	you	0
alwayse	alwayse	av	always	always	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ember	ember	n1	ember	ember	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
liue	liue	vvi	live	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
al	al	d	all	all	0
mporal	mporal	j	mporal	mporal	0
happines	happines	n1	happiness	happiness	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
and	and	cc	and	and	0
perpetuate	perpetuate	vvi	perpetuate	perpetuate	0
our	our	po12	our	our	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
untry	untry	n1	untry	untry	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
Sic	Sic	fw-la	Sic	sic	0
benedicetur	benedicetur	fw-la	benedicetur	benedicetur	0
qui	qui	fw-la	qui	qui	0
timet	timet	fw-la	timet	timet	0
Dominum	Dominum	fw-la	Dominum	dominum	0
;	;	;	;	;	0
Psal.	Psal.	np1	Psal.	Psal.	1
127.	127.	crd	127.	127.	1
So	So	av	So	so	0
shal	shal	vmb	shall	shall	0
he	he	pns31	he	he	0
be	be	vbi	be	be	0
lessed	lessed	vvn	lessed	less	0
who	who	r-crq	who	who	0
feareth	feareth	vvz	fears	fear	0
God	God	np1	God	God	0
.	.	.	.	.	1
Furdermore	Furdermore	np1	Furdermore	Furdermore	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
diuers	diuers	j	diverse	diverse	0
political	political	j	political	political	0
recepts	recepts	n2	recepts	recept	0
,	,	,	,	,	0
and	and	cc	and	and	0
rules	rules	n2	rules	rule	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
though	though	cs	though	though	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
ot	ot	zz	ot	ot	0
aduise	aduise	vvb	advise	advise	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
practise	practise	vvi	practise	practise	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
hurt	hurt	vvi	hurt	hurt	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
nd	nd	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
applyed	applyed	vvd	applied	apply	0
to	to	pc-acp	to	to	0
e	e	sy	e	e	0
condicion	condicion	n1	condition	condition	0
,	,	,	,	,	0
or	or	cc	or	or	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
particular	particular	j	particular	particular	0
man	man	n1	man	man	0
;	;	;	;	;	0
such	such	d	such	such	0
being	being	vbg	being	be	0
e	e	sy	e	e	0
connexion	connexion	n1	connexion	connexion	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
prudence	prudence	n1	prudence	prudence	0
,	,	,	,	,	0
(	(	(	(	(	0
wherof	wherof	c-crq	whereof	whereof	0
po	po	fw-es	po	po	0
∣	∣	sy	∣	∣	0
cy	cy	n1	cy	cy	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
concurre	concurre	vvb	concur	concur	0
,	,	,	,	,	0
and	and	cc	and	and	0
communicate	communicate	vvi	communicate	communicate	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
ings	ings	n2	ings	ing	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
an	an	dt	and	a	0
aduise	aduise	n1	advise	advice	0
may	may	vmb	may	may	0
