HIS	HIS	po31	HIS	his	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
rational	rational	j	rational	rational	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Discourse	Discourse	n1	Discourse	discourse	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
matters	matters	n2	matters	matter	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
bolder	bolder	jc	bolder	bold	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
hear	hear	vvb	hear	hear	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
,	,	,	,	,	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
disserv'd	disserv'd	vvn	disserved	disserve	0
His	His	po31	His	his	0
Maje	Maje	j	Maje	maje	0
∣	∣	sy	∣	∣	0
sties	sties	ng1	sties	sties	0
Gratious	Gratious	j	Gracious	gracious	0
Purpose	Purpose	n1	Purpose	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
created	created	vvn	created	create	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
minds	minds	n2	minds	mind	0
a	a	dt	a	a	0
Nau	Nau	uh	Naum	nau	0
∣	∣	sy	∣	∣	0
saea	saea	uh	saea	saea	0
;	;	;	;	;	0
specially	specially	av-j	specially	special	0
observing	observing	vvg	observing	observe	0
his	his	po31	his	his	0
odd	odd	j	odd	odd	0
Aspersions	Aspersions	n2	Aspersions	aspersion	0
on	on	p-acp	on	on	0
so	so	av	so	so	0
emi	emi	j	emi	emi	0
∣	∣	sy	∣	∣	0
nent	nent	fw-la	nent	nent	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Dr.	Dr.	n1	Dr.	dr.	1
St.	St.	n1	St.	saint	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
is	is	vbz	is	be	0
incomparably	incomparably	av-j	incomparably	incomparable	0
(	(	(	(	(	0
and	and	cc	and	and	0
beyond	beyond	p-acp	beyond	beyond	0
all	all	d	all	all	0
possibility	possibility	n1	possibility	possibility	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
nam'd	nam'd	vvn	named	name	0
together	together	av	together	together	0
,	,	,	,	,	0
)	)	)	)	)	0
ten	ten	crd	ten	ten	0
thousand	thousand	crd	thousand	thousand	0
times	times	n2	times	time	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apostolick	Apostolick	j-jn	Apostolic	apostolic	0
Bishop	Bishop	n1	Bishop	bishop	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
offered	offered	vvn	offered	offer	0
too	too	av	too	too	0
largely	largely	av-j	largely	large	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
just	just	j	just	just	0
Indignation	Indignation	n1	Indignation	indignation	0
here	here	av	here	here	0
,	,	,	,	,	0
I	I	pns11	I	i	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
Treatise	Treatise	n1	Treatise	treatise	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
mostly	mostly	j	mostly	mostly	0
applied	applied	vvn	applied	apply	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rational	rational	j	rational	rational	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
minded	minded	vvn	minded	mind	0
chiefly	chiefly	av-jn	chiefly	chief	0
to	to	pc-acp	to	to	0
possess	possess	vvi	possess	possess	0
the	the	dt	the	the	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
true	true	j	true	true	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
wav'd	wav'd	vvd	waved	wave	0
the	the	dt	the	the	0
persuit	persuit	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
History	History	n1	History	history	0
of	of	pp-f	of	of	0
Transubstantiation	Transubstantiation	n1	Transubstantiation	transubstantiation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
veral	veral	j	veral	veral	0
Stages	Stages	n2	Stages	stage	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
leaving	leaving	vvg	leaving	leave	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
more	more	av-dc	more	more	0
learned	learned	j	learned	learned	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
may	may	vmb	may	may	0
observe	observe	vvi	observe	observe	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
usual	usual	j	usual	usual	0
walks	walks	n2	walks	walk	0
and	and	cc	and	and	0
dail-y	dail-y	j	dail-y	dail-y	0
paths	paths	n2	paths	path	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Ecclesiastick	Ecclesiastick	j	Ecclesiastic	ecclesiastic	0
Times	Times	n2	Times	time	0
Many	Many	d	Many	many	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Erratick	Erratick	j	Erratic	erratic	0
motions	motions	n2	motions	motion	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
however	however	c-acp	however	however	0
the	the	dt	the	the	0
main	main	j	main	main	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
or	or	cc	or	or	0
falshood	falshood	n1	falsehood	falsehood	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
or	or	cc	or	or	0
Article	Article	n1	Article	article	0
rests	rests	vvz	rests	rest	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
little	little	j	little	little	0
room	room	n1	room	room	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
such	such	d	such	such	0
sublime	sublime	j	sublime	sublime	0
spirituality	spirituality	n1	spirituality	spirituality	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
alway	alway	av	always	always	0
breath'd	breath'd	vvn	breathed	breathe	0
)	)	)	)	)	0
so	so	av	so	so	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
kin	kin	n1	kin	kin	0
to	to	p-acp	to	to	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
dying	dying	j-vvg	dying	die	0
Institution	Institution	n1	Institution	institution	0
,	,	,	,	,	0
forsake	forsake	vvb	forsake	forsake	0
him	him	pno31	him	he	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tend	tend	vvb	tend	tend	0
to	to	pc-acp	to	to	0
engage	engage	vvi	engage	engage	0
his	his	po31	his	his	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
so	so	av	so	so	0
suddenly	suddenly	av-j	suddenly	sudden	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Glorious	Glorious	j	Glorious	glorious	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
Asscend	Asscend	vvb	Ascend	ascend	0
far	far	av-j	far	far	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
Heavens	Heavens	n2	Heavens	heaven	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
inglorious	inglorious	j	inglorious	inglorious	0
,	,	,	,	,	0
insipid	insipid	j	insipid	insipid	0
,	,	,	,	,	0
ineffica	ineffica	fw-la	ineffica	ineffica	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
a	a	dt	a	a	0
desscent	desscent	n1	desscent	desscent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
dispossess	dispossess	vvi	dispossess	dispossess	0
a	a	dt	a	a	0
small	small	j	small	small	0
Roll	Roll	zz	Roll	roll	0
os	os	fw-la	os	os	0
Bread	Bread	n1	Bred	bread	0
,	,	,	,	,	0
or	or	cc	or	or	0
Wafer	Wafer	n1	Wafer	wafer	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
whole	whole	j-jn	whole	whole	0
Substance	Substance	n1	Substance	substance	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
trick	trick	n1	trick	trick	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
its	its	po31	its	its	0
Accidents	Accidents	n2	Accidents	accident	0
still	still	av	still	still	0
intire	intire	j	entire	entire	0
to	to	p-acp	to	to	0
fool	fool	n1	fool	fool	0
and	and	cc	and	and	0
baffle	baffle	vvi	baffle	baffle	0
all	all	d	all	all	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
little	little	j	little	little	0
effect	effect	n1	effect	effect	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
Bodies	Bodies	n2	Bodies	body	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Souls	Souls	n2	Souls	soul	0
too	too	av	too	too	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Eaters	Eaters	n2	Eaters	eater	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
Evidences	Evidences	n2	Evidences	evidence	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
notorious	notorious	j	notorious	notorious	0
and	and	cc	and	and	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
miracle	miracle	n1	miracle	miracle	0
is	is	vbz	is	be	0
supposed	supposed	vvn	supposed	suppose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
stupendous	stupendous	j	stupendous	stupendous	0
;	;	;	;	;	0
whoever	whoever	r-crq	whoever	whoever	0
can	can	vmb	can	can	0
believe	believe	vvi	believe	believe	0
this	this	d	this	this	0
,	,	,	,	,	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
to	to	pc-acp	to	to	0
visit	visit	vvi	visit	visit	0
the	the	dt	the	the	0
dark	dark	j	dark	dark	0
and	and	cc	and	and	0
too	too	av	too	too	0
oft	oft	av	oft	oft	0
impure	impure	j	impure	impure	0
Cells	Cells	n2	Cells	cell	0
where	where	c-crq	where	where	0
so	so	av	so	so	0
strange	strange	j	strange	strange	0
a	a	dt	a	a	0
Doc	Doc	fw-fr	Doc	doc	0
∣	∣	sy	∣	∣	0
rine	rine	n1	rind	rind	0
was	was	vbds	was	be	0
conceiv'd	conceiv'd	vvn	conceived	conceive	0
and	and	cc	and	and	0
foster'd	foster'd	vvn	fostered	foster	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
Bulimy	Bulimy	j	Bulimy	bulimy	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
without	without	p-acp	without	without	0
more	more	dc	more	more	0
ado	ado	n1	ado	ado	0
of	of	pp-f	of	of	0
search	search	n1	search	search	0
and	and	cc	and	and	0
inquiry	inquiry	n1	inquiry	inquiry	0
to	to	pc-acp	to	to	0
devour	devour	vvi	devour	devour	0
all	all	d	all	all	0
the	the	dt	the	the	0
absurdities	absurdities	n2	absurdities	absurdity	0
that	that	cst	that	that	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
can	can	vmb	can	can	0
offer	offer	vvi	offer	offer	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
points	points	n2	points	point	0
os	os	fw-la	os	os	0
Idolatry	Idolatry	n1	Idolatry	idolatry	0
,	,	,	,	,	0
abating	abating	vvg	abating	abate	0
from	from	p-acp	from	from	0
things	things	n2	things	thing	0
Pious	Pious	j	Pious	pious	0
and	and	cc	and	and	0
Learned	Learned	j	Learned	learned	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
allowances	allowances	n2	allowances	allowance	0
of	of	pp-f	of	of	0
deference	deference	n1	deference	deference	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
be	be	vbb	be	be	0
yielded	yielded	vvn	yielded	yield	0
,	,	,	,	,	0
and	and	cc	and	and	0
paid	paid	vvn	paid	pay	0
)	)	)	)	)	0
the	the	dt	the	the	0
No	No	uh-x	No	no	0
∣	∣	sy	∣	∣	0
tions	tions	n2	tions	tion	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
imprint	imprint	vvi	imprint	imprint	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Readers	Readers	n2	Readers	reader	0
,	,	,	,	,	0
are	are	vbr	are	be	0
an	an	dt	and	a	0
audacious	audacious	j	audacious	audacious	0
affront	affront	n1	affront	affront	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
speaks	speaks	vvz	speaks	speak	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
innocent	innocent	j-jn	innocent	innocent	0
case	case	n1	case	case	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
therein	therein	av	therein	therein	0
abhorrs	abhorrs	vvz	abhors	abhor	0
all	all	d	all	all	0
Distributions	Distributions	n2	Distributions	distribution	0
and	and	cc	and	and	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
cellings	cellings	n2-vvg	cellings	celling	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
the	the	dt	the	the	0
least	least	ds	least	least	0
Particles	Particles	n2	Particles	particle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
One	One	crd	One	one	0
God	God	np1	God	God	0
,	,	,	,	,	0
or	or	cc	or	or	0
Mediator	Mediator	n1	Mediator	mediator	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Seraphick	Seraphick	j	Seraphic	seraphic	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
or	or	cc	or	or	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
speaks	speaks	vvz	speaks	speak	0
without	without	p-acp	without	without	0
Precedent	Precedent	n1	Precedent	precedent	0
from	from	p-acp	from	from	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
hardly	hardly	av	hardly	hardly	0
allowable	allowable	j	allowable	allowable	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Discourse	Discourse	n1	Discourse	discourse	0
of	of	pp-f	of	of	0
Idolatry	Idolatry	n1	Idolatry	idolatry	0
although	although	cs	although	although	0
tolerated	tolerated	vvn	tolerated	tolerate	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nestorian	Nestorian	jp	Nestorian	nestorian	0
Heresie	Heresie	n1	Heresy	heresy	0
:	:	:	:	:	0
Even	Even	av-j	Even	even	0
so	so	av	so	so	0
all	all	av-d	all	all	0
Address	Address	vvi	Address	address	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Beings	Beings	n2	Beings	being	0
besides	besides	a-acp	beside	beside	0
that	that	cst	that	that	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mediator	Mediator	n1	Mediator	mediator	0
,	,	,	,	,	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
doth	doth	vdz	does	do	0
de	de	dt	the	the	0
TEST	TEST	n1	TEST	test	0
specially	specially	av-j	specially	special	0
invisible	invisible	j	invisible	invisible	0
Beings	Beings	n2	Beings	being	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
Application	Application	n1	Application	application	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
peril	peril	n1	peril	peril	0
of	of	pp-f	of	of	0
Idolatry	Idolatry	n1	Idolatry	idolatry	0
as	as	c-acp	as	as	0
Communicating	Communicating	vvg	Communicating	communicate	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
semblances	semblances	n2	semblances	semblance	0
of	of	pp-f	of	of	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
Incommunicable	Incommunicable	j	Incommunicable	incommunicable	0
Attributes	Attributes	n2	Attributes	attribute	0
and	and	cc	and	and	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
perties	perties	n2	perties	perty	0
of	of	pp-f	of	of	0
Omniscience	Omniscience	n1	Omniscience	omniscience	0
and	and	cc	and	and	0
Omnipresence	Omnipresence	n1	Omnipresence	omnipresence	0
:	:	:	:	:	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
indeed	indeed	av	indeed	indeed	0
allowed	allowed	vvn	allowed	allow	0
and	and	cc	and	and	0
commanded	commanded	vvd	commanded	command	0
mutuous	mutuous	j	mutuous	mutuous	0
respects	respects	n2	respects	respect	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
low	low	j	low	low	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
humane	humane	j	humane	humane	0
World	World	n1	World	world	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
settlement	settlement	n1	settlement	settlement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
Reli	Reli	np1	Reli	Reli	0
∣	∣	sy	∣	∣	0
gious	gious	fw-la	gious	gious	0
,	,	,	,	,	0
and	and	cc	and	and	0
Civil	Civil	j	Civil	civil	0
Offices	Offices	n2	Offices	office	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
the	the	dt	the	the	0
figments	figments	n2	figments	figment	0
of	of	pp-f	of	of	0
Men's	Men's	ng2	Men's	man	0
own	own	d	own	own	0
Brains	Brains	n2	Brains	brain	0
concerning	concerning	vvg	concerning	concern	0
Worship	Worship	n1	Worship	worship	0
of	of	pp-f	of	of	0
Himself	Himself	px31	Himself	himself	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Me	Me	pno11	Me	i	0
∣	∣	sy	∣	∣	0
diator	diator	n1	diator	diator	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Mediation	Mediation	n1	Mediation	mediation	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
notoriously	notoriously	av-j	notoriously	notorious	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Graven	Graven	j-vvn	Graved	grave	0
Images	Images	n2	Images	image	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Si	Si	fw-mi	Si	si	0
∣	∣	sy	∣	∣	0
militudes	militudes	n2	militudes	militude	0
comprehending	comprehending	vvg	comprehending	comprehend	0
other	other	j-jn	other	other	0
Figments	Figments	n2	Figments	figment	0
,	,	,	,	,	0
he	he	pns31	he	he	0
declares	declares	vvz	declares	declare	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Abomination	Abomination	n1	Abomination	abomination	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
grand	grand	j	grand	grand	0
Audaciousness	Audaciousness	n1	Audaciousness	audaciousness	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
such	such	d	such	such	0
an	an	dt	and	a	0
insolent	insolent	j	insolent	insolent	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
falshood	falshood	n1	falsehood	falsehood	0
to	to	p-acp	to	to	0
Christian	Christian	njp	Christian	christian	0
minds	minds	n2	minds	mind	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
the	the	dt	the	the	0
Cherub	Cherub	n1	Cherub	cherub	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
appointment	appointment	n1	appointment	appointment	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Worshipped	Worshipped	vvn	Worshipped	worship	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
Worship	Worship	n1	Worship	worship	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
their	their	po32	their	their	0
Resemblances	Resemblances	n2	Resemblances	resemblance	0
were	were	vbdr	were	be	0
placed	placed	vvn	placed	place	0
as	as	p-acp	as	as	0
waiting	waiting	vvg	waiting	wait	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
Throne	Throne	n1	Throne	throne	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
Empty	Empty	j	Empty	empty	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Presence	Presence	n1	Presence	presence	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
an	an	dt	and	a	0
Invisible	Invisible	j	Invisible	invisible	0
Glory	Glory	n1	Glory	glory	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
had	had	vhd	had	have	0
promised	promised	vvn	promised	promise	0
favour	favour	n1	favour	favour	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
praid	praid	vvd	prayed	pray	0
toward	toward	p-acp	towards	towards	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
He	He	pns31	He	he	0
having	having	vhg	having	have	0
fill'd	fill'd	vvn	filled	fill	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
visible	visible	j	visible	visible	0
sign	sign	n1	sign	sign	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Presence	Presence	n1	Presence	presence	0
of	of	pp-f	of	of	0
Glory	Glory	n1	Glory	glory	0
He	He	pns31	He	he	0
after	after	a-acp	after	after	0
placed	placed	vvd	placed	place	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
sense	sense	n1	sense	sense	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
said	said	vvn	said	say	0
that	that	cst	that	that	0
every	every	d	every	every	0
Stone	Stone	n1	Stone	stone	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Building	Building	n1	Building	building	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
or	or	cc	or	or	0
whatever	whatever	r-crq	whatever	whatever	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
or	or	cc	or	or	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
of	of	pp-f	of	of	0
Holies	Holies	n2-jn	Holies	holy	0
,	,	,	,	,	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Worshipped	Worshipped	vvn	Worshipped	worship	0
as	as	a-acp	as	as	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
Cherubim	Cherubim	n1	Cherubin	cherubin	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
