Imperial	Imperial	np1	Imperial	Imperial	0
unwittily	unwittily	av-j	unwittily	unwitty	0
,	,	,	,	,	0
That	That	cst	That	that	0
Alexander	Alexander	np1	Alexander	Alexander	0
the	the	dt	the	the	0
Macedonian	Macedonian	jp	Macedonian	macedonian	0
sooner	sooner	av-c	sooner	soon	0
subdued	subdued	vvn	subdued	subdue	0
all	all	d	all	all	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
then	then	cs	then	than	0
Isocrates	Isocrates	np1	Isocrates	Isocrates	0
did	did	vdd	did	do	0
write	write	vvi	write	write	0
his	his	po31	his	his	0
Panegyrick	Panegyrick	n1	Panegyric	panegyric	0
.	.	.	.	.	1
Certainly	Certainly	av-j	Certainly	certain	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
seems	seems	vvz	seems	seem	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
too	too	av	too	too	0
great	great	j	great	great	0
an	an	dt	and	a	0
indulgence	indulgence	n1	indulgence	indulgence	0
to	to	p-acp	to	to	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Wits	Wits	n2	Wits	wit	0
of	of	pp-f	of	of	0
Orators	Orators	n2	Orators	orator	0
were	were	vbdr	were	be	0
wanton	wanton	j-jn	wanton	wanton	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
fertile	fertile	j	fertile	fertile	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
Eloquence	Eloquence	n1	Eloquence	eloquence	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
becometh	becometh	vvz	becometh	become	0
me	me	pno11	me	i	0
(	(	(	(	(	0
mindful	mindful	j	mindful	mindful	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
simplicity	simplicity	n1	simplicity	simplicity	0
and	and	cc	and	and	0
age	age	n1	age	age	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
touch	touch	vvi	touch	touch	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
heads	heads	n2	heads	head	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
them	them	pno32	them	they	0
all	all	d	all	all	0
;	;	;	;	;	0
that	that	cst	that	that	0
even	even	av	even	even	0
the	the	dt	the	the	0
succinctness	succinctness	n1	succinctness	succinctness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
may	may	vmb	may	may	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
resemble	resemble	vvb	resemble	resemble	0
the	the	dt	the	the	0
passage	passage	n1	passage	passage	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
fleeting	fleeting	j-vvg	fleeting	fleet	0
years	years	n2	years	year	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
offered	offered	vvn	offered	offer	0
the	the	dt	the	the	0
eminent	eminent	j	eminent	eminent	0
Nobleness	Nobleness	n1	Nobleness	nobleness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Extraction	Extraction	n1	Extraction	extraction	0
:	:	:	:	:	0
whereby	whereby	c-crq	whereby	whereby	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
long	long	j	long	long	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
antece	antece	n1	antece	antece	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
Kings	Kings	np1	Kings	Kings	0
,	,	,	,	,	0
your	your	po22	your	your	0
lustre	lustre	n1	lustre	lustre	0
is	is	vbz	is	be	0
above	above	p-acp	above	above	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
himself	himself	px31	himself	himself	0
not	not	xx	not	not	0
excepted	excepted	vvn	excepted	except	0
.	.	.	.	.	1
This	This	np1	This	This	0
in	in	p-acp	in	in	0
brief	brief	j	brief	brief	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
deduce	deduce	vvi	deduce	deduce	0
more	more	av-dc	more	more	0
clearly	clearly	av-j	clearly	clear	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
Great	Great	j	Great	great	0
Great-Grand	Great-Grand	j	Great-Grand	great-grand	0
∣	∣	sy	∣	∣	0
father	father	n1	father	father	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
Seventh	Seventh	ord	Seventh	seven	0
,	,	,	,	,	0
(	(	(	(	(	0
whether	whether	cs	whither	whether	0
more	more	dc	more	more	0
valiant	valiant	j	valiant	valiant	0
,	,	,	,	,	0
or	or	cc	or	or	0
fortunate	fortunate	j	fortunate	fortunate	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
)	)	)	)	)	0
being	being	vbg	being	be	0
almost	almost	av	almost	almost	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
an	an	dt	and	a	0
Exile	Exile	n1	Exile	exile	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Conqueror	Conqueror	n1	Conqueror	conqueror	0
,	,	,	,	,	0
united	united	vvn	united	unite	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Marri	Marri	np1	Marri	Marri	0
∣	∣	sy	∣	∣	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
the	the	dt	the	the	0
white	white	j-jn	white	white	0
Rose	Rose	n1	Rose	rose	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
red	red	j-jn	read	red	0
,	,	,	,	,	0
the	the	dt	the	the	0
Armories	Armories	n2	Armories	armoury	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
very	very	av	very	very	0
powerful	powerful	j	powerful	powerful	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
division	division	n1	division	division	0
,	,	,	,	,	0
had	had	vhd	had	have	0
so	so	av	so	so	0
many	many	d	many	many	0
years	years	n2	years	year	0
pollu	pollu	fw-fr	pollu	pollu	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
their	their	po32	their	their	0
own	own	d	own	own	0
Countrey	Countrey	n1	Country	country	0
with	with	p-acp	with	with	0
bloud	bloud	n1	blood	blood	0
and	and	cc	and	and	0
deadly	deadly	j	deadly	deadly	0
Fewds	Fewds	ng1-j	Feuds	feuds	0
.	.	.	.	.	1
The	The	dt	The	the	0
more	more	av-dc	more	more	0
blessed	blessed	j-vvn	blessed	bless	0
Colligation	Colligation	n1	Colligation	colligation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
domes	domes	n2	domes	dome	0
,	,	,	,	,	0
then	then	cs	then	than	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Roses	Roses	n2	Roses	rose	0
,	,	,	,	,	0
we	we	pns12	we	we	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Happiness	Happiness	n1	Happiness	happiness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
even	even	av	even	even	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
alone	alone	j	alone	alone	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
remembred	remembred	vvn	remembered	remember	0
ever	ever	av	ever	ever	0
with	with	p-acp	with	with	0
highest	highest	js	highest	high	0
venerati	venerati	fw-la	venerati	venerati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
singly	singly	av-j	singly	single	0
(	(	(	(	(	0
most	most	ds	most	most	0
Imperial	Imperial	j-jn	Imperial	imperial	0
Charles	Charles	np1	Charles	Charles	0
)	)	)	)	)	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
conflux	conflux	n1	conflux	conflux	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
have	have	vhb	have	have	0
possessed	possessed	vvn	possessed	possess	0
Brita	Brita	np1	Brita	Brita	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
Arms	Arms	n2	Arms	arm	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
alone	alone	av-j	alone	alone	0
:	:	:	:	:	0
whom	whom	r-crq	whom	who	0
the	the	dt	the	the	0
Cambrians	Cambrians	njp2	Cambrians	cambrians	0
first	first	ord	first	first	0
,	,	,	,	,	0
the	the	dt	the	the	0
English-Sax	English-Sax	np1	English-Sax	English-Sax	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
Scots	Scots	np1	Scots	Scots	0
,	,	,	,	,	0
Normans	Normans	njp2	Normans	norman	0
,	,	,	,	,	0
and	and	cc	and	and	0
finally	finally	av-j	finally	final	0
the	the	dt	the	the	0
Danes	Danes	np2	Danes	Dane	0
do	do	vdb	do	do	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
knowledge	knowledge	n1	knowledge	knowledge	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
branch	branch	n1	branch	branch	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Stock	Stock	n1	Stock	stock	0
that	that	cst	that	that	0
hith	hith	n1	hith	heath	0
erto	erto	av	erto	erto	0
hath	hath	vhz	hath	have	0
worn	worn	vvn	worn	wear	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
chance	chance	n1	chance	chance	0
(	(	(	(	(	0
if	if	cs	if	if	0
the	the	dt	the	the	0
meanness	meanness	n1	meanness	meanness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
comparison	comparison	n1	comparison	comparison	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
rejected	rejected	vvn	rejected	reject	0
)	)	)	)	)	0
not	not	xx	not	not	0
unlike	unlike	av-j	unlike	unlike	0
to	to	p-acp	to	to	0
Europes	Europes	npg1	Europes	Europe	0
famous	famous	j	famous	famous	0
Ister	Ister	np1	Ister	Ister	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
rolling	rolling	vvg	rolling	roll	0
along	along	a-acp	along	along	0
through	through	p-acp	through	through	0
vast	vast	j	vast	vast	0
Countreys	Countreys	ng2	Countries'	country	0
,	,	,	,	,	0
is	is	vbz	is	be	0
ennobled	ennobled	vvn	ennobled	ennoble	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
famous	famous	j	famous	famous	0
streams	streams	n2	streams	stream	0
.	.	.	.	.	1
One	One	crd	One	one	0
not	not	xx	not	not	0
obscure	obscure	j	obscure	obscure	0
among	among	p-acp	among	among	0
our	our	po12	our	our	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
knowledge	knowledge	n1	knowledge	knowledge	0
the	the	dt	the	the	0
Norman	Norman	jp	Norman	norman	0
Rule	Rule	n1	Rule	rule	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
for	for	p-acp	for	for	0
legiti	legiti	fw-la	legiti	legiti	0
∣	∣	sy	∣	∣	0
mate	mate	n1	mate	mate	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
so	so	av	so	so	0
weak	weak	j	weak	weak	0
a	a	dt	a	a	0
beginning	beginning	n1	beginning	beginning	0
)	)	)	)	)	0
until	until	c-acp	until	until	0
Maud	Maud	np1	Maud	Maud	0
marrying	marrying	vvg	marrying	marry	0
with	with	p-acp	with	with	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
First	First	ord	First	first	0
,	,	,	,	,	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
a	a	dt	a	a	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Saxon	Saxon	jp	Saxon	saxon	0
Kings	Kings	n2	Kings	king	0
:	:	:	:	:	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
Sister	Sister	n1	Sister	sister	0
to	to	p-acp	to	to	0
David	David	np1	David	David	0
,	,	,	,	,	0
Nephew	Nephew	n1	Nephew	nephew	0
twice	twice	av	twice	twice	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
moved	moved	vvn	moved	move	0
off	off	p-acp	off	off	0
King	King	n1	King	king	0
Ethelred	Ethelred	np1	Ethelred	Ethelred	0
,	,	,	,	,	0
your	your	po22	your	your	0
Progenitor	Progenitor	n1	Progenitor	progenitor	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
much	much	d	much	much	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
now	now	av	now	now	0
a	a	dt	a	a	0
nobler	nobler	jc	nobler	noble	0
cause	cause	n1	cause	cause	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
imbracing	imbracing	vvg	embracing	embrace	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
with	with	p-acp	with	with	0
open	open	j	open	open	0
arms	arms	n2	arms	arm	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
descended	descended	vvn	descended	descend	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
so	so	av	so	so	0
plentiful	plentiful	j	plentiful	plentiful	0
a	a	dt	a	a	0
Race	Race	n1	Raze	race	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
access	access	n1	access	access	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ancient	ancient	j	ancient	ancient	0
Cambri	Cambri	np1	Cambri	Cambri	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
Bloud	Bloud	n1	Blood	blood	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Nobility	Nobility	n1	Nobility	nobility	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Queen	Queen	n1	Queen	queen	0
ANNE	ANNE	zz	ANNE	anne	0
your	your	po22	your	your	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
a	a	dt	a	a	0
Lady	Lady	n1	Lady	lady	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
great	great	j	great	great	0
and	and	cc	and	and	0
masculine	masculine	j	masculine	masculine	0
Mind	Mind	n1	Mind	mind	0
?	?	?	?	?	1
And	And	cc	And	and	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
truly	truly	av-j	truly	true	0
may	may	vmb	may	may	0
we	we	pns12	we	we	0
now	now	av	now	now	0
repeat	repeat	vvi	repeat	repeat	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
former	former	j	former	former	0
Age	Age	n1	Age	age	0
Buchana	Buchana	np1	Buchana	Buchana	0
(	(	(	(	(	0
a	a	dt	a	a	0
Poet	Poet	n1	Poet	poet	0
,	,	,	,	,	0
next	next	ord	next	next	0
the	the	dt	the	the	0
Ancients	Ancients	n2-j	Ancients	ancient	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
py	py	j	py	py	0
invention	invention	n1	invention	invention	0
)	)	)	)	)	0
sang	sang	vvd	sang	sing	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Grand-mother	Grand-mother	n1	Grandmother	grandmother	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
with	with	p-acp	with	with	0
happier	happier	jc	happier	happy	0
fate	fate	n1	fate	fate	0
!	!	!	!	!	1
From	From	p-acp	From	from	0
numberless	numberless	j	numberless	numberless	0
Progenitors	Progenitors	n2	Progenitors	progenitor	0
you	you	pn22	you	you	0
hold	hold	vvb	hold	hold	0
Transmitted	Transmitted	vvn	Transmitted	transmit	0
Scepters	Scepters	n2	Sceptres	sceptre	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
sway'd	sway'd	vvn	swayed	sway	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
all	all	d	all	all	0
these	these	d	these	these	0
hitherto	hitherto	av	hitherto	hitherto	0
you	you	pn22	you	you	0
scarcely	scarcely	av-j	scarcely	scarce	0
account	account	vvb	account	account	0
your	your	po22	your	your	0
own	own	d	own	own	0
.	.	.	.	.	1
I	I	pns11	I	i	0
pass	pass	vvb	pass	pass	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
your	your	po22	your	your	0
own	own	d	own	own	0
peculi	peculi	fw-la	peculi	peculi	0
∣	∣	sy	∣	∣	0
ar	ar	vbr	are	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
conferre	conferre	vvb	confer	confer	0
no	no	av-dx	no	no	0
less	less	dc	less	less	0
of	of	pp-f	of	of	0
lustre	lustre	n1	lustre	lustre	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
admit	admit	vvb	admit	admit	0
.	.	.	.	.	1
Three	Three	crd	Three	three	0
particulars	particulars	n2-j	particulars	particular	0
we	we	pns12	we	we	0
observe	observe	vvb	observe	observe	0
(	(	(	(	(	0
O	O	uh	Oh	oh	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
Appellation	Appellation	n1	Appellation	appellation	0
I	I	pns11	I	i	0
now	now	av	now	now	0
again	again	av	again	again	0
willingly	willingly	av-j	willingly	willing	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
often	often	av	often	often	0
use	use	vvi	use	use	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Beginnings	Beginnings	n2	Beginnings	beginning	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
small	small	j	small	small	0
importance	importance	n1	importance	importance	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
succeeding	succeeding	j-vvg	succeeding	succeed	0
Progress	Progress	n1	Progress	progress	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
the	the	dt	the	the	0
first	first	ord	first	first	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
Principles	Principles	n2	Principles	principle	0
,	,	,	,	,	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nues	nues	zz	nues	nues	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
after-growths	after-growths	n2	after-growths	after-growth	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
born	born	vvn	born	bear	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
supream	supream	j	supreme	supreme	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
Soveraignty	Soveraignty	n1	Sovereignty	sovereignty	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
flattery	flattery	n1	flattery	flattery	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
an	an	dt	and	a	0
evil	evil	j-jn	evil	evil	0
swift	swift	j	swift	swift	0
and	and	cc	and	and	0
watchful	watchful	j	watchful	watchful	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
attends	attends	vvz	attends	attend	0
the	the	dt	the	the	0
Cra	Cra	np1	Cra	Cra	0
∣	∣	sy	∣	∣	0
dles	dles	n2	dles	dle	0
of	of	pp-f	of	of	0
Potent	Potent	j	Potent	potent	0
Heirs	Heirs	n2	Heirs	heir	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
gently	gently	av-j	gently	gentle	0
pressed	pressed	vvn	pressed	press	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
tender	tender	j	tender	tender	0
years	years	n2	years	year	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
whiles	whiles	n1	while	while	0
your	your	po22	your	your	0
native	native	j-jn	native	native	0
good	good	j	good	good	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
drank	drank	vvd	drank	drink	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
draught	draught	n1	draught	draught	0
more	more	av-dc	more	more	0
uncompounded	uncompounded	j	uncompounded	uncompounded	0
the	the	dt	the	the	0
generous	generous	j	generous	generous	0
liquor	liquor	n1	liquour	liquor	0
of	of	pp-f	of	of	0
Integrity	Integrity	n1	Integrity	integrity	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
earliest	earliest	js	earliest	early	0
dispositions	dispositions	n2	dispositions	disposition	0
of	of	pp-f	of	of	0
private	private	j	private	private	0
persons	persons	n2	persons	person	0
(	(	(	(	(	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
)	)	)	)	)	0
be	be	vbb	be	be	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
formed	formed	vvn	formed	form	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
instilled	instilled	j-vvn	instilled	instill	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
so	so	av	so	so	0
speak	speak	vvi	speak	speak	0
,	,	,	,	,	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
highest	highest	js	highest	high	0
importance	importance	n1	importance	importance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Commonwealth	Commonwealth	n1	Commonwealth	commonwealth	0
;	;	;	;	;	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
afterwards	afterwards	av	afterwards	afterward	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
Props	Props	n2	Props	prop	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
the	the	dt	the	the	0
Precedents	Precedents	n2	Precedents	precedent	0
.	.	.	.	.	1
Next	Next	ord	Next	next	0
,	,	,	,	,	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
succeeded	succeeded	vvd	succeeded	succeed	0
a	a	dt	a	a	0
Brother	Brother	n1	Brother	brother	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
small	small	j	small	small	0
Natural	Natural	j	Natural	natural	0
Endowments	Endowments	n2	Endowments	endowment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
begat	begat	vvd	begat	beget	0
thence-for	thence-for	j	thencefor	thencefor	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Parents	Parents	n2	Parents	parent	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
industrious	industrious	j	industrious	industrious	0
and	and	cc	and	and	0
closer	closer	jc	closer	close	0
sedulity	sedulity	n1	sedulity	sedulity	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
surpasseth	surpasseth	vvz	surpasses	surpass	0
care	care	n1	care	care	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
accom	accom	n1	accom	accom	0
∣	∣	sy	∣	∣	0
plishment	plishment	n1	plishment	plishment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
only	only	j	only	only	0
Son	Son	n1	Son	son	0
:	:	:	:	:	0
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
your	your	po22	your	your	0
own	own	vvi	own	own	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rits	rits	n2	rits	rite	0
daily	daily	av-j	daily	daily	0
grew	grew	vvd	grew	grow	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
intent	intent	n1	intent	intent	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
now	now	av	now	now	0
the	the	dt	the	the	0
weight	weight	n1	weight	weight	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
vast	vast	j	vast	vast	0
an	an	dt	and	a	0
expectation	expectation	n1	expectation	expectation	0
was	was	vbds	was	be	0
lodged	lodged	vvn	lodged	lodge	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
self	self	n1	self	self	0
alone	alone	av-j	alone	alone	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
were	were	vbdr	were	be	0
advanced	advanced	vvn	advanced	advance	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
faithfully	faithfully	av-j	faithfully	faithful	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
