Ingenious	Ingenious	j	Ingenious	ingenious	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
2.	2.	crd	2.	2.	0
9	9	crd	9	9	0
,	,	,	,	,	1
10.	10.	crd	10.	10.	0
and	and	cc	and	and	0
6.	6.	crd	6.	6.	0
17.	17.	crd	17.	17.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
16.	16.	crd	16.	16.	0
8	8	crd	8	8	0
,	,	,	,	,	1
9.	9.	crd	9.	9	0
1	1	crd	1	1	1
Cor.	Cor.	np1	Cor.	Cor.	0
12.	12.	crd	12.	12.	0
3.	3.	crd	3.	3.	0
13.	13.	crd	13.	13.	0
4.	4.	crd	4.	4.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
uniting	uniting	n-vvg	uniting	unite	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
Power	Power	n1	Power	power	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
3.	3.	crd	3.	3.	0
16.	16.	crd	16.	16.	0
last	last	ord	last	last	0
5.	5.	crd	5.	5.	0
29.	29.	crd	29.	29.	1
Eph.	Eph.	np1	Eph.	Eph.	0
3.	3.	crd	3.	3.	0
17.	17.	crd	17.	17.	1
Concerning	Concerning	vvg	Concerning	concern	0
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
know	know	vvi	know	know	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
That	That	d	That	that	0
whoever	whoever	r-crq	whoever	whoever	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
new	new	j	new	new	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
5.	5.	crd	5.	5.	0
17.	17.	crd	17.	17.	0
1	1	crd	1	1	1
Cor.	Cor.	np1	Cor.	Cor.	0
6.	6.	crd	6.	6.	0
11.	11.	crd	11.	11.	0
2.	2.	crd	2.	2.	1
Holi	Holi	np1	Holi	Holi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Souls	Souls	n2	Souls	soul	0
highest	highest	js	highest	high	0
lustre	lustre	n1	lustre	lustre	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
15.	15.	crd	15.	15.	0
11.	11.	crd	11.	11.	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
perfection	perfection	n1	perfection	perfection	0
in	in	p-acp	in	in	0
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Sun	Sun	n1	Sun	sun	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
height	height	n1	height	height	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Christ	Christ	np1	Christ	Christ	0
filling	filling	vvg	filling	fill	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
;	;	;	;	;	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
Sun	Sun	n1	Sun	sun	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
highest	highest	js	highest	high	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	1
This	This	d	This	this	0
Holiness	Holiness	n1	Holiness	holiness	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
directly	directly	av-j	directly	direct	0
opposite	opposite	j-jn	opposite	opposite	0
to	to	p-acp	to	to	0
sin	sin	n1	since	sin	0
:	:	:	:	:	0
sin	sin	n1	since	sin	0
eclipses	eclipses	n2	eclipses	eclipse	0
holi	holi	j	holy	holy	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
holiness	holiness	n1	holiness	holiness	0
scatters	scatters	vvz	scatters	scatter	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
7.	7.	crd	7.	7.	0
26.	26.	crd	26.	26.	1
Phil.	Phil.	np1	Phil.	Phil.	0
2.	2.	crd	2.	2.	0
15.	15.	crd	15.	15.	0
2	2	crd	2	2	1
Pet.	Pet.	np1	Pet.	Pet.	0
3.	3.	crd	3.	3.	0
11.	11.	crd	11.	11.	1
Concerning	Concerning	vvg	Concerning	concern	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
know	know	vvi	know	know	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Death	Death	n1	Death	death	0
is	is	vbz	is	be	0
certain	certain	j	certain	certain	0
:	:	:	:	:	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Life	Life	n1	Life	life	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
in	in	p-acp	in	in	0
Death	Death	n1	Death	death	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
days	days	n2	days	day	0
come	come	vvb	come	come	0
about	about	a-acp	about	about	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Western	Western	j	Western	western	0
∣	∣	sy	∣	∣	0
point	point	n1	point	point	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
night	night	n1	night	night	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.	9.	crd	9.	9	0
27.	27.	crd	27.	27.	1
Psal.	Psal.	np1	Psal.	Psal.	0
49.	49.	crd	49.	49.	0
7	7	crd	7	7	0
,	,	,	,	,	1
9.	9.	crd	9.	9	0
2.	2.	crd	2.	2.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
die	die	vvb	die	die	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
undone	undone	vvn	undone	undo	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
Iob	Iob	np1	Iob	Job	0
8.	8.	crd	8.	8.	0
24.	24.	crd	24.	24.	1
Phil.	Phil.	np1	Phil.	Phil.	0
1.	1.	crd	1.	1.	0
21.	21.	crd	21.	21.	0
3.	3.	crd	3.	3.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
nighting	nighting	vvg	nighting	night	0
to	to	p-acp	to	to	0
die	die	vvi	die	die	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it's	it's	pn31|vbz	it's	it|be	0
not	not	xx	not	not	0
our	our	po12	our	our	0
annihilating	annihilating	vvg	annihilating	annihilate	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
15.	15.	crd	15.	15.	1
Rev.	Rev.	n1	Rev.	rev.	0
20.	20.	crd	20.	20.	0
12.	12.	crd	12.	12.	0
4.	4.	crd	4.	4.	1
After	After	p-acp	After	after	0
Death	Death	n1	Death	death	0
comes	comes	vvz	comes	come	0
Judgment	Judgment	n1	Judgement	judgement	0
;	;	;	;	;	0
all	all	d	all	all	0
that	that	cst	that	that	0
die	die	vvb	die	die	0
shall	shall	vmb	shall	shall	0
arise	arise	vvi	arise	arise	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
judged	judged	vvn	judged	judge	0
,	,	,	,	,	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
life	life	n1	life	life	0
or	or	cc	or	or	0
death	death	n1	death	death	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.	9.	crd	9.	9	0
27.	27.	crd	27.	27.	1
Mat.	Mat.	np1	Mat.	Mat	0
25.	25.	crd	25.	25.	1
Heb.	Heb.	np1	Heb.	Heb.	0
6.	6.	crd	6.	6.	0
2.	2.	crd	2.	2.	1
These	These	np1	These	Theise	0
four	four	crd	four	four	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
particulars	particulars	n2-j	particulars	particular	0
under	under	p-acp	under	under	0
them	them	pno32	them	they	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
vigation	vigation	n1	vigation	vigation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
four	four	crd	four	four	0
Points	Points	n2	Points	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Compass	Compass	n1	Compass	compass	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
Natural	Natural	j	Natural	natural	0
Navigation	Navigation	n1	Navigation	navigation	0
.	.	.	.	.	1
The	The	dt	The	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
arrival	arrival	n1	arrival	arrival	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
our	our	po12	our	our	0
Author	Author	n1	Author	author	0
makes	makes	vvz	makes	make	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
Points	Points	n2	Points	point	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Compass	Compass	n1	Compass	compass	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
help	help	n1	help	help	0
to	to	p-acp	to	to	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
begin	begin	vvi	begin	begin	0
every	every	d	every	every	0
particular	particular	j	particular	particular	0
with	with	p-acp	with	with	0
initial	initial	j	initial	initial	0
known	known	j-vvn	known	know	0
Letters	Letters	n2	Letters	letter	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Points	Points	n2	Points	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Compass	Compass	n1	Compass	compass	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
N.	N.	np1	N.	N.	1
Never	Never	av-x	Never	never	0
stir	stir	vvb	stir	stir	0
or	or	cc	or	or	0
steer	steer	vvi	steer	steer	0
any	any	d	any	any	0
course	course	n1	course	course	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
ight	ight	wd	ight	ight	0
from	from	p-acp	from	from	0
God	God	n1	God	god	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119.	119.	crd	119.	119.	0
105.	105.	crd	105.	105.	1
Isa.	Isa.	np1	Isa.	Isa.	0
8.	8.	crd	8.	8.	0
10.	10.	crd	10.	10.	0
2.	2.	crd	2.	2.	1
N.	N.	np1	N.	N.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
E.	E.	np1	E.	E.	1
Never	Never	av-x	Never	never	0
Enter	Enter	vvb	Enter	enter	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
Design	Design	n1	Design	design	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
tends	tends	vvz	tends	tend	0
towards	towards	p-acp	towards	towards	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
10.	10.	crd	10.	10.	0
43.	43.	crd	43.	43.	0
3.	3.	crd	3.	3.	1
N.	N.	np1	N.	N.	0
N.	N.	np1	N.	N.	0
E.	E.	np1	E.	E.	0
Note	Note	zz	Note	note	0
Nothing	Nothing	pix	Nothing	nothing	0
Enviously	Enviously	av-j	Enviously	envious	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thrives	thrives	vvz	thrives	thrive	0
without	without	p-acp	without	without	0
God	God	np1	God	God	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
73.	73.	crd	73.	73.	0
12	12	crd	12	12	0
,	,	,	,	,	1
13.	13.	crd	13.	13.	0
4.	4.	crd	4.	4.	1
N.	N.	np1	N.	N.	0
E.	E.	np1	E.	E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
N.	N.	np1	N.	N.	1
Never	Never	av-x	Never	never	0
Enterprize	Enterprize	n1	Enterprise	enterprise	0
Not-warrantable	Not-warrantable	j	Not-warrantable	not-warrantable	0
courses	courses	n2	courses	course	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
any	any	d	any	any	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
prized	prized	j-vvn	prized	prize	0
or	or	cc	or	or	0
conceited	conceited	j-vvn	conceited	conceit	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Tim.	Tim.	np1	Tim.	Tim.	0
6.	6.	crd	6.	6.	0
9	9	crd	9	9	0
,	,	,	,	,	1
10.	10.	crd	10.	10.	0
5.	5.	crd	5.	5.	1
N.	N.	np1	N.	N.	0
N.	N.	np1	N.	N.	0
E.	E.	np1	E.	E.	1
Now	Now	av	Now	now	0
Entertain	Entertain	vvb	Entertain	entertain	0
the	the	dt	the	the	0
sacred	sacred	j	sacred	sacred	0
Commands	Commands	vvz	Commands	command	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
if	if	cs	if	if	0
hereafter	hereafter	av	hereafter	hereafter	0
thou	thou	pns21	thou	thou	0
expect	expect	vvb	expect	expect	0
the	the	dt	the	the	0
soveraign	soveraign	j-jn	sovereign	sovereign	0
consolations	consolations	n2	consolations	consolation	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119.	119.	crd	119.	119.	0
48.	48.	crd	48.	48.	0
6.	6.	crd	6.	6.	1
N.E.	N.E.	np1	N.E.	N.E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
E.	E.	np1	E.	E.	1
Never	Never	av-x	Never	never	0
Esteem	Esteem	vvb	Esteem	esteem	0
Egypt's	Egypt's	npg1	Egypt's	Egypt	0
Treasures	Treasures	n2	Treasures	treasure	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
the	the	dt	the	the	0
People	People	n1	People	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.	11.	crd	11.	11.	0
26.	26.	crd	26.	26.	0
7.	7.	crd	7.	7.	1
E.	E.	np1	E.	E.	0
N.	N.	np1	N.	N.	0
E.	E.	np1	E.	E.	1
Err	Err	vvb	Err	err	0
not	not	xx	not	not	0
,	,	,	,	,	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
soul-affairs	soul-affairs	n2	soul-affairs	soul-affair	0
,	,	,	,	,	0
Ia.	Ia.	zz	Ia.	ia.	1
1.	1.	crd	1.	1.	0
16.	16.	crd	16.	16.	0
1	1	crd	1	1	1
Tim.	Tim.	np1	Tim.	Tim.	0
1.	1.	crd	1.	1.	0
19	19	crd	19	19	0
,	,	,	,	,	1
20.	20.	crd	20.	20.	0
2	2	crd	2	2	1
Tim.	Tim.	np1	Tim.	Tim.	0
2.	2.	crd	2.	2.	0
18.	18.	crd	18.	18.	0
8.	8.	crd	8.	8.	1
E.	E.	np1	E.	E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
N.	N.	np1	N.	N.	1
Eschew	Eschew	vvb	Eschew	eschew	0
Nothing	Nothing	pix	Nothing	nothing	0
but	but	cc-acp	but	but	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
3.	3.	crd	3.	3.	0
11.	11.	crd	11.	11.	1
Iob	Iob	np1	Iob	Job	0
1.	1.	crd	1.	1.	0
7	7	crd	7	7	0
,	,	,	,	,	1
8-31	8-31	j	8-31	8-31	0
.	.	.	.	.	1
34.	34.	crd	34.	34.	0
9.	9.	crd	9.	9	1
E.	E.	np1	E.	E.	1
Establish	Establish	vvb	Establish	establish	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
with	with	p-acp	with	with	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
13.	13.	crd	13.	13.	0
9.	9.	crd	9.	9	0
10.	10.	crd	10.	10.	1
E.	E.	np1	E.	E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
S.	S.	n1	S.	saint	0
Eye	Eye	n1	Eye	eye	0
Sanctity	Sanctity	n1	Sanctity	sanctity	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
action	action	n1	actium	action	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.	1.	crd	1.	1.	0
15.	15.	crd	15.	15.	1
Zech.	Zech.	np1	Zech.	Zech.	0
14.	14.	crd	14.	14.	0
29.	29.	crd	29.	29.	0
11.	11.	crd	11.	11.	1
E.	E.	np1	E.	E.	0
S.	S.	np1	S.	S.	0
E.	E.	np1	E.	E.	1
Ever	Ever	av	Ever	ever	0
Strive	Strive	vvb	Strive	strive	0
Earnestly	Earnestly	av-j	Earnestly	earnest	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
under	under	p-acp	under	under	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	1
S.E.	S.E.	np1	S.E.	S.E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
E.	E.	np1	E.	E.	1
Suffer	Suffer	vvb	Suffer	suffer	0
Every	Every	d	Every	every	0
Evil	Evil	n-jn	Evil	evil	0
of	of	pp-f	of	of	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	1
S.E.	S.E.	np1	S.E.	S.E.	0
Sigh	Sigh	vvb	Sighs	sigh	0
Earnestly	Earnestly	av-j	Earnestly	earnest	0
for	for	p-acp	for	for	0
more	more	dc	more	more	0
enjoy	enjoy	vvb	enjoy	enjoy	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	1
S.E.	S.E.	np1	S.E.	S.E.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
S.	S.	n1	S.	saint	1
Seek	Seek	vvb	Seek	seek	0
Ever	Ever	av	Ever	ever	0
∣	∣	sy	∣	∣	0
more	more	dc	more	more	0
some	some	d	some	some	0
Evidences	Evidences	n2	Evidences	evidence	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
15.	15.	crd	15.	15.	1
S.S.E.	S.S.E.	np1	S.S.E.	S.S.E.	0
Still	Still	av	Still	still	0
Set	Set	j-vvn	Set	set	0
Eternity	Eternity	n1	Eternity	eternity	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
enjoying	enjoying	vvg	enjoying	enjoy	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
17.	17.	crd	17.	17.	0
24.	24.	crd	24.	24.	0
16.	16.	crd	16.	16.	1
S.	S.	np1	S.	S.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
E.	E.	np1	E.	E.	0
Settle't	Settle't	vvb	Settleed	settlee	0
Ever	Ever	av	Ever	ever	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
principle	principle	n1	principle	principle	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
,	,	,	,	,	0
that	that	cst	that	that	0
holiness	holiness	n1	holiness	holiness	0
and	and	cc	and	and	0
true	true	j	true	true	0
happiness	happiness	n1	happiness	happiness	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	1
S.	S.	np1	S.	S.	0
Set	Set	vvb	Set	set	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
always	always	av	always	always	0
as	as	c-acp	as	as	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
16.	16.	crd	16.	16.	0
8.	8.	crd	8.	8.	1
Acts	Acts	np1	Acts	Acts	0
2.	2.	crd	2.	2.	0
25.	25.	crd	25.	25.	0
18.	18.	crd	18.	18.	1
S	S	sy	S	s	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
W.	W.	np1	W.	W.	0
See	See	vvb	See	see	0
Weakness	Weakness	n1	Weakness	weakness	0
hast	hast	vvb	hast	haste	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
thee	thee	pno21	thee	thou	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
,	,	,	,	,	0
even	even	av	even	even	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
pitch	pitch	n1	pitch	pitch	0
or	or	cc	or	or	0
point	point	n1	point	point	0
.	.	.	.	.	1
19.	19.	crd	19.	19	1
S.	S.	np1	S.	S.	0
S.	S.	np1	S.	S.	0
W.	W.	np1	W.	W.	0
See	See	vvb	See	see	0
Sin	Sin	n1	since	sin	0
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sting	sting	n1	sting	sting	0
of	of	pp-f	of	of	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
15.	15.	crd	15.	15.	0
55	55	crd	55	55	0
,	,	,	,	,	1
56.	56.	crd	56.	56.	0
20.	20.	crd	20.	20.	1
S.W.	S.W.	np1	S.W.	S.W.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
S.	S.	n1	S.	saint	0
Store	Store	vvi	Store	store	0
up	up	a-acp	up	up	0
Wisely	Wisely	av-j	Wisely	wise	0
Some	Some	d	Some	some	0
provisions	provisions	n2	provisions	provision	0
every	every	d	every	every	0
day	day	n1	day	day	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
dying	dying	j-vvg	dying	die	0
day	day	n1	day	day	0
.	.	.	.	.	1
21.	21.	crd	21.	21.	1
S.W.	S.W.	np1	S.W.	S.W.	0
Set	Set	vvb	Set	set	0
Worldly	Worldly	j	Worldly	worldly	0
things	things	n2	things	thing	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
death	death	n1	death	death	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
.	.	.	.	.	1
22.	22.	crd	22.	22.	1
S.W.	S.W.	np1	S.W.	S.W.	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
W.	W.	np1	W.	W.	0
Still	Still	av	Still	still	0
Weigh	Weigh	vvb	Weigh	weigh	0
and	and	cc	and	and	0
Watch	Watch	vvb	Watch	watch	0
with	with	p-acp	with	with	0
loins	loins	n2	loins	loin	0
girded	girded	vvn	girded	gird	0
and	and	cc	and	and	0
lamps	lamps	n2	lamps	lamp	0
trimmed	trimmed	vvn	trimmed	trim	0
,	,	,	,	,	0
Luk.	Luk.	np1	Luk.	Luk.	1
12.	12.	crd	12.	12.	0
35	35	crd	35	35	0
,	,	,	,	,	1
36	36	crd	36	36	0
,	,	,	,	,	0
37.	37.	crd	37.	37.	0
