ANd	ANd	cc	ANd	and	0
his	his	po31	his	his	0
own	own	d	own	own	0
opinion	opinion	n1	opinion	opinion	0
truest	truest	js	truest	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
damning	damning	vvg	damning	damn	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
differ	differ	vvb	differ	differ	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
call	call	vvi	call	call	0
to	to	p-acp	to	to	0
minde	minde	n1	mind	mind	0
that	that	cst	that	that	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phecy	phecy	n1	phecy	phecy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Saviour	Saviour	n1	Saviour	saviour	0
Mat.	Mat.	np1	Mat.	Mat	1
24.	24.	crd	24.	24.	0
12.	12.	crd	12.	12.	0
concerning	concerning	vvg	concerning	concern	0
these	these	d	these	these	0
latter	latter	d	latter	latter	0
and	and	cc	and	and	0
worser	worser	jc	worse	worse	0
times	times	n2	times	time	0
,	,	,	,	,	0
Because	Because	c-acp	Because	because	0
iniquity	iniquity	n1	iniquity	iniquity	0
shall	shall	vmb	shall	shall	0
abound	abound	vvi	abound	abound	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
shall	shall	vmb	shall	shall	0
waxe	waxe	vvi	wax	wax	0
cold	cold	j-jn	cold	cold	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
charity	charity	n1	charity	charity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
hot	hot	j	hight	hot	0
and	and	cc	and	and	0
diffusive	diffusive	j	diffusive	diffusive	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
now	now	av	now	now	0
clean	clean	av-j	clean	clean	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
men	men	n2	men	man	0
grown	grown	vvn	grown	grow	0
cold	cold	j-jn	cold	cold	0
;	;	;	;	;	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
cold	cold	j-jn	cold	cold	0
to	to	p-acp	to	to	0
contract	contract	n1	contract	contract	0
and	and	cc	and	and	0
combine	combine	vvb	combine	combine	0
to	to	pc-acp	to	to	0
congeale	congeale	vvi	congeal	congeal	0
and	and	cc	and	and	0
draw	draw	vvi	draw	draw	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
nar	nar	n1	nar	nar	0
∣	∣	sy	∣	∣	0
row	row	n1	row	row	0
roome	roome	n1	room	room	0
;	;	;	;	;	0
thus	thus	av	thus	thus	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
charity	charity	n1	charity	charity	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
whereas	whereas	cs	whereas	whereas	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
heat	heat	n1	heat	heat	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
naturall	naturall	j	natural	natural	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
diffuse	diffuse	vvi	diffuse	diffuse	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
the	the	dt	the	the	0
members	members	n2	members	member	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Christian	Christian	njp	Christian	christian	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
cold	cold	j-jn	cold	cold	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
men	men	n2	men	man	0
contract	contract	vvb	contract	contract	0
their	their	po32	their	their	0
love	love	n1	love	love	0
now	now	av	now	now	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
very	very	j	very	very	0
small	small	j	small	small	0
compasse	compasse	n1	compass	compass	0
and	and	cc	and	and	0
narrow	narrow	j	narrow	narrow	0
roome	roome	n1	room	room	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
more	more	dc	more	more	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
jumpe	jumpe	vvb	jump	jump	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
opinion	opinion	n1	opinion	opinion	0
about	about	p-acp	about	about	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
leaving	leaving	vvg	leaving	leave	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
differ	differ	vvb	differ	differ	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
death	death	n1	death	death	0
and	and	cc	and	and	0
damnation	damnation	n1	damnation	damnation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
verall	verall	j	verall	verall	0
countries	countries	n2	countries	country	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
City	City	n1	City	city	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
family	family	n1	family	family	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
severall	severall	j	several	several	0
Religions	Religions	n2	Religions	religion	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
severall	severall	j	several	several	0
opinions	opinions	n2	opinions	opinion	0
about	about	p-acp	about	about	0
Religi	Religi	fw-la	Religi	religi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
raigning	raigning	vvg	reigning	reign	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
what	what	r-crq	what	what	0
Saint	Saint	n1	Saint	saint	0
Austine	Austine	np1	Austine	Austine	0
complained	complained	vvd	complained	complain	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
truly	truly	av-j	truly	true	0
verified	verified	vvn	verified	verify	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
,	,	,	,	,	0
Epist.	Epist.	np1	Epist.	Epist.	1
147.	147.	crd	147.	147.	1
Thou	Thou	pns21	Thou	thou	0
seest	seest	vv2	seest	see	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
and	and	cc	and	and	0
miserable	miserable	j	miserable	miserable	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
straction	straction	n1	straction	straction	0
Christian	Christian	np1	Christian	Christian	0
houses	houses	n2	houses	house	0
and	and	cc	and	and	0
families	families	n2	families	family	0
are	are	vbr	are	be	0
divided	divided	vvn	divided	divide	0
&	&	cc	&	and	0
troubled	troubled	vvn	troubled	trouble	0
;	;	;	;	;	0
husbands	husbands	n2	husbands	husband	0
and	and	cc	and	and	0
wives	wives	n2	wives	wife	0
can	can	vmb	can	can	0
agree	agree	vvi	agree	agree	0
well	well	av	well	well	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
to	to	pc-acp	to	to	0
bed	bed	vvi	bed	bed	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
agree	agree	vvi	agree	agree	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
Christs	Christs	npg1	Christs	Christ	0
Altar	Altar	n1	Altar	altar	0
together	together	av	together	together	0
:	:	:	:	:	0
There	There	a-acp	There	there	0
they	they	pns32	they	they	0
sweare	sweare	vvb	swear	swear	0
peace	peace	n1	peace	peace	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
here	here	av	here	here	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
Parents	Parents	ng1	Parents	parent	0
and	and	cc	and	and	0
children	children	n2	children	child	0
live	live	vvb	live	live	0
well	well	av	well	well	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nough	nough	av-d	nough	nough	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
hold	hold	vvi	hold	hold	0
them	them	pno32	them	they	0
both	both	d	both	both	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
that	that	d	that	that	0
those	those	d	those	those	0
should	should	vmd	should	shall	0
succeed	succeed	vvi	succeed	succeed	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
own	own	d	own	own	0
inheritance	inheritance	n1	inheritance	inheritance	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
yet	yet	av	yet	yet	0
think	think	vvb	think	think	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
inhe	inhe	n1	inhe	inhe	0
∣	∣	sy	∣	∣	0
ritance	ritance	n1	ritance	ritance	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Masters	Masters	ng1	Master's	master	0
&	&	cc	&	and	0
servants	servants	n2	servants	servant	0
divide	divide	vvb	divide	divide	0
the	the	dt	the	the	0
cōmon	cōmon	j	common	common	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
all	all	d	all	all	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
yet	yet	av	yet	yet	0
took	took	vvd	took	take	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
servant	servant	n1	servant	servant	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
free	free	vvi	free	free	0
all	all	d	all	all	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
never	never	av-x	never	never	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
verified	verified	vvn	verified	verify	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
families	families	n2	families	family	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
observe	observe	vvi	observe	observe	0
this	this	d	this	this	0
great	great	j	great	great	0
division	division	n1	division	division	0
,	,	,	,	,	0
the	the	dt	the	the	0
husband	husband	n1	husband	husband	0
goes	goes	vvz	goes	go	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wife	wife	n1	wife	wife	0
staies	staies	vvz	stays	stay	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
wife	wife	n1	wife	wife	0
goes	goes	vvz	goes	go	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
the	the	dt	the	the	0
husband	husband	n1	husband	husband	0
staies	staies	vvz	stays	stay	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
between	between	p-acp	between	between	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
rents	rents	vvz	rends	rend	0
and	and	cc	and	and	0
children	children	n2	children	child	0
,	,	,	,	,	0
Masters	Masters	n2	Master's	master	0
and	and	cc	and	and	0
servants	servants	n2	servants	servant	0
.	.	.	.	.	1
The	The	dt	The	the	0
father	father	n1	father	father	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
the	the	dt	the	the	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
land	land	n1	land	land	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
yet	yet	av	yet	yet	0
thinks	thinks	vvz	thinks	think	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
portion	portion	n1	portion	portion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
living	living	n-vvg	living	live	0
.	.	.	.	.	1
The	The	dt	The	the	0
great	great	j	great	great	0
division	division	n1	division	division	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
world	world	n1	world	world	0
,	,	,	,	,	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
tween	tween	n2	tween	tween	0
the	the	dt	the	the	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
Chur	Chur	np1	Chur	Chur	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
West	West	n1	West	west	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
since	since	a-acp	since	since	0
subdivided	subdivided	vvn	subdivided	subdivide	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Romā	Romā	njp	Roman	roman	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reformed	reformed	vvn	reformed	reform	0
Religion	Religion	n1	Religion	religion	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
division	division	n1	division	division	0
amongst	amongst	p-acp	among	among	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
considerable	considerable	j	considerable	considerable	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
into	into	p-acp	into	into	0
three	three	crd	three	three	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
the	the	dt	the	the	0
Eastern	Eastern	j	Eastern	eastern	0
,	,	,	,	,	0
the	the	dt	the	the	0
Romanist	Romanist	np1	Romanist	Romanist	0
,	,	,	,	,	0
&	&	cc	&	and	0
our	our	po12	our	our	0
Reformed	Reformed	vvn	Reformed	reform	0
.	.	.	.	.	1
All	All	av-d	All	all	0
Christian	Christian	njp	Christian	christian	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
brethren	brethren	n2	brothers	brethren	0
and	and	cc	and	and	0
sisters	sisters	n2	sisters	sister	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Christian	Christian	njp	Christian	christian	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
Catholike	Catholike	jp	Catholic	catholic	0
&	&	cc	&	and	0
Orthodoxe	Orthodoxe	n1	Orthodox	orthodox	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
points	points	n2	points	point	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gree	gree	n1	gree	gree	0
one	one	pi	one	one	0
with	with	p-acp	with	with	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Primitive	Primitive	j	Primitive	primitive	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
Chur	Chur	np1	Chur	Chur	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
seven	seven	crd	seven	seven	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Asia	Asia	np1	Asia	Asia	0
which	which	r-crq	which	which	0
S.	S.	n1	S.	saint	0
Iohn	Iohn	np1	Iohn	John	0
wrote	wrote	vvd	wrote	write	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
some	some	d	some	some	0
things	things	n2	things	thing	0
commenda	commenda	fw-la	commenda	commenda	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
,	,	,	,	,	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
amisse	amisse	av	amiss	amiss	0
?	?	?	?	?	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
encouraged	encouraged	vvn	encouraged	encourage	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
former	former	j	former	former	0
and	and	cc	and	and	0
reproved	reproved	vvn	reproved	reprove	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
better	better	j	better	better	0
then	then	av	then	then	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
scarce	scarce	av-j	scarce	scarce	0
finde	finde	vvi	find	find	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
,	,	,	,	,	0
habeo	habeo	fw-la	habeo	habeo	0
adversus	adversus	fw-la	adversus	adversus	0
to	to	p-acp	to	to	0
pauca	pauca	fw-la	pauca	pauca	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
few	few	d	few	few	0
things	things	n2	things	thing	0
against	against	p-acp	against	against	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
seaven	seaven	crd	seaven	seven	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seaven	seaven	crd	seaven	seven	0
golden	golden	j	golden	golden	0
candlesticks	candlesticks	n2	candlesticks	candlestick	0
,	,	,	,	,	0
Revel	Revel	vvb	Revel	revel	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
13.	13.	crd	13.	13.	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
seaven	seaven	crd	seaven	seven	0
starres	starres	n2	stars	star	0
.	.	.	.	.	1
Revel	Revel	vvb	Revel	revel	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
16.	16.	crd	16.	16.	1
For	For	p-acp	For	for	0
writing	writing	vvg	writing	write	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Ephesus	Ephesus	np1	Ephesus	Ephesus	0
,	,	,	,	,	0
he	he	pns31	he	he	0
maketh	maketh	vvz	makes	make	0
this	this	d	this	this	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
attri	attri	fw-la	attri	attri	0
∣	∣	sy	∣	∣	0
butes	butes	n2	butes	bute	0
:	:	:	:	:	0
Apoc.	Apoc.	np1	Apoc.	Apoc.	1
21.	21.	crd	21.	21.	1
These	These	np1	These	Theise	0
things	things	n2	things	thing	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
holdeth	holdeth	vvz	holds	hold	0
the	the	dt	the	the	0
seaven	seaven	crd	seaven	seven	0
starres	starres	n2	stars	star	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
walketh	walketh	vvz	walks	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
golden	golden	j	golden	golden	0
Candlesticks	Candlesticks	n2	Candlesticks	candlestick	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
walked	walked	vvd	walked	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
lukewarme	lukewarme	j	lukewarm	lukewarm	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Lao	Lao	np1	Lao	Lao	0
∣	∣	sy	∣	∣	0
dicea	dicea	n2	dicea	dicea	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
threatned	threatned	vvd	threatened	threaten	0
to	to	pc-acp	to	to	0
spue	spue	vvi	spue	spew	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
.	.	.	.	.	1
And	And	cc	And	and	0
let	let	vvb	let	let	0
Rome	Rome	n1	Room	room	0
tell	tell	vvb	tell	tell	0
us	us	pno12	us	we	0
never	never	av	never	never	0
so	so	av	so	so	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
infallibility	infallibility	n1	infallibility	infallibility	0
and	and	cc	and	and	0
unerring	unerring	n1	unerring	unerring	0
chaire	chaire	n1	chair	chair	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
questionlesse	questionlesse	j	questionless	questionless	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
not	not	xx	not	not	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
,	,	,	,	,	0
habeo	habeo	fw-la	habeo	habeo	0
adver	adver	fw-la	adver	adver	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
to	to	p-acp	to	to	0
pauca	pauca	fw-la	pauca	pauca	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
few	few	d	few	few	0
things	things	n2	things	thing	0
against	against	p-acp	against	against	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
seve	seve	crd	seve	seve	0
∣	∣	sy	∣	∣	0
rall	rall	av	rall	rall	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
though	though	cs	though	though	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
very	very	av	very	very	0
faulty	faulty	j	faulty	faulty	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
severall	severall	j	several	several	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
helped	helped	vvd	helped	help	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
up	up	a-acp	up	up	0
one	one	crd	one	one	0
body	body	n1	body	body	0
