COnscience	COnscience	n1	COnscience	conscience	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
contented	contented	vvn	contented	content	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
attained	attained	vvn	attained	attain	0
,	,	,	,	,	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
press	press	vvb	press	press	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
Pauls	Pauls	npg1	Pauls	Paul	0
example	example	n1	example	example	0
,	,	,	,	,	0
Phil.	Phil.	np1	Phil.	Phil.	1
3.	3.	crd	3.	3.	0
13	13	crd	13	13	0
,	,	,	,	,	1
14.	14.	crd	14.	14.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
make	make	vvb	make	make	0
Religion	Religion	n1	Religion	religion	0
the	the	dt	the	the	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
business	business	n1	business	business	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
Gods	Gods	ng1	Gods	god	0
Word	Word	n1	Word	word	0
be	be	vbb	be	be	0
his	his	po31	his	his	0
Rule	Rule	n1	Rule	rule	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
Gods	Gods	ng1	Gods	god	0
Glory	Glory	n1	Glory	glory	0
be	be	vbb	be	be	0
his	his	po31	his	his	0
end	end	n1	end	end	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
seek	seek	vvb	seek	seek	0
his	his	po31	his	his	0
own	own	d	own	own	0
things	things	n2	things	thing	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Heart	Heart	n1	Heart	heart	0
be	be	vbi	be	be	0
Godward	Godward	n1	Godward	godward	0
,	,	,	,	,	0
Christward	Christward	av	Christward	christward	0
,	,	,	,	,	0
Heavenward	Heavenward	av	Heavenward	heavenward	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Conversation	Conversation	n1	Conversation	conversation	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Affections	Affections	n2	Affections	affection	0
upon	upon	p-acp	upon	upon	0
things	things	n2	things	thing	0
above	above	a-acp	above	above	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
oyl	oyl	n1	oil	oil	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
vessel	vessel	n1	vessel	vessel	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
lamp	lamp	n1	lamp	lamp	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
prove	prove	vvi	prove	prove	0
his	his	po31	his	his	0
Vnion	Vnion	n1	Union	union	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
made	made	vvn	made	make	0
his	his	po31	his	his	0
Calling	Calling	vvg	Calling	call	0
and	and	cc	and	and	0
Election	Election	n1	Election	election	0
sure	sure	j	sure	sure	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
yet	yet	av	yet	yet	0
made	made	vvn	made	make	0
meet	meet	j	meet	meet	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
inheritance	inheritance	n1	inheritance	inheritance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
in	in	p-acp	in	in	0
light	light	n1	light	light	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
love	love	vvb	love	love	0
the	the	dt	the	the	0
appearing	appearing	vvg	appearing	appear	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
And	And	cc	And	and	0
Conscience	Conscience	n1	Conscience	conscience	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
me	me	pno11	me	i	0
whether	whether	cs	whither	whether	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
does	does	vdz	does	do	0
live	live	vvi	live	live	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
did	did	vdd	did	do	0
,	,	,	,	,	0
Gal	Gal	n1	Gall	gall	0
2.	2.	crd	2.	2.	0
20.	20.	crd	20.	20.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
shew	shew	vvb	show	show	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
versation	versation	n1	versation	versation	0
his	his	po31	his	his	0
works	works	n2	works	work	0
with	with	p-acp	with	with	0
meekness	meekness	n1	meekness	meekness	0
of	of	pp-f	of	of	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
Janies	Janies	n2	Janies	jany	0
3.	3.	crd	3.	3.	0
13.	13.	crd	13.	13.	1
What	What	q-crq	What	what	0
work	work	n1	work	work	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
shewed	shewed	vvn	showed	show	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
ministred	ministred	vvn	ministered	minister	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
minister	minister	vvi	minister	minister	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
6.	6.	crd	6.	6.	0
10.	10.	crd	10.	10.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
fulfill	fulfill	vvb	fulfil	fulfil	0
all	all	d	all	all	0
the	the	dt	the	the	0
Wills	Wills	n2	Wills	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
David	David	np1	David	David	0
did	did	vdd	did	do	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
13.	13.	crd	13.	13.	0
22.	22.	crd	22.	22.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
follow	follow	vvb	follow	follow	0
God	God	np1	God	God	0
fully	fully	av-j	fully	full	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
leb	leb	n1	leb	leb	0
did	did	vdd	did	do	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
righteous	righteous	j	righteous	righteous	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Command	Command	n1	Command	command	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
and	and	cc	and	and	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
blameless	blameless	j	blameless	blameless	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Zechary	Zechary	np1	Zechary	Zechary	0
and	and	cc	and	and	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
,	,	,	,	,	0
Luke	Luke	av	Lycia	luke	0
1.	1.	crd	1.	1.	0
6.	6.	crd	6.	6.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
holy	holy	j	holy	holy	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
required	required	vvn	required	require	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.	1.	crd	1.	1.	0
15.	15.	crd	15.	15.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Conversation	Conversation	n1	Conversation	conversation	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
simplicity	simplicity	n1	simplicity	simplicity	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
cerity	cerity	n1	cerity	cerity	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
1.	1.	crd	1.	1.	0
12.	12.	crd	12.	12.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
zealous	zealous	j	zealous	zealous	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
works	works	n2	works	work	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	1
2.	2.	crd	2.	2.	0
14.	14.	crd	14.	14.	1
Whether	Whether	cs	Whither	whether	0
the	the	dt	the	the	0
zeal	zeal	n1	zeal	zeal	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
House	House	n1	House	house	0
do	do	vdb	do	do	0
even	even	av	even	even	0
eat	eat	vvi	eat	eat	0
him	him	pno31	him	he	0
up	up	a-acp	up	up	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
contented	contented	vvn	contented	content	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
vile	vile	j	vile	vile	0
so	so	av	so	so	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
noured	noured	vvn	noured	nour	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
deny	deny	vvb	deny	deny	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
Cross	Cross	n1	Cross	cross	0
and	and	cc	and	and	0
follow	follow	vvi	follow	follow	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Matth.	Matth.	np1	Matth.	Matth.	1
16.	16.	crd	16.	16.	0
24.	24.	crd	24.	24.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
rejoyce	rejoyce	vvb	rejoice	rejoice	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
patient	patient	j	patient	patient	0
in	in	p-acp	in	in	0
tribulation	tribulation	n1	tribulation	tribulation	0
,	,	,	,	,	0
and	and	cc	and	and	0
continue	continue	vvi	continue	continue	0
instant	instant	j-jn	instant	instant	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
12.	12.	crd	12.	12.	0
12.	12.	crd	12.	12.	1
Now	Now	av	Now	now	0
(	(	(	(	(	0
Conscience	Conscience	n1	Conscience	conscience	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
request	request	n1	request	request	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
;	;	;	;	;	0
and	and	cc	and	and	0
seeing	seeing	vvg	seeing	see	0
thou	thou	pno21	thou	thou	0
always	always	av	always	always	0
lodgest	lodgest	vv2	lodgest	lodge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bosom	bosom	n1	bosom	bosom	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
want	want	vvi	want	want	0
an	an	dt	and	a	0
opportunity	opportunity	n1	opportunity	opportunity	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
request	request	vvi	request	request	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
.	.	.	.	.	1
My	My	po11	My	my	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
quest	quest	n1	quest	quest	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
That	That	cst	That	that	0
thou	thou	pns21	thou	thou	0
wouldest	wouldest	vmd2	wouldst	will	0
deal	deal	vvi	deal	deal	0
honestly	honestly	av-j	honestly	honest	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
and	and	cc	and	and	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
estate	estate	n1	estate	estate	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
.	.	.	.	.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gall	gall	n1	gall	gall	0
of	of	pp-f	of	of	0
bitterness	bitterness	n1	bitterness	bitterness	0
and	and	cc	and	and	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
iniqui	iniqui	fw-la	iniqui	iniqui	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
so	so	av	so	so	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvb	say	say	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
Peter	Peter	np1	Peter	Peter	0
to	to	p-acp	to	to	0
Simon	Simon	np1	Simon	Simon	0
Magus	Magus	np1	Magus	Magus	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
8.	8.	crd	8.	8.	0
23.	23.	crd	23.	23.	1
I	I	pns11	I	i	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
ceive	ceive	vvb	ceive	ceive	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gall	gall	n1	gall	gall	0
of	of	pp-f	of	of	0
bitter	bitter	j	bitter	bitter	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
and	and	cc	and	and	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
iniquity	iniquity	n1	iniquity	iniquity	0
,	,	,	,	,	0
a	a	dt	a	a	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
upon	upon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
continue	continue	vvb	continue	continue	0
so	so	av	so	so	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
5.	5.	crd	5.	5.	0
6.	6.	crd	6.	6.	1
If	If	cs	If	if	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
do	do	vdb	do	do	0
live	live	vvi	live	live	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
sure	sure	av-j	sure	sure	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
does	does	vdz	does	do	0
so	so	av	so	so	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
.	.	.	.	.	0
)	)	)	)	)	1
Good	Good	j	Good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
does	does	vdz	does	do	0
so	so	av	so	so	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinue	tinue	vvb	tinue	tinue	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
die	die	vvi	die	die	0
;	;	;	;	;	0
and	and	cc	and	and	0
shew	shew	vvb	show	show	0
him	him	pno31	him	he	0
Rom.	Rom.	np1	Rom.	Rom.	1
8.	8.	crd	8.	8.	0
13.	13.	crd	13.	13.	0
and	and	cc	and	and	0
bid	bid	vvb	bid	bid	0
him	him	pno31	him	he	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
.	.	.	.	.	1
If	If	cs	If	if	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
negligently	negligently	av-j	negligently	negligent	0
,	,	,	,	,	0
deceitfully	deceitfully	av-j	deceitfully	deceitful	0
;	;	;	;	;	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
offer	offer	vvb	offer	offer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
a	a	dt	a	a	0
corrupt	corrupt	j	corrupt	corrupt	0
thing	thing	n1	thing	thing	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
a	a	dt	a	a	0
male	male	j-jn	male	male	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
,	,	,	,	,	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
curse	curse	n1	curse	curse	0
which	which	r-crq	which	which	0
hangs	hangs	vvz	hangs	hang	0
over	over	p-acp	over	over	0
his	his	po31	his	his	0
head	head	n1	head	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
read	read	vvi	read	read	0
Jer.	Jer.	np1	Jer.	Jer.	1
48.	48.	crd	48.	48.	0
10.	10.	crd	10.	10.	1
Mat.	Mat.	np1	Mat.	Mat	0
1.	1.	crd	1.	1.	0
14.	14.	crd	14.	14.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
prayer	prayer	n1	prayer	prayer	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
cause	cause	vvb	cause	cause	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
Jer.	Jer.	np1	Jer.	Jer.	1
10.	10.	crd	10.	10.	0
25.	25.	crd	25.	25.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
remember	remember	vvb	remember	remember	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
day	day	n1	day	day	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
it	it	pn31	it	it	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
give	give	vvb	give	give	0
him	him	pno31	him	he	0
no	no	dx	no	no	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
gotten	gotten	vvn	got	get	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
ponder	ponder	vvi	ponder	ponder	0
upon	upon	p-acp	upon	upon	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
Jer.	Jer.	np1	Jer.	Jer.	1
17.	17.	crd	17.	17.	0
27.	27.	crd	27.	27.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
idle	idle	j	idle	idle	0
,	,	,	,	,	0
slothful	slothful	j	slothful	slothful	0
,	,	,	,	,	0
unprofita	unprofita	fw-la	unprofita	unprofita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
servant	servant	n1	servant	servant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
work	work	vvb	work	work	0
,	,	,	,	,	0
shew	shew	vvb	show	show	0
him	him	pno31	him	he	0
Matth.	Matth.	np1	Matth.	Matth.	1
25.	25.	crd	25.	25.	0
30.	30.	crd	30.	30.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
unfruitful	unfruitful	j	unfruitful	unfruitful	0
tree	tree	n1	tree	tree	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
vineyard	vineyard	n1	vineyard	vineyard	0
,	,	,	,	,	0
prevail	prevail	vvb	prevail	prevail	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
again	again	av	again	again	0
and	and	cc	and	and	0
again	again	av	again	again	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Luke	Luke	np1	Luke	Luke	0
13.	13.	crd	13.	13.	0
7	7	crd	7	7	1
▪	▪	▪	▪	▪	0
8	8	crd	8	8	0
▪	▪	▪	▪	▪	0
0.	0.	crd	0.	0.	0
shew	shew	vvb	show	show	0
him	him	pno31	him	he	0
also	also	av	also	also	0
Matth.	Matth.	np1	Matth.	Matth.	1
7.	7.	crd	7.	7.	0
17.	17.	crd	17.	17.	0
and	and	cc	and	and	0
Heb.	Heb.	np1	Heb.	Heb.	0
6.	6.	crd	6.	6.	0
7	7	crd	7	7	0
,	,	,	,	,	1
8.	8.	crd	8.	8.	1
Say	Say	np1	Say	Say	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Why	Why	q-crq	Why	why	0
dost	dost	vd2	dost	do	0
thou	thou	pns21	thou	thou	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
and	and	cc	and	and	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
?	?	?	?	?	1
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
if	if	cs	if	if	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
believe	believe	vvb	believe	believe	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
obediential	obediential	j	obediential	obediential	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
rest	rest	n1	rest	rest	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
alone	alone	av-j	alone	alone	0
for	for	p-acp	for	for	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
believe	believe	vvi	believe	believe	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
damned	damned	vvn	damned	damn	0
,	,	,	,	,	0
Mark	Mark	vvb	Mark	mark	0
16.	16.	crd	16.	16.	0
16.	16.	crd	16.	16.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
repented	repented	vvn	repented	repent	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
confessed	confessed	vvn	confessed	confess	0
his	his	po31	his	his	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
mourned	mourned	vvd	mourned	mourn	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
turned	turned	vvd	turned	turn	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
;	;	;	;	;	0
tell	tell	vvb	tell	tell	0
him	him	pno31	him	he	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
or	or	cc	or	or	0
perish	perish	vvi	perish	perish	0
,	,	,	,	,	0
and	and	cc	and	and	0
