BEloved	BEloved	j-vvn	BEloved	belove	0
works	works	n2	works	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wet	wet	vvi	wet	wet	0
his	his	po31	his	his	0
eternall	eternall	j	eternal	eternal	0
counsells	counsells	n2	counsels	counsel	0
,	,	,	,	,	0
purposes	purposes	n2	purposes	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
decrees	decrees	n2	decrees	decree	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
last	last	ord	last	last	0
and	and	cc	and	and	0
utmost	utmost	j	utmost	utmost	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
reasonable	reasonable	j	reasonable	reasonable	0
creatures	creatures	n2	creatures	creature	0
Men	Men	n2	Men	man	0
and	and	cc	and	and	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
and	and	cc	and	and	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
means	means	n2	means	mean	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
last	last	ord	last	last	0
end	end	n1	end	end	0
,	,	,	,	,	0
some	some	d	some	some	0
to	to	p-acp	to	to	0
eternall	eternall	j	eternal	eternal	0
life	life	n1	life	life	0
and	and	cc	and	and	0
blessednesse	blessednesse	n1	blessedness	blessedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
to	to	p-acp	to	to	0
eternall	eternall	j	eternal	eternal	0
damnation	damnation	n1	damnation	damnation	0
,	,	,	,	,	0
wo	wo	n1	woe	woe	0
and	and	cc	and	and	0
misery	misery	n1	misery	misery	0
.	.	.	.	.	1
The	The	dt	The	the	0
fifth	fifth	ord	fifth	five	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
externall	externall	j	external	external	0
works	works	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
outward	outward	j	outward	outward	0
operations	operations	n2	operations	operation	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
first	first	ord	first	first	0
generally	generally	av-j	generally	general	0
laid	laid	vvn	laid	lay	0
open	open	j	open	open	0
and	and	cc	and	and	0
proved	proved	vvd	proved	prove	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
severall	severall	j	several	several	0
texts	texts	n2	texts	text	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
divided	divided	vvn	divided	divide	0
into	into	p-acp	into	into	0
severall	severall	j	several	several	0
heads	heads	n2	heads	head	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
creation	creation	n1	creation	creation	0
,	,	,	,	,	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
plainly	plainly	av-j	plainly	plain	0
described	described	vvn	described	describe	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
second	second	ord	second	second	0
Chap.	Chap.	np1	Chap.	Chap.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
Genesis	Genesis	n1	Genesis	genesis	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
joyned	joyned	vvn	joined	join	0
a	a	dt	a	a	0
treatise	treatise	n1	treatise	treatise	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
actuall	actuall	j	actual	actual	0
providence	providence	n1	providence	providence	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
order	order	vvi	order	order	0
and	and	cc	and	and	0
dispose	dispose	vvi	dispose	dispose	0
all	all	d	all	all	0
things	things	n2	things	thing	0
created	created	vvn	created	create	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
actions	actions	n2	actions	action	0
and	and	cc	and	and	0
motions	motions	n2	motions	motion	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
salvation	salvation	n1	salvation	salvation	0
and	and	cc	and	and	0
blessednesse	blessednesse	n1	blessedness	blessedness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
elect	elect	j-vvn	elect	elect	0
.	.	.	.	.	1
The	The	dt	The	the	0
sixth	sixth	ord	sixth	six	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
and	and	cc	and	and	0
corruption	corruption	n1	corruption	corruption	0
of	of	pp-f	of	of	0
mankind	mankind	n1	mankind	mankind	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
evills	evills	n2-jn	evils	evil	0
which	which	r-crq	which	which	0
thereby	thereby	av	thereby	thereby	0
entred	entred	vvd	entered	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
plainly	plainly	av-j	plainly	plain	0
described	described	vvn	described	describe	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Gen.	Gen.	np1	Gen.	Gen.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
The	The	dt	The	the	0
seventh	seventh	ord	seventh	seven	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
institution	institution	n1	institution	institution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
day	day	n1	day	day	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
promised	promised	vvn	promised	promise	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
blessing	blessing	n1	blessing	blessing	0
given	given	vvn	given	give	0
and	and	cc	and	and	0
revealed	revealed	vvn	revealed	reveal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fathers	fathers	n2	father's	father	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
old	old	j	old	old	0
testament	testament	n1	testament	testament	0
,	,	,	,	,	0
that	that	cst	that	that	0
day	day	n1	day	day	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
blessed	blessed	j-vvn	blessed	bless	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weeke	weeke	n1	week	week	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
weekly	weekly	j	weekly	weekly	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
full	full	j	full	full	0
exhibition	exhibition	n1	exhibition	exhibition	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
redeemer	redeemer	n1	redeemer	redeemer	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
resurrection	resurrection	n1	resurrection	resurrection	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
first	first	ord	first	first	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weeke	weeke	n1	week	week	0
,	,	,	,	,	0
that	that	cst	that	that	0
first	first	ord	first	first	0
day	day	n1	day	day	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
blessed	blessed	j-vvn	blessed	bless	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
▪	▪	▪	▪	▪	0
was	was	vbds	was	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weekly	weekly	j	weekly	weekly	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
transferred	transferred	vvd	transferred	transfer	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
of	of	pp-f	of	of	0
Christians	Christians	np1	Christians	Christians	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
holy	holy	j	holy	holy	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
rest	rest	n1	rest	rest	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
severall	severall	j	several	several	0
Treatises	Treatises	n2	Treatises	treatise	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
restraint	restraint	n1	restraint	restraint	0
made	made	vvd	made	make	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
of	of	pp-f	of	of	0
thanksgiving	thanksgiving	n1	thanksgiving	thanksgiving	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
bounty	bounty	n1	bounty	bounty	0
extended	extended	vvn	extended	extend	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
instruments	instruments	n2	instruments	instrument	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
charity	charity	n1	charity	charity	0
my	my	po11	my	my	0
necessities	necessities	n2	necessities	necessity	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
supplied	supplied	vvn	supplied	supply	0
,	,	,	,	,	0
the	the	dt	the	the	0
burthen	burthen	n1	burden	burden	0
of	of	pp-f	of	of	0
worldly	worldly	j	worldly	worldly	0
care	care	n1	care	care	0
removed	removed	vvn	removed	remove	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
shoulders	shoulders	n2	shoulders	shoulder	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
enabled	enabled	vvn	enabled	enable	0
and	and	cc	and	and	0
encouraged	encouraged	vvd	encouraged	encourage	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
these	these	d	these	these	0
workes	workes	n2	works	work	0
with	with	p-acp	with	with	0
cheerfulnesse	cheerfulnesse	n1	cheerfulness	cheerfulness	0
.	.	.	.	.	1
If	If	cs	If	if	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
tokens	tokens	n2	tokens	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankfull	thankfull	j	thankful	thankful	0
heart	heart	n1	heart	heart	0
)	)	)	)	)	0
they	they	pns32	they	they	0
find	find	vvb	find	find	0
acceptation	acceptation	n1	acceptation	acceptation	0
,	,	,	,	,	0
and	and	cc	and	and	0
prove	prove	vvi	prove	prove	0
profitable	profitable	j	profitable	profitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
my	my	po11	my	my	0
vowes	vowes	n2	vows	vow	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
good	good	j	good	good	0
measure	measure	n1	measure	measure	0
obtained	obtained	vvn	obtained	obtain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
best	best	js	best	best	0
recompence	recompence	n1	recompense	recompense	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
expect	expect	vvb	expect	expect	0
and	and	cc	and	and	0
seek	seek	vvi	seek	seek	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
received	received	vvn	received	receive	0
;	;	;	;	;	0
And	And	cc	And	and	0
with	with	p-acp	with	with	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
courage	courage	n1	courage	courage	0
,	,	,	,	,	0
alacrity	alacrity	n1	alacrity	alacrity	0
,	,	,	,	,	0
and	and	cc	and	and	0
cheerfulnesse	cheerfulnesse	n1	cheerfulness	cheerfulness	0
shall	shall	vmb	shall	shall	0
proceed	proceed	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
opening	opening	n-vvg	opening	open	0
,	,	,	,	,	0
and	and	cc	and	and	0
unfolding	unfolding	n-vvg	unfolding	unfold	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
great	great	j	great	great	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
power	power	n1	power	power	0
,	,	,	,	,	0
goodnesse	goodnesse	n1	goodness	goodness	0
and	and	cc	and	and	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
concerne	concerne	vvb	concern	concern	0
the	the	dt	the	the	0
restauration	restauration	n1	restauration	restauration	0
of	of	pp-f	of	of	0
mankind	mankind	n1	mankind	mankind	0
corrupted	corrupted	vvn	corrupted	corrupt	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
elect	elect	j	elect	elect	0
are	are	vbr	are	be	0
gathered	gathered	vvn	gathered	gather	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
lifted	lifted	vvd	lifted	lift	0
up	up	a-acp	up	up	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wofull	wofull	j	woeful	woeful	0
wretched	wretched	j	wretched	wretched	0
and	and	cc	and	and	0
miserable	miserable	j	miserable	miserable	0
condition	condition	n1	condition	condition	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
exalted	exalted	vvn	exalted	exalt	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
namely	namely	av	namely	namely	0
the	the	dt	the	the	0
works	works	n2	works	work	0
which	which	r-crq	which	which	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
redemption	redemption	n1	redemption	redemption	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
And	And	cc	And	and	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
which	which	r-crq	which	which	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
application	application	n1	application	application	0
of	of	pp-f	of	of	0
redemption	redemption	n1	redemption	redemption	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
worketh	worketh	vvz	works	work	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
elect	elect	j-vvn	elect	elect	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
shed	shed	vvn	shed	shed	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
aboundantly	aboundantly	av-j	abundantly	abundant	0
through	through	p-acp	through	through	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
new	new	j	new	new	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
and	and	cc	and	and	0
spirituall	spirituall	j	spiritual	spiritual	0
regeneration	regeneration	n1	regeneration	regeneration	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
effectuall	effectuall	j	effectual	effectual	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
adoption	adoption	n1	adoption	adoption	0
,	,	,	,	,	0
justification	justification	n1	justification	justification	0
,	,	,	,	,	0
sanctification	sanctification	n1	sanctification	sanctification	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorification	glorification	n1	glorification	glorification	0
,	,	,	,	,	0
Divers	Divers	j	Diverse	diverse	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
opened	opened	vvd	opened	open	0
and	and	cc	and	and	0
unfolded	unfolded	vvn	unfolded	unfold	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
severall	severall	j	several	several	0
texts	texts	n2	texts	text	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
hath	hath	vhz	hath	have	0
heretofore	heretofore	av	heretofore	heretofore	0
been	been	vbn	been	be	0
offered	offered	vvn	offered	offer	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
life	life	n1	life	life	0
,	,	,	,	,	0
health	health	n1	health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
continued	continued	vvn	continued	continue	0
into	into	p-acp	into	into	0
severall	severall	j	several	several	0
treatises	treatises	n2	treatises	treatise	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
order	order	n1	order	order	0
and	and	cc	and	and	0
method	method	n1	method	method	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
and	and	cc	and	and	0
enterance	enterance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
sacred	sacred	j	sacred	sacred	0
divinity	divinity	n1	divinity	divinity	0
propounded	propounded	vvn	propounded	propound	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
treatise	treatise	n1	treatise	treatise	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
6.	6.	crd	6.	6.	0
4	4	crd	4	4	0
,	,	,	,	,	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
accomplishing	accomplishing	n-vvg	accomplishing	accomplish	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
workes	workes	n2	works	work	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
exhort	exhort	vvb	exhort	exhort	0
and	and	cc	and	and	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Ephes.	Ephes.	np1	Ephes.	Ephes.	1
6	6	crd	6	6	0
18	18	crd	18	18	0
Col.	Col.	np1	Col.	Col.	0
4.	4.	crd	4.	4.	0
2.	2.	crd	2.	2.	0
to	to	p-acp	to	to	0
continue	continue	vvi	continue	continue	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
thanksgiving	thanksgiving	n1	thanksgiving	thanksgiving	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
alwayes	alwayes	av	always	always	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
prayer	prayer	n1	prayer	prayer	0
andAct	andAct	n1	andAct	andact	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
32	32	crd	32	32	0
supplication	supplication	n1	supplication	supplication	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
watching	watching	vvg	watching	watch	0
thereunto	thereunto	av	thereunto	thereunto	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
perseverance	perseverance	n1	perseverance	perseverance	0
,	,	,	,	,	0
&	&	cc	&	and	0
supplication	supplication	n1	supplication	supplication	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
withall	withall	av	withal	withal	0
praying	praying	vvg	praying	pray	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
his	his	po31	his	his	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
open	open	vvi	open	open	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
doore	doore	n1	door	door	0
of	of	pp-f	of	of	0
utterance	utterance	n1	utterance	utterance	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
open	open	vvi	open	open	0
our	our	po12	our	our	0
mouthes	mouthes	n2	mouths	mouth	0
boldly	boldly	av-j	boldly	bold	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
knowne	knowne	vvn	known	know	0
the	the	dt	the	the	0
mistery	mistery	n1	mystery	mystery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
,	,	,	,	,	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
inheritance	inheritance	n1	inheritance	inheritance	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
.	.	.	.	.	1
