GIve	GIve	vvb	GIve	give	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
repreſented	repreſented	vvn	repreſented	repreſent	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
Presbyterian	Presbyterian	j	Presbyterian	presbyterian	0
Government	Government	n1	Government	government	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Bugbear	Bugbear	n1	Bugbear	bugbear	0
,	,	,	,	,	0
and	and	cc	and	and	0
cruell	cruell	j	cruel	cruel	0
monſter	monſter	n1	monſter	monſter	0
,	,	,	,	,	0
worſe	worſe	av-jc	worſe	worſe	0
then	then	cs	then	than	0
Popery	Popery	n1	Popery	popery	0
and	and	cc	and	and	0
Prelacy	Prelacy	np1	Prelacy	Prelacy	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
ſubmit	ſubmit	vvb	ſubmit	ſubmit	0
,	,	,	,	,	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
children	children	n2	children	child	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
ſlaves	ſlaves	n2	ſlaves	ſlave	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lust	lust	n1	lust	lust	0
of	of	pp-f	of	of	0
proud	proud	j	proud	proud	0
,	,	,	,	,	0
peeviſh	peeviſh	j	peeviſh	peeviſh	0
,	,	,	,	,	0
tyrannicall	tyrannicall	j	tyrannical	tyrannical	0
Priests	Priests	n2	Priests	priest	0
;	;	;	;	;	0
And	And	cc	And	and	0
allthough	allthough	cs	although	although	0
many	many	d	many	many	0
credulous	credulous	j	credulous	credulous	0
fools	fools	n2	fools	fool	0
,	,	,	,	,	0
and	and	cc	and	and	0
unſtable	unſtable	j	unſtable	unſtable	0
ſouls	ſouls	n2	ſouls	ſoul	0
,	,	,	,	,	0
are	are	vbr	are	be	0
hereby	hereby	av	hereby	hereby	0
terrified	terrified	vvn	terrified	terrify	0
and	and	cc	and	and	0
skared	skared	vvn	scared	scare	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
and	and	cc	and	and	0
run	run	vvi	run	run	0
wilde	wilde	j	wild	wild	0
after	after	p-acp	after	after	0
ſeverall	ſeverall	j	several	several	0
dangerous	dangerous	j	dangerous	dangerous	0
ſects	ſects	n2	ſects	ſect	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
reſt	reſt	vvi	reſt	reſt	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
ſuch	ſuch	d	ſuch	ſuch	0
ſtrangers	ſtrangers	n2	ſtrangers	ſtranger	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Goſpel	Goſpel	n1	Goſpel	goſpel	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
ſo	ſo	av	ſo	ſo	0
little	little	av-j	little	little	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Teſtament	Teſtament	n1	Teſtament	teſtament	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
moved	moved	vvn	moved	move	0
with	with	p-acp	with	with	0
ſuch	ſuch	d	ſuch	ſuch	0
skarecrowes	skarecrowes	n2	skarecrowes	skarecrowe	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
by	by	p-acp	by	by	0
ſuch	ſuch	d	ſuch	ſuch	0
rabid	rabid	j	rabid	rabid	0
railing	railing	n-vvg	railing	rail	0
againſt	againſt	p-acp	againſt	againſt	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
by	by	p-acp	by	by	0
Claſsicall	Claſsicall	j	Classical	classical	0
Presbyteries	Presbyteries	n2	Presbyteries	presbytery	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
moved	moved	vvn	moved	move	0
and	and	cc	and	and	0
ſtirred	ſtirred	vvd	ſtirred	ſtir	0
up	up	a-acp	up	up	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
ſerious	ſerious	j	ſerious	ſerious	0
conſideration	conſideration	n1	conſideration	conſideration	0
,	,	,	,	,	0
and	and	cc	and	and	0
conſultation	conſultation	n1	conſultation	conſultation	0
had	had	vhd	had	have	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
Paſtours	Paſtours	ng1	Pastors	pastors	0
,	,	,	,	,	0
and	and	cc	and	and	0
Teachers	Teachers	n2	Teachers	teacher	0
,	,	,	,	,	0
diligent	diligent	av-j	diligent	diligent	0
ſearching	ſearching	vvg	ſearching	ſearch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
aſſurance	aſſurance	n1	aſſurance	aſſurance	0
of	of	pp-f	of	of	0
underſtanding	underſtanding	n1	underſtanding	underſtanding	0
of	of	pp-f	of	of	0
divine	divine	j-jn	divine	divine	0
truth	truth	n1	truth	truth	0
gained	gained	vvn	gained	gain	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
earneſt	earneſt	j	earneſt	earneſt	0
and	and	cc	and	and	0
importunate	importunate	j	importunate	importunate	0
in	in	p-acp	in	in	0
promoting	promoting	j-vvg	promoting	promote	0
that	that	d	that	that	0
Presbyterian	Presbyterian	j	Presbyterian	presbyterian	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
beſides	beſides	p-acp	beside	beside	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
writing	writing	n-vvg	writing	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apoſtles	Apoſtles	n2	Apoſtles	apoſtle	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
or	or	cc	or	or	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
well	well	av	well	well	0
reformed	reformed	vvn	reformed	reform	0
Churches	Churches	n2	Churches	church	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Chriſtian	Chriſtian	njp	Chriſtian	chriſtian	0
world	world	n1	world	world	0
.	.	.	.	.	1
The	The	dt	The	the	0
Apoſtolicall	Apoſtolicall	j	Apostolical	apostolical	0
Church	Church	n1	Church	church	0
at	at	p-acp	at	at	0
Jeruſalem	Jeruſalem	np1	Jeruſalem	Jeruſalem	0
,	,	,	,	,	0
conſiſting	conſiſting	vvg	conſiſting	conſiſt	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thouſands	thouſands	crd	thouſands	thouſands	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
thouſands	thouſands	crd	thouſands	thouſands	0
of	of	pp-f	of	of	0
beleevers	beleevers	n2	believers	believer	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſo	ſo	av	ſo	ſo	0
many	many	d	many	many	0
particular	particular	j	particular	particular	0
Congregations	Congregations	n2	Congregations	congregation	0
,	,	,	,	,	0
was	was	vbds	was	be	0
altogether	altogether	av	altogether	altogether	0
governed	governed	vvn	governed	govern	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apoſtles	Apoſtles	n2	Apoſtles	apoſtle	0
and	and	cc	and	and	0
Presbyters	Presbyters	n2	Presbyters	presbyter	0
,	,	,	,	,	0
Aſſemblies	Aſſemblies	n2	Aſſemblies	aſſembly	0
,	,	,	,	,	0
Synods	Synods	n2	Synods	synod	0
and	and	cc	and	and	0
Presbyteries	Presbyteries	n2	Presbyteries	presbytery	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appears	appears	vvz	appears	appear	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
11.	11.	crd	11.	11.	0
30.	30.	crd	30.	30.	0
and	and	cc	and	and	0
15.	15.	crd	15.	15.	0
6.	6.	crd	6.	6.	0
and	and	cc	and	and	0
21.	21.	crd	21.	21.	0
18.	18.	crd	18.	18.	1
The	The	dt	The	the	0
Chriſtian	Chriſtian	njp	Chriſtian	chriſtian	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
gathered	gathered	vvn	gathered	gather	0
unto	unto	p-acp	unto	unto	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
in	in	p-acp	in	in	0
ſeverall	ſeverall	j	several	several	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
Countries	Countries	n2	Countries	country	0
and	and	cc	and	and	0
Cities	Cities	n2	Cities	city	0
by	by	p-acp	by	by	0
Paul	Paul	np1	Paul	Paul	0
and	and	cc	and	and	0
Barnabas	Barnabas	np1	Barnabas	Barnabas	0
,	,	,	,	,	0
had	had	vhd	had	have	0
every	every	d	every	every	0
one	one	crd	one	one	0
their	their	po32	their	their	0
Presbyters	Presbyters	n2	Presbyters	presbyter	0
,	,	,	,	,	0
ordained	ordained	vvd	ordained	ordain	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
rule	rule	n1	rule	rule	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
14.	14.	crd	14.	14.	0
23.	23.	crd	23.	23.	1
The	The	dt	The	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Epheſus	Epheſus	np1	Epheſus	Epheſus	0
,	,	,	,	,	0
that	that	cst	that	that	0
great	great	j	great	great	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Aſia	Aſia	np1	Aſia	Aſia	0
,	,	,	,	,	0
had	had	vhd	had	have	0
alſo	alſo	av	alſo	alſo	0
divers	divers	j	diverse	diverse	0
Presbyters	Presbyters	n2	Presbyters	presbyter	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghoſt	Ghoſt	n1	Ghoſt	ghoſt	0
had	had	vhd	had	have	0
made	made	vvn	made	make	0
overſeers	overſeers	n2	overſeers	overſeer	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
in	in	p-acp	in	in	0
common	common	j	common	common	0
over	over	p-acp	over	over	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
20.	20.	crd	20.	20.	0
17	17	crd	17	17	0
,	,	,	,	,	1
28.	28.	crd	28.	28.	1
And	And	cc	And	and	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
ſpeaks	ſpeaks	vvz	ſpeaks	ſpeak	0
,	,	,	,	,	0
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
5.	5.	crd	5.	5.	0
17.	17.	crd	17.	17.	0
ſaying	ſaying	n1	ſaying	ſaying	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
the	the	dt	the	the	0
Elders	Elders	n2-jn	Elders	elder	0
that	that	cst	that	that	0
rule	rule	vvb	rule	rule	0
well	well	av	well	well	0
,	,	,	,	,	0
be	be	vbb	be	be	0
counted	counted	vvn	counted	count	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
double	double	j-jn	double	double	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
Alſo	Alſo	av	Alſo	alſo	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
left	left	vvd	left	leave	0
Titus	Titus	np1	Titus	Titus	0
in	in	p-acp	in	in	0
Creet	Creet	np1	Creet	Crete	0
,	,	,	,	,	0
and	and	cc	and	and	0
appointed	appointed	vvd	appointed	appoint	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
ordain	ordain	vvi	ordain	ordain	0
Presbyters	Presbyters	n2	Presbyters	presbyter	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſuch	ſuch	d	ſuch	ſuch	0
overſeers	overſeers	n2	overſeers	overſeer	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	1
1.	1.	crd	1.	1.	0
5.	5.	crd	5.	5.	1
Peter	Peter	np1	Peter	Peter	0
and	and	cc	and	and	0
Iohn	Iohn	np1	Iohn	John	0
were	were	vbdr	were	be	0
Presbyters	Presbyters	n2	Presbyters	presbyter	0
,	,	,	,	,	0
and	and	cc	and	and	0
called	called	vvd	called	call	0
themſelves	themſelves	px32	themſelves	themſelves	0
ſo	ſo	av	ſo	ſo	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
with	with	p-acp	with	with	0
others	others	n2-jn	others	other	0
governed	governed	vvn	governed	govern	0
ſeverall	ſeverall	j	several	several	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
5.	5.	crd	5.	5.	0
1.	1.	crd	1.	1.	1
John	John	np1	John	John	0
2.	2.	crd	2.	2.	0
1.	1.	crd	1.	1.	0
and	and	cc	and	and	0
John	John	np1	John	John	0
3.	3.	crd	3.	3.	0
1.	1.	crd	1.	1.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
ô	ô	uh	o	o	0
London	London	np1	London	London	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
that	that	cst	that	that	0
haſt	haſt	vh2	haſt	haſt	0
choſen	choſen	vvn	choſen	choſen	0
the	the	dt	the	the	0
beſt	beſt	js	beſt	beſt	0
part	part	n1	part	part	0
,	,	,	,	,	0
rejoice	rejoice	vvb	rejoice	rejoice	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
to	to	pc-acp	to	to	0
riſe	riſe	vvi	riſe	riſe	0
upon	upon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
light	light	n1	light	light	0
to	to	pc-acp	to	to	0
ſhine	ſhine	vvi	ſhine	ſhine	0
upon	upon	p-acp	upon	upon	0
thy	thy	po21	thy	thy	0
grave	grave	j	grave	grave	0
Senatours	Senatours	n2	Senators	senator	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
religious	religious	j	religious	religious	0
Common-Councell	Common-Councell	n1	Common-Councell	common-council	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
thy	thy	po21	thy	thy	0
true	true	j	true	true	0
hearted	hearted	j-vvn	hearted	heart	0
Citizens	Citizens	n2	Citizens	citizen	0
;	;	;	;	;	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
led	led	vvn	led	lead	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
thoſe	thoſe	d	thoſe	thoſe	0
waies	waies	n2	ways	way	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Saint	Saint	n1	Saint	saint	0
Paul	Paul	np1	Paul	Paul	0
taught	taught	vvd	taught	teach	0
every	every	d	every	every	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.	4.	crd	4.	4.	0
17.	17.	crd	17.	17.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
encouraging	encouraging	n-vvg	encouraging	encourage	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
Citizens	Citizens	n2	Citizens	citizen	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
conſtancy	conſtancy	n1	conſtancy	conſtancy	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
confirming	confirming	vvg	confirming	confirm	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
wavering	wavering	j-vvg	wavering	waver	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
framed	framed	vvn	framed	frame	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
this	this	d	this	this	0
brief	brief	j	brief	brief	0
diſcourſe	diſcourſe	n1	diſcourſe	diſcourſe	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
that	that	d	that	that	0
one	one	crd	one	one	0
uniform	uniform	j	uniform	uniform	0
Church-Government	Church-Government	n1	Church-Government	church-government	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Apoſtles	Apoſtles	n2	Apoſtles	apoſtle	0
ordained	ordained	vvn	ordained	ordain	0
,	,	,	,	,	0
and	and	cc	and	and	0
appointed	appointed	vvd	appointed	appoint	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ſet	ſet	vvn	ſet	ſet	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
univerſall	univerſall	j	universal	universal	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
obſerved	obſerved	vvn	obſerved	obſerve	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
univerſall	univerſall	j	universal	universal	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
patern	patern	n1	pattern	pattern	0
ſhadowed	ſhadowed	vvn	ſhadowed	ſhadow	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ſmall	ſmall	j	ſmall	ſmall	0
compaſſe	compaſſe	n1	compass	compass	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
eſtabliſhment	eſtabliſhment	n1	eſtabliſhment	eſtabliſhment	0
whereof	whereof	c-crq	whereof	whereof	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
City	City	n1	City	city	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ſtood	ſtood	vvn	ſtood	ſtood	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
appeared	appeared	vvd	appeared	appear	0
openly	openly	av-j	openly	open	0
at	at	p-acp	at	at	0
ſeverall	ſeverall	j	several	several	0
times	times	n2	times	time	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
be	be	vbb	be	be	0
pleaſed	pleaſed	vvn	pleaſed	pleaſ	0
to	to	pc-acp	to	to	0
bleſſe	bleſſe	vvi	bless	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
courage	courage	n1	courage	courage	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
conſtancy	conſtancy	n1	conſtancy	conſtancy	0
and	and	cc	and	and	0
perſeverance	perſeverance	n1	perſeverance	perſeverance	0
till	till	c-acp	till	till	0
you	you	pn22	you	you	0
obtain	obtain	vvb	obtain	obtain	0
your	your	po22	your	your	0
deſire	deſire	n1	deſire	deſire	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
deſire	deſire	n1	deſire	deſire	0
alſo	alſo	av	alſo	alſo	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
faithfull	faithfull	j	faithful	faithful	0
Miniſters	Miniſters	n2	Miniſters	miniſter	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
then	then	av	then	then	0
ſhall	ſhall	vmb	ſhall	ſhall	0
London	London	np1	London	London	0
be	be	vbb	be	be	0
called	called	vvn	called	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
the	the	dt	the	the	0
Zion	Zion	np1	Zion	Zion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
Iſrael	Iſrael	np1	Iſrael	Iſrael	0
;	;	;	;	;	0
And	And	cc	And	and	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
deſpiſe	deſpiſe	vvb	deſpiſe	deſpiſe	0
her	her	pno31	her	she	0
and	and	cc	and	and	0
ſtand	ſtand	vvb	ſtand	ſtand	0
up	up	a-acp	up	up	0
against	against	p-acp	against	against	0
her	her	pno31	her	she	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
ſhall	ſhall	vmb	ſhall	ſhall	0
bow	bow	vvi	bow	bow	0
down	down	a-acp	down	down	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ſoles	ſoles	n2	ſoles	ſole	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
enemies	enemies	n2	enemies	enemy	0
ſhall	ſhall	vmb	ſhall	ſhall	0
lick	lick	vvi	lick	lick	0
the	the	dt	the	the	0
duſt	duſt	crd	duſt	duſt	0
,	,	,	,	,	0
even	even	av	even	even	0
lick	lick	vvi	lick	lick	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
duſt	duſt	crd	duſt	duſt	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
ſhall	ſhall	vmb	ſhall	ſhall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
aſhamed	aſhamed	j	aſhamed	aſhamed	0
who	who	r-crq	who	who	0
wait	wait	vvb	wait	wait	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
Iſa	Iſa	np1	Iſa	Iſa	0
.	.	.	.	.	1
49.	49.	crd	49.	49.	0
23.	23.	crd	23.	23.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
praier	praier	n1	prayer	prayer	0
of	of	pp-f	of	of	1
