Right	Right	n-jn	Right	right	0
loved	loved	vvn	loved	love	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
us	us	pno12	us	we	0
everlasting	everlasting	j	everlasting	everlasting	0
conſolation	conſolation	n1	conſolation	conſolation	0
and	and	cc	and	and	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
through	through	p-acp	through	through	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
comfort	comfort	vvb	comfort	comfort	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
stabliſh	stabliſh	vvb	establish	establish	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
word	word	n1	word	word	0
and	and	cc	and	and	0
work	work	n1	work	work	0
.	.	.	.	.	1
And	And	cc	And	and	0
ſo	ſo	av	ſo	ſo	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
deſire	deſire	vvb	deſire	deſire	0
likewiſe	likewiſe	av	likewiſe	likewiſe	0
your	your	po22	your	your	0
prayers	prayers	n2	prayers	prayer	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	1
